domain,case_id,delay_chips,rank,condition_number,residual_norm,coefficients_json,status
OAK,OAK.positive.d150.p-03.single,-0.19,5,1.0349991218465902,27593.81184389718,"{""10"": [0.6037459010912599, -0.04749519447309152], ""11"": [-0.15658887277990094, 0.5115807103064008], ""21"": [-0.00672168351183894, -0.24475496633303284], ""24"": [113.77209606141102, 13.078496941079214], ""27"": [-0.003242981645988349, 0.07049816119963971]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.18,5,1.0334882621019954,27258.31921886126,"{""10"": [0.6778759683877231, -0.10511292371096466], ""11"": [-0.23531414440450862, 0.38516151239785434], ""21"": [-0.052455627770171445, -0.20863735945789752], ""24"": [115.357441051949, 13.259525521954414], ""27"": [0.019665390024391955, -0.06998610938332782]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.17,5,1.03167397623431,26922.6643050188,"{""10"": [0.6695213715579985, -0.13418730009510438], ""11"": [-0.23309167061062655, 0.43223371235707014], ""21"": [-0.0017594306888819218, -0.11815040846310451], ""24"": [116.9027543927045, 13.437738829837688], ""27"": [-0.0232276417873598, -0.002967036328339796]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.16,5,1.0310099931880738,26544.932123999515,"{""10"": [0.6672517418412717, -0.07831180919312206], ""11"": [-0.07059791483213544, 0.5660018141183529], ""21"": [-0.07929387792303967, -0.10276916668895782], ""24"": [118.59476061947622, 13.63524366201279], ""27"": [-0.09527303897395654, 0.07201894295030103]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.15,5,1.0323343872096442,26165.786951291695,"{""10"": [0.580694479086524, -0.032661565580957494], ""11"": [0.002347406347015058, 0.4116292946408688], ""21"": [0.1024448492992103, 0.02925623112474468], ""24"": [120.24828849931444, 13.825200541855361], ""27"": [-0.05101644868476215, 0.04452872813804046]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.14,5,1.032800797296412,25794.703618230607,"{""10"": [0.5808017155998109, 0.10682753087483671], ""11"": [-0.02412572741973109, 0.35588032423156857], ""21"": [0.19060980832673863, -0.23477337338167073], ""24"": [121.82140388968931, 14.004997887152047], ""27"": [-0.012145987021967336, -0.007001748759197884]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.13,5,1.0331104587896833,25434.64374774418,"{""10"": [0.5463259071196589, -0.044864689574307864], ""11"": [-0.048982639721834996, 0.36113567806045116], ""21"": [0.1319288524768235, -0.2839888559249043], ""24"": [123.30658211051528, 14.175416882467198], ""27"": [-0.06522643178952278, 0.04298752622750353]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.12,5,1.0338090160577402,25048.1867916053,"{""10"": [0.5356432971178887, -0.06387611862067921], ""11"": [-0.06667793297670041, 0.30726984153227754], ""21"": [0.07333117774155293, -0.13057589849785656], ""24"": [124.85918872549946, 14.35378904840087], ""27"": [-0.07424988859943947, 0.05408288606660723]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.11,5,1.0327121869120062,24673.168824544096,"{""10"": [0.5551335361190403, -0.11126673555817933], ""11"": [-0.019609445792605207, 0.3809399961122023], ""21"": [0.029706984614386894, 0.022657785318811664], ""24"": [126.32482031151541, 14.523307505119496], ""27"": [-0.038337685654970206, 0.03699782650359685]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.1,5,1.0327586267311364,24243.198756823374,"{""10"": [0.5346756165426448, -0.08364396415569011], ""11"": [-0.05143645577249046, 0.4940133701274419], ""21"": [0.07372229887474605, 0.1492239557508654], ""24"": [127.95592508755999, 14.711274571183154], ""27"": [-0.047902012465603924, -0.008619967200439475]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.09,5,1.0320793446642325,23799.8486020977,"{""10"": [0.42687254157333454, -0.06794284242158259], ""11"": [-0.043729000506683796, 0.5851647961942539], ""21"": [0.13129066210564616, 0.12504126404931837], ""24"": [129.58686301931232, 14.899479004868578], ""27"": [-0.03462581327040742, 0.01801915881749827]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.08,5,1.032458495667617,23357.740759579396,"{""10"": [0.39521612084963625, -0.09328212861850399], ""11"": [0.0030116523635936522, 0.4788222297695417], ""21"": [0.16612860789899236, 0.0538557288213175], ""24"": [131.16659827378544, 15.080803918187808], ""27"": [-0.0013611233500122903, 0.12114784521385577]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.07,5,1.0335047184978337,22871.984162136672,"{""10"": [0.35718084078208184, -0.10019398298716146], ""11"": [-0.021830446894122002, 0.42968316242177323], ""21"": [0.056724052255216095, -0.06846688545113892], ""24"": [132.84542557631957, 15.273233283384148], ""27"": [-0.016463756033323566, 0.09538291489428245]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.06,5,1.033009664213072,22426.264432512842,"{""10"": [0.2524956195020608, -0.021730632357553865], ""11"": [-0.09167225635803128, 0.42284109862094915], ""21"": [0.0341649669675027, 0.07060548506402252], ""24"": [134.33667746849974, 15.444078299831848], ""27"": [0.0036608470083740194, 0.038117534300089004]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.05,5,1.0351932828679298,21999.593541295766,"{""10"": [0.2677271289341402, 0.028172069025361006], ""11"": [-0.22031641939106814, 0.4370206873986549], ""21"": [-0.04291103235082781, 0.11882214902969164], ""24"": [135.72188385751627, 15.601258835680753], ""27"": [-0.035838202561262064, 0.03562502021277603]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.04,5,1.0334563326250905,21484.702902927198,"{""10"": [0.2400113478304898, 0.05627711826149607], ""11"": [-0.1615575613668999, 0.3601690352673856], ""21"": [-0.02150356118465086, 0.15192199407436627], ""24"": [137.34139860528884, 15.788427919808983], ""27"": [-0.07737850413976538, 0.14748010751189553]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.03,5,1.0326929172891612,20955.135410891195,"{""10"": [0.1730494878769482, 0.026587539870745122], ""11"": [-0.08768595491387936, 0.43772308001288207], ""21"": [0.08778814688001348, 0.15359753207358945], ""24"": [138.946180874429, 15.974251368189076], ""27"": [0.06977928311077491, 0.03990035037157681]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.02,5,1.0335380172377389,20396.153613864204,"{""10"": [0.17363658812910843, -0.1381657921270297], ""11"": [-0.08996666947083955, 0.40132244706578685], ""21"": [0.10920739658991212, 0.1585223787433231], ""24"": [140.5787870041619, 16.161047173916273], ""27"": [-0.003765295112866295, -0.005273129360822393]}",PASS
OAK,OAK.positive.d150.p-03.single,-0.01,5,1.0338879156842196,19807.32651704023,"{""10"": [0.07510344676593486, 0.013394929612195345], ""11"": [-0.11304645789333834, 0.45270049000423634], ""21"": [0.05677529537680939, 0.0535099139534779], ""24"": [142.23027463228243, 16.350934050295685], ""27"": [0.09429657668035196, 0.07229989701668524]}",PASS
OAK,OAK.positive.d150.p-03.single,0.0,5,1.0351098831060266,19249.007281727263,"{""10"": [0.18439624708863783, -0.03443352028104299], ""11"": [-0.17878554491102233, 0.40821322941899524], ""21"": [0.12710314655393523, 0.0772547852860844], ""24"": [143.73589037663072, 16.52332377777912], ""27"": [0.08371779801810224, 0.08723510118064895]}",PASS
OAK,OAK.positive.d150.p-03.single,0.01,5,1.0353746192453321,18649.384910502886,"{""10"": [0.20887594326088746, 0.03302755452638736], ""11"": [-0.16519927147807337, 0.36478509024044853], ""21"": [0.10185704287565842, -0.09665555250781124], ""24"": [145.28842344112763, 16.70190244729964], ""27"": [0.08355572205065759, -0.04084955946642371]}",PASS
OAK,OAK.positive.d150.p-03.single,0.02,5,1.0348442294705387,18058.83784389223,"{""10"": [0.2333265306116039, 0.0497270634139534], ""11"": [-0.16389576062044628, 0.2819843496350512], ""21"": [0.10700550046606945, -0.08812444065676062], ""24"": [146.75478819147972, 16.870284336200314], ""27"": [0.04700845160728654, -0.16934824891293382]}",PASS
OAK,OAK.positive.d150.p-03.single,0.03,5,1.0325235784902664,17413.18155126389,"{""10"": [0.2693834061761623, -0.07758812196877851], ""11"": [-0.24338321915620453, 0.3311399106206139], ""21"": [0.042087401888486746, -0.026105904828674656], ""24"": [148.2855337476254, 17.045580477998737], ""27"": [0.022021086827852813, -0.12903882859529409]}",PASS
OAK,OAK.positive.d150.p-03.single,0.04,5,1.0324305032875165,16677.713588582432,"{""10"": [0.3207600618675094, -0.11748777510231008], ""11"": [-0.08953577927573504, 0.3630620036635456], ""21"": [-0.02468643792184614, 0.03891872387013872], ""24"": [149.94580442016377, 17.23862738388249], ""27"": [-0.06723953013695767, 0.0030873680298851335]}",PASS
OAK,OAK.positive.d150.p-03.single,0.05,5,1.0320149844416562,15906.037542090582,"{""10"": [0.34577325890307503, -0.03560784956290873], ""11"": [-0.005084487401201251, 0.38607515885681337], ""21"": [0.002011309569747564, 0.09734975685848844], ""24"": [151.59160555518326, 17.428822663316776], ""27"": [-0.037493843695409965, -0.06436386156999838]}",PASS
OAK,OAK.positive.d150.p-03.single,0.06,5,1.0320158370531338,15110.093046777418,"{""10"": [0.27136560284592803, 0.03904894298098953], ""11"": [0.02018921549357876, 0.32536271619410545], ""21"": [0.22038637188366283, -0.031666434797863824], ""24"": [153.1916068279429, 17.612732069249887], ""27"": [-0.0015616525474190105, -0.11109855431692721]}",PASS
OAK,OAK.positive.d150.p-03.single,0.07,5,1.0340922997740232,14249.646506343266,"{""10"": [0.2977147112712405, 0.013608471271387023], ""11"": [0.07480407294262573, 0.27330269845528976], ""21"": [0.1587277215603717, -0.10881408208838346], ""24"": [154.8111177605231, 17.799234037844798], ""27"": [-0.07102341768573274, -0.0833900380135188]}",PASS
OAK,OAK.positive.d150.p-03.single,0.08,5,1.0334928784014656,13430.573356360777,"{""10"": [0.3467133715138663, 0.048218183803799684], ""11"": [0.11511919142882664, 0.21795492655793247], ""21"": [0.03358233485952132, -0.14576290137633327], ""24"": [156.2507443605915, 17.96449408518466], ""27"": [-0.032114024352963746, 0.001569205762447172]}",PASS
OAK,OAK.positive.d150.p-03.single,0.09,5,1.0332394711625361,12533.105597565353,"{""10"": [0.332993214379192, -0.14064854155279427], ""11"": [0.17110728217520024, 0.12278100623956177], ""21"": [-0.03965036139630236, 0.052967955232494986], ""24"": [157.71731955167763, 18.133026332322046], ""27"": [-0.04357011586181614, -0.04792989842993691]}",PASS
OAK,OAK.positive.d150.p-03.single,0.1,5,1.0316075130911906,11453.23951343125,"{""10"": [0.3809587106930985, -0.07787497217806777], ""11"": [0.17427365307570253, 0.13882854409316758], ""21"": [0.0004620856784898666, 0.0893217300375477], ""24"": [159.33021271591085, 18.318271905690946], ""27"": [-0.04972041764600102, -0.14164934691801126]}",PASS
OAK,OAK.positive.d150.p-03.single,0.11,5,1.03300372574217,10263.608763956028,"{""10"": [0.311803997381454, -0.11183147295485017], ""11"": [0.2655466572070928, 0.12317238916032289], ""21"": [0.06966197858418242, 0.09218732240934527], ""24"": [160.92291133614086, 18.50242524266723], ""27"": [-0.08617675375746031, -0.08574967834124199]}",PASS
OAK,OAK.positive.d150.p-03.single,0.12,5,1.0329126829861242,8821.684331828219,"{""10"": [0.2545449382977104, -0.03789566681597384], ""11"": [0.25433618917322265, 0.1086089639831986], ""21"": [0.08740898998444187, -0.0393416550137772], ""24"": [162.60155519935483, 18.695143969683286], ""27"": [0.06627249988791005, 0.005682358404090346]}",PASS
OAK,OAK.positive.d150.p-03.single,0.13,5,1.03373032523292,7219.75497364015,"{""10"": [0.1398118134083217, -0.13043604738518966], ""11"": [0.23571264039074952, -0.041027552905170184], ""21"": [0.030924299252777142, -0.10758782049501568], ""24"": [164.154859639242, 18.872972851639354], ""27"": [0.0077078818783893775, 0.0047902890977661585]}",PASS
OAK,OAK.positive.d150.p-03.single,0.14,5,1.0340616652945216,5106.206879846261,"{""10"": [-0.0026440362046806463, -0.006738340510024404], ""11"": [0.2226155449578692, -0.018387700812316686], ""21"": [0.0334495320415857, -0.14805494564780255], ""24"": [165.7133708379341, 19.05227367149639], ""27"": [0.027825728598966135, 0.041999818242417886]}",PASS
OAK,OAK.positive.d150.p-03.single,0.15,5,1.0342881340079209,90.94760694936387,"{""10"": [0.0017022270675379747, -0.0010341808669784072], ""11"": [0.0009413866594091035, 0.0008119671511174618], ""21"": [-0.0015082627311233116, 1.612164901177298e-05], ""24"": [167.25756962331897, 19.227991069755785], ""27"": [-0.0014805540836679305, -0.001946425840562415]}",PASS
OAK,OAK.positive.d150.p-03.single,0.16,5,1.034259351570071,5018.193820889524,"{""10"": [0.000622269507386898, 0.0013969350940382665], ""11"": [0.031624538335346127, -0.031601646227621634], ""21"": [-0.021738425005391724, 0.012799111980049733], ""24"": [165.76596633537434, 19.056907081236044], ""27"": [0.01982939773769704, 0.07906597332503572]}",PASS
OAK,OAK.positive.d150.p-03.single,0.17,5,1.0332289594733333,7135.084250822966,"{""10"": [-0.07019007079694634, -0.047611688841259894], ""11"": [0.11635092410964118, 0.007093862016512492], ""21"": [-0.021268865726293055, 0.03494103420533872], ""24"": [164.22677445168028, 18.88111770789896], ""27"": [0.008804588587724605, 0.05899291584200552]}",PASS
OAK,OAK.positive.d150.p-03.single,0.18,5,1.0321996956348638,8878.288401610032,"{""10"": [-0.0013031497760496702, -0.1802113753071982], ""11"": [0.05964909620801518, 0.0464802453898301], ""21"": [0.033031681506040404, -0.08144328929480475], ""24"": [162.53979495158939, 18.686336611573946], ""27"": [0.027698975111095044, -0.08497229687025318]}",PASS
OAK,OAK.positive.d150.p-03.single,0.19,5,1.0346859822396142,10237.52829004218,"{""10"": [-0.06364990426634466, -0.12688366572031604], ""11"": [0.07789308813678544, 0.0423179423420273], ""21"": [0.05668777780506683, -0.025190377591768984], ""24"": [160.95442259916646, 18.504291349066882], ""27"": [0.10903455004445961, -0.03262575251735063]}",PASS
OAK,OAK.positive.d150.p-03.single,0.2,5,1.0336235146937338,11463.206962398835,"{""10"": [-0.03675836119381417, -0.14880547556941034], ""11"": [0.057129453785053984, 0.02939855177576487], ""21"": [0.10515088596364743, -0.060509848037960855], ""24"": [159.31534199948217, 18.31558768476179], ""27"": [0.12553614710748928, 0.05677204028038466]}",PASS
OAK,OAK.positive.d150.p-03.single,0.21,5,1.035248162330393,12499.193259365828,"{""10"": [-0.08935481820876756, 0.001537007594002838], ""11"": [0.0565783569754028, 0.032276179807876205], ""21"": [0.13949961472833203, -0.04783767145806246], ""24"": [157.76968767471055, 18.138467177123033], ""27"": [0.08314377800078339, -0.06915569507600497]}",PASS
OAK,OAK.positive.d150.p-03.single,0.22,5,1.0352374633033756,13363.666312851896,"{""10"": [0.0413606465935383, -0.04876363986724182], ""11"": [-0.009336005905308135, 0.04363849741053544], ""21"": [0.07782678366888324, -0.22584644398429765], ""24"": [156.36479670080166, 17.976090362618002], ""27"": [0.09944532935949318, -0.11143165653336781]}",PASS
OAK,OAK.positive.d150.p-03.single,0.23,5,1.0334937776175852,14249.868019640857,"{""10"": [-0.029092698786610176, -0.09420991687226253], ""11"": [-0.13711922621840844, 0.04402716500771467], ""21"": [0.02728570221523641, -0.10951747055217124], ""24"": [154.81167888737068, 17.796355683115305], ""27"": [0.1013351125437195, -0.2407346260079777]}",PASS
OAK,OAK.positive.d150.p-03.single,0.24,5,1.0308942057315322,15110.340579574287,"{""10"": [-0.02468626622480503, -0.2577874349328713], ""11"": [-0.08071966021822301, 0.15509764134440107], ""21"": [-0.03335655229797197, -0.039994338889738676], ""24"": [153.19154433728448, 17.611185994710315], ""27"": [0.03364619701876533, -0.12932317769247423]}",PASS
OAK,OAK.positive.d150.p-03.single,0.25,5,1.0313489376187088,15912.643906289466,"{""10"": [0.007195851203403679, -0.30420421594647545], ""11"": [-0.02789318603748779, 0.28556149033095496], ""21"": [-0.04384831941222126, 0.061258809691757114], ""24"": [151.57863929685266, 17.426981984950665], ""27"": [-0.019800015462861482, -0.09058561956963355]}",PASS
OAK,OAK.positive.d150.p-03.single,0.26,5,1.0318236923454787,16711.43298267107,"{""10"": [0.0036495561634807766, -0.1789414639469871], ""11"": [-0.024384667196667688, 0.15440565252136876], ""21"": [0.033584530063396935, 0.054426530497529144], ""24"": [149.87375353727776, 17.230693325862994], ""27"": [0.03429607131960906, -0.13258954239229206]}",PASS
OAK,OAK.positive.d150.p-03.single,0.27,5,1.032349141059336,17390.043604784863,"{""10"": [0.09120611773616902, -0.062312797076772466], ""11"": [-0.04687579427353476, 0.20545034144097576], ""21"": [0.12394699563023906, -0.07923369618329015], ""24"": [148.34147335375167, 17.054586223755482], ""27"": [0.03907603102472746, -0.15345817355508903]}",PASS
OAK,OAK.positive.d150.p-03.single,0.28,5,1.032716456810862,18003.47919092463,"{""10"": [-0.002089997508598013, -0.13779212239343014], ""11"": [0.0008094728225513816, 0.2541111680761207], ""21"": [-0.08229773778281743, -0.1519081993514521], ""24"": [146.88901658706885, 16.888215977898632], ""27"": [0.003980506529295779, -0.10272151967616157]}",PASS
OAK,OAK.positive.d150.p-03.single,0.29,5,1.0337302543454323,18641.490228593746,"{""10"": [-0.03676000119495986, -0.18910169294879584], ""11"": [0.06033080958594681, 0.09997616080610983], ""21"": [-0.09089955430082793, -0.04675534530503722], ""24"": [145.3114935137825, 16.70664194952895], ""27"": [-0.0370358717269543, -0.06677777593981328]}",PASS
OAK,OAK.positive.d150.p-03.single,0.3,5,1.032246034950127,19216.081991577325,"{""10"": [0.043964716304394025, -0.18510674161579074], ""11"": [0.17869455059737716, 0.12200172065375822], ""21"": [-0.18644806121357047, -0.010409859471993417], ""24"": [143.82727176329212, 16.536906316470322], ""27"": [0.0017209211242585386, -0.14091872890654197]}",PASS
OAK,OAK.positive.d150.p-03.single,0.31,5,1.0328516452025505,19809.931553323553,"{""10"": [0.021333517052539074, -0.15148576453409707], ""11"": [0.11186271948551092, 0.14429228185381782], ""21"": [-0.08461163993392784, 0.07744615806987194], ""24"": [142.22760983982252, 16.352851703448803], ""27"": [-0.02575644736885334, -0.15853350576218098]}",PASS
OAK,OAK.positive.d150.p-03.single,0.32,5,1.0323508568993438,20410.438440365066,"{""10"": [-0.12242349204155274, -0.1920893805174782], ""11"": [0.06330912985530612, 0.11231324574606022], ""21"": [-0.02646278358619062, 0.02893517499204332], ""24"": [140.54120515670022, 16.1581301901861], ""27"": [0.004398395113233722, -0.10790832997601055]}",PASS
OAK,OAK.positive.d150.p-03.single,0.33,5,1.0324946011449427,20941.911060366932,"{""10"": [-0.1428959808911276, -0.2649682919754525], ""11"": [0.05732044052849048, 0.005494759471250918], ""21"": [0.013231120361126152, -0.0924394464903655], ""24"": [138.98988447066066, 15.978756654146423], ""27"": [0.010584902387303885, -0.0031842347762350873]}",PASS
OAK,OAK.positive.d150.p-03.single,0.34,5,1.033357778166184,21484.71919978338,"{""10"": [-0.2099218995855076, -0.263463457856032], ""11"": [-0.04298991615009273, 0.05093232475805061], ""21"": [-0.06540219748637077, -0.14494699788187965], ""24"": [137.34373505832863, 15.789417399109249], ""27"": [0.06216563357267217, -0.05170904106499904]}",PASS
OAK,OAK.positive.d150.p-03.single,0.35,5,1.033288159173659,21966.235907365037,"{""10"": [-0.25187067571365374, -0.2087250883189363], ""11"": [-0.17838891948338506, 0.0720354876812472], ""21"": [-0.06877256397197044, -0.03599101772896991], ""24"": [135.8306696437266, 15.614700034734621], ""27"": [0.05328521719709046, -0.11895630532056294]}",PASS
OAK,OAK.positive.d150.p-03.single,0.36,5,1.0344359714165274,22393.494075328887,"{""10"": [-0.26851049352929635, -0.2710045137383472], ""11"": [-0.33277689046654146, 0.17032841197017587], ""21"": [-0.11559810947233261, -0.013644536532388396], ""24"": [134.44474133580977, 15.454248092095359], ""27"": [0.059855470892160235, -0.08930650970250112]}",PASS
OAK,OAK.positive.d150.p-03.single,0.37,5,1.0328661676504756,22881.730911178845,"{""10"": [-0.3023325256840255, -0.3044896046171752], ""11"": [-0.3139630805796792, 0.08899194374271198], ""21"": [-0.06716166681746485, -0.04915777167933456], ""24"": [132.8127498070349, 15.267008337923592], ""27"": [0.0010348666410675614, -0.015832521853063494]}",PASS
OAK,OAK.positive.d150.p-03.single,0.38,5,1.0329229881469009,23350.176689505377,"{""10"": [-0.2815373775180453, -0.3216735674737059], ""11"": [-0.2607110090068892, 0.14257803062249325], ""21"": [-0.05284174542342078, -0.06712974388539064], ""24"": [131.1928520349209, 15.081321507603684], ""27"": [0.10521502010868476, -0.09847723861680806]}",PASS
OAK,OAK.positive.d150.p-03.single,0.39,5,1.0328402417073035,23805.5415103713,"{""10"": [-0.36535540846468395, -0.3485700634615827], ""11"": [-0.3287270347130433, 0.16599064256856222], ""21"": [-0.017739300292463386, -0.10062001187836327], ""24"": [129.5669055401123, 14.893313783543249], ""27"": [0.061123108694853046, -0.1480456093141967]}",PASS
OAK,OAK.positive.d150.p-03.single,0.4,5,1.0333547552765339,24246.844941562573,"{""10"": [-0.35628941033365724, -0.3494948539266957], ""11"": [-0.36545392093496754, 0.18442878538530696], ""21"": [-0.03919916624370109, -0.04188329647283044], ""24"": [127.94155155675922, 14.705622449998518], ""27"": [0.15822193163148224, -0.07839136834135767]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.4,5,1.0354057362070894,46127.5266222751,"{""10"": [-27.113448602205185, 43.80832895791722], ""11"": [-0.20896810410243685, -0.15783595916528276], ""21"": [-16.276269663692574, -53.62905970514909], ""24"": [-32.109144755939596, -48.39130216860322], ""27"": [51.368835237649094, 13.010779720277375]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.39,5,1.0351805873492932,45859.37616714955,"{""10"": [-27.569782966809203, 44.7389863350317], ""11"": [-0.2175499260054023, -0.12712649216357702], ""21"": [-16.534342384068154, -54.71129133179666], ""24"": [-32.7650009544168, -49.24208008344053], ""27"": [52.469360975285504, 13.443682461613431]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.38,5,1.0328595754645253,45586.4869707465,"{""10"": [-28.368690378605077, 45.78580457058191], ""11"": [-0.21615421225679787, 0.13728839610716065], ""21"": [-16.751213915949098, -55.65211358846195], ""24"": [-33.28577401088921, -50.13455440890248], ""27"": [53.71845217064161, 13.738180711136744]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.37,5,1.032160089631504,45294.64457807504,"{""10"": [-28.945182105969916, 46.72519688287966], ""11"": [-0.3313422556328482, 0.07267892601921763], ""21"": [-16.98077896202408, -56.61408673428608], ""24"": [-33.977668386602275, -51.10583571794864], ""27"": [55.013147031298836, 14.219835307440384]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.36,5,1.032382525243705,44990.62231432989,"{""10"": [-29.639838721296275, 47.79366632902281], ""11"": [-0.2745968767330021, -0.10284980985366933], ""21"": [-17.34317668528257, -57.73486815605439], ""24"": [-34.57258736199997, -52.048913282086154], ""27"": [56.03104161583683, 14.52252642637196]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.35,5,1.0323638239202295,44688.19553722112,"{""10"": [-30.12004436113757, 48.80477811056973], ""11"": [-0.33009991648146214, -0.18143380037918552], ""21"": [-17.824788076552903, -58.899662173918756], ""24"": [-35.233365265971244, -52.909746139934065], ""27"": [57.14436589432433, 14.634445099301157]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.34,5,1.0351597857162456,44397.03984328413,"{""10"": [-30.687721772128324, 49.67176733046711], ""11"": [-0.4548750565283949, -0.0994374038086814], ""21"": [-18.06643321723325, -59.8644981180766], ""24"": [-35.82277381023046, -53.7918076882991], ""27"": [58.21383996693258, 14.989060203889654]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.33,5,1.033566296413186,44066.106323999025,"{""10"": [-31.392060297299945, 50.83271640990429], ""11"": [-0.38750889492907165, -0.0014065403096570868], ""21"": [-18.42887905035394, -60.78912071405366], ""24"": [-36.46859613110799, -54.76496220101566], ""27"": [59.41264868972947, 15.320507183643564]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.32,5,1.0340229412078719,43730.12411415632,"{""10"": [-32.04638121759174, 51.878309040648304], ""11"": [-0.23116297452999698, 0.09035511021774818], ""21"": [-18.592123735491654, -61.933811664447916], ""24"": [-37.08336732193938, -55.590767265601905], ""27"": [60.69390749971386, 15.608763328478345]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.31,5,1.0319591487846291,43374.598605021936,"{""10"": [-32.54845735037476, 52.88192504964757], ""11"": [-0.2098855712999806, 0.14144409637127717], ""21"": [-18.855043805381232, -63.174731520220455], ""24"": [-37.74171866745551, -56.63729343697601], ""27"": [61.84638672643366, 16.115451019789937]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.3,5,1.0331627564405568,43028.5244118863,"{""10"": [-33.239222082632395, 53.91221585538483], ""11"": [-0.07187040274048888, 0.14789284099925026], ""21"": [-19.10338705682344, -64.25823289652241], ""24"": [-38.36101838268827, -57.47715458664313], ""27"": [62.97494569625881, 16.489976443447024]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.29,5,1.0329369425805524,42672.26676658656,"{""10"": [-33.777944764281514, 54.85916963439531], ""11"": [-0.02039463740695079, 0.18206665212946946], ""21"": [-19.459612412703517, -65.24294900576277], ""24"": [-39.09284275245435, -58.43249521290117], ""27"": [64.0513133747045, 16.67630615107455]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.28,5,1.0334193541650245,42317.17321545068,"{""10"": [-34.486637771501805, 56.05030486006223], ""11"": [0.08931480016264096, 0.04661300131943608], ""21"": [-19.712582020079783, -66.10231528259308], ""24"": [-39.70452671535274, -59.341086142248685], ""27"": [65.16618596406093, 16.897722604864487]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.27,5,1.034028463808257,41947.507534920915,"{""10"": [-34.981736963248316, 57.08448769837847], ""11"": [-0.010541671707512629, 0.04873003405780341], ""21"": [-19.900122224745786, -67.10667037095686], ""24"": [-40.262814925189915, -60.26933605200243], ""27"": [66.23718750488122, 17.09786669656957]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.26,5,1.0348003238286976,41573.66039719508,"{""10"": [-35.455389623515394, 58.06539913161419], ""11"": [0.13272934142957232, 0.08380931170721168], ""21"": [-19.999667779742467, -68.18219738249202], ""24"": [-40.84389741095193, -61.104255184692384], ""27"": [67.42828821847054, 17.416631728809726]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.25,5,1.0343511930425706,41197.30124813987,"{""10"": [-35.973888370237795, 59.09360437828878], ""11"": [-0.03225197688886358, 0.13030819142781694], ""21"": [-20.246303373923833, -69.12521313444164], ""24"": [-41.45326861225132, -62.039845973807125], ""27"": [68.68060299634391, 17.675228926481644]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.24,5,1.0333233839572074,40806.61316653751,"{""10"": [-36.60792028219055, 60.20174813149271], ""11"": [0.11148164774360478, -0.018271907519018037], ""21"": [-20.478041513295707, -70.16246531127787], ""24"": [-41.95068770257039, -62.936732506379826], ""27"": [69.67325417445137, 17.97204289241917]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.23,5,1.0328091128469268,40385.90308276178,"{""10"": [-37.283703178537934, 61.23104439285667], ""11"": [0.14855228006120447, 0.020896981681428402], ""21"": [-20.81227260691182, -71.16075096689234], ""24"": [-42.67054389301573, -63.89071858259438], ""27"": [70.68858208202981, 18.312306346098783]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.22,5,1.034188242525157,39964.85627218504,"{""10"": [-37.90862464813976, 62.13755024483573], ""11"": [0.16850190025248532, -0.05696006574514151], ""21"": [-20.991414620414726, -72.21156360148204], ""24"": [-43.435499710745596, -64.856971069413], ""27"": [71.71927776449198, 18.517930581577343]}",PASS
OAK,OAK.positive.d150.p-06.four,-0.21,5,1.0336026755049796,39541.86221001355,"{""10"": [-38.40580653065937, 62.95509083351746], ""11"": [0.06407136610501744, 0.07087519693634083], ""21"": [-21.32963923310823, -73.30195060776462], ""24"": [-44.069115743133686, -65.79084183683563], ""27"": [72.79711992911886, 18.88137375951619]}",PASS
