scenario,phase,second,time_s,channel,prn,raw_start_sample,raw_end_sample,cn0_db_hz,carrier_lock,raw_power,prompt_magnitude,method,budget,score
cleanStatic,train,14,13.990272,3,20,,,,,,,learned_fixed,16,-0.6994535262463502
cleanStatic,train,14,13.990272,3,20,,,,,,,uniform_fixed,3,3.711058362417186
cleanStatic,train,14,13.990272,3,20,,,,,,,uniform_fixed,5,2.252599183028658
cleanStatic,train,14,13.990272,3,20,,,,,,,uniform_fixed,9,0.3646928621284444
cleanStatic,train,14,13.990272,3,20,,,,,,,uniform_fixed,16,-2.5202174981390506
cleanStatic,train,14,13.990272,3,20,,,,,,,random_fixed,3,-2.1087226686611698
cleanStatic,train,14,13.990272,3,20,,,,,,,random_fixed,5,-3.8723612637326
cleanStatic,train,14,13.990272,3,20,,,,,,,random_fixed,9,-3.7006262408727113
cleanStatic,train,14,13.990272,3,20,,,,,,,random_fixed,16,-4.615712351357415
cleanStatic,train,14,13.990272,3,20,,,,,,,epl_3,3,-4.687864547002647
cleanStatic,train,14,13.990272,3,20,,,,,,,fixed_delay_9,9,-4.79305358618731
cleanStatic,train,14,13.990272,3,20,,,,,,,dense_nf,187,-3.8842616081237793
cleanStatic,train,14,14.04257276,4,30,350814319,351314319,42.683504295349124,0.9228604733943939,5523263.65143,2181482.6960695502,active_adaptive,3,4.495476068441824
cleanStatic,train,14,14.04257276,4,30,350814319,351314319,42.683504295349124,0.9228604733943939,5523263.65143,2181482.6960695502,active_adaptive,5,2.1849030852791955
cleanStatic,train,14,14.04257276,4,30,350814319,351314319,42.683504295349124,0.9228604733943939,5523263.65143,2181482.6960695502,active_adaptive,9,-0.23694384070968125
cleanStatic,train,14,14.04257276,4,30,350814319,351314319,42.683504295349124,0.9228604733943939,5523263.65143,2181482.6960695502,active_adaptive,16,-2.0687858580101337
cleanStatic,train,14,14.04257276,4,30,,,,,,,active_magnitude,3,2.311498659187027
cleanStatic,train,14,14.04257276,4,30,,,,,,,active_magnitude,5,2.017646282693812
cleanStatic,train,14,14.04257276,4,30,,,,,,,active_magnitude,9,1.6603246838441907
cleanStatic,train,14,14.04257276,4,30,,,,,,,active_no_context,9,-0.23694384070968125
cleanStatic,train,14,14.04257276,4,30,,,,,,,active_context,9,-1.5090102339596256
cleanStatic,train,14,14.04257276,4,30,,,,,,,learned_fixed,3,4.495476068441824
cleanStatic,train,14,14.04257276,4,30,,,,,,,learned_fixed,5,2.1849030852791955
cleanStatic,train,14,14.04257276,4,30,,,,,,,learned_fixed,9,-0.23694384070968125
cleanStatic,train,14,14.04257276,4,30,,,,,,,learned_fixed,16,-2.0687858580101337
cleanStatic,train,14,14.04257276,4,30,,,,,,,uniform_fixed,3,5.8745800449540155
cleanStatic,train,14,14.04257276,4,30,,,,,,,uniform_fixed,5,4.215100394799867
cleanStatic,train,14,14.04257276,4,30,,,,,,,uniform_fixed,9,1.5680948878808494
cleanStatic,train,14,14.04257276,4,30,,,,,,,uniform_fixed,16,-1.9182189560769605
cleanStatic,train,14,14.04257276,4,30,,,,,,,random_fixed,3,-2.2231619422775664
cleanStatic,train,14,14.04257276,4,30,,,,,,,random_fixed,5,-3.4976756889119627
cleanStatic,train,14,14.04257276,4,30,,,,,,,random_fixed,9,-3.594172963161851
cleanStatic,train,14,14.04257276,4,30,,,,,,,random_fixed,16,-4.514024406357847
cleanStatic,train,14,14.04257276,4,30,,,,,,,epl_3,3,-4.637607990474129
cleanStatic,train,14,14.04257276,4,30,,,,,,,fixed_delay_9,9,-5.043040987565359
cleanStatic,train,14,14.04257276,4,30,,,,,,,dense_nf,187,-4.015494346618652
cleanStatic,train,14,13.99064628,5,6,349516157,350016157,47.60419616699219,0.9818121165037155,5532410.178764001,4661206.039202472,active_adaptive,3,2.0567912782552367
cleanStatic,train,14,13.99064628,5,6,349516157,350016157,47.60419616699219,0.9818121165037155,5532410.178764001,4661206.039202472,active_adaptive,5,0.3818376869980938
cleanStatic,train,14,13.99064628,5,6,349516157,350016157,47.60419616699219,0.9818121165037155,5532410.178764001,4661206.039202472,active_adaptive,9,-1.5199405582758396
cleanStatic,train,14,13.99064628,5,6,349516157,350016157,47.60419616699219,0.9818121165037155,5532410.178764001,4661206.039202472,active_adaptive,16,-2.9075763449607273
cleanStatic,train,14,13.99064628,5,6,,,,,,,active_magnitude,3,2.518973720283348
cleanStatic,train,14,13.99064628,5,6,,,,,,,active_magnitude,5,2.2606575378836307
cleanStatic,train,14,13.99064628,5,6,,,,,,,active_magnitude,9,1.8355548743357906
cleanStatic,train,14,13.99064628,5,6,,,,,,,active_no_context,9,-1.5199405582758396
cleanStatic,train,14,13.99064628,5,6,,,,,,,active_context,9,-2.7394254108421805
cleanStatic,train,14,13.99064628,5,6,,,,,,,learned_fixed,3,2.0567912782552367
cleanStatic,train,14,13.99064628,5,6,,,,,,,learned_fixed,5,0.3818376869980938
cleanStatic,train,14,13.99064628,5,6,,,,,,,learned_fixed,9,-1.5199405582758396
cleanStatic,train,14,13.99064628,5,6,,,,,,,learned_fixed,16,-2.9075763449607273
cleanStatic,train,14,13.99064628,5,6,,,,,,,uniform_fixed,3,3.0442734613884412
cleanStatic,train,14,13.99064628,5,6,,,,,,,uniform_fixed,5,2.110993163367777
cleanStatic,train,14,13.99064628,5,6,,,,,,,uniform_fixed,9,0.17258942347478
cleanStatic,train,14,13.99064628,5,6,,,,,,,uniform_fixed,16,-2.7797354485456944
cleanStatic,train,14,13.99064628,5,6,,,,,,,random_fixed,3,-2.272991561011772
cleanStatic,train,14,13.99064628,5,6,,,,,,,random_fixed,5,-3.931715071200151
cleanStatic,train,14,13.99064628,5,6,,,,,,,random_fixed,9,-3.931304895450365
cleanStatic,train,14,13.99064628,5,6,,,,,,,random_fixed,16,-4.851056724705905
cleanStatic,train,14,13.99064628,5,6,,,,,,,epl_3,3,-4.73035207594162
cleanStatic,train,14,13.99064628,5,6,,,,,,,fixed_delay_9,9,-5.032023504721756
cleanStatic,train,14,13.99064628,5,6,,,,,,,dense_nf,187,-4.419023513793945
cleanStatic,train,14,13.99024108,6,7,349506027,350006027,50.29807968139649,0.9863472133874893,5531771.542596,4762903.361269349,active_adaptive,3,1.12113191594902
cleanStatic,train,14,13.99024108,6,7,349506027,350006027,50.29807968139649,0.9863472133874893,5531771.542596,4762903.361269349,active_adaptive,5,-0.14819138807028515
cleanStatic,train,14,13.99024108,6,7,349506027,350006027,50.29807968139649,0.9863472133874893,5531771.542596,4762903.361269349,active_adaptive,9,-1.6487084833293102
cleanStatic,train,14,13.99024108,6,7,349506027,350006027,50.29807968139649,0.9863472133874893,5531771.542596,4762903.361269349,active_adaptive,16,-2.950759001314519
cleanStatic,train,14,13.99024108,6,7,,,,,,,active_magnitude,3,2.0389256196688015
cleanStatic,train,14,13.99024108,6,7,,,,,,,active_magnitude,5,1.8725612367883167
cleanStatic,train,14,13.99024108,6,7,,,,,,,active_magnitude,9,1.48998318134847
cleanStatic,train,14,13.99024108,6,7,,,,,,,active_no_context,9,-1.6487084833293102
cleanStatic,train,14,13.99024108,6,7,,,,,,,active_context,9,-2.5100615815490626
cleanStatic,train,14,13.99024108,6,7,,,,,,,learned_fixed,3,1.12113191594902
cleanStatic,train,14,13.99024108,6,7,,,,,,,learned_fixed,5,-0.14819138807028515
cleanStatic,train,14,13.99024108,6,7,,,,,,,learned_fixed,9,-1.688641071526253
cleanStatic,train,14,13.99024108,6,7,,,,,,,learned_fixed,16,-2.9154299248828597
cleanStatic,train,14,13.99024108,6,7,,,,,,,uniform_fixed,3,0.9343863626401641
cleanStatic,train,14,13.99024108,6,7,,,,,,,uniform_fixed,5,0.5390408715470538
cleanStatic,train,14,13.99024108,6,7,,,,,,,uniform_fixed,9,-0.6786781938017192
cleanStatic,train,14,13.99024108,6,7,,,,,,,uniform_fixed,16,-3.208927995396384
cleanStatic,train,14,13.99024108,6,7,,,,,,,random_fixed,3,-2.1322149270854323
cleanStatic,train,14,13.99024108,6,7,,,,,,,random_fixed,5,-3.9440422003156614
cleanStatic,train,14,13.99024108,6,7,,,,,,,random_fixed,9,-3.802012544902152
cleanStatic,train,14,13.99024108,6,7,,,,,,,random_fixed,16,-4.733126917523233
cleanStatic,train,14,13.99024108,6,7,,,,,,,epl_3,3,-4.581826730309209
cleanStatic,train,14,13.99024108,6,7,,,,,,,fixed_delay_9,9,-4.727924445776148
cleanStatic,train,14,13.99024108,6,7,,,,,,,dense_nf,187,-4.327841758728027
cleanStatic,train,14,14.00839,7,10,349959750,350459750,43.089935302734375,0.9325953245162963,5530526.357686,2797106.4306628043,active_adaptive,3,5.385714677763207
cleanStatic,train,14,14.00839,7,10,349959750,350459750,43.089935302734375,0.9325953245162963,5530526.357686,2797106.4306628043,active_adaptive,5,3.2104484256500982
cleanStatic,train,14,14.00839,7,10,349959750,350459750,43.089935302734375,0.9325953245162963,5530526.357686,2797106.4306628043,active_adaptive,9,0.6107373006104808
cleanStatic,train,14,14.00839,7,10,349959750,350459750,43.089935302734375,0.9325953245162963,5530526.357686,2797106.4306628043,active_adaptive,16,-1.171483528002985
cleanStatic,train,14,14.00839,7,10,,,,,,,active_magnitude,3,2.1773166632189156
cleanStatic,train,14,14.00839,7,10,,,,,,,active_magnitude,5,2.180614896425113
cleanStatic,train,14,14.00839,7,10,,,,,,,active_magnitude,9,1.8774062897064918
cleanStatic,train,14,14.00839,7,10,,,,,,,active_no_context,9,0.6107373006104808
cleanStatic,train,14,14.00839,7,10,,,,,,,active_context,9,-2.0626664576806073
cleanStatic,train,14,14.00839,7,10,,,,,,,learned_fixed,3,5.385714677763207
cleanStatic,train,14,14.00839,7,10,,,,,,,learned_fixed,5,3.2104484256500982
cleanStatic,train,14,14.00839,7,10,,,,,,,learned_fixed,9,0.6362256619995157
cleanStatic,train,14,14.00839,7,10,,,,,,,learned_fixed,16,-1.300221442405191
cleanStatic,train,14,14.00839,7,10,,,,,,,uniform_fixed,3,4.0242283069729865
cleanStatic,train,14,14.00839,7,10,,,,,,,uniform_fixed,5,2.689418714111798
cleanStatic,train,14,14.00839,7,10,,,,,,,uniform_fixed,9,0.543359168652418
cleanStatic,train,14,14.00839,7,10,,,,,,,uniform_fixed,16,-2.5391005143863685
cleanStatic,train,14,14.00839,7,10,,,,,,,random_fixed,3,-2.1794780257681357
cleanStatic,train,14,14.00839,7,10,,,,,,,random_fixed,5,-3.9604012282893306
cleanStatic,train,14,14.00839,7,10,,,,,,,random_fixed,9,-3.7582254354079265
cleanStatic,train,14,14.00839,7,10,,,,,,,random_fixed,16,-4.623997075083167
cleanStatic,train,14,14.00839,7,10,,,,,,,epl_3,3,-4.69839247980632
cleanStatic,train,14,14.00839,7,10,,,,,,,fixed_delay_9,9,-4.856274200473592
cleanStatic,train,14,14.00839,7,10,,,,,,,dense_nf,187,-4.077958106994629
cleanStatic,train,14,14.00771724,8,13,349942931,350442931,52.33874340057373,0.9944581627845764,5529250.039638,6632744.859712153,active_adaptive,3,2.3908251672974132
cleanStatic,train,14,14.00771724,8,13,349942931,350442931,52.33874340057373,0.9944581627845764,5529250.039638,6632744.859712153,active_adaptive,5,0.7005389046568729
cleanStatic,train,14,14.00771724,8,13,349942931,350442931,52.33874340057373,0.9944581627845764,5529250.039638,6632744.859712153,active_adaptive,9,-1.2296734509334704
cleanStatic,train,14,14.00771724,8,13,349942931,350442931,52.33874340057373,0.9944581627845764,5529250.039638,6632744.859712153,active_adaptive,16,-2.704349109077889
cleanStatic,train,14,14.00771724,8,13,,,,,,,active_magnitude,3,2.6156020879460087
cleanStatic,train,14,14.00771724,8,13,,,,,,,active_magnitude,5,2.3529530402759327
cleanStatic,train,14,14.00771724,8,13,,,,,,,active_magnitude,9,1.931502919504287
cleanStatic,train,14,14.00771724,8,13,,,,,,,active_no_context,9,-1.2296734509334704
cleanStatic,train,14,14.00771724,8,13,,,,,,,active_context,9,-1.6745941736647447
cleanStatic,train,14,14.00771724,8,13,,,,,,,learned_fixed,3,2.3908251672974132
cleanStatic,train,14,14.00771724,8,13,,,,,,,learned_fixed,5,0.7005389046568729
cleanStatic,train,14,14.00771724,8,13,,,,,,,learned_fixed,9,-1.2296734509334704
cleanStatic,train,14,14.00771724,8,13,,,,,,,learned_fixed,16,-2.704349109077889
cleanStatic,train,14,14.00771724,8,13,,,,,,,uniform_fixed,3,2.721676813407148
cleanStatic,train,14,14.00771724,8,13,,,,,,,uniform_fixed,5,1.9247873607933095
cleanStatic,train,14,14.00771724,8,13,,,,,,,uniform_fixed,9,0.03216932117874105
cleanStatic,train,14,14.00771724,8,13,,,,,,,uniform_fixed,16,-2.854490340984969
cleanStatic,train,14,14.00771724,8,13,,,,,,,random_fixed,3,-2.3026927354054254
cleanStatic,train,14,14.00771724,8,13,,,,,,,random_fixed,5,-3.99948471794058
cleanStatic,train,14,14.00771724,8,13,,,,,,,random_fixed,9,-3.8534439299695915
cleanStatic,train,14,14.00771724,8,13,,,,,,,random_fixed,16,-4.785726145050253
cleanStatic,train,14,14.00771724,8,13,,,,,,,epl_3,3,-4.700506959516676
cleanStatic,train,14,14.00771724,8,13,,,,,,,fixed_delay_9,9,-4.942447612528469
cleanStatic,train,14,14.00771724,8,13,,,,,,,dense_nf,187,-4.415635108947754
cleanStatic,train,14,13.99157188,9,19,349539297,350039297,49.40568923950195,0.9879683345556259,5535903.915457999,4781608.256720663,active_adaptive,3,3.1375641490224226
cleanStatic,train,14,13.99157188,9,19,349539297,350039297,49.40568923950195,0.9879683345556259,5535903.915457999,4781608.256720663,active_adaptive,5,1.4209240410850523
cleanStatic,train,14,13.99157188,9,19,349539297,350039297,49.40568923950195,0.9879683345556259,5535903.915457999,4781608.256720663,active_adaptive,9,-0.601422080192249
cleanStatic,train,14,13.99157188,9,19,349539297,350039297,49.40568923950195,0.9879683345556259,5535903.915457999,4781608.256720663,active_adaptive,16,-2.1458166693567478
cleanStatic,train,14,13.99157188,9,19,,,,,,,active_magnitude,3,2.724510223931771
cleanStatic,train,14,13.99157188,9,19,,,,,,,active_magnitude,5,2.441924877772521
cleanStatic,train,14,13.99157188,9,19,,,,,,,active_magnitude,9,2.0174798295926655
cleanStatic,train,14,13.99157188,9,19,,,,,,,active_no_context,9,-0.601422080192249
cleanStatic,train,14,13.99157188,9,19,,,,,,,active_context,9,-1.9032647790756438
cleanStatic,train,14,13.99157188,9,19,,,,,,,learned_fixed,3,3.1375641490224226
cleanStatic,train,14,13.99157188,9,19,,,,,,,learned_fixed,5,1.4209240410850523
cleanStatic,train,14,13.99157188,9,19,,,,,,,learned_fixed,9,-0.601422080192249
cleanStatic,train,14,13.99157188,9,19,,,,,,,learned_fixed,16,-2.144844202622032
cleanStatic,train,14,13.99157188,9,19,,,,,,,uniform_fixed,3,3.845069399147222
cleanStatic,train,14,13.99157188,9,19,,,,,,,uniform_fixed,5,2.746626506809586
cleanStatic,train,14,13.99157188,9,19,,,,,,,uniform_fixed,9,0.5359335171083853
cleanStatic,train,14,13.99157188,9,19,,,,,,,uniform_fixed,16,-2.564628803430965
cleanStatic,train,14,13.99157188,9,19,,,,,,,random_fixed,3,-2.08052047325067
cleanStatic,train,14,13.99157188,9,19,,,,,,,random_fixed,5,-3.674138033114295
cleanStatic,train,14,13.99157188,9,19,,,,,,,random_fixed,9,-3.780052112919206
cleanStatic,train,14,13.99157188,9,19,,,,,,,random_fixed,16,-4.738201806180831
cleanStatic,train,14,13.99157188,9,19,,,,,,,epl_3,3,-4.729728605929346
cleanStatic,train,14,13.99157188,9,19,,,,,,,fixed_delay_9,9,-5.1136254795039555
cleanStatic,train,14,13.99157188,9,19,,,,,,,dense_nf,187,-4.260639667510986
cleanStatic,train,14,13.99060512,10,23,349515128,350015128,51.063240432739256,0.9910867065191269,5531828.153915999,6815150.263125261,active_adaptive,3,4.070432395994364
cleanStatic,train,14,13.99060512,10,23,349515128,350015128,51.063240432739256,0.9910867065191269,5531828.153915999,6815150.263125261,active_adaptive,5,2.2621437724213456
cleanStatic,train,14,13.99060512,10,23,349515128,350015128,51.063240432739256,0.9910867065191269,5531828.153915999,6815150.263125261,active_adaptive,9,-0.019087553238528274
cleanStatic,train,14,13.99060512,10,23,349515128,350015128,51.063240432739256,0.9910867065191269,5531828.153915999,6815150.263125261,active_adaptive,16,-1.844373354839198
cleanStatic,train,14,13.99060512,10,23,,,,,,,active_magnitude,3,2.5059513175134107
cleanStatic,train,14,13.99060512,10,23,,,,,,,active_magnitude,5,2.3357506480279087
cleanStatic,train,14,13.99060512,10,23,,,,,,,active_magnitude,9,1.9421054517257548
cleanStatic,train,14,13.99060512,10,23,,,,,,,active_no_context,9,-0.019087553238528274
cleanStatic,train,14,13.99060512,10,23,,,,,,,active_context,9,-1.234434228683592
cleanStatic,train,14,13.99060512,10,23,,,,,,,learned_fixed,3,4.070432395994364
cleanStatic,train,14,13.99060512,10,23,,,,,,,learned_fixed,5,2.2621437724213456
cleanStatic,train,14,13.99060512,10,23,,,,,,,learned_fixed,9,-0.019087553238528274
cleanStatic,train,14,13.99060512,10,23,,,,,,,learned_fixed,16,-1.8434376310640692
cleanStatic,train,14,13.99060512,10,23,,,,,,,uniform_fixed,3,3.865930050812524
cleanStatic,train,14,13.99060512,10,23,,,,,,,uniform_fixed,5,3.3355238781455228
cleanStatic,train,14,13.99060512,10,23,,,,,,,uniform_fixed,9,0.9212011440157792
cleanStatic,train,14,13.99060512,10,23,,,,,,,uniform_fixed,16,-2.362374188014254
cleanStatic,train,14,13.99060512,10,23,,,,,,,random_fixed,3,-2.052102244074387
cleanStatic,train,14,13.99060512,10,23,,,,,,,random_fixed,5,-3.678383309397777
cleanStatic,train,14,13.99060512,10,23,,,,,,,random_fixed,9,-3.751351439637429
cleanStatic,train,14,13.99060512,10,23,,,,,,,random_fixed,16,-4.640491303148879
cleanStatic,train,14,13.99060512,10,23,,,,,,,epl_3,3,-4.754217664484326
cleanStatic,train,14,13.99060512,10,23,,,,,,,fixed_delay_9,9,-5.073808690793095
cleanStatic,train,14,13.99060512,10,23,,,,,,,dense_nf,187,-4.03872537612915
cleanStatic,train,16,16.00723164,0,16,399930791,400430791,49.7826452255249,0.9882139712572098,5533308.47334,5189818.983063133,active_adaptive,3,3.5269493858467196
cleanStatic,train,16,16.00723164,0,16,399930791,400430791,49.7826452255249,0.9882139712572098,5533308.47334,5189818.983063133,active_adaptive,5,1.698987735601861
cleanStatic,train,16,16.00723164,0,16,399930791,400430791,49.7826452255249,0.9882139712572098,5533308.47334,5189818.983063133,active_adaptive,9,-0.4819773566343623
cleanStatic,train,16,16.00723164,0,16,399930791,400430791,49.7826452255249,0.9882139712572098,5533308.47334,5189818.983063133,active_adaptive,16,-2.2168879743137957
cleanStatic,train,16,16.00723164,0,16,,,,,,,active_magnitude,3,2.4575071895526204
cleanStatic,train,16,16.00723164,0,16,,,,,,,active_magnitude,5,2.2520174692939703
cleanStatic,train,16,16.00723164,0,16,,,,,,,active_magnitude,9,1.870793919705331
cleanStatic,train,16,16.00723164,0,16,,,,,,,active_no_context,9,-0.4819773566343623
cleanStatic,train,16,16.00723164,0,16,,,,,,,active_context,9,-1.8355781694796411
cleanStatic,train,16,16.00723164,0,16,,,,,,,learned_fixed,3,3.5269493858467196
cleanStatic,train,16,16.00723164,0,16,,,,,,,learned_fixed,5,1.698987735601861
cleanStatic,train,16,16.00723164,0,16,,,,,,,learned_fixed,9,-0.4819773566343623
cleanStatic,train,16,16.00723164,0,16,,,,,,,learned_fixed,16,-2.2168879743137957
cleanStatic,train,16,16.00723164,0,16,,,,,,,uniform_fixed,3,5.752041850130997
cleanStatic,train,16,16.00723164,0,16,,,,,,,uniform_fixed,5,4.263817768989064
cleanStatic,train,16,16.00723164,0,16,,,,,,,uniform_fixed,9,1.3965405427040398
cleanStatic,train,16,16.00723164,0,16,,,,,,,uniform_fixed,16,-2.08937422631167
cleanStatic,train,16,16.00723164,0,16,,,,,,,random_fixed,3,-2.136269453707952
cleanStatic,train,16,16.00723164,0,16,,,,,,,random_fixed,5,-3.6752234429906934
cleanStatic,train,16,16.00723164,0,16,,,,,,,random_fixed,9,-3.8455052651429122
cleanStatic,train,16,16.00723164,0,16,,,,,,,random_fixed,16,-4.748466292706967
cleanStatic,train,16,16.00723164,0,16,,,,,,,epl_3,3,-4.726241076587653
cleanStatic,train,16,16.00723164,0,16,,,,,,,fixed_delay_9,9,-4.998727367304005
cleanStatic,train,16,16.00723164,0,16,,,,,,,dense_nf,187,-3.9658167362213135
cleanStatic,train,16,15.99056136,2,3,399514034,400014034,50.73146018981934,0.98714300096035,5518034.337432001,5874204.139219,active_adaptive,3,3.3379388674311485
cleanStatic,train,16,15.99056136,2,3,399514034,400014034,50.73146018981934,0.98714300096035,5518034.337432001,5874204.139219,active_adaptive,5,1.449268174898613
cleanStatic,train,16,15.99056136,2,3,399514034,400014034,50.73146018981934,0.98714300096035,5518034.337432001,5874204.139219,active_adaptive,9,-0.6742821644347191
cleanStatic,train,16,15.99056136,2,3,399514034,400014034,50.73146018981934,0.98714300096035,5518034.337432001,5874204.139219,active_adaptive,16,-2.3160600859287896
cleanStatic,train,16,15.99056136,2,3,,,,,,,active_magnitude,3,2.6574194187788955
cleanStatic,train,16,15.99056136,2,3,,,,,,,active_magnitude,5,2.4457511760073887
cleanStatic,train,16,15.99056136,2,3,,,,,,,active_magnitude,9,2.0359345780851488
cleanStatic,train,16,15.99056136,2,3,,,,,,,active_no_context,9,-0.6742821644347191
cleanStatic,train,16,15.99056136,2,3,,,,,,,active_context,9,-1.8898765076284296
cleanStatic,train,16,15.99056136,2,3,,,,,,,learned_fixed,3,3.3379388674311485
cleanStatic,train,16,15.99056136,2,3,,,,,,,learned_fixed,5,1.449268174898613
cleanStatic,train,16,15.99056136,2,3,,,,,,,learned_fixed,9,-0.6742821644347191
cleanStatic,train,16,15.99056136,2,3,,,,,,,learned_fixed,16,-2.3155127982053427
cleanStatic,train,16,15.99056136,2,3,,,,,,,uniform_fixed,3,4.7709782328374715
cleanStatic,train,16,15.99056136,2,3,,,,,,,uniform_fixed,5,3.244580115285411
cleanStatic,train,16,15.99056136,2,3,,,,,,,uniform_fixed,9,0.8349969752416363
cleanStatic,train,16,15.99056136,2,3,,,,,,,uniform_fixed,16,-2.391390018892391
cleanStatic,train,16,15.99056136,2,3,,,,,,,random_fixed,3,-2.1724007200721984
cleanStatic,train,16,15.99056136,2,3,,,,,,,random_fixed,5,-3.7021093737272737
cleanStatic,train,16,15.99056136,2,3,,,,,,,random_fixed,9,-3.7931582102025416
cleanStatic,train,16,15.99056136,2,3,,,,,,,random_fixed,16,-4.694724136893287
cleanStatic,train,16,15.99056136,2,3,,,,,,,epl_3,3,-4.738083054865419
cleanStatic,train,16,15.99056136,2,3,,,,,,,fixed_delay_9,9,-5.003369507705903
cleanStatic,train,16,15.99056136,2,3,,,,,,,dense_nf,187,-4.141887187957764
cleanStatic,train,16,16.0052758,3,20,399881895,400381895,42.465114974975585,0.9440740346908569,5532343.3377640005,2264246.8334226543,active_adaptive,3,1.6698834228578212
cleanStatic,train,16,16.0052758,3,20,399881895,400381895,42.465114974975585,0.9440740346908569,5532343.3377640005,2264246.8334226543,active_adaptive,5,0.17346182686081502
cleanStatic,train,16,16.0052758,3,20,399881895,400381895,42.465114974975585,0.9440740346908569,5532343.3377640005,2264246.8334226543,active_adaptive,9,-1.5864394309650276
cleanStatic,train,16,16.0052758,3,20,399881895,400381895,42.465114974975585,0.9440740346908569,5532343.3377640005,2264246.8334226543,active_adaptive,16,-2.8227092203117454
cleanStatic,train,16,16.0052758,3,20,,,,,,,active_magnitude,3,2.3089416614165095
cleanStatic,train,16,16.0052758,3,20,,,,,,,active_magnitude,5,2.1345804256728513
cleanStatic,train,16,16.0052758,3,20,,,,,,,active_magnitude,9,1.7637483813576493
cleanStatic,train,16,16.0052758,3,20,,,,,,,active_no_context,9,-1.5864394309650276
cleanStatic,train,16,16.0052758,3,20,,,,,,,active_context,9,-1.8389073919566863
cleanStatic,train,16,16.0052758,3,20,,,,,,,learned_fixed,3,1.6698834228578212
cleanStatic,train,16,16.0052758,3,20,,,,,,,learned_fixed,5,0.17346182686081502
cleanStatic,train,16,16.0052758,3,20,,,,,,,learned_fixed,9,-1.5864394309650276
cleanStatic,train,16,16.0052758,3,20,,,,,,,learned_fixed,16,-2.821819533310082
cleanStatic,train,16,16.0052758,3,20,,,,,,,uniform_fixed,3,2.0499452302591403
cleanStatic,train,16,16.0052758,3,20,,,,,,,uniform_fixed,5,1.543053139769833
cleanStatic,train,16,16.0052758,3,20,,,,,,,uniform_fixed,9,-0.0835505462394358
cleanStatic,train,16,16.0052758,3,20,,,,,,,uniform_fixed,16,-2.88643240200697
cleanStatic,train,16,16.0052758,3,20,,,,,,,random_fixed,3,-1.9546718413757243
cleanStatic,train,16,16.0052758,3,20,,,,,,,random_fixed,5,-3.8492820490704402
cleanStatic,train,16,16.0052758,3,20,,,,,,,random_fixed,9,-3.7647750332872505
cleanStatic,train,16,16.0052758,3,20,,,,,,,random_fixed,16,-4.677067467305033
cleanStatic,train,16,16.0052758,3,20,,,,,,,epl_3,3,-4.604881926411623
cleanStatic,train,16,16.0052758,3,20,,,,,,,fixed_delay_9,9,-5.046728663369674
cleanStatic,train,16,16.0052758,3,20,,,,,,,dense_nf,187,-4.51702356338501
cleanStatic,train,16,16.01657692,4,30,400164423,400664423,41.64011421203613,0.9275159507989883,5520877.130104,1986878.4028157082,active_adaptive,3,3.03160653207922
cleanStatic,train,16,16.01657692,4,30,400164423,400664423,41.64011421203613,0.9275159507989883,5520877.130104,1986878.4028157082,active_adaptive,5,1.5003520464568052
cleanStatic,train,16,16.01657692,4,30,400164423,400664423,41.64011421203613,0.9275159507989883,5520877.130104,1986878.4028157082,active_adaptive,9,-0.7365358675621161
cleanStatic,train,16,16.01657692,4,30,400164423,400664423,41.64011421203613,0.9275159507989883,5520877.130104,1986878.4028157082,active_adaptive,16,-2.5110362074651364
cleanStatic,train,16,16.01657692,4,30,,,,,,,active_magnitude,3,2.1998407842704446
cleanStatic,train,16,16.01657692,4,30,,,,,,,active_magnitude,5,2.011289902281776
cleanStatic,train,16,16.01657692,4,30,,,,,,,active_magnitude,9,1.6292761691990885
cleanStatic,train,16,16.01657692,4,30,,,,,,,active_no_context,9,-0.7365358675621161
cleanStatic,train,16,16.01657692,4,30,,,,,,,active_context,9,-3.858848923919739
cleanStatic,train,16,16.01657692,4,30,,,,,,,learned_fixed,3,3.03160653207922
cleanStatic,train,16,16.01657692,4,30,,,,,,,learned_fixed,5,1.5003520464568052
cleanStatic,train,16,16.01657692,4,30,,,,,,,learned_fixed,9,-0.7365358675621161
cleanStatic,train,16,16.01657692,4,30,,,,,,,learned_fixed,16,-2.4456408944629544
cleanStatic,train,16,16.01657692,4,30,,,,,,,uniform_fixed,3,3.347615687888966
cleanStatic,train,16,16.01657692,4,30,,,,,,,uniform_fixed,5,2.8837914121074073
cleanStatic,train,16,16.01657692,4,30,,,,,,,uniform_fixed,9,0.7153158454731054
cleanStatic,train,16,16.01657692,4,30,,,,,,,uniform_fixed,16,-2.412306775080386
cleanStatic,train,16,16.01657692,4,30,,,,,,,random_fixed,3,-2.399038176725568
cleanStatic,train,16,16.01657692,4,30,,,,,,,random_fixed,5,-3.6118231475068896
cleanStatic,train,16,16.01657692,4,30,,,,,,,random_fixed,9,-3.92645113034345
cleanStatic,train,16,16.01657692,4,30,,,,,,,random_fixed,16,-4.678765575824614
cleanStatic,train,16,16.01657692,4,30,,,,,,,epl_3,3,-4.567570160869806
cleanStatic,train,16,16.01657692,4,30,,,,,,,fixed_delay_9,9,-4.959409671333075
cleanStatic,train,16,16.01657692,4,30,,,,,,,dense_nf,187,-4.052717208862305
