fold,sample_index,class_name,binary_label,area,transmit_power_dbm,block_size,class_block,class_block_key,role
1,7447,Spoof,1,1,40,32,232,Spoof:232,test
1,7448,Spoof,1,1,40,32,232,Spoof:232,test
1,7449,Spoof,1,1,40,32,232,Spoof:232,test
1,7450,Spoof,1,1,40,32,232,Spoof:232,test
1,7451,Spoof,1,1,40,32,232,Spoof:232,test
1,7452,Spoof,1,1,40,32,232,Spoof:232,test
1,7453,Spoof,1,1,40,32,232,Spoof:232,test
1,7454,Spoof,1,1,40,32,232,Spoof:232,test
1,7455,Spoof,1,1,40,32,232,Spoof:232,test
1,7456,Spoof,1,1,40,32,233,Spoof:233,guard
1,7457,Spoof,1,1,40,32,233,Spoof:233,guard
1,7458,Spoof,1,1,40,32,233,Spoof:233,guard
1,7459,Spoof,1,1,40,32,233,Spoof:233,guard
1,7460,Spoof,1,1,40,32,233,Spoof:233,guard
1,7461,Spoof,1,1,40,32,233,Spoof:233,guard
1,7462,Spoof,1,1,40,32,233,Spoof:233,guard
1,7463,Spoof,1,1,40,32,233,Spoof:233,guard
1,7464,Spoof,1,1,40,32,233,Spoof:233,guard
1,7465,Spoof,1,1,40,32,233,Spoof:233,guard
1,7466,Spoof,1,1,40,32,233,Spoof:233,guard
1,7467,Spoof,1,1,40,32,233,Spoof:233,guard
1,7468,Spoof,1,1,40,32,233,Spoof:233,guard
1,7469,Spoof,1,1,40,32,233,Spoof:233,guard
1,7470,Spoof,1,1,40,32,233,Spoof:233,guard
1,7471,Spoof,1,1,40,32,233,Spoof:233,guard
1,7472,Spoof,1,1,40,32,233,Spoof:233,guard
1,7473,Spoof,1,1,40,32,233,Spoof:233,guard
1,7474,Spoof,1,1,40,32,233,Spoof:233,guard
1,7475,Spoof,1,1,40,32,233,Spoof:233,guard
1,7476,Spoof,1,1,40,32,233,Spoof:233,guard
1,7477,Spoof,1,1,40,32,233,Spoof:233,guard
1,7478,Spoof,1,1,40,32,233,Spoof:233,guard
1,7479,Spoof,1,1,40,32,233,Spoof:233,guard
1,7480,Spoof,1,1,40,32,233,Spoof:233,guard
1,7481,Spoof,1,1,40,32,233,Spoof:233,guard
1,7482,Spoof,1,1,40,32,233,Spoof:233,guard
1,7483,Spoof,1,1,40,32,233,Spoof:233,guard
1,7484,Spoof,1,1,40,32,233,Spoof:233,guard
1,7485,Spoof,1,1,40,32,233,Spoof:233,guard
1,7486,Spoof,1,1,40,32,233,Spoof:233,guard
1,7487,Spoof,1,1,40,32,233,Spoof:233,guard
1,7488,Spoof,1,1,40,32,234,Spoof:234,train
1,7489,Spoof,1,1,40,32,234,Spoof:234,train
1,7490,Spoof,1,1,40,32,234,Spoof:234,train
1,7491,Spoof,1,1,40,32,234,Spoof:234,train
1,7492,Spoof,1,1,40,32,234,Spoof:234,train
1,7493,Spoof,1,1,40,32,234,Spoof:234,train
1,7494,Spoof,1,1,40,32,234,Spoof:234,train
1,7495,Spoof,1,1,40,32,234,Spoof:234,train
1,7496,Spoof,1,1,40,32,234,Spoof:234,train
1,7497,Spoof,1,1,40,32,234,Spoof:234,train
1,7498,Spoof,1,1,40,32,234,Spoof:234,train
1,7499,Spoof,1,1,40,32,234,Spoof:234,train
1,7500,Spoof,1,1,40,32,234,Spoof:234,train
1,7501,Spoof,1,1,40,32,234,Spoof:234,train
1,7502,Spoof,1,1,40,32,234,Spoof:234,train
1,7503,Spoof,1,1,40,32,234,Spoof:234,train
1,7504,Spoof,1,1,40,32,234,Spoof:234,train
1,7505,Spoof,1,1,40,32,234,Spoof:234,train
1,7506,Spoof,1,1,40,32,234,Spoof:234,train
1,7507,Spoof,1,1,40,32,234,Spoof:234,train
1,7508,Spoof,1,1,40,32,234,Spoof:234,train
1,7509,Spoof,1,1,40,32,234,Spoof:234,train
1,7510,Spoof,1,1,40,32,234,Spoof:234,train
1,7511,Spoof,1,1,40,32,234,Spoof:234,train
1,7512,Spoof,1,1,40,32,234,Spoof:234,train
1,7513,Spoof,1,1,40,32,234,Spoof:234,train
1,7514,Spoof,1,1,40,32,234,Spoof:234,train
1,7515,Spoof,1,1,40,32,234,Spoof:234,train
1,7516,Spoof,1,1,40,32,234,Spoof:234,train
1,7517,Spoof,1,1,40,32,234,Spoof:234,train
1,7518,Spoof,1,1,40,32,234,Spoof:234,train
1,7519,Spoof,1,1,40,32,234,Spoof:234,train
1,7520,Spoof,1,1,40,32,235,Spoof:235,train
1,7521,Spoof,1,1,40,32,235,Spoof:235,train
1,7522,Spoof,1,1,40,32,235,Spoof:235,train
1,7523,Spoof,1,1,40,32,235,Spoof:235,train
1,7524,Spoof,1,1,40,32,235,Spoof:235,train
1,7525,Spoof,1,1,40,32,235,Spoof:235,train
1,7526,Spoof,1,1,40,32,235,Spoof:235,train
2,3044,Prn,0,1,40,32,95,Prn:95,train
2,3045,Prn,0,1,40,32,95,Prn:95,train
2,3046,Prn,0,1,40,32,95,Prn:95,train
2,3047,Prn,0,1,40,32,95,Prn:95,train
2,3048,Prn,0,1,40,32,95,Prn:95,train
2,3049,Prn,0,1,40,32,95,Prn:95,train
2,3050,Prn,0,1,40,32,95,Prn:95,train
2,3051,Prn,0,1,40,32,95,Prn:95,train
2,3052,Prn,0,1,40,32,95,Prn:95,train
2,3053,Prn,0,1,40,32,95,Prn:95,train
2,3054,Prn,0,1,40,32,95,Prn:95,train
2,3055,Prn,0,1,40,32,95,Prn:95,train
2,3056,Prn,0,1,40,32,95,Prn:95,train
2,3057,Prn,0,1,40,32,95,Prn:95,train
2,3058,Prn,0,1,40,32,95,Prn:95,train
2,3059,Prn,0,1,40,32,95,Prn:95,train
2,3060,Prn,0,1,40,32,95,Prn:95,train
2,3061,Prn,0,1,40,32,95,Prn:95,train
2,3062,Prn,0,1,40,32,95,Prn:95,train
2,3063,Prn,0,1,40,32,95,Prn:95,train
2,3064,Prn,0,1,40,32,95,Prn:95,train
2,3065,Prn,0,1,40,32,95,Prn:95,train
2,3066,Prn,0,1,40,32,95,Prn:95,train
2,3067,Prn,0,1,40,32,95,Prn:95,train
2,3068,Prn,0,1,40,32,95,Prn:95,train
2,3069,Prn,0,1,40,32,95,Prn:95,train
2,3070,Prn,0,1,40,32,95,Prn:95,train
2,3071,Prn,0,1,40,32,95,Prn:95,train
2,3072,Prn,0,1,40,32,96,Prn:96,guard
2,3073,Prn,0,1,40,32,96,Prn:96,guard
2,3074,Prn,0,1,40,32,96,Prn:96,guard
2,3075,Prn,0,1,40,32,96,Prn:96,guard
2,3076,Prn,0,1,40,32,96,Prn:96,guard
2,3077,Prn,0,1,40,32,96,Prn:96,guard
2,3078,Prn,0,1,40,32,96,Prn:96,guard
2,3079,Prn,0,1,40,32,96,Prn:96,guard
2,3080,Prn,0,1,40,32,96,Prn:96,guard
2,3081,Prn,0,1,40,32,96,Prn:96,guard
2,3082,Prn,0,1,40,32,96,Prn:96,guard
2,3083,Prn,0,1,40,32,96,Prn:96,guard
2,3084,Prn,0,1,40,32,96,Prn:96,guard
2,3085,Prn,0,1,40,32,96,Prn:96,guard
2,3086,Prn,0,1,40,32,96,Prn:96,guard
2,3087,Prn,0,1,40,32,96,Prn:96,guard
2,3088,Prn,0,1,40,32,96,Prn:96,guard
2,3089,Prn,0,1,40,32,96,Prn:96,guard
2,3090,Prn,0,1,40,32,96,Prn:96,guard
2,3091,Prn,0,1,40,32,96,Prn:96,guard
2,3092,Prn,0,1,40,32,96,Prn:96,guard
2,3093,Prn,0,1,40,32,96,Prn:96,guard
2,3094,Prn,0,1,40,32,96,Prn:96,guard
2,3095,Prn,0,1,40,32,96,Prn:96,guard
2,3096,Prn,0,1,40,32,96,Prn:96,guard
2,3097,Prn,0,1,40,32,96,Prn:96,guard
2,3098,Prn,0,1,40,32,96,Prn:96,guard
2,3099,Prn,0,1,40,32,96,Prn:96,guard
2,3100,Prn,0,1,40,32,96,Prn:96,guard
2,3101,Prn,0,1,40,32,96,Prn:96,guard
2,3102,Prn,0,1,40,32,96,Prn:96,guard
2,3103,Prn,0,1,40,32,96,Prn:96,guard
2,3104,Prn,0,1,40,32,97,Prn:97,test
2,3105,Prn,0,1,40,32,97,Prn:97,test
2,3106,Prn,0,1,40,32,97,Prn:97,test
2,3107,Prn,0,1,40,32,97,Prn:97,test
2,3108,Prn,0,1,40,32,97,Prn:97,test
2,3109,Prn,0,1,40,32,97,Prn:97,test
2,3110,Prn,0,1,40,32,97,Prn:97,test
2,3111,Prn,0,1,40,32,97,Prn:97,test
2,3112,Prn,0,1,40,32,97,Prn:97,test
2,3113,Prn,0,1,40,32,97,Prn:97,test
2,3114,Prn,0,1,40,32,97,Prn:97,test
2,3115,Prn,0,1,40,32,97,Prn:97,test
2,3116,Prn,0,1,40,32,97,Prn:97,test
2,3117,Prn,0,1,40,32,97,Prn:97,test
2,3118,Prn,0,1,40,32,97,Prn:97,test
2,3119,Prn,0,1,40,32,97,Prn:97,test
2,3120,Prn,0,1,40,32,97,Prn:97,test
2,3121,Prn,0,1,40,32,97,Prn:97,test
2,3122,Prn,0,1,40,32,97,Prn:97,test
2,3123,Prn,0,1,40,32,97,Prn:97,test
2,3124,Prn,0,1,40,32,97,Prn:97,test
2,3125,Prn,0,1,40,32,97,Prn:97,test
2,3126,Prn,0,1,40,32,97,Prn:97,test
2,3127,Prn,0,1,40,32,97,Prn:97,test
2,3128,Prn,0,1,40,32,97,Prn:97,test
2,3129,Prn,0,1,40,32,97,Prn:97,test
2,3130,Prn,0,1,40,32,97,Prn:97,test
2,3131,Prn,0,1,40,32,97,Prn:97,test
2,3132,Prn,0,1,40,32,97,Prn:97,test
2,3133,Prn,0,1,40,32,97,Prn:97,test
2,3134,Prn,0,1,40,32,97,Prn:97,test
2,3135,Prn,0,1,40,32,97,Prn:97,test
2,3136,Prn,0,1,40,32,98,Prn:98,guard
2,3137,Prn,0,1,40,32,98,Prn:98,guard
2,3138,Prn,0,1,40,32,98,Prn:98,guard
2,3139,Prn,0,1,40,32,98,Prn:98,guard
2,3140,Prn,0,1,40,32,98,Prn:98,guard
2,3141,Prn,0,1,40,32,98,Prn:98,guard
2,3142,Prn,0,1,40,32,98,Prn:98,guard
2,3143,Prn,0,1,40,32,98,Prn:98,guard
2,3144,Prn,0,1,40,32,98,Prn:98,guard
2,3145,Prn,0,1,40,32,98,Prn:98,guard
2,3146,Prn,0,1,40,32,98,Prn:98,guard
2,3147,Prn,0,1,40,32,98,Prn:98,guard
2,3148,Prn,0,1,40,32,98,Prn:98,guard
2,3149,Prn,0,1,40,32,98,Prn:98,guard
2,3150,Prn,0,1,40,32,98,Prn:98,guard
2,3151,Prn,0,1,40,32,98,Prn:98,guard
2,3152,Prn,0,1,40,32,98,Prn:98,guard
2,3153,Prn,0,1,40,32,98,Prn:98,guard
2,3154,Prn,0,1,40,32,98,Prn:98,guard
2,3155,Prn,0,1,40,32,98,Prn:98,guard
2,3156,Prn,0,1,40,32,98,Prn:98,guard
2,3157,Prn,0,1,40,32,98,Prn:98,guard
2,3158,Prn,0,1,40,32,98,Prn:98,guard
2,3159,Prn,0,1,40,32,98,Prn:98,guard
2,3160,Prn,0,1,40,32,98,Prn:98,guard
2,3161,Prn,0,1,40,32,98,Prn:98,guard
2,3162,Prn,0,1,40,32,98,Prn:98,guard
2,3163,Prn,0,1,40,32,98,Prn:98,guard
2,3164,Prn,0,1,40,32,98,Prn:98,guard
2,3165,Prn,0,1,40,32,98,Prn:98,guard
2,3166,Prn,0,1,40,32,98,Prn:98,guard
2,3167,Prn,0,1,40,32,98,Prn:98,guard
2,3168,Prn,0,1,40,32,99,Prn:99,train
2,3169,Prn,0,1,40,32,99,Prn:99,train
2,3170,Prn,0,1,40,32,99,Prn:99,train
2,3171,Prn,0,1,40,32,99,Prn:99,train
2,3172,Prn,0,1,40,32,99,Prn:99,train
2,3173,Prn,0,1,40,32,99,Prn:99,train
2,3174,Prn,0,1,40,32,99,Prn:99,train
2,3175,Prn,0,1,40,32,99,Prn:99,train
2,3176,Prn,0,1,40,32,99,Prn:99,train
2,3177,Prn,0,1,40,32,99,Prn:99,train
2,3178,Prn,0,1,40,32,99,Prn:99,train
2,3179,Prn,0,1,40,32,99,Prn:99,train
2,3180,Prn,0,1,40,32,99,Prn:99,train
2,3181,Prn,0,1,40,32,99,Prn:99,train
2,3182,Prn,0,1,40,32,99,Prn:99,train
2,3183,Prn,0,1,40,32,99,Prn:99,train
2,3184,Prn,0,1,40,32,99,Prn:99,train
2,3185,Prn,0,1,40,32,99,Prn:99,train
2,3186,Prn,0,1,40,32,99,Prn:99,train
2,3187,Prn,0,1,40,32,99,Prn:99,train
2,3188,Prn,0,1,40,32,99,Prn:99,train
2,3189,Prn,0,1,40,32,99,Prn:99,train
2,3190,Prn,0,1,40,32,99,Prn:99,train
2,3191,Prn,0,1,40,32,99,Prn:99,train
2,3192,Prn,0,1,40,32,99,Prn:99,train
2,3193,Prn,0,1,40,32,99,Prn:99,train
2,3194,Prn,0,1,40,32,99,Prn:99,train
2,3195,Prn,0,1,40,32,99,Prn:99,train
2,3196,Prn,0,1,40,32,99,Prn:99,train
2,3197,Prn,0,1,40,32,99,Prn:99,train
2,3198,Prn,0,1,40,32,99,Prn:99,train
2,3199,Prn,0,1,40,32,99,Prn:99,train
2,3200,Prn,0,1,40,32,100,Prn:100,train
2,3201,Prn,0,1,40,32,100,Prn:100,train
2,3202,Prn,0,1,40,32,100,Prn:100,train
2,3203,Prn,0,1,40,32,100,Prn:100,train
2,3204,Prn,0,1,40,32,100,Prn:100,train
2,3205,Prn,0,1,40,32,100,Prn:100,train
2,3206,Prn,0,1,40,32,100,Prn:100,train
2,3207,Prn,0,1,40,32,100,Prn:100,train
2,7403,Spoof,1,1,40,32,231,Spoof:231,train
2,7404,Spoof,1,1,40,32,231,Spoof:231,train
2,7405,Spoof,1,1,40,32,231,Spoof:231,train
2,7406,Spoof,1,1,40,32,231,Spoof:231,train
2,7407,Spoof,1,1,40,32,231,Spoof:231,train
2,7408,Spoof,1,1,40,32,231,Spoof:231,train
2,7409,Spoof,1,1,40,32,231,Spoof:231,train
2,7410,Spoof,1,1,40,32,231,Spoof:231,train
2,7411,Spoof,1,1,40,32,231,Spoof:231,train
2,7412,Spoof,1,1,40,32,231,Spoof:231,train
2,7413,Spoof,1,1,40,32,231,Spoof:231,train
2,7414,Spoof,1,1,40,32,231,Spoof:231,train
2,7415,Spoof,1,1,40,32,231,Spoof:231,train
2,7416,Spoof,1,1,40,32,231,Spoof:231,train
2,7417,Spoof,1,1,40,32,231,Spoof:231,train
2,7418,Spoof,1,1,40,32,231,Spoof:231,train
2,7419,Spoof,1,1,40,32,231,Spoof:231,train
2,7420,Spoof,1,1,40,32,231,Spoof:231,train
2,7421,Spoof,1,1,40,32,231,Spoof:231,train
2,7422,Spoof,1,1,40,32,231,Spoof:231,train
2,7423,Spoof,1,1,40,32,231,Spoof:231,train
2,7424,Spoof,1,1,40,32,232,Spoof:232,guard
2,7425,Spoof,1,1,40,32,232,Spoof:232,guard
2,7426,Spoof,1,1,40,32,232,Spoof:232,guard
2,7427,Spoof,1,1,40,32,232,Spoof:232,guard
2,7428,Spoof,1,1,40,32,232,Spoof:232,guard
2,7429,Spoof,1,1,40,32,232,Spoof:232,guard
2,7430,Spoof,1,1,40,32,232,Spoof:232,guard
2,7431,Spoof,1,1,40,32,232,Spoof:232,guard
2,7432,Spoof,1,1,40,32,232,Spoof:232,guard
2,7433,Spoof,1,1,40,32,232,Spoof:232,guard
2,7434,Spoof,1,1,40,32,232,Spoof:232,guard
2,7435,Spoof,1,1,40,32,232,Spoof:232,guard
2,7436,Spoof,1,1,40,32,232,Spoof:232,guard
2,7437,Spoof,1,1,40,32,232,Spoof:232,guard
2,7438,Spoof,1,1,40,32,232,Spoof:232,guard
2,7439,Spoof,1,1,40,32,232,Spoof:232,guard
2,7440,Spoof,1,1,40,32,232,Spoof:232,guard
2,7441,Spoof,1,1,40,32,232,Spoof:232,guard
2,7442,Spoof,1,1,40,32,232,Spoof:232,guard
2,7443,Spoof,1,1,40,32,232,Spoof:232,guard
2,7444,Spoof,1,1,40,32,232,Spoof:232,guard
2,7445,Spoof,1,1,40,32,232,Spoof:232,guard
2,7446,Spoof,1,1,40,32,232,Spoof:232,guard
2,7447,Spoof,1,1,40,32,232,Spoof:232,guard
2,7448,Spoof,1,1,40,32,232,Spoof:232,guard
2,7449,Spoof,1,1,40,32,232,Spoof:232,guard
2,7450,Spoof,1,1,40,32,232,Spoof:232,guard
2,7451,Spoof,1,1,40,32,232,Spoof:232,guard
2,7452,Spoof,1,1,40,32,232,Spoof:232,guard
2,7453,Spoof,1,1,40,32,232,Spoof:232,guard
2,7454,Spoof,1,1,40,32,232,Spoof:232,guard
2,7455,Spoof,1,1,40,32,232,Spoof:232,guard
2,7456,Spoof,1,1,40,32,233,Spoof:233,test
2,7457,Spoof,1,1,40,32,233,Spoof:233,test
2,7458,Spoof,1,1,40,32,233,Spoof:233,test
2,7459,Spoof,1,1,40,32,233,Spoof:233,test
2,7460,Spoof,1,1,40,32,233,Spoof:233,test
2,7461,Spoof,1,1,40,32,233,Spoof:233,test
2,7462,Spoof,1,1,40,32,233,Spoof:233,test
2,7463,Spoof,1,1,40,32,233,Spoof:233,test
2,7464,Spoof,1,1,40,32,233,Spoof:233,test
2,7465,Spoof,1,1,40,32,233,Spoof:233,test
2,7466,Spoof,1,1,40,32,233,Spoof:233,test
2,7467,Spoof,1,1,40,32,233,Spoof:233,test
2,7468,Spoof,1,1,40,32,233,Spoof:233,test
2,7469,Spoof,1,1,40,32,233,Spoof:233,test
2,7470,Spoof,1,1,40,32,233,Spoof:233,test
2,7471,Spoof,1,1,40,32,233,Spoof:233,test
2,7472,Spoof,1,1,40,32,233,Spoof:233,test
2,7473,Spoof,1,1,40,32,233,Spoof:233,test
2,7474,Spoof,1,1,40,32,233,Spoof:233,test
2,7475,Spoof,1,1,40,32,233,Spoof:233,test
2,7476,Spoof,1,1,40,32,233,Spoof:233,test
2,7477,Spoof,1,1,40,32,233,Spoof:233,test
2,7478,Spoof,1,1,40,32,233,Spoof:233,test
2,7479,Spoof,1,1,40,32,233,Spoof:233,test
2,7480,Spoof,1,1,40,32,233,Spoof:233,test
2,7481,Spoof,1,1,40,32,233,Spoof:233,test
2,7482,Spoof,1,1,40,32,233,Spoof:233,test
2,7483,Spoof,1,1,40,32,233,Spoof:233,test
2,7484,Spoof,1,1,40,32,233,Spoof:233,test
2,7485,Spoof,1,1,40,32,233,Spoof:233,test
2,7486,Spoof,1,1,40,32,233,Spoof:233,test
2,7487,Spoof,1,1,40,32,233,Spoof:233,test
2,7488,Spoof,1,1,40,32,234,Spoof:234,guard
2,7489,Spoof,1,1,40,32,234,Spoof:234,guard
2,7490,Spoof,1,1,40,32,234,Spoof:234,guard
2,7491,Spoof,1,1,40,32,234,Spoof:234,guard
2,7492,Spoof,1,1,40,32,234,Spoof:234,guard
2,7493,Spoof,1,1,40,32,234,Spoof:234,guard
2,7494,Spoof,1,1,40,32,234,Spoof:234,guard
2,7495,Spoof,1,1,40,32,234,Spoof:234,guard
2,7496,Spoof,1,1,40,32,234,Spoof:234,guard
2,7497,Spoof,1,1,40,32,234,Spoof:234,guard
2,7498,Spoof,1,1,40,32,234,Spoof:234,guard
2,7499,Spoof,1,1,40,32,234,Spoof:234,guard
2,7500,Spoof,1,1,40,32,234,Spoof:234,guard
2,7501,Spoof,1,1,40,32,234,Spoof:234,guard
2,7502,Spoof,1,1,40,32,234,Spoof:234,guard
2,7503,Spoof,1,1,40,32,234,Spoof:234,guard
2,7504,Spoof,1,1,40,32,234,Spoof:234,guard
2,7505,Spoof,1,1,40,32,234,Spoof:234,guard
2,7506,Spoof,1,1,40,32,234,Spoof:234,guard
2,7507,Spoof,1,1,40,32,234,Spoof:234,guard
2,7508,Spoof,1,1,40,32,234,Spoof:234,guard
2,7509,Spoof,1,1,40,32,234,Spoof:234,guard
2,7510,Spoof,1,1,40,32,234,Spoof:234,guard
2,7511,Spoof,1,1,40,32,234,Spoof:234,guard
2,7512,Spoof,1,1,40,32,234,Spoof:234,guard
2,7513,Spoof,1,1,40,32,234,Spoof:234,guard
2,7514,Spoof,1,1,40,32,234,Spoof:234,guard
2,7515,Spoof,1,1,40,32,234,Spoof:234,guard
2,7516,Spoof,1,1,40,32,234,Spoof:234,guard
2,7517,Spoof,1,1,40,32,234,Spoof:234,guard
2,7518,Spoof,1,1,40,32,234,Spoof:234,guard
2,7519,Spoof,1,1,40,32,234,Spoof:234,guard
2,7520,Spoof,1,1,40,32,235,Spoof:235,train
2,7521,Spoof,1,1,40,32,235,Spoof:235,train
2,7522,Spoof,1,1,40,32,235,Spoof:235,train
2,7523,Spoof,1,1,40,32,235,Spoof:235,train
2,7524,Spoof,1,1,40,32,235,Spoof:235,train
2,7525,Spoof,1,1,40,32,235,Spoof:235,train
2,7526,Spoof,1,1,40,32,235,Spoof:235,train
3,3044,Prn,0,1,40,32,95,Prn:95,train
3,3045,Prn,0,1,40,32,95,Prn:95,train
3,3046,Prn,0,1,40,32,95,Prn:95,train
3,3047,Prn,0,1,40,32,95,Prn:95,train
3,3048,Prn,0,1,40,32,95,Prn:95,train
3,3049,Prn,0,1,40,32,95,Prn:95,train
3,3050,Prn,0,1,40,32,95,Prn:95,train
3,3051,Prn,0,1,40,32,95,Prn:95,train
3,3052,Prn,0,1,40,32,95,Prn:95,train
3,3053,Prn,0,1,40,32,95,Prn:95,train
3,3054,Prn,0,1,40,32,95,Prn:95,train
3,3055,Prn,0,1,40,32,95,Prn:95,train
3,3056,Prn,0,1,40,32,95,Prn:95,train
3,3057,Prn,0,1,40,32,95,Prn:95,train
3,3058,Prn,0,1,40,32,95,Prn:95,train
3,3059,Prn,0,1,40,32,95,Prn:95,train
3,3060,Prn,0,1,40,32,95,Prn:95,train
3,3061,Prn,0,1,40,32,95,Prn:95,train
3,3062,Prn,0,1,40,32,95,Prn:95,train
3,3063,Prn,0,1,40,32,95,Prn:95,train
3,3064,Prn,0,1,40,32,95,Prn:95,train
3,3065,Prn,0,1,40,32,95,Prn:95,train
3,3066,Prn,0,1,40,32,95,Prn:95,train
3,3067,Prn,0,1,40,32,95,Prn:95,train
3,3068,Prn,0,1,40,32,95,Prn:95,train
3,3069,Prn,0,1,40,32,95,Prn:95,train
3,3070,Prn,0,1,40,32,95,Prn:95,train
3,3071,Prn,0,1,40,32,95,Prn:95,train
3,3072,Prn,0,1,40,32,96,Prn:96,train
3,3073,Prn,0,1,40,32,96,Prn:96,train
3,3074,Prn,0,1,40,32,96,Prn:96,train
3,3075,Prn,0,1,40,32,96,Prn:96,train
3,3076,Prn,0,1,40,32,96,Prn:96,train
3,3077,Prn,0,1,40,32,96,Prn:96,train
3,3078,Prn,0,1,40,32,96,Prn:96,train
3,3079,Prn,0,1,40,32,96,Prn:96,train
3,3080,Prn,0,1,40,32,96,Prn:96,train
3,3081,Prn,0,1,40,32,96,Prn:96,train
3,3082,Prn,0,1,40,32,96,Prn:96,train
3,3083,Prn,0,1,40,32,96,Prn:96,train
3,3084,Prn,0,1,40,32,96,Prn:96,train
3,3085,Prn,0,1,40,32,96,Prn:96,train
3,3086,Prn,0,1,40,32,96,Prn:96,train
3,3087,Prn,0,1,40,32,96,Prn:96,train
3,3088,Prn,0,1,40,32,96,Prn:96,train
3,3089,Prn,0,1,40,32,96,Prn:96,train
3,3090,Prn,0,1,40,32,96,Prn:96,train
3,3091,Prn,0,1,40,32,96,Prn:96,train
3,3092,Prn,0,1,40,32,96,Prn:96,train
3,3093,Prn,0,1,40,32,96,Prn:96,train
3,3094,Prn,0,1,40,32,96,Prn:96,train
3,3095,Prn,0,1,40,32,96,Prn:96,train
3,3096,Prn,0,1,40,32,96,Prn:96,train
3,3097,Prn,0,1,40,32,96,Prn:96,train
3,3098,Prn,0,1,40,32,96,Prn:96,train
3,3099,Prn,0,1,40,32,96,Prn:96,train
3,3100,Prn,0,1,40,32,96,Prn:96,train
3,3101,Prn,0,1,40,32,96,Prn:96,train
3,3102,Prn,0,1,40,32,96,Prn:96,train
3,3103,Prn,0,1,40,32,96,Prn:96,train
3,3104,Prn,0,1,40,32,97,Prn:97,guard
3,3105,Prn,0,1,40,32,97,Prn:97,guard
3,3106,Prn,0,1,40,32,97,Prn:97,guard
3,3107,Prn,0,1,40,32,97,Prn:97,guard
3,3108,Prn,0,1,40,32,97,Prn:97,guard
3,3109,Prn,0,1,40,32,97,Prn:97,guard
3,3110,Prn,0,1,40,32,97,Prn:97,guard
3,3111,Prn,0,1,40,32,97,Prn:97,guard
3,3112,Prn,0,1,40,32,97,Prn:97,guard
3,3113,Prn,0,1,40,32,97,Prn:97,guard
3,3114,Prn,0,1,40,32,97,Prn:97,guard
3,3115,Prn,0,1,40,32,97,Prn:97,guard
3,3116,Prn,0,1,40,32,97,Prn:97,guard
3,3117,Prn,0,1,40,32,97,Prn:97,guard
3,3118,Prn,0,1,40,32,97,Prn:97,guard
3,3119,Prn,0,1,40,32,97,Prn:97,guard
3,3120,Prn,0,1,40,32,97,Prn:97,guard
3,3121,Prn,0,1,40,32,97,Prn:97,guard
3,3122,Prn,0,1,40,32,97,Prn:97,guard
3,3123,Prn,0,1,40,32,97,Prn:97,guard
3,3124,Prn,0,1,40,32,97,Prn:97,guard
3,3125,Prn,0,1,40,32,97,Prn:97,guard
3,3126,Prn,0,1,40,32,97,Prn:97,guard
3,3127,Prn,0,1,40,32,97,Prn:97,guard
3,3128,Prn,0,1,40,32,97,Prn:97,guard
3,3129,Prn,0,1,40,32,97,Prn:97,guard
3,3130,Prn,0,1,40,32,97,Prn:97,guard
3,3131,Prn,0,1,40,32,97,Prn:97,guard
3,3132,Prn,0,1,40,32,97,Prn:97,guard
3,3133,Prn,0,1,40,32,97,Prn:97,guard
3,3134,Prn,0,1,40,32,97,Prn:97,guard
3,3135,Prn,0,1,40,32,97,Prn:97,guard
3,3136,Prn,0,1,40,32,98,Prn:98,test
3,3137,Prn,0,1,40,32,98,Prn:98,test
3,3138,Prn,0,1,40,32,98,Prn:98,test
3,3139,Prn,0,1,40,32,98,Prn:98,test
3,3140,Prn,0,1,40,32,98,Prn:98,test
3,3141,Prn,0,1,40,32,98,Prn:98,test
3,3142,Prn,0,1,40,32,98,Prn:98,test
3,3143,Prn,0,1,40,32,98,Prn:98,test
3,3144,Prn,0,1,40,32,98,Prn:98,test
3,3145,Prn,0,1,40,32,98,Prn:98,test
3,3146,Prn,0,1,40,32,98,Prn:98,test
3,3147,Prn,0,1,40,32,98,Prn:98,test
3,3148,Prn,0,1,40,32,98,Prn:98,test
3,3149,Prn,0,1,40,32,98,Prn:98,test
3,3150,Prn,0,1,40,32,98,Prn:98,test
3,3151,Prn,0,1,40,32,98,Prn:98,test
3,3152,Prn,0,1,40,32,98,Prn:98,test
3,3153,Prn,0,1,40,32,98,Prn:98,test
3,3154,Prn,0,1,40,32,98,Prn:98,test
3,3155,Prn,0,1,40,32,98,Prn:98,test
3,3156,Prn,0,1,40,32,98,Prn:98,test
3,3157,Prn,0,1,40,32,98,Prn:98,test
3,3158,Prn,0,1,40,32,98,Prn:98,test
3,3159,Prn,0,1,40,32,98,Prn:98,test
3,3160,Prn,0,1,40,32,98,Prn:98,test
3,3161,Prn,0,1,40,32,98,Prn:98,test
3,3162,Prn,0,1,40,32,98,Prn:98,test
3,3163,Prn,0,1,40,32,98,Prn:98,test
3,3164,Prn,0,1,40,32,98,Prn:98,test
3,3165,Prn,0,1,40,32,98,Prn:98,test
3,3166,Prn,0,1,40,32,98,Prn:98,test
3,3167,Prn,0,1,40,32,98,Prn:98,test
3,3168,Prn,0,1,40,32,99,Prn:99,guard
3,3169,Prn,0,1,40,32,99,Prn:99,guard
