run_id,country_code,capital,latitude_deg,longitude_deg,altitude_m,utc,duration_seconds,time_of_day,motion_type,rinex_nav,split
normal-v3-152-prt-lisbon-epoch-b-20260718,PRT,Lisbon,38.7223,-9.1393,45,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-153-prt-lisbon-epoch-c-20260718,PRT,Lisbon,38.7223,-9.1393,45,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-154-deu-berlin-epoch-a-20260718,DEU,Berlin,52.52,13.405,34,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-155-deu-berlin-epoch-b-20260718,DEU,Berlin,52.52,13.405,34,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-156-deu-berlin-epoch-c-20260718,DEU,Berlin,52.52,13.405,34,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-157-nld-amsterdam-epoch-a-20260718,NLD,Amsterdam,52.3676,4.9041,2,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-158-nld-amsterdam-epoch-b-20260718,NLD,Amsterdam,52.3676,4.9041,2,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-159-nld-amsterdam-epoch-c-20260718,NLD,Amsterdam,52.3676,4.9041,2,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-160-bel-brussels-epoch-a-20260718,BEL,Brussels,50.8503,4.3517,13,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-161-bel-brussels-epoch-b-20260718,BEL,Brussels,50.8503,4.3517,13,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-162-bel-brussels-epoch-c-20260718,BEL,Brussels,50.8503,4.3517,13,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-163-che-bern-epoch-a-20260718,CHE,Bern,46.948,7.4474,540,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-164-che-bern-epoch-b-20260718,CHE,Bern,46.948,7.4474,540,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-165-che-bern-epoch-c-20260718,CHE,Bern,46.948,7.4474,540,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-166-aut-vienna-epoch-a-20260718,AUT,Vienna,48.2082,16.3738,170,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-167-aut-vienna-epoch-b-20260718,AUT,Vienna,48.2082,16.3738,170,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-168-aut-vienna-epoch-c-20260718,AUT,Vienna,48.2082,16.3738,170,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-169-ita-rome-epoch-a-20260718,ITA,Rome,41.9028,12.4964,21,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-170-ita-rome-epoch-b-20260718,ITA,Rome,41.9028,12.4964,21,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-171-ita-rome-epoch-c-20260718,ITA,Rome,41.9028,12.4964,21,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-172-grc-athens-epoch-a-20260718,GRC,Athens,37.9838,23.7275,70,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-173-grc-athens-epoch-b-20260718,GRC,Athens,37.9838,23.7275,70,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-174-grc-athens-epoch-c-20260718,GRC,Athens,37.9838,23.7275,70,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-175-pol-warsaw-epoch-a-20260718,POL,Warsaw,52.2297,21.0122,100,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-176-pol-warsaw-epoch-b-20260718,POL,Warsaw,52.2297,21.0122,100,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-177-pol-warsaw-epoch-c-20260718,POL,Warsaw,52.2297,21.0122,100,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-178-cze-prague-epoch-a-20260718,CZE,Prague,50.0755,14.4378,235,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-179-cze-prague-epoch-b-20260718,CZE,Prague,50.0755,14.4378,235,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-180-cze-prague-epoch-c-20260718,CZE,Prague,50.0755,14.4378,235,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-181-hun-budapest-epoch-a-20260718,HUN,Budapest,47.4979,19.0402,96,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-182-hun-budapest-epoch-b-20260718,HUN,Budapest,47.4979,19.0402,96,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-183-hun-budapest-epoch-c-20260718,HUN,Budapest,47.4979,19.0402,96,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-184-rou-bucharest-epoch-a-20260718,ROU,Bucharest,44.4268,26.1025,70,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-185-rou-bucharest-epoch-b-20260718,ROU,Bucharest,44.4268,26.1025,70,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-186-rou-bucharest-epoch-c-20260718,ROU,Bucharest,44.4268,26.1025,70,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-187-bgr-sofia-epoch-a-20260718,BGR,Sofia,42.6977,23.3219,550,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-188-bgr-sofia-epoch-b-20260718,BGR,Sofia,42.6977,23.3219,550,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-189-bgr-sofia-epoch-c-20260718,BGR,Sofia,42.6977,23.3219,550,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-190-srb-belgrade-epoch-a-20260718,SRB,Belgrade,44.7866,20.4489,117,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-191-srb-belgrade-epoch-b-20260718,SRB,Belgrade,44.7866,20.4489,117,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-192-srb-belgrade-epoch-c-20260718,SRB,Belgrade,44.7866,20.4489,117,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-193-hrv-zagreb-epoch-a-20260718,HRV,Zagreb,45.815,15.9819,122,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-194-hrv-zagreb-epoch-b-20260718,HRV,Zagreb,45.815,15.9819,122,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-195-hrv-zagreb-epoch-c-20260718,HRV,Zagreb,45.815,15.9819,122,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-196-swe-stockholm-epoch-a-20260718,SWE,Stockholm,59.3293,18.0686,28,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-197-swe-stockholm-epoch-b-20260718,SWE,Stockholm,59.3293,18.0686,28,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-198-swe-stockholm-epoch-c-20260718,SWE,Stockholm,59.3293,18.0686,28,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-199-nor-oslo-epoch-a-20260718,NOR,Oslo,59.9139,10.7522,23,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-200-nor-oslo-epoch-b-20260718,NOR,Oslo,59.9139,10.7522,23,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-201-nor-oslo-epoch-c-20260718,NOR,Oslo,59.9139,10.7522,23,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-202-dnk-copenhagen-epoch-a-20260718,DNK,Copenhagen,55.6761,12.5683,10,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-203-dnk-copenhagen-epoch-b-20260718,DNK,Copenhagen,55.6761,12.5683,10,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-204-dnk-copenhagen-epoch-c-20260718,DNK,Copenhagen,55.6761,12.5683,10,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-205-fin-helsinki-epoch-a-20260718,FIN,Helsinki,60.1699,24.9384,25,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-206-fin-helsinki-epoch-b-20260718,FIN,Helsinki,60.1699,24.9384,25,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-207-fin-helsinki-epoch-c-20260718,FIN,Helsinki,60.1699,24.9384,25,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-208-isl-reykjavik-epoch-a-20260718,ISL,Reykjavik,64.1466,-21.9426,15,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-209-isl-reykjavik-epoch-b-20260718,ISL,Reykjavik,64.1466,-21.9426,15,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-210-isl-reykjavik-epoch-c-20260718,ISL,Reykjavik,64.1466,-21.9426,15,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-211-est-tallinn-epoch-a-20260718,EST,Tallinn,59.437,24.7536,9,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-212-est-tallinn-epoch-b-20260718,EST,Tallinn,59.437,24.7536,9,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-213-est-tallinn-epoch-c-20260718,EST,Tallinn,59.437,24.7536,9,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-214-lva-riga-epoch-a-20260718,LVA,Riga,56.9496,24.1052,6,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-215-lva-riga-epoch-b-20260718,LVA,Riga,56.9496,24.1052,6,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-216-lva-riga-epoch-c-20260718,LVA,Riga,56.9496,24.1052,6,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-217-ltu-vilnius-epoch-a-20260718,LTU,Vilnius,54.6872,25.2797,112,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-218-ltu-vilnius-epoch-b-20260718,LTU,Vilnius,54.6872,25.2797,112,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-219-ltu-vilnius-epoch-c-20260718,LTU,Vilnius,54.6872,25.2797,112,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-220-ukr-kyiv-epoch-a-20260718,UKR,Kyiv,50.4501,30.5234,179,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-221-ukr-kyiv-epoch-b-20260718,UKR,Kyiv,50.4501,30.5234,179,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-222-ukr-kyiv-epoch-c-20260718,UKR,Kyiv,50.4501,30.5234,179,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-223-usa-washingtondc-epoch-a-20260718,USA,WashingtonDC,38.9072,-77.0369,7,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-224-usa-washingtondc-epoch-b-20260718,USA,WashingtonDC,38.9072,-77.0369,7,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-225-usa-washingtondc-epoch-c-20260718,USA,WashingtonDC,38.9072,-77.0369,7,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-226-can-ottawa-epoch-a-20260718,CAN,Ottawa,45.4215,-75.6972,70,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-227-can-ottawa-epoch-b-20260718,CAN,Ottawa,45.4215,-75.6972,70,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-228-can-ottawa-epoch-c-20260718,CAN,Ottawa,45.4215,-75.6972,70,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-229-mex-mexicocity-epoch-a-20260718,MEX,MexicoCity,19.4326,-99.1332,2240,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-230-mex-mexicocity-epoch-b-20260718,MEX,MexicoCity,19.4326,-99.1332,2240,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-231-mex-mexicocity-epoch-c-20260718,MEX,MexicoCity,19.4326,-99.1332,2240,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-232-gtm-guatemalacity-epoch-a-20260718,GTM,GuatemalaCity,14.6349,-90.5069,1500,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-233-gtm-guatemalacity-epoch-b-20260718,GTM,GuatemalaCity,14.6349,-90.5069,1500,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-234-gtm-guatemalacity-epoch-c-20260718,GTM,GuatemalaCity,14.6349,-90.5069,1500,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-235-pan-panamacity-epoch-a-20260718,PAN,PanamaCity,8.9824,-79.5199,2,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-236-pan-panamacity-epoch-b-20260718,PAN,PanamaCity,8.9824,-79.5199,2,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-237-pan-panamacity-epoch-c-20260718,PAN,PanamaCity,8.9824,-79.5199,2,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-238-cub-havana-epoch-a-20260718,CUB,Havana,23.1136,-82.3666,59,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-239-cub-havana-epoch-b-20260718,CUB,Havana,23.1136,-82.3666,59,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-240-cub-havana-epoch-c-20260718,CUB,Havana,23.1136,-82.3666,59,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-241-dom-santodomingo-epoch-a-20260718,DOM,SantoDomingo,18.4861,-69.9312,14,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-242-dom-santodomingo-epoch-b-20260718,DOM,SantoDomingo,18.4861,-69.9312,14,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-243-dom-santodomingo-epoch-c-20260718,DOM,SantoDomingo,18.4861,-69.9312,14,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-244-col-bogota-epoch-a-20260718,COL,Bogota,4.711,-74.0721,2640,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-245-col-bogota-epoch-b-20260718,COL,Bogota,4.711,-74.0721,2640,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-246-col-bogota-epoch-c-20260718,COL,Bogota,4.711,-74.0721,2640,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-247-ecu-quito-epoch-a-20260718,ECU,Quito,-0.1807,-78.4678,2850,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-248-ecu-quito-epoch-b-20260718,ECU,Quito,-0.1807,-78.4678,2850,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-249-ecu-quito-epoch-c-20260718,ECU,Quito,-0.1807,-78.4678,2850,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-250-per-lima-epoch-a-20260718,PER,Lima,-12.0464,-77.0428,154,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-251-per-lima-epoch-b-20260718,PER,Lima,-12.0464,-77.0428,154,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-252-per-lima-epoch-c-20260718,PER,Lima,-12.0464,-77.0428,154,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-253-bol-lapaz-epoch-a-20260718,BOL,LaPaz,-16.4897,-68.1193,3640,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-254-bol-lapaz-epoch-b-20260718,BOL,LaPaz,-16.4897,-68.1193,3640,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-255-bol-lapaz-epoch-c-20260718,BOL,LaPaz,-16.4897,-68.1193,3640,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-256-chl-santiago-epoch-a-20260718,CHL,Santiago,-33.4489,-70.6693,520,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-257-chl-santiago-epoch-b-20260718,CHL,Santiago,-33.4489,-70.6693,520,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-258-chl-santiago-epoch-c-20260718,CHL,Santiago,-33.4489,-70.6693,520,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-259-arg-buenosaires-epoch-a-20260718,ARG,BuenosAires,-34.6037,-58.3816,25,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-260-arg-buenosaires-epoch-b-20260718,ARG,BuenosAires,-34.6037,-58.3816,25,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-261-arg-buenosaires-epoch-c-20260718,ARG,BuenosAires,-34.6037,-58.3816,25,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-262-ury-montevideo-epoch-a-20260718,URY,Montevideo,-34.9011,-56.1645,43,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-263-ury-montevideo-epoch-b-20260718,URY,Montevideo,-34.9011,-56.1645,43,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-264-ury-montevideo-epoch-c-20260718,URY,Montevideo,-34.9011,-56.1645,43,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-265-pry-asuncion-epoch-a-20260718,PRY,Asuncion,-25.2637,-57.5759,43,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-266-pry-asuncion-epoch-b-20260718,PRY,Asuncion,-25.2637,-57.5759,43,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-267-pry-asuncion-epoch-c-20260718,PRY,Asuncion,-25.2637,-57.5759,43,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-268-bra-brasilia-epoch-a-20260718,BRA,Brasilia,-15.7939,-47.8828,1172,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-269-bra-brasilia-epoch-b-20260718,BRA,Brasilia,-15.7939,-47.8828,1172,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-270-bra-brasilia-epoch-c-20260718,BRA,Brasilia,-15.7939,-47.8828,1172,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-271-aus-canberra-epoch-a-20260718,AUS,Canberra,-35.2809,149.13,577,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-272-aus-canberra-epoch-b-20260718,AUS,Canberra,-35.2809,149.13,577,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-273-aus-canberra-epoch-c-20260718,AUS,Canberra,-35.2809,149.13,577,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-274-nzl-wellington-epoch-a-20260718,NZL,Wellington,-41.2865,174.7762,31,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-275-nzl-wellington-epoch-b-20260718,NZL,Wellington,-41.2865,174.7762,31,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-276-nzl-wellington-epoch-c-20260718,NZL,Wellington,-41.2865,174.7762,31,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-277-png-portmoresby-epoch-a-20260718,PNG,PortMoresby,-9.4438,147.1803,35,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-278-png-portmoresby-epoch-b-20260718,PNG,PortMoresby,-9.4438,147.1803,35,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-279-png-portmoresby-epoch-c-20260718,PNG,PortMoresby,-9.4438,147.1803,35,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-280-fji-suva-epoch-a-20260718,FJI,Suva,-18.1248,178.4501,5,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-281-fji-suva-epoch-b-20260718,FJI,Suva,-18.1248,178.4501,5,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-282-fji-suva-epoch-c-20260718,FJI,Suva,-18.1248,178.4501,5,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-283-rus-moscow-epoch-a-20260718,RUS,Moscow,55.7558,37.6173,156,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-284-rus-moscow-epoch-b-20260718,RUS,Moscow,55.7558,37.6173,156,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-285-rus-moscow-epoch-c-20260718,RUS,Moscow,55.7558,37.6173,156,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-286-arm-yerevan-epoch-a-20260718,ARM,Yerevan,40.1792,44.4991,990,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-287-arm-yerevan-epoch-b-20260718,ARM,Yerevan,40.1792,44.4991,990,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-288-arm-yerevan-epoch-c-20260718,ARM,Yerevan,40.1792,44.4991,990,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-289-geo-tbilisi-epoch-a-20260718,GEO,Tbilisi,41.7151,44.8271,380,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-290-geo-tbilisi-epoch-b-20260718,GEO,Tbilisi,41.7151,44.8271,380,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-291-geo-tbilisi-epoch-c-20260718,GEO,Tbilisi,41.7151,44.8271,380,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-292-aze-baku-epoch-a-20260718,AZE,Baku,40.4093,49.8671,-20,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-293-aze-baku-epoch-b-20260718,AZE,Baku,40.4093,49.8671,-20,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-294-aze-baku-epoch-c-20260718,AZE,Baku,40.4093,49.8671,-20,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-295-afg-kabul-epoch-a-20260718,AFG,Kabul,34.5553,69.2075,1790,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-296-afg-kabul-epoch-b-20260718,AFG,Kabul,34.5553,69.2075,1790,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-297-afg-kabul-epoch-c-20260718,AFG,Kabul,34.5553,69.2075,1790,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-298-alb-tirana-epoch-a-20260718,ALB,Tirana,41.3275,19.8189,110,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-299-alb-tirana-epoch-b-20260718,ALB,Tirana,41.3275,19.8189,110,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-300-alb-tirana-epoch-c-20260718,ALB,Tirana,41.3275,19.8189,110,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
