prn,window_bin_s,tap_E4_rel_prompt_mean,tap_E3_rel_prompt_mean,tap_E2_rel_prompt_mean,tap_E_rel_prompt_mean,tap_P_rel_prompt_mean,tap_L_rel_prompt_mean,tap_L2_rel_prompt_mean,tap_L3_rel_prompt_mean,tap_L4_rel_prompt_mean,window_start_s,window_end_s,tap_layout,label,run_id
13,127.5,0.510275,0.6518016,0.8006084,0.9241602,1.0,0.92626745,0.79532075,0.66699797,0.5424168,127.5,128.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,128.0,0.53062695,0.6738413,0.81196654,0.92978036,1.0,0.934518,0.8034113,0.67424446,0.54023117,128.0,128.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,128.5,0.538469,0.68302447,0.81612456,0.9268804,1.0,0.9258136,0.8000956,0.6786428,0.5442115,128.5,129.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,129.0,0.52852386,0.6794616,0.8117687,0.9246741,1.0,0.9211277,0.7773149,0.645104,0.5087112,129.0,129.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,129.5,0.5152681,0.66609263,0.80901164,0.93051875,1.0,0.9246598,0.80225235,0.6729512,0.5461782,129.5,130.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,130.0,0.53272545,0.6711811,0.8074592,0.92507726,1.0,0.93140584,0.7883812,0.66028166,0.5271366,130.0,130.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,130.5,0.53505033,0.6779613,0.8116057,0.9222099,1.0,0.93622476,0.814749,0.68572044,0.5563555,130.5,131.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,131.0,0.52909124,0.68060416,0.81938636,0.9323427,1.0,0.9327019,0.8015736,0.67438996,0.53986216,131.0,131.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,131.5,0.528184,0.6756523,0.80886894,0.92594385,1.0,0.92499954,0.79684687,0.67986625,0.5492622,131.5,132.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,132.0,0.55415577,0.68191963,0.81548715,0.9329416,1.0,0.92815363,0.7931644,0.6556467,0.52533835,132.0,132.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,132.5,0.546847,0.69287217,0.8264902,0.9291057,1.0,0.9137633,0.78533334,0.6594818,0.51011777,132.5,133.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,133.0,0.5276584,0.6771354,0.8171751,0.923947,1.0,0.9298545,0.8040132,0.6784425,0.54757684,133.0,133.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,133.5,0.5337501,0.6775954,0.8204231,0.9296975,1.0,0.9333807,0.80311203,0.6683906,0.5397628,133.5,134.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,134.0,0.5254486,0.66618097,0.80064535,0.919991,1.0,0.91748613,0.78552544,0.65784353,0.53106534,134.0,134.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,134.5,0.53578275,0.6675685,0.80080694,0.9185281,1.0,0.9378738,0.8068736,0.6747699,0.545564,134.5,135.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,135.0,0.53812903,0.6756788,0.813519,0.93308175,1.0,0.9230895,0.795588,0.6639963,0.53369045,135.0,135.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,135.5,0.51536465,0.6615371,0.8064049,0.92392904,1.0,0.9342611,0.8038032,0.67231214,0.5421634,135.5,136.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,136.0,0.548592,0.69186556,0.83280486,0.93449765,1.0,0.92533547,0.81239206,0.6906918,0.55647933,136.0,136.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,136.5,0.53186953,0.67632604,0.8139732,0.929264,1.0,0.9190777,0.7898538,0.6646379,0.5310973,136.5,137.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,137.0,0.55800366,0.69701326,0.8272116,0.9306343,1.0,0.9195633,0.79218626,0.6635317,0.5184813,137.0,137.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,137.5,0.5408684,0.684867,0.8169049,0.92997605,1.0,0.9220609,0.79946536,0.67603076,0.5406716,137.5,138.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,138.0,0.52938,0.666604,0.8102924,0.92023176,1.0,0.9209572,0.7993674,0.6695434,0.5280441,138.0,138.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,138.5,0.52803826,0.67777795,0.8106701,0.9275212,1.0,0.91916984,0.78533643,0.66060233,0.52665216,138.5,139.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,139.0,0.5160751,0.66253686,0.8026305,0.9176488,1.0,0.9333583,0.80555236,0.6836174,0.55338246,139.0,139.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,139.5,0.52839863,0.67625344,0.81139565,0.92606664,1.0,0.93198967,0.8021261,0.6755094,0.5353903,139.5,140.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,140.0,0.5390864,0.68196166,0.8175025,0.9366653,1.0,0.93332404,0.80101305,0.66979027,0.5396924,140.0,140.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,140.5,0.5138947,0.66083145,0.8059714,0.9303502,1.0,0.9266147,0.8032126,0.6763262,0.5473604,140.5,141.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,141.0,0.54387224,0.6795747,0.8123066,0.92612237,1.0,0.92592466,0.79880637,0.6626812,0.52559245,141.0,141.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,141.5,0.5232305,0.66847914,0.8150071,0.92182404,1.0,0.92550766,0.79420733,0.6649205,0.5560606,141.5,142.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,142.0,0.54606664,0.6792257,0.8145648,0.93113494,1.0,0.9295861,0.7848055,0.6501265,0.5095337,142.0,142.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,142.5,0.53548646,0.6827748,0.8251002,0.93310606,1.0,0.92502695,0.7966232,0.6646238,0.53018343,142.5,143.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,143.0,0.5225029,0.670003,0.8160877,0.9313535,1.0,0.93911725,0.8191214,0.6884684,0.5417179,143.0,143.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,143.5,0.5325611,0.6817719,0.81038827,0.92389536,1.0,0.92862123,0.79927087,0.6736859,0.5368351,143.5,144.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,144.0,0.5422353,0.68322664,0.81815714,0.92813486,1.0,0.92874336,0.80047166,0.6779164,0.53340554,144.0,144.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,144.5,0.5360326,0.68006927,0.8231638,0.9249957,1.0,0.9309002,0.80479735,0.68026817,0.54701173,144.5,145.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,145.0,0.5247246,0.65626717,0.80405563,0.91641164,1.0,0.9263758,0.7911394,0.67564934,0.5470399,145.0,145.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,145.5,0.54618907,0.678887,0.8160971,0.9286667,1.0,0.9205274,0.78476274,0.6539764,0.5136086,145.5,146.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,146.0,0.52494013,0.67476255,0.81652635,0.92603683,1.0,0.9169149,0.78562427,0.6649525,0.5353515,146.0,146.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,146.5,0.5199992,0.6628579,0.80804384,0.9260297,1.0,0.92220384,0.7931695,0.67095083,0.53940576,146.5,147.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,147.0,0.53870267,0.67706406,0.8164119,0.9345192,1.0,0.9222927,0.7988099,0.6604857,0.5187365,147.0,147.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,147.5,0.5177774,0.6743109,0.8183051,0.9283115,1.0,0.9281987,0.801462,0.67337745,0.551156,147.5,148.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,148.0,0.53839076,0.68453866,0.82191277,0.9259079,1.0,0.9179207,0.78854966,0.66993815,0.5384222,148.0,148.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,148.5,0.5228393,0.6626671,0.80407244,0.9197303,1.0,0.92417073,0.7963496,0.66963625,0.5407538,148.5,149.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,149.0,0.5202553,0.67570883,0.81863326,0.9323837,1.0,0.9153524,0.7898388,0.67158896,0.54607177,149.0,149.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,149.5,0.55018026,0.6744087,0.8085261,0.9204267,1.0,0.93018395,0.8016453,0.67367256,0.5355985,149.5,150.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,150.0,0.53655744,0.6790933,0.8204164,0.9324507,1.0,0.9337537,0.7988167,0.67261946,0.52403116,150.0,150.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,150.5,0.53580254,0.67780614,0.80534863,0.91902876,1.0,0.93230975,0.8132881,0.68730277,0.5624361,150.5,151.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,151.0,0.53398496,0.66443884,0.808527,0.91881883,1.0,0.917041,0.7885796,0.6561879,0.5164566,151.0,151.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,151.5,0.5395039,0.6773153,0.8217175,0.9357134,1.0,0.9259896,0.7946605,0.6598955,0.52038646,151.5,152.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,152.0,0.5400537,0.67771983,0.8125012,0.9336877,1.0,0.9196691,0.786271,0.65242434,0.51518035,152.0,152.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,152.5,0.52738607,0.6775245,0.82115614,0.9281211,1.0,0.92864954,0.8102327,0.6909171,0.5531675,152.5,153.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,153.0,0.52884924,0.6758542,0.818835,0.9312227,1.0,0.9214554,0.7938416,0.66262734,0.5153214,153.0,153.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,153.5,0.5294074,0.66292024,0.8074833,0.92727774,1.0,0.92734957,0.7870274,0.65731156,0.52141476,153.5,154.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,154.0,0.54210055,0.6899232,0.82622635,0.9310229,1.0,0.92888594,0.8005507,0.6785297,0.53144956,154.0,154.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,154.5,0.5236566,0.6652369,0.80667764,0.92864627,1.0,0.92165893,0.79441535,0.6760003,0.5409363,154.5,155.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,155.0,0.5317246,0.6718412,0.8094871,0.9267016,1.0,0.939276,0.8166998,0.6837046,0.5443485,155.0,155.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,155.5,0.530917,0.66595095,0.7992304,0.9147769,1.0,0.9276393,0.79357576,0.669468,0.529275,155.5,156.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,156.0,0.54857427,0.6861856,0.8225084,0.92653066,1.0,0.9253903,0.7886999,0.6600974,0.5167963,156.0,156.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,156.5,0.53070533,0.67188144,0.80725425,0.9236488,1.0,0.9317289,0.8128517,0.6954926,0.5559968,156.5,157.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,157.0,0.5066601,0.66781974,0.80938166,0.9178622,1.0,0.9334279,0.81341124,0.68027693,0.54943144,157.0,157.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,157.5,0.5309824,0.6662735,0.7959451,0.9138903,1.0,0.92082435,0.7770091,0.65006673,0.5115371,157.5,158.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,158.0,0.56388223,0.6995458,0.8220465,0.93142736,1.0,0.9200605,0.7862123,0.66756463,0.5189707,158.0,158.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,158.5,0.542592,0.68684685,0.8292734,0.93150103,1.0,0.93077314,0.80589384,0.6713144,0.5338511,158.5,159.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,159.0,0.5172454,0.6635578,0.79420644,0.918079,1.0,0.93969464,0.82132876,0.7052439,0.57063365,159.0,159.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,159.5,0.5052654,0.6576762,0.7985725,0.9233038,1.0,0.92076904,0.79730004,0.6677593,0.5298908,159.5,160.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,160.0,0.5413342,0.6902691,0.83321923,0.9293938,1.0,0.93132156,0.8032826,0.6775377,0.5397269,160.0,160.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,160.5,0.5227275,0.67381203,0.81796855,0.9374297,1.0,0.9327505,0.7984275,0.6564957,0.5309716,160.5,161.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,161.0,0.5338845,0.6774768,0.81291026,0.92588234,1.0,0.93373126,0.8065555,0.681075,0.546492,161.0,161.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,161.5,0.53027797,0.6741771,0.817396,0.9298143,1.0,0.9299761,0.8021659,0.66736,0.5278557,161.5,162.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,162.0,0.52228975,0.6630279,0.8005382,0.91896796,1.0,0.9300182,0.80107355,0.66818964,0.5319027,162.0,162.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,162.5,0.5326672,0.6641322,0.80875474,0.92586184,1.0,0.92071414,0.7957537,0.671026,0.5399351,162.5,163.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,163.0,0.5557973,0.6943678,0.82633936,0.934719,1.0,0.91709226,0.78317666,0.6518637,0.50500447,163.0,163.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,163.5,0.52828264,0.6735432,0.8080814,0.91814077,1.0,0.92412204,0.79986185,0.6661706,0.5335764,163.5,164.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,164.0,0.51561755,0.64806783,0.7979282,0.9171982,1.0,0.9329702,0.79691255,0.6548378,0.52004075,164.0,164.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,164.5,0.5366835,0.6800027,0.815354,0.9283538,1.0,0.9231372,0.79667354,0.66072464,0.5206307,164.5,165.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,165.0,0.5273685,0.67607474,0.7982959,0.9163397,1.0,0.924171,0.79375917,0.67817694,0.5439902,165.0,165.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,165.5,0.55388445,0.6887803,0.832403,0.94276595,1.0,0.9172171,0.77687836,0.6363481,0.49218214,165.5,166.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,166.0,0.5356323,0.6689287,0.8057873,0.9314521,1.0,0.93641835,0.81257623,0.68137735,0.55086035,166.0,166.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,166.5,0.54098177,0.6729178,0.81354666,0.92469823,1.0,0.9273734,0.78567284,0.6464211,0.50653714,166.5,167.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,167.0,0.5391028,0.6863098,0.8166348,0.9280526,1.0,0.93388003,0.80118066,0.6750009,0.53963,167.0,167.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,167.5,0.50889486,0.65543854,0.7967529,0.92492074,1.0,0.91828203,0.78861463,0.67272043,0.5518379,167.5,168.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,168.0,0.5464004,0.67991227,0.8205086,0.92410856,1.0,0.9128742,0.7876492,0.65937024,0.5131033,168.0,168.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,168.5,0.52628475,0.6722738,0.8111957,0.9251731,1.0,0.927032,0.7911315,0.6617745,0.53314257,168.5,169.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,169.0,0.5214446,0.66327417,0.79949754,0.91842437,1.0,0.93100107,0.79279745,0.6651819,0.5303435,169.0,169.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,169.5,0.5401963,0.68226045,0.8187928,0.9250519,1.0,0.9337866,0.79945445,0.6606927,0.52175105,169.5,170.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,170.0,0.52697843,0.6779702,0.8189604,0.926187,1.0,0.92595506,0.78483754,0.65241325,0.52554804,170.0,170.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,170.5,0.54292375,0.6749037,0.8182199,0.9270033,1.0,0.92446685,0.806026,0.68022996,0.5477012,170.5,171.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,171.0,0.5404871,0.68287927,0.8238975,0.92506796,1.0,0.92490476,0.7999129,0.6653082,0.54057795,171.0,171.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,171.5,0.54208976,0.6869512,0.8285797,0.93162215,1.0,0.9147682,0.78349227,0.6595846,0.5244604,171.5,172.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,172.0,0.5263908,0.66998595,0.8108888,0.9189601,1.0,0.92906713,0.79839414,0.6637489,0.53079695,172.0,172.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,172.5,0.5286494,0.6752058,0.81437755,0.93787706,1.0,0.91951257,0.791499,0.6499253,0.51179045,172.5,173.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,173.0,0.49849784,0.64527,0.79913706,0.92817724,1.0,0.92361903,0.7867138,0.659227,0.5249203,173.0,173.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,173.5,0.5416836,0.6824299,0.82615113,0.9273133,1.0,0.92542654,0.7945395,0.6607603,0.5233883,173.5,174.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,174.0,0.55229867,0.6937093,0.83297896,0.93706816,1.0,0.9205221,0.7951598,0.6619702,0.52780527,174.0,174.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,174.5,0.53078705,0.66911775,0.80070704,0.92587173,1.0,0.9274646,0.79910105,0.670963,0.53850913,174.5,175.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,175.0,0.53279805,0.6742282,0.8160638,0.93012667,1.0,0.921118,0.80302536,0.67876786,0.54171,175.0,175.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,175.5,0.53428876,0.6759483,0.8164814,0.9202966,1.0,0.9352518,0.81018746,0.67334473,0.5241904,175.5,176.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,176.0,0.54771614,0.6835174,0.81443244,0.92886025,1.0,0.92375535,0.78209233,0.6635631,0.52871126,176.0,176.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,176.5,0.55421114,0.68166196,0.82217246,0.93182516,1.0,0.9340754,0.8036671,0.6695482,0.5299149,176.5,177.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,177.0,0.53971106,0.6857632,0.81924665,0.9272943,1.0,0.94211936,0.8071682,0.668237,0.53388673,177.0,177.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,177.5,0.55245364,0.6886362,0.820493,0.9296727,1.0,0.9203191,0.797871,0.66928834,0.52979803,177.5,178.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,178.0,0.5124046,0.653002,0.79735297,0.91280824,1.0,0.9366158,0.8021875,0.6808428,0.5489066,178.0,178.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,178.5,0.5225628,0.65961856,0.80023324,0.915206,1.0,0.9301431,0.8025917,0.6856065,0.5513463,178.5,179.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,179.0,0.52106893,0.66741616,0.8052098,0.9224848,1.0,0.92538834,0.7932908,0.66191137,0.52834094,179.0,179.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,179.5,0.54239625,0.68289536,0.8348713,0.9356366,1.0,0.92778885,0.8026145,0.6679254,0.54070014,179.5,180.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,180.0,0.5355652,0.67581034,0.81690633,0.9287216,1.0,0.91419226,0.7924382,0.6643743,0.5284059,180.0,180.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,180.5,0.54593176,0.685622,0.82159996,0.926097,1.0,0.9323922,0.8076433,0.6883096,0.55748254,180.5,181.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,181.0,0.52673185,0.675182,0.8129774,0.93002665,1.0,0.92666894,0.8044693,0.6759235,0.5284803,181.0,181.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,181.5,0.5284463,0.6721775,0.808011,0.9190624,1.0,0.9359388,0.8042526,0.6713216,0.53049165,181.5,182.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,182.0,0.524828,0.67169833,0.81165373,0.9230265,1.0,0.9188941,0.7940731,0.6661974,0.52892303,182.0,182.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,182.5,0.54207003,0.68107796,0.81561905,0.9214499,1.0,0.9220026,0.7820047,0.64675784,0.50837344,182.5,183.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,183.0,0.5459386,0.68170464,0.82436675,0.9287946,1.0,0.93345344,0.80575925,0.6694901,0.5256833,183.0,183.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,183.5,0.52618515,0.66956294,0.8142469,0.921304,1.0,0.922684,0.78766745,0.6507506,0.51196945,183.5,184.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,184.0,0.5461581,0.6816245,0.8186888,0.9350114,1.0,0.9176568,0.7863995,0.66207176,0.53332156,184.0,184.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,184.5,0.53499883,0.6772878,0.81589645,0.92467344,1.0,0.9220431,0.79027194,0.67428374,0.541887,184.5,185.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,185.0,0.5213976,0.67312837,0.8043205,0.9252159,1.0,0.9291481,0.80071884,0.68155855,0.53677815,185.0,185.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
13,185.5,0.5389615,0.67885643,0.81416655,0.93178236,1.0,0.93917555,0.81105834,0.6822851,0.5556038,185.5,186.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
