dataset,prn,channel,loop_sequence,raw_sample_start,raw_sample_end,sample_count,selection_origin,delay_center_error_chips,doppler_center_error_hz,complex_tap_cosine,magnitude_spearman,prompt_magnitude_ratio,prompt_phase_error_rad,fitted_amplitude_real,fitted_amplitude_imag,native_taps_iq,reconstructed_taps_iq,gate_pass
OAKBAT.cleanStatic,11,2,11741,208708521,208713521,5000,temporal_extension,0.0,-5.002220859751105e-12,0.9999999999998007,1.0,1.000000888458045,2.6898151289021726e-08,1.0000011266296684,-6.484367618891089e-07,"[[-790220.0,85209.1171875],[-987866.375,45196.37890625],[-1044549.3125,1931.607421875],[-1290873.5,-15106.1123046875],[-1460252.75,-40289.66796875],[-1313311.25,-111579.5234375],[-1228099.5,-164459.734375],[-1089245.5,-128092.2734375],[-933589.5,-203401.859375]]","[[-790219.125,85208.7109375],[-987864.75,45195.7578125],[-1044547.25,1931.1015625],[-1290871.0,-15106.896484375],[-1460252.375,-40290.64453125],[-1313309.875,-111580.4140625],[-1228097.75,-164460.515625],[-1089245.0,-128092.84375],[-933588.375,-203402.3125]]",True
OAKBAT.cleanStatic,11,2,12392,211963517,211968517,5000,temporal_extension,0.0,-5.002220859751105e-12,0.999999999999072,1.0,1.0000019535517952,-2.9023442817136127e-07,1.0000004093715265,-3.5977595824635504e-07,"[[-614663.0,-54230.1796875],[-702766.625,-173473.9375],[-810752.25,-79921.6796875],[-968955.5,-84632.4609375],[-1135087.0,-39949.6015625],[-980514.375,-62279.73828125],[-759384.25,-17619.568359375],[-625233.25,-141316.1875],[-352815.875,-19997.2890625]]","[[-614663.25,-54230.5078125],[-702766.375,-173474.21875],[-810750.25,-79922.265625],[-968953.5625,-84632.9296875],[-1135088.75,-39949.7421875],[-980514.0,-62279.7421875],[-759383.75,-17619.84375],[-625232.625,-141316.296875],[-352816.125,-19997.140625]]",True
OAKBAT.cleanStatic,11,2,13043,215218512,215223512,5000,temporal_extension,0.0,-4.547473508864641e-12,0.9999999999996582,1.0,0.9999985859888079,9.17530486352853e-08,0.9999988666884739,-1.0592114488495204e-06,"[[-585214.0,67447.3671875],[-702433.875,32028.365234375],[-976630.875,53900.421875],[-1032931.625,-63902.0546875],[-1176327.5,-147531.328125],[-1088578.875,-113310.671875],[-1036140.75,-101200.0078125],[-910655.75,32318.703125],[-703160.125,37983.53515625]]","[[-585214.875,67446.7265625],[-702435.375,32027.421875],[-976631.9375,53899.3671875],[-1032932.75,-63903.0859375],[-1176327.0,-147532.640625],[-1088579.75,-113311.8125],[-1036142.625,-101200.9375],[-910657.125,32317.671875],[-703162.0,37982.7734375]]",True
OAKBAT.cleanStatic,11,2,13694,218473508,218478508,5000,temporal_extension,0.0,-5.002220859751105e-12,0.9999999999998794,1.0,0.9999995824064278,5.7605330292261265e-08,1.0000003136492164,-7.751547563570648e-07,"[[633121.625,150957.9375],[815946.75,6222.55859375],[907404.75,-37694.078125],[1125391.125,-156683.9375],[1113704.875,-227423.625],[1065126.375,-319181.21875],[908126.75,-344677.21875],[700171.375,-357806.28125],[529106.25,-377565.21875]]","[[633120.875,150958.3125],[815947.0,6223.203125],[907404.0,-37693.625],[1125391.375,-156682.96875],[1113704.25,-227422.53125],[1065126.25,-319180.0],[908126.625,-344676.46875],[700171.6875,-357805.625],[529106.5625,-377565.34375]]",True
OAKBAT.cleanStatic,11,2,14345,221728503,221733503,5000,temporal_extension,0.0,-5.002220859751105e-12,0.9999999999995225,1.0,1.0000009536395764,1.4180892421816044e-07,1.0000001643717702,8.109301845867011e-08,"[[782458.6875,-362861.9375],[895927.9375,-401857.75],[928460.0625,-318960.3125],[1013393.6875,-234007.53125],[1083933.25,-320945.6875],[1040374.4375,-286260.9375],[973800.3125,-172826.15625],[810903.8125,-130518.5703125],[668504.8125,-98316.7421875]]","[[782459.4375,-362862.25],[895928.1875,-401857.4375],[928459.6875,-318960.5625],[1013394.4375,-234007.6875],[1083934.125,-320945.875],[1040374.125,-286260.875],[973798.5625,-172826.21875],[810902.5,-130518.6875],[668503.875,-98316.859375]]",True
OAKBAT.cleanStatic,11,2,14997,224988499,224993499,5000,temporal_extension,0.0,-5.002220859751105e-12,0.9999999999997901,1.0,0.9999998950169684,-1.9211650950765847e-07,0.9999986098814951,-3.929027132766253e-07,"[[838636.75,130385.625],[955970.625,110837.25],[1098101.625,123906.453125],[1300147.625,103049.359375],[1189444.5,142436.15625],[1112438.875,84313.59375],[866618.625,72614.578125],[748472.25,-96291.5625],[649296.125,-130187.046875]]","[[838637.0,130386.0859375],[955972.0,110837.65625],[1098103.5,123907.09375],[1300148.375,103050.0390625],[1189446.0,142436.578125],[1112440.5,84314.21875],[866620.5,72615.03125],[748473.6875,-96291.3125],[649298.125,-130187.0703125]]",True
OAKBAT.cleanStatic,21,0,20,150102348,150107348,5000,legacy_stage0a+temporal,0.0,6.366462912410498e-12,0.9999999999997987,1.0,1.0000001681609723,1.8741475084521058e-08,0.9999978725673243,-1.5107895416340207e-07,"[[-649558.625,-239075.1875],[-835386.625,-180302.625],[-1053276.25,-58490.78125],[-1170358.75,-59999.03125],[-1199249.25,-17634.943359375],[-1005630.0,35241.3203125],[-859421.625,53340.9921875],[-654609.125,61218.33984375],[-576335.75,57068.84375]]","[[-649558.875,-239075.75],[-835388.0,-180303.09375],[-1053278.5,-58491.10546875],[-1170361.0,-59999.18359375],[-1199252.0,-17635.1875],[-1005632.5,35241.2578125],[-859424.0625,53341.1484375],[-654610.0,61218.328125],[-576337.875,57069.05078125]]",True
OAKBAT.cleanStatic,21,0,21,150107348,150112348,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999995611,1.0,0.9999995702387349,-1.286455719235714e-07,0.9999970914793046,3.403899456315382e-07,"[[-399383.15625,102717.5],[-566348.6875,145392.359375],[-741071.9375,171477.453125],[-1027367.1875,277018.9375],[-1079644.25,375632.875],[-981118.0625,357110.75],[-781906.9375,207940.765625],[-656000.1875,249386.109375],[-423291.96875,147065.484375]]","[[-399382.875,102718.21875],[-566349.625,145393.359375],[-741074.75,171478.546875],[-1027369.8125,277019.90625],[-1079646.75,375634.3125],[-981121.75,357112.21875],[-781909.5,207941.53125],[-656002.375,249386.65625],[-423292.6875,147065.90625]]",True
OAKBAT.cleanStatic,21,0,22,150112348,150117348,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999997948,1.0,1.0000002734633855,4.6886853030803674e-08,0.9999981901760294,-5.432985824075661e-07,"[[-496897.1875,530700.1875],[-549598.0,516386.3125],[-717259.5,516493.15625],[-888019.875,420896.90625],[-1027789.75,396170.71875],[-1059113.625,386783.53125],[-1098172.375,357973.28125],[-1074611.875,381125.90625],[-925392.75,245905.578125]]","[[-496897.3125,530700.75],[-549598.5,516386.625],[-717260.3125,516493.5625],[-888021.625,420897.1875],[-1027792.125,396170.9375],[-1059115.875,386783.78125],[-1098175.0,357973.25],[-1074614.375,381125.84375],[-925395.3125,245905.15625]]",True
OAKBAT.cleanStatic,21,0,23,150117348,150122348,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.999999999999679,1.0,1.000000429859194,1.401672153226696e-07,0.9999980222553846,-3.048627668702875e-07,"[[-504752.5,177860.09375],[-684623.5625,218968.9375],[-848091.9375,183672.84375],[-988722.3125,208673.9375],[-1042672.25,257630.0],[-915775.9375,271609.6875],[-804004.3125,206939.9375],[-624612.0625,150157.78125],[-474519.0,230468.1875]]","[[-504752.96875,177860.015625],[-684625.375,218969.171875],[-848094.6875,183672.84375],[-988724.625,208674.0625],[-1042674.875,257630.15625],[-915777.0,271609.84375],[-804005.25,206940.3125],[-624612.625,150157.921875],[-474520.34375,230468.703125]]",True
OAKBAT.cleanStatic,21,0,24,150122348,150127348,5000,legacy_stage0a,0.0,5.9117155615240335e-12,0.9999999999992013,1.0,0.9999989521568226,2.0246140041739646e-08,0.9999980244405682,4.923089272969954e-07,"[[-475510.5,198788.6875],[-719364.1875,241044.96875],[-997659.3125,300508.40625],[-1327128.25,471924.53125],[-1332747.0,500807.28125],[-1236932.75,304074.96875],[-1084475.25,252247.796875],[-898843.6875,155540.203125],[-676070.5625,75369.2421875]]","[[-475511.25,198789.171875],[-719367.0,241045.8125],[-997661.875,300509.3125],[-1327129.25,471925.6875],[-1332748.0,500808.375],[-1236933.75,304076.5],[-1084478.375,252249.1875],[-898847.0,155541.15625],[-676073.625,75369.8125]]",True
OAKBAT.cleanStatic,21,0,25,150127349,150132350,5001,legacy_stage0a,0.0,6.366462912410498e-12,0.9999964122811542,1.0,0.9990766226748738,0.0016458920124462135,1.0001047263542304,-0.0003002526326957344,"[[-587059.875,227634.625],[-820533.5,244486.9375],[-961456.625,228838.34375],[-1085349.0,349887.84375],[-1120451.25,383974.65625],[-1053526.875,346279.59375],[-929471.625,371012.40625],[-834927.875,277997.75],[-738868.25,228757.65625]]","[[-586652.125,225059.890625],[-820126.125,241912.4375],[-961049.5,226263.796875],[-1084941.5,347313.65625],[-1120043.75,381400.90625],[-1053937.375,348857.96875],[-929882.75,373590.6875],[-835338.0,280575.34375],[-739278.125,231334.84375]]",True
OAKBAT.cleanStatic,21,0,26,150132349,150137349,5000,legacy_stage0a,0.0,6.821210263296962e-12,0.999999999999683,1.0,0.9999994977679303,1.5560891029327641e-07,0.9999988718149582,-3.3578895625960135e-07,"[[-510085.375,169960.265625],[-693682.6875,269837.28125],[-884580.1875,335461.96875],[-957155.0625,272905.8125],[-1021321.5625,352463.78125],[-870925.5625,356523.59375],[-721526.3125,402968.21875],[-590382.1875,383068.34375],[-366878.125,463556.53125]]","[[-510086.59375,169960.5],[-693684.75,269837.3125],[-884581.8125,335462.0],[-957156.1875,272905.5],[-1021322.375,352463.5],[-870926.375,356524.0625],[-721526.5,402968.4375],[-590382.25,383068.84375],[-366879.03125,463556.9375]]",True
OAKBAT.cleanStatic,21,0,27,150137349,150142349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999998888,1.0,1.0000000731923573,1.2998413103820725e-07,0.9999981748274009,-3.422861012729308e-07,"[[-529557.125,283209.8125],[-665654.0,263504.90625],[-818931.75,323878.28125],[-934314.25,247046.765625],[-1042571.5,308753.09375],[-980522.75,298864.84375],[-890552.375,229430.015625],[-770612.0,88422.3671875],[-627461.25,81614.1796875]]","[[-529558.875,283210.3125],[-665655.4375,263505.21875],[-818933.25,323878.5625],[-934315.8125,247047.109375],[-1042573.625,308753.1875],[-980525.0,298864.96875],[-890553.9375,229430.09375],[-770613.375,88422.4375],[-627461.625,81614.078125]]",True
OAKBAT.cleanStatic,21,0,28,150142349,150147349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999999004,1.0,1.000000255784452,-3.85307861059616e-07,0.999998458533877,1.366926378195713e-06,"[[-481182.375,47413.56640625],[-642377.5625,75253.3984375],[-791628.3125,125470.0234375],[-1057863.875,195722.0],[-1105787.0,278145.0],[-1016170.1875,168744.0],[-794382.4375,255205.640625],[-694924.3125,214045.125],[-638856.4375,296321.3125]]","[[-481182.875,47414.0625],[-642378.5625,75254.40625],[-791629.1875,125471.390625],[-1057865.5,195723.5],[-1105788.5,278147.4375],[-1016171.0,168745.59375],[-794383.0,255207.03125],[-694925.125,214046.375],[-638857.625,296322.625]]",True
OAKBAT.cleanStatic,21,0,29,150147349,150152349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999996159,1.0,0.9999999149531613,-1.9836833890252523e-07,0.9999983054856652,9.244060951699107e-07,"[[-641626.9375,310412.53125],[-787422.0625,477317.78125],[-1013422.1875,448712.21875],[-1136539.75,525126.5625],[-1273783.5,489959.15625],[-1083965.0,585440.5],[-860937.5625,535770.1875],[-636559.6875,478120.40625],[-443108.90625,466899.09375]]","[[-641628.25,310413.28125],[-787422.5,477319.9375],[-1013423.5,448713.9375],[-1136540.875,525128.0625],[-1273785.0,489961.375],[-1083966.875,585441.125],[-860938.875,535773.125],[-636559.125,478122.3125],[-443109.90625,466900.3125]]",True
OAKBAT.cleanStatic,21,0,30,150152349,150157349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999998115,1.0,1.0000006264725128,3.7069247696012246e-07,0.9999978042316451,5.759370975738468e-07,"[[-616770.3125,362302.46875],[-698005.8125,301300.78125],[-843615.1875,408593.15625],[-926139.6875,430563.53125],[-1047776.5,399928.71875],[-1011276.9375,334247.40625],[-843748.0625,307777.40625],[-787922.8125,161849.921875],[-660686.1875,18410.283203125]]","[[-616771.1875,362303.1875],[-698007.375,301301.25],[-843616.5,408594.875],[-926141.625,430565.25],[-1047779.375,399930.0625],[-1011278.0,334248.96875],[-843749.75,307778.75],[-787924.625,161850.578125],[-660687.875,18410.671875]]",True
OAKBAT.cleanStatic,21,0,31,150157349,150162349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999993378,1.0,0.9999992568633806,-2.3859600031665822e-08,0.9999983242985211,-4.321963847168948e-08,"[[-417638.875,101596.90625],[-624727.625,116152.640625],[-875555.25,228904.3125],[-1040634.0,163166.4375],[-1067327.875,239970.6875],[-928036.5,139262.78125],[-813318.125,59671.3046875],[-820548.625,-14827.94140625],[-683860.25,-29611.705078125]]","[[-417639.4375,101597.2109375],[-624729.0625,116152.875],[-875556.125,228904.765625],[-1040634.3125,163166.46875],[-1067328.875,239970.890625],[-928037.8125,139262.875],[-813320.75,59671.1640625],[-820551.1875,-14828.076171875],[-683862.8125,-29611.876953125]]",True
OAKBAT.cleanStatic,21,0,32,150162349,150167349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.999999999999598,1.0,1.0000003096097656,1.3425597682298266e-07,0.9999982800733074,1.6710782397916733e-06,"[[-751184.625,47981.25],[-896396.3125,171652.625],[-1054950.375,128669.125],[-1120965.875,257481.609375],[-1180005.375,338271.375],[-1058402.25,347723.3125],[-821918.1875,321366.75],[-745536.5625,245766.6875],[-463613.59375,281393.0625]]","[[-751186.75,47982.62890625],[-896396.5625,171654.390625],[-1054952.75,128670.953125],[-1120966.125,257483.859375],[-1180007.25,338273.875],[-1058402.625,347725.90625],[-821919.3125,321368.875],[-745538.125,245767.96875],[-463614.8125,281394.6875]]",True
OAKBAT.cleanStatic,21,0,33,150167349,150172349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999997528,1.0,1.00000005977667,-3.637914155913703e-07,0.9999981492246318,6.829313323954399e-07,"[[-404263.25,270700.75],[-519993.9375,420952.0],[-680959.1875,472451.9375],[-835040.4375,542412.0],[-891598.0625,492915.0],[-845517.3125,444394.9375],[-815786.6875,290158.78125],[-716310.9375,195146.625],[-635001.1875,97188.40625]]","[[-404264.375,270700.875],[-519995.46875,420953.0625],[-680959.75,472453.28125],[-835041.0625,542413.8125],[-891599.25,492916.875],[-845518.5,444396.1875],[-815788.4375,290159.9375],[-716311.5,195147.421875],[-635002.75,97188.84375]]",True
OAKBAT.cleanStatic,21,0,34,150172349,150177349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999998901,1.0,1.0000003617571611,2.3980563351250985e-07,0.999999364836303,-1.0803625732800318e-06,"[[-672848.6875,178768.25],[-866524.875,185218.875],[-978485.875,137005.40625],[-1054254.5,200295.90625],[-1134336.5,279628.5],[-1061883.875,344838.84375],[-903952.25,377566.28125],[-749055.5625,348908.46875],[-580433.5,259175.015625]]","[[-672849.875,178767.84375],[-866525.5,185218.21875],[-978486.25,137004.4375],[-1054255.25,200294.96875],[-1134338.0,279627.28125],[-1061885.5,344837.9375],[-903952.8125,377565.34375],[-749056.25,348907.8125],[-580433.5625,259174.5625]]",True
OAKBAT.cleanStatic,21,0,35,150177349,150182349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999996486,1.0,1.0000004357593628,3.9841128250548864e-07,0.9999982556705107,3.187299297279088e-07,"[[-855755.6875,185533.328125],[-890330.1875,180520.203125],[-1004758.6875,284872.59375],[-1123191.25,347444.71875],[-1190960.375,358882.40625],[-1175315.125,430928.40625],[-913298.5625,340643.28125],[-819149.6875,327104.15625],[-721902.9375,267074.46875]]","[[-855757.25,185533.6875],[-890331.0,180520.71875],[-1004760.1875,284873.1875],[-1123193.625,347445.40625],[-1190963.0,358883.09375],[-1175318.25,430930.46875],[-913298.75,340644.21875],[-819150.0,327105.0625],[-721903.8125,267075.0625]]",True
OAKBAT.cleanStatic,21,0,36,150182349,150187349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999990912,1.0,0.9999991162358226,-1.1294409839442476e-07,0.9999991566396781,8.231412249503481e-07,"[[-620454.0,111434.5234375],[-751016.25,205183.765625],[-1002629.375,239247.203125],[-1254421.875,391573.875],[-1316801.875,343766.5625],[-1252129.625,435512.125],[-1047432.6875,318268.03125],[-922400.5,180193.140625],[-711599.875,-1014.06298828125]]","[[-620454.875,111435.125],[-751016.375,205184.65625],[-1002629.375,239248.75],[-1254421.375,391574.8125],[-1316801.5,343767.78125],[-1252130.0,435512.8125],[-1047434.125,318269.375],[-922402.5,180194.25],[-711603.75,-1013.59375]]",True
OAKBAT.cleanStatic,21,0,37,150187349,150192349,5000,legacy_stage0a,0.0,6.821210263296962e-12,0.9999999999995909,1.0,1.0000008320736853,-5.800752900842535e-07,0.9999980684172798,1.4015054333373697e-07,"[[-549866.3125,416001.5625],[-683809.5,459759.125],[-802361.125,449584.4375],[-965217.375,554101.1875],[-1200398.125,614380.4375],[-1009806.875,519626.0],[-851775.875,370826.4375],[-699065.875,242393.921875],[-627329.9375,112977.7421875]]","[[-549866.625,416002.125],[-683809.9375,459760.0],[-802363.4375,449584.9375],[-965219.5625,554102.75],[-1200401.0,614383.0],[-1009809.0,519627.125],[-851777.0,370826.34375],[-699066.875,242394.34375],[-627330.125,112977.796875]]",True
OAKBAT.cleanStatic,21,0,38,150192349,150197349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999998975,1.0,0.9999998837904224,-1.0603214640976719e-07,1.0000000231529733,1.0482873781870434e-06,"[[-846138.875,163660.109375],[-969563.625,300599.8125],[-1137974.625,262436.71875],[-1303209.625,339607.1875],[-1318545.25,382253.46875],[-1127655.875,450122.09375],[-945178.75,419613.46875],[-722422.875,344502.25],[-562851.375,183111.859375]]","[[-846138.75,163660.734375],[-969564.25,300600.875],[-1137974.5,262437.875],[-1303209.25,339608.5],[-1318544.625,382254.9375],[-1127655.0,450123.40625],[-945177.625,419614.46875],[-722422.5,344502.5],[-562851.4375,183112.796875]]",True
OAKBAT.cleanStatic,21,0,39,150197349,150202349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999998035,1.0,0.9999992213008055,-2.65894590142946e-07,0.999997740038593,-1.278533039938533e-07,"[[-705542.375,291102.96875],[-759922.875,327805.84375],[-963725.875,367263.59375],[-1221061.25,359163.90625],[-1397045.25,502712.15625],[-1318298.0,435407.09375],[-1109420.0,387808.65625],[-892437.75,226976.609375],[-803615.875,48006.53515625]]","[[-705543.3125,291103.3125],[-759924.4375,327806.15625],[-963728.4375,367264.25],[-1221063.875,359164.5],[-1397047.25,502713.09375],[-1318301.5,435407.84375],[-1109423.25,387809.625],[-892440.0,226976.921875],[-803618.75,48006.8046875]]",True
OAKBAT.cleanStatic,21,0,45,150227349,150232349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999996472,1.0,1.0000006109207031,-1.481037185311574e-07,0.9999995078413532,-2.2779617566489448e-07,"[[-620097.3125,63934.32421875],[-785877.125,83801.1953125],[-1006775.0,293832.625],[-1089811.5,291583.96875],[-1225785.125,286865.96875],[-1125994.25,335780.4375],[-1010333.0,356640.1875],[-863909.125,321909.6875],[-778621.375,358852.0625]]","[[-620097.25,63934.140625],[-785877.0,83800.90625],[-1006774.8125,293833.125],[-1089810.875,291584.5625],[-1225786.5,286866.1875],[-1125994.875,335780.34375],[-1010334.25,356639.6875],[-863910.5,321909.21875],[-778622.5,358851.4375]]",True
OAKBAT.cleanStatic,21,0,46,150232349,150237349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999997987,1.0,0.9999999381933022,9.383323491532169e-08,0.9999970052389929,-2.3443818238719448e-07,"[[684528.375,-61415.7421875],[714859.375,-185867.703125],[820853.125,-230632.265625],[973300.875,-413499.09375],[1136168.0,-510737.21875],[964381.125,-507663.96875],[807113.75,-597293.75],[611289.375,-563864.625],[522609.6875,-526987.5625]]","[[684529.875,-61416.453125],[714861.4375,-185868.65625],[820855.125,-230633.171875],[973303.75,-413500.125],[1136171.5,-510738.34375],[964385.125,-507665.09375],[807116.625,-597295.25],[611291.5,-563866.25],[522611.375,-526988.375]]",True
OAKBAT.cleanStatic,21,0,47,150237349,150242349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999997231,1.0,0.9999999634803085,1.8206175466814905e-07,0.9999982836117064,8.013368871921733e-07,"[[1002630.8125,-149289.0625],[1059127.375,-227114.0],[1102525.5,-174818.65625],[1084273.125,-332856.5],[1176715.75,-366121.1875],[1128503.75,-493635.8125],[847391.3125,-440077.625],[662257.5625,-350677.625],[538410.0625,-262934.84375]]","[[1002632.8125,-149290.25],[1059129.25,-227115.109375],[1102527.5,-174819.65625],[1084273.75,-332857.75],[1176717.5,-366122.53125],[1128506.0,-493637.6875],[847393.0625,-440079.625],[662256.875,-350678.6875],[538410.25,-262935.5625]]",True
OAKBAT.cleanStatic,21,0,48,150242349,150247349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999996777,1.0,1.000000756267359,1.575120947265594e-07,0.9999983077905445,-3.740316457604718e-07,"[[583307.6875,-597363.875],[630919.375,-627751.375],[830709.75,-667693.625],[983539.375,-836578.5],[1024008.625,-809402.875],[842148.75,-706126.375],[708011.0,-493731.46875],[625081.375,-346774.84375],[514253.96875,-249599.234375]]","[[583309.125,-597364.4375],[630919.5,-627752.5],[830711.125,-667694.25],[983541.75,-836579.625],[1024011.5625,-809404.3125],[842151.125,-706127.625],[708011.625,-493731.75],[625081.6875,-346774.375],[514254.65625,-249599.4375]]",True
OAKBAT.cleanStatic,21,0,49,150247349,150252349,5000,legacy_stage0a,0.0,6.366462912410498e-12,0.9999999999990373,1.0,0.9999992728348043,-6.672885450306753e-07,1.0000003575789176,9.77312556428672e-07,"[[817525.3125,-369032.65625],[1046314.3125,-342817.59375],[1101096.875,-365808.03125],[1197765.625,-393455.15625],[1172828.125,-366520.90625],[1042766.375,-267590.625],[864941.4375,-243514.46875],[740347.0625,-223964.75],[580292.6875,-195158.125]]","[[817525.6875,-369032.84375],[1046314.375,-342818.0],[1101094.25,-365808.625],[1197763.125,-393456.6875],[1172826.25,-366522.4375],[1042766.625,-267591.75],[864941.5,-243514.90625],[740348.1875,-223965.484375],[580294.25,-195158.8125]]",True
OAKBAT.cleanStatic,21,0,1476,157382361,157387361,5000,temporal_extension,0.0,5.9117155615240335e-12,0.9999999999995842,1.0,0.9999997360074551,-3.732882418026292e-08,0.9999991671137894,6.435663717983579e-07,"[[439586.46875,-38049.4375],[684005.8125,-2008.071533203125],[771929.0625,26541.94140625],[949930.4375,-1242.013916015625],[1016740.1875,-115167.4765625],[957528.3125,-164031.046875],[806776.1875,-196044.234375],[677310.4375,-321945.15625],[551896.4375,-275081.40625]]","[[439587.125,-38049.7109375],[684007.125,-2008.5703125],[771931.125,26541.4375],[949931.0625,-1242.6328125],[1016740.6875,-115168.234375],[957528.625,-164031.453125],[806776.875,-196044.578125],[677309.5,-321945.875],[551896.625,-275082.0]]",True
OAKBAT.cleanStatic,21,0,2091,160457367,160462367,5000,temporal_extension,0.0,6.366462912410498e-12,0.9999999999999241,1.0,0.9999996317448376,3.1256208720324474e-08,0.9999995630245244,-6.150140518633506e-07,"[[-756886.875,169036.8125],[-940390.0,263423.375],[-1175278.25,220278.28125],[-1243673.875,175054.53125],[-1203726.875,65421.4453125],[-989193.5,62863.87109375],[-900773.375,16149.908203125],[-864596.25,-2774.173583984375],[-722162.125,43326.75]]","[[-756887.875,169036.21875],[-940390.75,263422.625],[-1175279.0,220277.6875],[-1243674.25,175053.953125],[-1203727.0,65420.671875],[-989194.0,62863.515625],[-900773.3125,16149.421875],[-864597.0,-2774.67578125],[-722162.875,43326.484375]]",True
OAKBAT.cleanStatic,21,0,2705,163527372,163532372,5000,temporal_extension,0.0,6.366462912410498e-12,0.9999999999996347,1.0,0.9999987985235753,-8.384150410461961e-08,0.999999484781046,4.582494422777284e-07,"[[-602463.75,147265.28125],[-812977.125,133833.03125],[-979136.875,56135.91015625],[-1114738.625,18088.291015625],[-1250270.875,31344.40625],[-1168460.375,64596.20703125],[-1003851.875,60509.94921875],[-933405.875,44333.42578125],[-834262.875,184903.1875]]","[[-602464.875,147265.453125],[-812978.25,133833.453125],[-979138.5625,56136.3125],[-1114740.0,18088.853515625],[-1250270.0,31345.0625],[-1168460.25,64596.8671875],[-1003852.125,60510.453125],[-933406.125,44334.078125],[-834263.125,184903.59375]]",True
OAKBAT.cleanStatic,21,0,3320,166602378,166607378,5000,temporal_extension,0.0,6.366462912410498e-12,0.999999999999041,1.0,0.9999993234613868,9.104559450239925e-08,1.0000002712304898,-4.297926950560277e-07,"[[-511754.40625,160794.53125],[-648655.75,171232.15625],[-882683.625,144161.15625],[-1160961.625,80293.6484375],[-1144381.125,162448.0],[-922099.25,175964.6875],[-777467.875,210972.625],[-646340.375,201867.15625],[-652300.875,207524.34375]]","[[-511755.09375,160794.234375],[-648657.3125,171231.796875],[-882685.5,144160.046875],[-1160960.25,80293.2265625],[-1144380.125,162447.25],[-922098.125,175964.28125],[-777466.75,210972.703125],[-646340.25,201867.421875],[-652301.375,207524.34375]]",True
OAKBAT.cleanStatic,21,0,3934,169672383,169677383,5000,temporal_extension,0.0,6.366462912410498e-12,0.9999999999997135,1.0,1.0000002558700494,1.6684364265571933e-08,0.9999996058164118,2.6690655229226743e-07,"[[575681.125,167477.390625],[732315.625,275554.9375],[976330.125,268642.59375],[1169739.625,371107.125],[1236805.625,283786.5625],[1151294.5,301431.1875],[918509.75,262971.65625],[779461.75,262552.1875],[654300.375,242611.671875]]","[[575680.75,167476.9375],[732315.5,275554.8125],[976330.125,268642.21875],[1169739.375,371107.53125],[1236806.5,283786.4375],[1151295.5,301431.09375],[918510.0,262971.09375],[779463.625,262551.9375],[654301.0,242611.65625]]",True
OAKBAT.cleanStatic,21,0,4549,172747389,172752389,5000,temporal_extension,0.0,6.366462912410498e-12,0.9999999999990881,1.0,1.000001097126575,-6.411899982721135e-08,0.9999978306193865,-1.1082749445866203e-06,"[[-596999.0,-228200.25],[-683198.125,-137950.15625],[-861014.375,-128254.3515625],[-992637.875,-102398.8359375],[-1062975.0,-93109.8828125],[-989681.375,-40195.515625],[-857382.375,27720.1484375],[-632865.0,81596.0078125],[-485761.4375,126812.1015625]]","[[-596998.6875,-228201.328125],[-683198.5,-137951.328125],[-861017.0,-128255.6953125],[-992641.375,-102400.2109375],[-1062978.375,-93111.296875],[-989683.625,-40196.65625],[-857383.4375,27719.3671875],[-632865.25,81595.328125],[-485761.25,126811.71875]]",True
OAKBAT.cleanStatic,21,0,5163,175817394,175822394,5000,temporal_extension,0.0,6.366462912410498e-12,0.9999999999995566,1.0,1.0000004878317716,-1.1885865780868763e-07,0.9999999259305635,1.561972282842096e-07,"[[793006.6875,29501.126953125],[983058.9375,-76126.390625],[1011124.1875,-84244.7578125],[1100750.0,-71.834228515625],[1099059.125,27039.431640625],[1106423.5,34103.6015625],[909127.8125,58798.70703125],[766706.3125,122289.0625],[676905.6875,150674.484375]]","[[793006.125,29501.0234375],[983059.0625,-76126.78125],[1011125.375,-84245.09375],[1100751.0,-71.96484375],[1099059.75,27039.14453125],[1106423.75,34103.42578125],[909127.25,58798.625],[766705.375,122288.8203125],[676904.0625,150674.40625]]",True
