evaluation,fold,block_size,sample_index,group_key,area,transmit_power_dbm,class_id,class_name,binary_class,raw_role,selected,final_role,selection_rank,selection_sha256
primary,1,32,3095,96,1,40,2,Prn,negative,train,true,train,66,aedc487421e8000c07521ea04af865c4f02da8fb87372575d294a195be3521f2
primary,1,32,3096,96,1,40,2,Prn,negative,train,true,train,52,7fdf0361dcc5a19ef1ccb2efb5eb3dc6575c6bf84406b4603bc3a5dea8b40499
primary,1,32,3097,96,1,40,2,Prn,negative,train,true,train,47,716ba0b7424939bb51a589f1fcf5bb49ad5630b0c84c594c997529a7abb62444
primary,1,32,3098,96,1,40,2,Prn,negative,train,true,train,55,84c534053a8abd9f0fa6a8fc636315f850fc985a1ca2c44d7ccc0dc662f14a50
primary,1,32,3099,96,1,40,2,Prn,negative,train,true,train,60,a574a53377cf69fcbc361e9093d9d4e7ce594ea0c7c0431c4b03180aeb9e7b8c
primary,1,32,3100,96,1,40,2,Prn,negative,train,true,train,16,2d34faebcb652d381433d7eb7733ee03e93f81a44d3fdc1c25a43e47e4ef0c9c
primary,1,32,3101,96,1,40,2,Prn,negative,train,true,train,90,f7f718676fc4da44f959c96b05536441357aa16a52a750a70d0aa5ed0c986c6b
primary,1,32,3102,96,1,40,2,Prn,negative,train,true,train,42,68beda9d7a16cad4c05a941687577db87dcd48d72e4b165a96b1760e77f8d5d5
primary,1,32,3103,96,1,40,2,Prn,negative,train,true,train,12,274cf4d84c61baee335ad5685bf376be3df6a935f9d23a868c4e61ddb485a342
primary,1,32,3104,97,1,40,2,Prn,negative,train,true,train,84,e468e74703113b7f3016083e179a8d76c9301da2959145db071695a343d7e204
primary,1,32,3105,97,1,40,2,Prn,negative,train,true,train,58,9419ca61f0e3041d21faedf7777e9ccb9039553f46a47d8c503b3710b71bec45
primary,1,32,3106,97,1,40,2,Prn,negative,train,true,train,77,d317233ca1c60130dbe5fe78d6ab12f229d073379718bd8a67476eb7c7ab0857
primary,1,32,3107,97,1,40,2,Prn,negative,train,true,train,82,dff6970c996b14675de1857be5a8cc435314bb54c0c3f39cc03bfcd39832b68d
primary,1,32,3108,97,1,40,2,Prn,negative,train,true,train,63,a9159169da9e6fbe693bda90634a8700d70bd019527a501fc08f26146f788be1
primary,1,32,3109,97,1,40,2,Prn,negative,train,true,train,87,edefeb0bc04fdfd0410d320c65e652c24a628315ad6a75135088e1f6c996e095
primary,1,32,3110,97,1,40,2,Prn,negative,train,true,train,57,90c1b1e75e22620f357963e8888875704dc2d9ab0d168bbaff7ea089733ab659
primary,1,32,3111,97,1,40,2,Prn,negative,train,true,train,0,013496eb19413c65beaeab54257b8c6f25d04b83328990c24e92ce9e031ce329
primary,1,32,3112,97,1,40,2,Prn,negative,train,true,train,10,1eac2555be53ab72f5a05fd94e9b45127c1d654aadea465ea9e2cb1cf1652ac4
primary,1,32,3113,97,1,40,2,Prn,negative,train,true,train,19,3100be90dcd798024e2da946080ad6eac4866719e3137562b8f41e7ae3ba0b2c
primary,1,32,3114,97,1,40,2,Prn,negative,train,true,train,5,15c5e653c6b841902e53fb4df480c917cfa269520a868f72642f793063b471aa
primary,1,32,3115,97,1,40,2,Prn,negative,train,true,train,76,ca53772d55601592531f83f07ecbf3768b1fae94489c9617e253ef8d2c228ce2
primary,1,32,3116,97,1,40,2,Prn,negative,train,true,train,75,c86fe9178ca159134561fbc0de833aa0bbb3914f344c431b458552b15e0e5a31
primary,1,32,3117,97,1,40,2,Prn,negative,train,true,train,34,5448145481216ca8267300bfdde690c3522f48eef858e6dbbf6f43ab55a50db2
primary,1,32,3118,97,1,40,2,Prn,negative,train,true,train,51,7f960c3627a5fd36f186befd64b03b22c33ff183401999d67e1d224b79043b65
primary,1,32,3119,97,1,40,2,Prn,negative,train,true,train,65,ac5c1486e46201d6d7762bf2df473e0f14fb736214d44f3292faeae61bc1825a
primary,1,32,3120,97,1,40,2,Prn,negative,train,true,train,62,a80c99a121c296a025a016736d0760cad9757a0bfa18d898f2df0bfc5ca7a086
primary,1,32,3121,97,1,40,2,Prn,negative,train,true,train,56,9007367dff2ff5cd6c1368482ad2d425e5833cc6b806976485160214f569fdb8
primary,1,32,3122,97,1,40,2,Prn,negative,train,true,train,38,5bedeb9d2c9917bc8af2aebabdbbbe5e6753b7c7ba58473b8e8c79a7bc6ea25b
primary,1,32,3123,97,1,40,2,Prn,negative,train,true,train,28,489271b4a2b7cbe8c415e82a58f5e2f166ee4282b4c4358384311f555603e24f
primary,1,32,3124,97,1,40,2,Prn,negative,train,true,train,69,b3d6a00f5540a23ad56151877c4479c0dbb4069cf10e11e93b71d5589b101a6f
primary,1,32,3125,97,1,40,2,Prn,negative,train,true,train,39,5d995728606d147471d8d0e4319525913445e600abd8b76dd2d7a85898fc1fae
primary,1,32,3126,97,1,40,2,Prn,negative,train,true,train,50,7cdfed373e3a734a43e4ec9bda01f4ac89bf2bdd5fd1517e28dc7c29bb6487b1
primary,1,32,3127,97,1,40,2,Prn,negative,train,true,train,91,fbe9455a1f21e5a1de64016915f4f1b4e6e85eab1b4843e8611c2fee259d4751
primary,1,32,3128,97,1,40,2,Prn,negative,train,true,train,22,3d8773e1d650baeb07505febb2bdc294aaae05868370b1bfa7f4600c03910a3a
primary,1,32,3129,97,1,40,2,Prn,negative,train,true,train,14,2b64ee5860c6a92b93dfbe96677058b798ea639a09c8d76598c8a0c67d81af90
primary,1,32,3130,97,1,40,2,Prn,negative,train,true,train,27,47efc0c50f04825dd30098d8c2cbe706c0b3125aa3b63a8d4514e62ba5f0b7ff
primary,1,32,3131,97,1,40,2,Prn,negative,train,true,train,2,10aa0cddc924f79a09ef8c857476c959990f265dbe5c51a60cce9269ec96becf
primary,1,32,3132,97,1,40,2,Prn,negative,train,true,train,49,79024fa4942b548dc3c8d0840afa92c8a3c8d2198abf254f4570cc97d2ac3d26
primary,1,32,3133,97,1,40,2,Prn,negative,train,true,train,43,6a2cb2ce4bff36d886df235048c308f93d099d4738c997afe120f8a6e56bb31d
primary,1,32,3134,97,1,40,2,Prn,negative,train,true,train,25,4571c1d722aa8efc08edf2113383634f4de57c59f9eadebbdc59171a82e7c886
primary,1,32,3135,97,1,40,2,Prn,negative,train,true,train,41,667d7df0415fd0197705b98ca2fee3e8f478a7f428b6a86bf62dd76d85c51cbc
primary,1,32,3136,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3137,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3138,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3139,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3140,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3141,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3142,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3143,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3144,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3145,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3146,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3147,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3148,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3149,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3150,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3151,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3152,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3153,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3154,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3155,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3156,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3157,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3158,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3159,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3160,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3161,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3162,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3163,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3164,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3165,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3166,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3167,98,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3168,99,1,40,2,Prn,negative,test,true,test,1,11bc0ef0553eadc72c461ac9ea1d23803c55740270a684c12e9042410cd9e760
primary,1,32,3169,99,1,40,2,Prn,negative,test,true,test,18,c2213d26c037be72a67371e502a72c9a1ff1a1583f63e0d0665250168aaf927a
primary,1,32,3170,99,1,40,2,Prn,negative,test,true,test,17,be25cdfc99f6685f6ba8a4d82c4dac11583cfe78593f1c20afdf22635be40bab
primary,1,32,3171,99,1,40,2,Prn,negative,test,true,test,28,f6bc3d22eddf5b88ce8ef6a9be308c94109b2e7760840a40fa24daf11eb8b50d
primary,1,32,3172,99,1,40,2,Prn,negative,test,true,test,26,ed13d0652a14b87c046d9798dba81232b01243b9f9fe162442572a369b158e58
primary,1,32,3173,99,1,40,2,Prn,negative,test,true,test,8,2bdb56fb5ca9acb518dd79420a6b5248bc3abc957d2759dbd0f7c9d687017fa3
primary,1,32,3174,99,1,40,2,Prn,negative,test,true,test,24,e71b048963ff50f57791bd15dadc545e52dec25cc93a4b3641397975cf44c413
primary,1,32,3175,99,1,40,2,Prn,negative,test,true,test,30,fd963c6094535ba344fde6d7611bcaa61f8e104af0b47529e4679f11ecd06ceb
primary,1,32,3176,99,1,40,2,Prn,negative,test,true,test,6,26ba82666a8b598e4226c82e1a2df38e8b3cefa55771d2b6478f60b989cb19d5
primary,1,32,3177,99,1,40,2,Prn,negative,test,true,test,21,def1520e97d0f8ec74af9eff3f4666faf39ddc4bec20e5ae4ed66604578149d1
primary,1,32,3178,99,1,40,2,Prn,negative,test,true,test,31,fea28a8f12e4f44edd7888146e01f09e0e49dd2a6efd9674769b5add49558669
primary,1,32,3179,99,1,40,2,Prn,negative,test,true,test,10,42d5b760fbc49012ef0bfe120a1478384a51e021fc3837e8decec16070af6719
primary,1,32,3180,99,1,40,2,Prn,negative,test,true,test,9,4095c1bd8f4eafd964ecb8226d822e4bc5960e49922c04cfcad9f2015fbe489a
primary,1,32,3181,99,1,40,2,Prn,negative,test,true,test,11,6887e80214d903192edd661f2d016c3786713aadba90563e854cd81880770a32
primary,1,32,3182,99,1,40,2,Prn,negative,test,true,test,2,1f771d32930a60651dc2cdbca0fe789c17a75fa43a004fc31567fa8fb39c332e
primary,1,32,3183,99,1,40,2,Prn,negative,test,true,test,23,e4e6467cea5c9121607fe85e46b30cc811394f3c1ec9317f2fc6159d25503ff2
primary,1,32,3184,99,1,40,2,Prn,negative,test,true,test,3,242afa32e81f181d5949d1584ac14daf865518357193209e00c66de951b9159b
primary,1,32,3185,99,1,40,2,Prn,negative,test,true,test,15,91d3982058152ca21a62c4a28ed7fb667c8c1a7e60f93c1e3f5b8c13353d9772
primary,1,32,3186,99,1,40,2,Prn,negative,test,true,test,25,ec1b34022d6885c65273850d24f5c10c7cebced3f2c838dbc3e5ea5052434c7a
primary,1,32,3187,99,1,40,2,Prn,negative,test,true,test,29,f9d00d65c4ffee78d638aca99786beabd5673a498eff479e871e1b60398a372a
primary,1,32,3188,99,1,40,2,Prn,negative,test,true,test,4,26220b93567270d01f0bdd271d0752a84a3dba50e9eb7e087642faa92f6d293c
primary,1,32,3189,99,1,40,2,Prn,negative,test,true,test,0,009fd0f98a7b6d6107367e9a9b980210083f9a55848d972b176fe962f4730128
primary,1,32,3190,99,1,40,2,Prn,negative,test,true,test,5,26a63f108f6a13501d1c6a0edc95d4ef1507aefc3ab10266b1d5252d967abfd2
primary,1,32,3191,99,1,40,2,Prn,negative,test,true,test,20,de55532e28ddbc2eee45e97f74e1921543285f0d898f87e9c811b0ca3c19d541
primary,1,32,3192,99,1,40,2,Prn,negative,test,true,test,12,8a2938d9b3de9f67703bef22c7d3682eae90d97ada451c58b084a316ee7c61a6
primary,1,32,3193,99,1,40,2,Prn,negative,test,true,test,16,a32c37a4c7fb15f370f35b112443b5b10a78377757a1d51db96ff0793a090bf2
primary,1,32,3194,99,1,40,2,Prn,negative,test,true,test,19,d16c219b772f1186bab6a0e5f08275c6a9bb72370ff6dd5c890c37ddc4eefb15
primary,1,32,3195,99,1,40,2,Prn,negative,test,true,test,13,8b03ac711dd9fdabd834130166dc640b2f683cb67f784b98e5dfef7496f0b58c
primary,1,32,3196,99,1,40,2,Prn,negative,test,true,test,27,f477e5bfbf2506abc8a1e485b65a512b837e0a9c1f3a26add4695092c6519907
primary,1,32,3197,99,1,40,2,Prn,negative,test,true,test,7,287963a028ac7c5569a116e239f640ce281ef985cac3f4b1214487a08949af6e
primary,1,32,3198,99,1,40,2,Prn,negative,test,true,test,14,8d1862be5077c7c6831a933f91be6265187fd0283d2aa602fda762130fc0287d
primary,1,32,3199,99,1,40,2,Prn,negative,test,true,test,22,e01d27abf9be5e949d3bf8b63c646dff9ff1f37516f6baac99888a2cdcbe586e
primary,1,32,3200,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3201,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3202,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3203,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3204,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3205,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3206,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3207,100,1,40,2,Prn,negative,guard,false,guard,,
primary,1,32,3208,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3209,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3210,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3211,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3212,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3213,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3214,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3215,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3216,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3217,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3218,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3219,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3220,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3221,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3222,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3223,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3224,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3225,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3226,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3227,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3228,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3229,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3230,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3231,100,1,40,3,Meac,positive,guard,false,guard,,
primary,1,32,3232,101,1,40,3,Meac,positive,train,false,balance_excluded,1845,f9410d20467dcccd4801ad9804b8b5e1f583db30cdaf92fe0a197c520294e0cb
primary,1,32,3233,101,1,40,3,Meac,positive,train,false,balance_excluded,1629,d86ad966c755c1079fefa56b3e00e8947dd433dc4d4dc36f22b0a4516e122e1b
primary,1,32,3234,101,1,40,3,Meac,positive,train,false,balance_excluded,1692,e178de4e664d27fead262627417c5bdb847c4583262cbcdbdc4dd055212a82b9
primary,1,32,3235,101,1,40,3,Meac,positive,train,false,balance_excluded,1688,e11688579097fe987e8576fbe7f87ce7d736bdae834685f7717be1d8c8b07b5b
primary,1,32,3236,101,1,40,3,Meac,positive,train,false,balance_excluded,1481,c74168bfe043852546ff8f0d1c28b400d44bdb2473be68b6cd77ced812822f99
primary,1,32,3237,101,1,40,3,Meac,positive,train,false,balance_excluded,695,601d3b1a6a1db621b9aa4d5c9508fbcdb9cf6e9692ef10f5c2165f10ead170e6
primary,1,32,3238,101,1,40,3,Meac,positive,train,false,balance_excluded,1311,b43a49f78493f53256c745a86c76e8017aaf8c0bb8a996b08234731d66a63e2c
primary,1,32,3239,101,1,40,3,Meac,positive,train,false,balance_excluded,1478,c70d7786a1842274e8dc1bcb5058927329be9a015acb2579d40c93ffb2aed3b6
primary,1,32,3240,101,1,40,3,Meac,positive,train,false,balance_excluded,576,51ff038506fffbf6d6d864eb4d6a4d06ad07054c2498231fa44825efa7c96c67
primary,1,32,3241,101,1,40,3,Meac,positive,train,false,balance_excluded,1170,9f6562d9aa8b8f96cd693582e7878e5ff863e552ca9370672ad41fc031d1460d
primary,1,32,3242,101,1,40,3,Meac,positive,train,false,balance_excluded,894,79f37904dd609e22a596ffdb43c1493b8e78db48c3c5e406d6750bcecea1bbec
primary,1,32,3243,101,1,40,3,Meac,positive,train,false,balance_excluded,1617,d70526cf08256e30aa845e97749092653674b9c084e9b7fb3c769579653b6441
primary,1,32,3244,101,1,40,3,Meac,positive,train,false,balance_excluded,975,84a7a407c1071f877f7ce803033b7903881ad8cbb137dbefba31e922340ec9a9
primary,1,32,3245,101,1,40,3,Meac,positive,train,false,balance_excluded,1352,b86c370bbfea228b17c4dd024c21b0bd7663bb01849220007045e1d5ce49299d
primary,1,32,3246,101,1,40,3,Meac,positive,train,false,balance_excluded,341,2f49a185f0ab4ff0e6aa2ccdaf688851b9c43ebf21e79460c6fb5ff13f63aaff
primary,1,32,3247,101,1,40,3,Meac,positive,train,false,balance_excluded,665,5c7ecb422173fe6975feebd81ebc56660b5af1875e0824e144afc1e3a4c9f376
primary,1,32,3248,101,1,40,3,Meac,positive,train,false,balance_excluded,705,611238a6f6f445e8a20d8e8ca6c3565ac75c991361d88ac09217d9eddfd9f7c9
primary,1,32,3249,101,1,40,3,Meac,positive,train,false,balance_excluded,485,44ca24fc562a3c622c6feed68e8c48469f4dfdbb55fe09e32cfb2d7b95dce1fc
primary,1,32,3250,101,1,40,3,Meac,positive,train,false,balance_excluded,101,0f106294a368baa7f109ff62248993d58584ee41c3731fa4d192b173290e6aab
primary,1,32,3251,101,1,40,3,Meac,positive,train,false,balance_excluded,1371,bad67746559cc52eef12b4d6ab93f982d897808091eb4942b4a2e642ddf30253
primary,1,32,3252,101,1,40,3,Meac,positive,train,false,balance_excluded,1727,e606cd23ec440de12571df4acac540f5c75180f6b6fbdd853f3eaa840456b8cb
primary,1,32,3253,101,1,40,3,Meac,positive,train,false,balance_excluded,259,25fe5d9300261148da1bd068186f85b3ac442d977866a6add48d384bcd0ac701
primary,1,32,3254,101,1,40,3,Meac,positive,train,false,balance_excluded,1480,c73a21fdc781ed9ff8562b281ab4f6552c298b6476af6fa6632deec056eb468e
primary,1,32,3255,101,1,40,3,Meac,positive,train,false,balance_excluded,750,68717a6bd0edc98fa874a021886c964552edb9bd5ba426f17ea054cebfdbcd12
primary,1,32,3256,101,1,40,3,Meac,positive,train,false,balance_excluded,1789,efa8130b61d14a88d1b740cc9959082daf7f8a71e3c1bac0ded78cbaf5919e21
primary,1,32,3257,101,1,40,3,Meac,positive,train,false,balance_excluded,1367,ba3219133803db455dc857a17248fd3d43a47b291bbdb0d1299eb4d7797cc860
primary,1,32,3258,101,1,40,3,Meac,positive,train,false,balance_excluded,798,6e1e83299c542e73cfd31acfb4be61eca279ffafdcbacb6a54bb1ea63cf2752f
primary,1,32,3259,101,1,40,3,Meac,positive,train,false,balance_excluded,1809,f2b31d7b251877b9a0a679699773b9dbfe59ec8252990de04ef5919795279905
primary,1,32,3260,101,1,40,3,Meac,positive,train,false,balance_excluded,262,262d2bc1d47cdfd4e99551d0c100d9708ee2fea6c055c4db1f47a5566abf7c98
primary,1,32,3261,101,1,40,3,Meac,positive,train,false,balance_excluded,1745,e96cee6e1e99d0bd776991d7840580dbbf1120e5b04913d470d146caef5d616a
primary,1,32,3262,101,1,40,3,Meac,positive,train,false,balance_excluded,1318,b4da1492496feba1a00457792403700212acc05632f49179ba03b3e532f50536
primary,1,32,3263,101,1,40,3,Meac,positive,train,false,balance_excluded,271,26cd29e9618ab2e640b2c87a190f6faad3011e344f41b34fdfe99e99c6ac288a
primary,1,32,3264,102,1,40,3,Meac,positive,train,false,balance_excluded,527,4ad1b4eba60c1bbde8c5713dc8f11a0e115351a224cb6fcf4a7620e3a608c977
primary,1,32,3265,102,1,40,3,Meac,positive,train,false,balance_excluded,917,7cf94dedd55cb067220e237b10b677fd616b4c87b2c45c44a3ba2fd19558a48a
primary,1,32,3266,102,1,40,3,Meac,positive,train,false,balance_excluded,425,3b705fdfd16322dc915d450046afd024485bb59a30d53f9e222c447f3f854585
primary,1,32,3267,102,1,40,3,Meac,positive,train,false,balance_excluded,232,21c7feec72c632609bf3a79ed0453fee9bfb08a16f839ad63666f85fa86052de
primary,1,32,3268,102,1,40,3,Meac,positive,train,false,balance_excluded,633,58ce1dcf253be357e5aa1a4eedbd6c6a128f04bdc915f4f678f955d6d0071c30
primary,1,32,3269,102,1,40,3,Meac,positive,train,false,balance_excluded,608,556ce08b7c1ff4b9f682e6609f59673c95e6e3a95a9dcf9da4d1336782a5a7a0
primary,1,32,3270,102,1,40,3,Meac,positive,train,false,balance_excluded,1471,c670ec386ccb78ed34cd9b8364215660ad6b9a4a3c02409f7de7f55e8153e4b7
primary,1,32,3271,102,1,40,3,Meac,positive,train,true,train,60,092980413c2866cd680b66a0a5ffc1298f01f4ea78d07aea7020a38bd04dd1a7
primary,1,32,3272,102,1,40,3,Meac,positive,train,false,balance_excluded,793,6dc098b94d9aece6dc52299dff25ba526ed055782e409163cb6ea9d54eecf13e
primary,1,32,3273,102,1,40,3,Meac,positive,train,false,balance_excluded,1706,e36afd113ba622dae372204c54fc907136b8a64cb7b56cb60701c1d5bfca82da
primary,1,32,3274,102,1,40,3,Meac,positive,train,false,balance_excluded,948,81ad9b28eb8dfc697e0e7d961bffee8b73fed6086b336e49c3b1174beed88c2c
primary,1,32,3275,102,1,40,3,Meac,positive,train,false,balance_excluded,819,7076fc2b898aa9ba7306fe11fb3b9dc1cee3feb3e0fa1cdccd472b98b6a8979c
primary,1,32,3276,102,1,40,3,Meac,positive,train,false,balance_excluded,438,3d95d2574c1e9d1d79ec3edeb6190c6f8fe0d800fea4be25fb7c850e8bd50a40
primary,1,32,3277,102,1,40,3,Meac,positive,train,false,balance_excluded,122,11ddf13f3091bc0253020a7eab4b4e908d00f104602b3b25eecea4c870d8ca4f
primary,1,32,3278,102,1,40,3,Meac,positive,train,false,balance_excluded,128,12c19f86359b65b8a48eee4f3dd3ca4bcac95d38f595f8b35ab6ad6b0210da22
primary,1,32,3279,102,1,40,3,Meac,positive,train,false,balance_excluded,140,14ea6adb6a1d26be6f644bc8ed569827bc42a051182d39122161cb372966c612
primary,1,32,3280,102,1,40,3,Meac,positive,train,false,balance_excluded,220,1ff5b15f47b92467054bf85edd471eec1ecee17434fceda54573e820c5f41503
primary,1,32,3281,102,1,40,3,Meac,positive,train,false,balance_excluded,794,6dd5cc34a5c908fad6fca0de9c663b89433f075c7a0ae29e64e2b4f652cd9963
primary,1,32,3282,102,1,40,3,Meac,positive,train,true,train,26,031eb3009877b4c1f3f624c8fbfdf3ee5e669f3c7a367bcdc4d0cc21f0e8d84a
primary,1,32,3283,102,1,40,3,Meac,positive,train,false,balance_excluded,1237,a90e027352769049cf8945c3a5b7d7b912838a73c87f242750f1b0e608a6bdbe
primary,1,32,3284,102,1,40,3,Meac,positive,train,false,balance_excluded,1625,d7dd174a26d34ed8c3fa811703d82766f11c7907184135b022327fad2180f479
primary,1,32,3285,102,1,40,3,Meac,positive,train,false,balance_excluded,1085,931db687e670a081c09c1d6f60f2443d046bd4edf3a96df13e375dcece8a319d
primary,1,32,3286,102,1,40,3,Meac,positive,train,false,balance_excluded,1418,c0e0edc3987da8899e7cf2fcb12b2d8d0e1b61e73591e8ed7f7bc2c655fad24b
primary,1,32,3287,102,1,40,3,Meac,positive,train,false,balance_excluded,1021,8ad1a0549161d7450539f980b876214bf7da7fe15504d44f081e47103a158921
primary,1,32,3288,102,1,40,3,Meac,positive,train,false,balance_excluded,718,6317228b284417ee16eb13c24e8b55f7bc3ea666a8dc2b74db5bd6a0deaa3d96
primary,1,32,3289,102,1,40,3,Meac,positive,train,false,balance_excluded,862,763109c0da9bdefcc2029ddb12dd352f032fcab414870118812555e7c9625e1d
primary,1,32,3290,102,1,40,3,Meac,positive,train,false,balance_excluded,429,3bf7a6b57262d8452534d33a399337fcd2a0a2e959da0b361195ed992986b27d
primary,1,32,3291,102,1,40,3,Meac,positive,train,false,balance_excluded,1282,afa3d86067656d8f1566e0eb4e11cf0f38016abd9b11575324affaf877fe8cdd
primary,1,32,3292,102,1,40,3,Meac,positive,train,false,balance_excluded,1280,af5f89461d361d123c54bcd9f178a42bf914e645b4bc4eb38fa9b1e74d9d5492
primary,1,32,3293,102,1,40,3,Meac,positive,train,false,balance_excluded,397,37f500fde6ec72e08464df1d908357c34c82ffb697a2ece53a12cd0be1a04e89
primary,1,32,3294,102,1,40,3,Meac,positive,train,false,balance_excluded,1463,c599060c17b290c58585224243172fa9927aa7eb03f4a9787eb3a65fb01dd96e
primary,1,32,3295,102,1,40,3,Meac,positive,train,false,balance_excluded,823,70d19598fecbababc8dedd20ec550d3b4bbfcf4a381de640a55ed11cbb0fd55f
primary,1,32,3296,103,1,40,3,Meac,positive,train,false,balance_excluded,394,37a3a80f007d9d9f0ee90738d2ab9c3d65129618516f43e7b33c9537774a608a
primary,1,32,3297,103,1,40,3,Meac,positive,train,false,balance_excluded,1709,e41a6f45a6a6b8c86e5ff0937363bbfc84367430783ce038aa3e014b6eefcfe9
primary,1,32,3298,103,1,40,3,Meac,positive,train,false,balance_excluded,927,7df84ac1243eaa6c2aaa41fddc90795ff6f7e171f9ecc68a65f7677634dff756
primary,1,32,3299,103,1,40,3,Meac,positive,train,false,balance_excluded,1198,a4b347ef3860a62009e860648d80cf2196335bfe3447debbdadc6e87a94bbb0a
primary,1,32,3300,103,1,40,3,Meac,positive,train,false,balance_excluded,1667,def98bc83aec2bf00d2070b58dcd21bcc43d64e81a56740413561fbc3690c177
primary,1,32,3301,103,1,40,3,Meac,positive,train,false,balance_excluded,1114,974c9412b51a369a817937fc3c1c71cab0e9eeb64390dec9d06104f0ca1736ce
primary,1,32,3302,103,1,40,3,Meac,positive,train,false,balance_excluded,93,0e167cc800326d1207a70ff9f3ab561680a3b4c75e98f2117dd89cd83e55551c
primary,1,32,3303,103,1,40,3,Meac,positive,train,true,train,73,0abe6d7fa52c35393919403d99513d0e935e6069a45e1221656c9c0060febaf6
primary,1,32,3304,103,1,40,3,Meac,positive,train,false,balance_excluded,311,2c46bae9366989591b653395bb66155f9713097329cf005c588025b9e8f9f7aa
primary,1,32,3305,103,1,40,3,Meac,positive,train,false,balance_excluded,242,23131a0ad6f55a51779301e2981077a7d43fa7389b7d85f4d7d4cc6600adc286
primary,1,32,3306,103,1,40,3,Meac,positive,train,false,balance_excluded,1052,8e86f9c388c672ba9fffd3068ba88a9e80a658024afef561263dba47ad7f76f5
primary,1,32,3307,103,1,40,3,Meac,positive,train,false,balance_excluded,1467,c62200f59a93c9ec8853a574589f072bec3e25d470c19b50bd44223fcb72c85f
