sample_index,area,transmit_power_dbm,class_id,class_name,binary_class,reason
2150,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2151,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2152,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2153,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2154,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2155,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2156,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2157,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2158,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2159,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2160,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2161,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2162,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2163,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2164,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2165,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2166,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2167,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2168,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2169,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2170,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2171,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2172,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2173,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2174,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2175,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2176,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2177,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2178,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2179,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2180,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2181,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2182,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2183,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2184,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2185,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2186,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2187,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2188,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2189,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2190,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2191,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2192,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2193,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2194,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2195,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2196,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2197,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2198,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2199,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2200,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2201,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2202,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2203,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2204,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2205,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2206,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2207,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2208,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2209,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2210,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2211,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2212,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2213,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2214,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2215,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2216,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2217,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2218,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2219,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2220,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2221,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2222,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2223,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2224,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2225,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2226,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2227,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2228,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2229,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2230,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2231,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2232,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2233,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2234,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2235,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2236,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2237,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2238,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2239,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2240,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2241,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2242,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2243,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2244,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2245,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2246,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2247,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2248,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2249,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2250,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2251,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2252,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2253,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2254,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2255,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2256,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2257,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2258,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2259,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2260,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2261,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2262,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2263,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2264,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2265,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2266,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2267,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2268,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2269,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2270,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2271,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2272,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2273,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2274,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2275,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2276,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2277,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2278,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2279,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2280,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2281,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2282,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2283,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2284,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2285,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2286,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2287,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2288,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2289,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2290,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2291,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2292,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2293,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2294,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2295,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2296,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2297,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2298,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2299,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2300,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2301,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2302,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2303,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2304,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2305,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2306,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2307,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2308,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2309,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2310,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2311,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2312,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2313,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2314,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2315,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2316,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2317,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2318,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2319,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2320,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2321,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2322,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2323,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2324,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2325,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2326,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2327,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2328,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2329,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2330,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2331,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2332,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2333,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2334,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2335,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2336,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2337,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2338,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2339,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2340,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2341,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2342,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2343,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2344,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2345,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2346,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2347,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2348,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2349,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2350,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2351,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2352,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2353,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2354,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2355,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2356,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2357,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2358,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2359,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2360,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2361,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2362,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2363,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2364,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2365,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2366,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2367,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2368,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2369,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2370,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2371,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2372,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2373,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2374,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2375,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2376,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2377,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2378,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2379,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2380,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2381,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2382,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2383,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2384,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2385,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2386,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2387,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2388,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2389,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2390,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2391,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2392,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2393,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2394,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2395,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2396,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2397,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2398,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2399,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2400,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2401,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2402,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2403,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2404,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2405,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2406,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2407,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2408,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2409,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2410,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2411,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2412,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2413,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2414,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2415,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2416,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2417,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2418,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2419,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2420,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2421,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2422,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2423,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2424,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2425,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2426,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2427,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2428,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2429,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2430,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2431,1,47,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2432,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2433,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2434,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2435,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2436,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2437,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2438,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2439,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2440,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2441,1,19,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2442,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2443,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2444,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2445,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2446,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2447,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2448,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2449,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2450,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2451,1,21,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
2452,1,23,2,Prn,negative,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
