scenario,physical_recording_id,block_recording_id,event_id,window_bin_s,target_source_start_s,history_blocks,cadence_seconds,block_end_s,block_start_s,sample_offset,sample_count,block_features_json,context_features_json,linked_prns,linked_pair_count,history_reducer
cleanStatic,cleanStatic,cleanStatic,cleanStatic@424.5,424.5,423.78039548,4,0.5,422.00999999999999;422.50999999999999;423.00999999999999;423.50999999999999,422;422.5;423;423.5,10550000000;10562500000;10575000000;10587500000,250000;250000;250000;250000,"[[15.51029696741701,7.221512156117718,0.38725877008276627,0.22227856706654733],[15.524594610496624,7.2264760351476305,0.3886888125876475,0.2253796726531412],[15.522586232727603,7.2263592112468364,0.3879820814589192,0.2223739742344541],[15.512740582727837,7.225850645737551,0.3869570659333503,0.22295321649411953]]","[15.517554598342269,7.2250495120624345,0.3877216825156708,0.22324635761206552]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@425,425.0,424.28039548,4,0.5,422.50999999999999;423.00999999999999;423.50999999999999;424.00999999999999,422.5;423;423.5;424,10562500000;10575000000;10587500000;10600000000,250000;250000;250000;250000,"[[15.524594610496624,7.2264760351476305,0.3886888125876475,0.2253796726531412],[15.522586232727603,7.2263592112468364,0.3879820814589192,0.2223739742344541],[15.512740582727837,7.225850645737551,0.3869570659333503,0.22295321649411953],[15.521492110438121,7.227128465830851,0.38796628807379474,0.2224268285758562]]","[15.520353384097547,7.226453589490718,0.387898562013428,0.22328342298939274]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@425.5,425.5,424.78039548,4,0.5,423.00999999999999;423.50999999999999;424.00999999999999;424.50999999999999,423;423.5;424;424.5,10575000000;10587500000;10600000000;10612500000,250000;250000;250000;250000,"[[15.522586232727603,7.2263592112468364,0.3879820814589192,0.2223739742344541],[15.512740582727837,7.225850645737551,0.3869570659333503,0.22295321649411953],[15.521492110438121,7.227128465830851,0.38796628807379474,0.2224268285758562],[15.52480755817343,7.229797422802458,0.3884202871182092,0.22135111361411788]]","[15.520406621016749,7.227283936404424,0.3878314306460684,0.2222762832296369]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@426,426.0,425.28039548,4,0.5,423.50999999999999;424.00999999999999;424.50999999999999;425.00999999999999,423.5;424;424.5;425,10587500000;10600000000;10612500000;10625000000,250000;250000;250000;250000,"[[15.512740582727837,7.225850645737551,0.3869570659333503,0.22295321649411953],[15.521492110438121,7.227128465830851,0.38796628807379474,0.2224268285758562],[15.52480755817343,7.229797422802458,0.3884202871182092,0.22135111361411788],[15.518128596163095,7.229610730822276,0.3895372096923671,0.22277283303437634]]","[15.519292211875621,7.228096816298284,0.3882202127044303,0.22237599792961749]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@426.5,426.5,425.78039548,4,0.5,424.00999999999999;424.50999999999999;425.00999999999999;425.50999999999999,424;424.5;425;425.5,10600000000;10612500000;10625000000;10637500000,250000;250000;250000;250000,"[[15.521492110438121,7.227128465830851,0.38796628807379474,0.2224268285758562],[15.52480755817343,7.229797422802458,0.3884202871182092,0.22135111361411788],[15.518128596163095,7.229610730822276,0.3895372096923671,0.22277283303437634],[15.523128596384929,7.231685739652642,0.3862238868992037,0.22037545362477057]]","[15.521889215289894,7.229555589777057,0.3880369179458937,0.22173155721228027]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@427,427.0,426.28039548,4,0.5,424.50999999999999;425.00999999999999;425.50999999999999;426.00999999999999,424.5;425;425.5;426,10612500000;10625000000;10637500000;10650000000,250000;250000;250000;250000,"[[15.52480755817343,7.229797422802458,0.3884202871182092,0.22135111361411788],[15.518128596163095,7.229610730822276,0.3895372096923671,0.22277283303437634],[15.523128596384929,7.231685739652642,0.3862238868992037,0.22037545362477057],[15.513552005900427,7.220607660532037,0.3872580406414804,0.22113309358010547]]","[15.51990418915547,7.227925388452354,0.38785985608781515,0.22140812346334254]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@427.5,427.5,426.78039548,4,0.5,425.00999999999999;425.50999999999999;426.00999999999999;426.50999999999999,425;425.5;426;426.5,10625000000;10637500000;10650000000;10662500000,250000;250000;250000;250000,"[[15.518128596163095,7.229610730822276,0.3895372096923671,0.22277283303437634],[15.523128596384929,7.231685739652642,0.3862238868992037,0.22037545362477057],[15.513552005900427,7.220607660532037,0.3872580406414804,0.22113309358010547],[15.532217588785095,7.228843407729915,0.3857233751184065,0.22615949848266467]]","[15.521756696808387,7.227686884684217,0.3871856280878645,0.22261021968047928]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@428,428.0,427.28039548,4,0.5,425.50999999999999;426.00999999999999;426.50999999999999;427.00999999999999,425.5;426;426.5;427,10637500000;10650000000;10662500000;10675000000,250000;250000;250000;250000,"[[15.523128596384929,7.231685739652642,0.3862238868992037,0.22037545362477057],[15.513552005900427,7.220607660532037,0.3872580406414804,0.22113309358010547],[15.532217588785095,7.228843407729915,0.3857233751184065,0.22615949848266467],[15.52762986080612,7.231705075588935,0.38610177489562536,0.22237269718644656]]","[15.524132012969144,7.228210470875882,0.38632676938867905,0.22251018571849682]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@428.5,428.5,427.78039548,4,0.5,426.00999999999999;426.50999999999999;427.00999999999999;427.50999999999999,426;426.5;427;427.5,10650000000;10662500000;10675000000;10687500000,250000;250000;250000;250000,"[[15.513552005900427,7.220607660532037,0.3872580406414804,0.22113309358010547],[15.532217588785095,7.228843407729915,0.3857233751184065,0.22615949848266467],[15.52762986080612,7.231705075588935,0.38610177489562536,0.22237269718644656],[15.513756511410826,7.22502838883274,0.387235479596881,0.22254117973179385]]","[15.521788991725618,7.226546133170907,0.38657966756309825,0.22305161724525266]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@429,429.0,428.28039548,4,0.5,426.50999999999999;427.00999999999999;427.50999999999999;428.00999999999999,426.5;427;427.5;428,10662500000;10675000000;10687500000;10700000000,250000;250000;250000;250000,"[[15.532217588785095,7.228843407729915,0.3857233751184065,0.22615949848266467],[15.52762986080612,7.231705075588935,0.38610177489562536,0.22237269718644656],[15.513756511410826,7.22502838883274,0.387235479596881,0.22254117973179385],[15.51464343481779,7.227932517768618,0.38891635129024277,0.22285712253705695]]","[15.522061848954959,7.228377347480052,0.3869942452252889,0.2234826244844905]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@429.5,429.5,428.78039548,4,0.5,427.00999999999999;427.50999999999999;428.00999999999999;428.50999999999999,427;427.5;428;428.5,10675000000;10687500000;10700000000;10712500000,250000;250000;250000;250000,"[[15.52762986080612,7.231705075588935,0.38610177489562536,0.22237269718644656],[15.513756511410826,7.22502838883274,0.387235479596881,0.22254117973179385],[15.51464343481779,7.227932517768618,0.38891635129024277,0.22285712253705695],[15.514322756304677,7.225351312665941,0.38904325140764817,0.22345127958614247]]","[15.517588140834855,7.227504323714058,0.3878242142975993,0.22280556976035998]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@430,430.0,429.28039548,4,0.5,427.50999999999999;428.00999999999999;428.50999999999999;429.00999999999999,427.5;428;428.5;429,10687500000;10700000000;10712500000;10725000000,250000;250000;250000;250000,"[[15.513756511410826,7.22502838883274,0.387235479596881,0.22254117973179385],[15.51464343481779,7.227932517768618,0.38891635129024277,0.22285712253705695],[15.514322756304677,7.225351312665941,0.38904325140764817,0.22345127958614247],[15.509439673569673,7.223345486316084,0.3872907606100776,0.2233833904600258]]","[15.513040594025743,7.2254144263958455,0.38812146072621245,0.22305824307875477]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@430.5,430.5,429.78039548,4,0.5,428.00999999999999;428.50999999999999;429.00999999999999;429.50999999999999,428;428.5;429;429.5,10700000000;10712500000;10725000000;10737500000,250000;250000;250000;250000,"[[15.51464343481779,7.227932517768618,0.38891635129024277,0.22285712253705695],[15.514322756304677,7.225351312665941,0.38904325140764817,0.22345127958614247],[15.509439673569673,7.223345486316084,0.3872907606100776,0.2233833904600258],[15.517685931144195,7.2308833648595705,0.3899921773090069,0.21976355040171186]]","[15.514022948959083,7.2268781704025535,0.38881063515424386,0.2223638357462343]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@431,431.0,430.28039548,4,0.5,428.50999999999999;429.00999999999999;429.50999999999999;430.00999999999999,428.5;429;429.5;430,10712500000;10725000000;10737500000;10750000000,250000;250000;250000;250000,"[[15.514322756304677,7.225351312665941,0.38904325140764817,0.22345127958614247],[15.509439673569673,7.223345486316084,0.3872907606100776,0.2233833904600258],[15.517685931144195,7.2308833648595705,0.3899921773090069,0.21976355040171186],[15.509436032159494,7.2211325866064024,0.38830352202968343,0.2201133945552238]]","[15.51272109829451,7.225178187611999,0.38865742783910406,0.221677903750776]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@431.5,431.5,430.78039548,4,0.5,429.00999999999999;429.50999999999999;430.00999999999999;430.50999999999999,429;429.5;430;430.5,10725000000;10737500000;10750000000;10762500000,250000;250000;250000;250000,"[[15.509439673569673,7.223345486316084,0.3872907606100776,0.2233833904600258],[15.517685931144195,7.2308833648595705,0.3899921773090069,0.21976355040171186],[15.509436032159494,7.2211325866064024,0.38830352202968343,0.2201133945552238],[15.529012982822692,7.233776464559936,0.38836152579256955,0.2206537545230381]]","[15.516393654924013,7.227284475585499,0.38848699643533435,0.22097852248499988]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@432,432.0,431.28039548,4,0.5,429.50999999999999;430.00999999999999;430.50999999999999;431.00999999999999,429.5;430;430.5;431,10737500000;10750000000;10762500000;10775000000,250000;250000;250000;250000,"[[15.517685931144195,7.2308833648595705,0.3899921773090069,0.21976355040171186],[15.509436032159494,7.2211325866064024,0.38830352202968343,0.2201133945552238],[15.529012982822692,7.233776464559936,0.38836152579256955,0.2206537545230381],[15.516265404906289,7.228127476623018,0.38769732698509346,0.22270748848631194]]","[15.518100087758167,7.228479973162233,0.38858863802908833,0.22080954699157143]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@432.5,432.5,431.78039548,4,0.5,430.00999999999999;430.50999999999999;431.00999999999999;431.50999999999999,430;430.5;431;431.5,10750000000;10762500000;10775000000;10787500000,250000;250000;250000;250000,"[[15.509436032159494,7.2211325866064024,0.38830352202968343,0.2201133945552238],[15.529012982822692,7.233776464559936,0.38836152579256955,0.2206537545230381],[15.516265404906289,7.228127476623018,0.38769732698509346,0.22270748848631194],[15.519144133374033,7.231169210919028,0.3872847972714831,0.21995150208663025]]","[15.518464638315626,7.2285514346770965,0.38791179301970735,0.22085653491280102]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@433,433.0,432.28039548,4,0.5,430.50999999999999;431.00999999999999;431.50999999999999;432.00999999999999,430.5;431;431.5;432,10762500000;10775000000;10787500000;10800000000,250000;250000;250000;250000,"[[15.529012982822692,7.233776464559936,0.38836152579256955,0.2206537545230381],[15.516265404906289,7.228127476623018,0.38769732698509346,0.22270748848631194],[15.519144133374033,7.231169210919028,0.3872847972714831,0.21995150208663025],[15.510298938769402,7.226764990993964,0.3870123596225579,0.2190226580530225]]","[15.518680364968104,7.229959535773986,0.38758900241792604,0.22058385078725068]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@433.5,433.5,432.78039548,4,0.5,431.00999999999999;431.50999999999999;432.00999999999999;432.50999999999999,431;431.5;432;432.5,10775000000;10787500000;10800000000;10812500000,250000;250000;250000;250000,"[[15.516265404906289,7.228127476623018,0.38769732698509346,0.22270748848631194],[15.519144133374033,7.231169210919028,0.3872847972714831,0.21995150208663025],[15.510298938769402,7.226764990993964,0.3870123596225579,0.2190226580530225],[15.509854623843346,7.2178386109187604,0.3885753441643186,0.22125586609455997]]","[15.513890775223267,7.225975072363693,0.3876424570108633,0.22073437868013115]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@434,434.0,433.28039548,4,0.5,431.50999999999999;432.00999999999999;432.50999999999999;433.00999999999999,431.5;432;432.5;433,10787500000;10800000000;10812500000;10825000000,250000;250000;250000;250000,"[[15.519144133374033,7.231169210919028,0.3872847972714831,0.21995150208663025],[15.510298938769402,7.226764990993964,0.3870123596225579,0.2190226580530225],[15.509854623843346,7.2178386109187604,0.3885753441643186,0.22125586609455997],[15.5107864668746,7.226074698850492,0.3875382500743615,0.21963717241661743]]","[15.512521040715345,7.225461877920561,0.3876026877831803,0.21996679966270752]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@434.5,434.5,433.78039548,4,0.5,432.00999999999999;432.50999999999999;433.00999999999999;433.50999999999999,432;432.5;433;433.5,10800000000;10812500000;10825000000;10837500000,250000;250000;250000;250000,"[[15.510298938769402,7.226764990993964,0.3870123596225579,0.2190226580530225],[15.509854623843346,7.2178386109187604,0.3885753441643186,0.22125586609455997],[15.5107864668746,7.226074698850492,0.3875382500743615,0.21963717241661743],[15.520106591672933,7.228791980934311,0.38875464626404604,0.22045449858349744]]","[15.51276165529007,7.224867570424382,0.387970150031321,0.22009254878692433]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@435,435.0,434.28039548,4,0.5,432.50999999999999;433.00999999999999;433.50999999999999;434.00999999999999,432.5;433;433.5;434,10812500000;10825000000;10837500000;10850000000,250000;250000;250000;250000,"[[15.509854623843346,7.2178386109187604,0.3885753441643186,0.22125586609455997],[15.5107864668746,7.226074698850492,0.3875382500743615,0.21963717241661743],[15.520106591672933,7.228791980934311,0.38875464626404604,0.22045449858349744],[15.523122107028485,7.231394546683249,0.38993036654836355,0.22036516292402664]]","[15.515967447354841,7.226024959346702,0.38869965176277244,0.22042817500467538]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@435.5,435.5,434.78039548,4,0.5,433.00999999999999;433.50999999999999;434.00999999999999;434.50999999999999,433;433.5;434;434.5,10825000000;10837500000;10850000000;10862500000,250000;250000;250000;250000,"[[15.5107864668746,7.226074698850492,0.3875382500743615,0.21963717241661743],[15.520106591672933,7.228791980934311,0.38875464626404604,0.22045449858349744],[15.523122107028485,7.231394546683249,0.38993036654836355,0.22036516292402664],[15.52517108975951,7.2321070699861805,0.38870501137119956,0.22228976966582725]]","[15.519796563833882,7.229592074113558,0.38873206856449266,0.22068665089749218]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@436,436.0,435.28039548,4,0.5,433.50999999999999;434.00999999999999;434.50999999999999;435.00999999999999,433.5;434;434.5;435,10837500000;10850000000;10862500000;10875000000,250000;250000;250000;250000,"[[15.520106591672933,7.228791980934311,0.38875464626404604,0.22045449858349744],[15.523122107028485,7.231394546683249,0.38993036654836355,0.22036516292402664],[15.52517108975951,7.2321070699861805,0.38870501137119956,0.22228976966582725],[15.50891588116708,7.223234853609939,0.3901217888539084,0.22074893484382585]]","[15.519328917407002,7.2288821128034195,0.3893779532593794,0.2209645915042943]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@436.5,436.5,435.78039548,4,0.5,434.00999999999999;434.50999999999999;435.00999999999999;435.50999999999999,434;434.5;435;435.5,10850000000;10862500000;10875000000;10887500000,250000;250000;250000;250000,"[[15.523122107028485,7.231394546683249,0.38993036654836355,0.22036516292402664],[15.52517108975951,7.2321070699861805,0.38870501137119956,0.22228976966582725],[15.50891588116708,7.223234853609939,0.3901217888539084,0.22074893484382585],[15.520048727929106,7.22656602086356,0.39005675060337514,0.21885565917359764]]","[15.519314451471047,7.228325622785732,0.3897034793442117,0.22056488165181934]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@437,437.0,436.28039548,4,0.5,434.50999999999999;435.00999999999999;435.50999999999999;436.00999999999999,434.5;435;435.5;436,10862500000;10875000000;10887500000;10900000000,250000;250000;250000;250000,"[[15.52517108975951,7.2321070699861805,0.38870501137119956,0.22228976966582725],[15.50891588116708,7.223234853609939,0.3901217888539084,0.22074893484382585],[15.520048727929106,7.22656602086356,0.39005675060337514,0.21885565917359764],[15.50679484693821,7.218093281509692,0.3881138590161439,0.22317308040087375]]","[15.515232636448477,7.225000306492343,0.3892493524611568,0.2212668610210311]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@437.5,437.5,436.78039548,4,0.5,435.00999999999999;435.50999999999999;436.00999999999999;436.50999999999999,435;435.5;436;436.5,10875000000;10887500000;10900000000;10912500000,250000;250000;250000;250000,"[[15.50891588116708,7.223234853609939,0.3901217888539084,0.22074893484382585],[15.520048727929106,7.22656602086356,0.39005675060337514,0.21885565917359764],[15.50679484693821,7.218093281509692,0.3881138590161439,0.22317308040087375],[15.51028868950654,7.2233593100986315,0.38980957143848055,0.22276664655976391]]","[15.511512036385234,7.222813366520455,0.389525492477977,0.22138608024451528]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@438,438.0,437.28039548,4,0.5,435.50999999999999;436.00999999999999;436.50999999999999;437.00999999999999,435.5;436;436.5;437,10887500000;10900000000;10912500000;10925000000,250000;250000;250000;250000,"[[15.520048727929106,7.22656602086356,0.39005675060337514,0.21885565917359764],[15.50679484693821,7.218093281509692,0.3881138590161439,0.22317308040087375],[15.51028868950654,7.2233593100986315,0.38980957143848055,0.22276664655976391],[15.51685788509018,7.227968857244074,0.3892608369826075,0.22114617214477025]]","[15.513497537366009,7.223996867428989,0.3893102545101518,0.2214853895697514]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@438.5,438.5,437.78039548,4,0.5,436.00999999999999;436.50999999999999;437.00999999999999;437.50999999999999,436;436.5;437;437.5,10900000000;10912500000;10925000000;10937500000,250000;250000;250000;250000,"[[15.50679484693821,7.218093281509692,0.3881138590161439,0.22317308040087375],[15.51028868950654,7.2233593100986315,0.38980957143848055,0.22276664655976391],[15.51685788509018,7.227968857244074,0.3892608369826075,0.22114617214477025],[15.521222055141276,7.226886652008436,0.38668551738834867,0.22260284606103328]]","[15.513790869169053,7.224077025215208,0.3884674462063952,0.2224221862916103]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@439,439.0,438.28039548,4,0.5,436.50999999999999;437.00999999999999;437.50999999999999;438.00999999999999,436.5;437;437.5;438,10912500000;10925000000;10937500000;10950000000,250000;250000;250000;250000,"[[15.51028868950654,7.2233593100986315,0.38980957143848055,0.22276664655976391],[15.51685788509018,7.227968857244074,0.3892608369826075,0.22114617214477025],[15.521222055141276,7.226886652008436,0.38668551738834867,0.22260284606103328],[15.513652334354038,7.225671653241492,0.3863057773637576,0.2188301623953851]]","[15.515505241023007,7.225971618148158,0.3880154257932985,0.22133645679023814]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@439.5,439.5,438.78039548,4,0.5,437.00999999999999;437.50999999999999;438.00999999999999;438.50999999999999,437;437.5;438;438.5,10925000000;10937500000;10950000000;10962500000,250000;250000;250000;250000,"[[15.51685788509018,7.227968857244074,0.3892608369826075,0.22114617214477025],[15.521222055141276,7.226886652008436,0.38668551738834867,0.22260284606103328],[15.513652334354038,7.225671653241492,0.3863057773637576,0.2188301623953851],[15.515480056222554,7.231434591556082,0.3883065195041292,0.21928643157363684]]","[15.516803082702012,7.227990438512521,0.38763966280971074,0.22046640304370638]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@440,440.0,439.28039548,4,0.5,437.50999999999999;438.00999999999999;438.50999999999999;439.00999999999999,437.5;438;438.5;439,10937500000;10950000000;10962500000;10975000000,250000;250000;250000;250000,"[[15.521222055141276,7.226886652008436,0.38668551738834867,0.22260284606103328],[15.513652334354038,7.225671653241492,0.3863057773637576,0.2188301623953851],[15.515480056222554,7.231434591556082,0.3883065195041292,0.21928643157363684],[15.520835683229661,7.2336739399260495,0.38846521093831393,0.21903520879400548]]","[15.517797532236884,7.229416709183015,0.3874407562986374,0.21993866220601518]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@440.5,440.5,439.78039548,4,0.5,438.00999999999999;438.50999999999999;439.00999999999999;439.50999999999999,438;438.5;439;439.5,10950000000;10962500000;10975000000;10987500000,250000;250000;250000;250000,"[[15.513652334354038,7.225671653241492,0.3863057773637576,0.2188301623953851],[15.515480056222554,7.231434591556082,0.3883065195041292,0.21928643157363684],[15.520835683229661,7.2336739399260495,0.38846521093831393,0.21903520879400548],[15.514315764813103,7.225384053931156,0.3908214788391614,0.22001689083271259]]","[15.51607095965484,7.229041059663694,0.3884747466613405,0.219292173398935]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@441,441.0,440.28039548,4,0.5,438.50999999999999;439.00999999999999;439.50999999999999;440.00999999999999,438.5;439;439.5;440,10962500000;10975000000;10987500000;11000000000,250000;250000;250000;250000,"[[15.515480056222554,7.231434591556082,0.3883065195041292,0.21928643157363684],[15.520835683229661,7.2336739399260495,0.38846521093831393,0.21903520879400548],[15.514315764813103,7.225384053931156,0.3908214788391614,0.22001689083271259],[15.515621301823757,7.229759091384607,0.38564733188245004,0.21898287743432016]]","[15.516563201522269,7.230062919199473,0.38831013529101366,0.21933035215866875]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@441.5,441.5,440.78039548,4,0.5,439.00999999999999;439.50999999999999;440.00999999999999;440.50999999999999,439;439.5;440;440.5,10975000000;10987500000;11000000000;11012500000,250000;250000;250000;250000,"[[15.520835683229661,7.2336739399260495,0.38846521093831393,0.21903520879400548],[15.514315764813103,7.225384053931156,0.3908214788391614,0.22001689083271259],[15.515621301823757,7.229759091384607,0.38564733188245004,0.21898287743432016],[15.504646585135385,7.224727137519403,0.38921952247025,0.21958719716148992]]","[15.513854833750477,7.2283860556903035,0.3885383860325438,0.21940554355563205]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@442,442.0,441.28039548,4,0.5,439.50999999999999;440.00999999999999;440.50999999999999;441.00999999999999,439.5;440;440.5;441,10987500000;11000000000;11012500000;11025000000,250000;250000;250000;250000,"[[15.514315764813103,7.225384053931156,0.3908214788391614,0.22001689083271259],[15.515621301823757,7.229759091384607,0.38564733188245004,0.21898287743432016],[15.504646585135385,7.224727137519403,0.38921952247025,0.21958719716148992],[15.521957344420382,7.230326886822562,0.38997241047338926,0.22018274785029227]]","[15.514135249048156,7.227549292414432,0.3889151859163127,0.21969242831970373]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@442.5,442.5,441.78039548,4,0.5,440.00999999999999;440.50999999999999;441.00999999999999;441.50999999999999,440;440.5;441;441.5,11000000000;11012500000;11025000000;11037500000,250000;250000;250000;250000,"[[15.515621301823757,7.229759091384607,0.38564733188245004,0.21898287743432016],[15.504646585135385,7.224727137519403,0.38921952247025,0.21958719716148992],[15.521957344420382,7.230326886822562,0.38997241047338926,0.22018274785029227],[15.519224419916338,7.227789675930232,0.3861911355493397,0.21991552555646715]]","[15.515362412823965,7.2281506979142005,0.38775760009385724,0.21966708700064236]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@443,443.0,442.28039548,4,0.5,440.50999999999999;441.00999999999999;441.50999999999999;442.00999999999999,440.5;441;441.5;442,11012500000;11025000000;11037500000;11050000000,250000;250000;250000;250000,"[[15.504646585135385,7.224727137519403,0.38921952247025,0.21958719716148992],[15.521957344420382,7.230326886822562,0.38997241047338926,0.22018274785029227],[15.519224419916338,7.227789675930232,0.3861911355493397,0.21991552555646715],[15.519114003987285,7.228984618214612,0.385688444316597,0.21988463026993127]]","[15.516235588364847,7.227957079621702,0.387767878202394,0.21989252520954516]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@443.5,443.5,442.78039548,4,0.5,441.00999999999999;441.50999999999999;442.00999999999999;442.50999999999999,441;441.5;442;442.5,11025000000;11037500000;11050000000;11062500000,250000;250000;250000;250000,"[[15.521957344420382,7.230326886822562,0.38997241047338926,0.22018274785029227],[15.519224419916338,7.227789675930232,0.3861911355493397,0.21991552555646715],[15.519114003987285,7.228984618214612,0.385688444316597,0.21988463026993127],[15.505351123084301,7.226900701236124,0.3886828747181055,0.21731499110941346]]","[15.516411722852077,7.228500470550882,0.3876337162643579,0.21932447369652602]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
