scenario,physical_recording_id,event_id,target_index,availability_time_s,source_start_s,source_end_s,role,phase,label,valid,tracked_prn_count,row_level,prn,prn_target_index,pair_sequence_index,B0,total,amp_only,shift_only,amp_shift,amp_shift_width,TOPI,NC_TOPI,NC_TOPI_time_shuffle,NC_TOPI_conditioning_removed,B0_median,B0_top25_mean,total_median,total_top25_mean,amp_only_median,amp_only_top25_mean,shift_only_median,shift_only_top25_mean,amp_shift_median,amp_shift_top25_mean,amp_shift_width_median,amp_shift_width_top25_mean,TOPI_median,TOPI_top25_mean,NC_TOPI_median,NC_TOPI_top25_mean,NC_TOPI_time_shuffle_median,NC_TOPI_time_shuffle_top25_mean,NC_TOPI_conditioning_removed_median,NC_TOPI_conditioning_removed_top25_mean
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.04064176,432.04064176,433.04064176,normal_holdout,normal,,True,11,prn,G06,864,1817,0.08939141090945772,2.9424843545624273,0.045991975462036226,0.7063232189955407,0.7473841371281159,1.147476809409365,2.1951002174343084,1.5436492609120254,1.5957133203920535,2.1951002174343084,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.04025756,432.04025756,433.04025756,normal_holdout,normal,,True,11,prn,G07,864,2764,0.10515681257308972,2.5439090368947195,0.7388772977673614,0.10867636166670266,0.8475910868254234,0.9435160599033358,1.696317950069293,1.1928931212793839,1.2331269101278377,1.696317950069293,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.08674232,432.08674232,433.08674232,normal_holdout,normal,,True,11,prn,G08,118,2965,0.20316986887534766,11.579047964424344,0.03913844520701284,1.3033904008890118,1.3204429660696033,1.8830088972700914,10.25860499835474,7.214107081729451,7.457423818056292,10.25860499835474,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,432.78039548,431.78039548,432.78039548,normal_holdout,normal,,True,11,prn,G10,862,3910,0.061685599626409744,3.340397949553037,0.2292335455495741,0.29373894626062763,0.5220419159275522,0.7260458663602197,2.8183560336254887,1.9819383068432181,2.0487849387214117,2.8183560336254887,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.08273364,432.08273364,433.08273364,normal_holdout,normal,,True,11,prn,G13,864,4995,0.01991661870939313,0.5851362128976775,0.04764236325759463,0.011980429348765859,0.05969658692821998,0.1758490127246224,0.5254396259694579,0.3695022595504426,0.38196479758053425,0.5254396259694579,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.08420332,432.08420332,433.08420332,normal_holdout,normal,,True,11,prn,G16,864,5942,0.03419501863924431,0.5518056559208314,0.030314643765743176,0.18129560240844567,0.2141832656347508,0.22593747437337777,0.3376223902860801,0.23742449164422066,0.2454323229359461,0.3376223902860801,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.08359512,432.08359512,433.08359512,normal_holdout,normal,,True,11,prn,G19,864,6907,0.10891777936401532,2.8691450005751418,0.643337003333036,0.5076596346220075,1.1755381285576187,1.84658523858465,1.6936068720175292,1.1909866235269615,1.2311561101955784,1.6936068720175292,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.19125544,432.19125544,433.19125544,normal_holdout,normal,,True,11,prn,G20,854,7844,0.1719671706945184,12.619520091031815,0.3406699045864216,1.3435783518544988,1.7680081025637557,2.310615004736837,10.85151198846805,7.631054075679343,7.888433561649324,10.85151198846805,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,433.12360144,432.12360144,433.12360144,normal_holdout,normal,,True,11,prn,G23,864,8790,0.05984903400692432,0.38401645790254846,0.04769737060612479,0.037161702295243605,0.08371641256850076,0.08390772487246939,0.30030004533404786,0.21117848713694246,0.2183010956164776,0.30030004533404786,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@432.5,852,432.83954804,431.83954804,432.83954804,normal_holdout,normal,,True,11,prn,G30,859,9786,0.16811855662770336,8.534610891599561,1.605697384483947,1.0411623885191885,2.6370580456823536,2.6902518960494506,5.89755284591721,4.14730635962964,4.287186324889419,5.89755284591721,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.54056928,432.54056928,433.54056928,normal_holdout,normal,,True,11,prn,G03,865,871,0.04642210366514698,0.8152776672938203,0.0026431070985384435,0.1867175659991861,0.18813685408143913,0.30259514937891113,0.6271408132123794,0.4410210728030359,0.461150119191956,0.6271408132123794,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.54064176,432.54064176,433.54064176,normal_holdout,normal,,True,11,prn,G06,865,1818,0.09391279934571659,1.6271682529852096,0.15673695778838376,0.5963978311651644,0.7558980964683117,1.1476685060122402,0.8712701565168982,0.6126989202953163,0.6406636724344362,0.8712701565168982,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.54025756,432.54025756,433.54025756,normal_holdout,normal,,True,11,prn,G07,865,2765,0.04881929296200631,1.0158460460071534,0.12082742866851824,0.14249557215732922,0.2590828002556198,0.2727825617198846,0.7567632457515325,0.5321748026407355,0.5564642798334817,0.7567632457515325,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.58674232,432.58674232,433.58674232,normal_holdout,normal,,True,11,prn,G08,119,2966,0.16259111846041,18.35870567352913,0.2961476025286579,1.3029282502029476,1.5910860630743087,4.1461911706987875,16.76761961045481,11.79140861695402,12.329591088673196,16.76761961045481,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.28039548,432.28039548,433.28039548,normal_holdout,normal,,True,11,prn,G10,863,3911,0.13359724627090017,4.5321264599005975,0.43574974522807386,0.2915652453469445,0.7396511936778172,0.8197085126093793,3.792475266222781,2.6669632644720607,2.7886885755255744,3.792475266222781,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.58273364,432.58273364,433.58273364,normal_holdout,normal,,True,11,prn,G13,865,4996,0.06372468018906254,1.4474654421129975,0.026893922579897585,9.627124620324163e-05,0.026989742101501835,0.30201156357589704,1.4204757000114958,0.9989139662284497,1.0445063127278034,1.4204757000114958,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.58420332,432.58420332,433.58420332,normal_holdout,normal,,True,11,prn,G16,865,5943,0.05531503715774142,0.9517354740699543,0.0009850163799248117,0.25119288566155024,0.25192212806492353,0.5883872281859214,0.6998133460050304,0.4921262117133225,0.5145877945166575,0.6998133460050304,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.58359512,432.58359512,433.58359512,normal_holdout,normal,,True,11,prn,G19,865,6908,0.10745628897285173,2.0903646286740662,0.28691064377658493,0.24044533696536546,0.529949086474346,0.6237872889624049,1.5604155421997188,1.0973231560459804,1.1474070864380108,1.5604155421997188,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.69125544,432.69125544,433.69125544,normal_holdout,normal,,True,11,prn,G20,855,7845,0.11701822441802075,4.121303826537732,0.8499365753005975,0.5055123009561993,1.403017911453642,1.4404477913759375,2.7182859150840915,1.9115665018117562,1.9988140579113245,2.7182859150840915,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.62360144,432.62360144,433.62360144,normal_holdout,normal,,True,11,prn,G23,865,8791,0.04342776340955113,0.45720726400339445,0.07315277075984719,0.014882066791534298,0.08794774327083378,0.09489673109034083,0.3692595207325599,0.2596725114126153,0.2715244621480541,0.3692595207325599,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433,853,433.33954804,432.33954804,433.33954804,normal_holdout,normal,,True,11,prn,G30,860,9787,0.2208505030065911,7.311206326762074,0.06992386657059722,0.1256354004149238,0.18376023552818324,0.25864964764303466,7.127446091233895,5.0121979869252895,5.2409643022127455,7.127446091233895,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.04056928,433.04056928,434.04056928,normal_holdout,normal,,True,11,prn,G03,866,872,0.07717473356135128,0.6635633924053005,0.00014198144742410502,0.3209283917030806,0.3210726291289272,0.41494067498646675,0.34249076327637307,0.24084805304183812,0.24788556316891638,0.34249076327637307,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.04064176,433.04064176,434.04064176,normal_holdout,normal,,True,11,prn,G06,866,1819,0.053775503462450476,0.741575517266797,0.07181735749072075,0.021870203678004907,0.09745518625235669,0.22417058392103814,0.6441203310144407,0.4529614935171434,0.4661968967414727,0.6441203310144407,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.04025756,433.04025756,434.04025756,normal_holdout,normal,,True,11,prn,G07,866,2766,0.06685724035295774,2.4235565616999035,0.10700888571156342,0.2005435122279816,0.3021934052044983,0.4626751254333446,2.121363156495402,1.4917955192394887,1.53538535084321,2.121363156495402,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.08674232,433.08674232,434.08674232,normal_holdout,normal,,True,11,prn,G08,120,2967,0.1808525851083222,6.596190188298853,1.1132306087971353,3.177425096895602,4.319895825812902,4.547055682093685,2.27629436248594,1.6007470102557115,1.6475203727690795,2.27629436248594,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,433.78039548,432.78039548,433.78039548,normal_holdout,normal,,True,11,prn,G10,864,3912,0.06743176683969161,2.9225336266374016,1.8239150832936704,0.05131469129758025,1.878849667852934,2.0804595421680134,1.043683958784466,0.7339446093656959,0.7553902575903395,1.043683958784466,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.08273364,433.08273364,434.08273364,normal_holdout,normal,,True,11,prn,G13,866,4997,0.036603213759038376,0.9393232896881168,0.4043677885805779,0.004990292740165393,0.40838077733431416,0.7599953362369422,0.5309425123538012,0.37337202660372226,0.38428184873101584,0.5309425123538012,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.08420332,433.08420332,434.08420332,normal_holdout,normal,,True,11,prn,G16,866,5944,0.07110601160748795,4.384604383192285,1.162752477729563,0.21284119909886481,1.405973890428883,1.5603458553129672,2.9786304927634037,2.0946473068361633,2.1558522925038526,2.9786304927634037,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.08359512,433.08359512,434.08359512,normal_holdout,normal,,True,11,prn,G19,866,6909,0.05015991625842624,2.401422177147775,0.1309271713463088,0.14235863733552365,0.2871946023315648,0.47642587308980117,2.1142275748162103,1.4867776001040534,1.5302208095686853,2.1142275748162103,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.19125544,433.19125544,434.19125544,normal_holdout,normal,,True,11,prn,G20,856,7846,0.2220939252750744,9.804590511073672,0.5823391028643402,0.33908070407322194,0.935678421956101,1.6700345316860326,8.868912089117567,6.236840342288275,6.419079004861974,8.868912089117567,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,434.12360144,433.12360144,434.12360144,normal_holdout,normal,,True,11,prn,G23,866,8792,0.026835092354189558,0.4826597574822254,0.0035945245617984,0.08217455238665854,0.08555933744010895,0.08592936653630914,0.39710042004211715,0.2792509266945182,0.2874105576310708,0.39710042004211715,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@433.5,854,433.83954804,432.83954804,433.83954804,normal_holdout,normal,,True,11,prn,G30,861,9788,0.11602676562687565,9.478588381910974,2.158803895454383,0.5823816932364305,2.709103364280011,5.963360900213762,6.769485017630951,4.7604708255347665,4.899570399815078,6.769485017630951,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.54056928,433.54056928,434.54056928,normal_holdout,normal,,True,11,prn,G03,867,873,0.03915026532125513,0.5546445824548734,0.06870279110034035,0.1880525664645296,0.2534819755097113,0.4017177351057957,0.3011626069451618,0.2117850619907518,0.2177642973363041,0.3011626069451618,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.54064176,433.54064176,434.54064176,normal_holdout,normal,,True,11,prn,G06,867,1820,0.05751363076104912,1.4929821447440967,0.06285404421890939,0.27667137992619983,0.34095080162658764,0.3414176170094329,1.1520313431175098,0.8101371942960282,0.8330094445923822,1.1520313431175098,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.54025756,433.54025756,434.54025756,normal_holdout,normal,,True,11,prn,G07,867,2767,0.08173429979696774,3.5903702493602077,1.3991289876160178,0.0505249383807472,1.4534439980335854,1.4784193535821837,2.1369262513266216,1.502739875967673,1.5451660758946022,2.1369262513266216,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.58674232,433.58674232,434.58674232,normal_holdout,normal,,True,11,prn,G08,121,2968,0.23350900402214958,20.342660585934134,0.8728802292116905,0.06588748469470039,0.9719299449537191,10.698156418493957,19.370730640980415,13.621981265267763,14.006564724989282,19.370730640980415,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.28039548,433.28039548,434.28039548,normal_holdout,normal,,True,11,prn,G10,865,3913,0.18150962233017284,3.2306126236280157,0.03793335405983746,1.5425955040952448,1.5759957746329192,1.9785077148145709,1.6546168489950945,1.1635678661766151,1.19641837058422,1.6546168489950945,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.58273364,433.58273364,434.58273364,normal_holdout,normal,,True,11,prn,G13,867,4998,0.06255246181040057,2.194179174284648,0.8268070225516925,0.013976499605904658,0.8397622715333521,0.8431288771937959,1.3544169027512958,0.952459771218332,0.9793501527955463,1.3544169027512958,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.58420332,433.58420332,434.58420332,normal_holdout,normal,,True,11,prn,G16,867,5945,0.10421811091045388,2.45829408445928,0.12756226693379125,0.8217556130861807,0.9450476477900857,0.9909802372793185,1.5132464366691938,1.0641526637323395,1.0941964220609126,1.5132464366691938,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.58359512,433.58359512,434.58359512,normal_holdout,normal,,True,11,prn,G19,867,6910,0.0611277665826937,0.49594415812983916,0.27472469584635656,0.02449131877630002,0.30264265674376817,0.30525032350438874,0.19330150138607186,0.13593444043140795,0.13977221823908373,0.19330150138607186,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.69125544,433.69125544,434.69125544,normal_holdout,normal,,True,11,prn,G20,857,7847,0.21876661960651636,10.112342634182594,2.378318909950833,0.3473338422204302,2.622834166440884,7.616652601776251,7.489508467741731,5.266809286883898,5.415504817864239,7.489508467741731,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.62360144,433.62360144,434.62360144,normal_holdout,normal,,True,11,prn,G23,867,8793,0.044814398756419495,0.5497014293016522,0.06490474639079884,0.009591887690734664,0.07417116598076595,0.07633226995192585,0.47553026332088627,0.3344047500366823,0.34384585358924175,0.47553026332088627,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434,855,434.33954804,433.33954804,434.33954804,normal_holdout,normal,,True,11,prn,G30,862,9789,0.18904374284603712,11.044936747777001,1.440063040286018,2.0677672982304203,3.5040147020767107,4.211713467551956,7.54092204570029,5.302964598147698,5.452680886272125,7.54092204570029,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.04056928,434.04056928,435.04056928,normal_holdout,normal,,True,11,prn,G03,868,874,0.03609398478712076,0.4360138423604404,0.07726110503710125,0.045765952034650316,0.12442204358016946,0.2033220455866126,0.3115917987802705,0.21911912999380284,0.2243154070272396,0.3115917987802705,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.04064176,434.04064176,435.04064176,normal_holdout,normal,,True,11,prn,G06,868,1821,0.08943739552998636,2.8961116282791957,1.1321726223998372,0.007535037015175271,1.135504465085247,1.8228132425668744,1.760607163193952,1.2381029005579307,1.2674637585869972,1.760607163193952,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.04025756,434.04025756,435.04025756,normal_holdout,normal,,True,11,prn,G07,868,2768,0.052533351810967056,1.8860158079379283,0.3817623696957118,0.0001954447374164371,0.3818384767897543,0.9623666159879846,1.5041773311481728,1.0577750423720627,1.0828595348094687,1.5041773311481728,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.08674232,434.08674232,435.08674232,normal_holdout,normal,,True,11,prn,G08,122,2969,0.24255599938743408,14.604495851938191,2.298169334193944,0.606788896667352,2.9138686339943622,3.0758618760726537,11.69062721794386,8.22114084871713,8.416100208869965,11.69062721794386,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,434.78039548,433.78039548,434.78039548,normal_holdout,normal,,True,11,prn,G10,866,3914,0.11014367664973694,7.152767473820893,1.446007259159438,0.09596327414542181,1.5162049123855614,4.954406247860612,5.636562561435325,3.9637714774653197,4.0577699097095845,5.636562561435325,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.08273364,434.08273364,435.08273364,normal_holdout,normal,,True,11,prn,G13,868,4999,0.08436214196382785,1.5283173479910255,0.015775693422393905,0.22227752315531188,0.23852799648840536,0.5841429752634489,1.2897893515026202,0.9070120641263174,0.9285213041365481,1.2897893515026202,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.08420332,434.08420332,435.08420332,normal_holdout,normal,,True,11,prn,G16,868,5946,0.06959455180156592,0.6959160604984449,0.18291895289496712,0.01231553851461737,0.194942080025635,0.37010676870403847,0.5009739804728093,0.35229740699351486,0.3606519259483478,0.5009739804728093,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.08359512,434.08359512,435.08359512,normal_holdout,normal,,True,11,prn,G19,868,6911,0.05363862378015814,1.5287247946367133,0.06530729988500997,0.056425042739600334,0.11923146153048567,0.43038894795310095,1.4094933331062272,0.9911908917092381,1.0146963814694707,1.4094933331062272,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.19125544,434.19125544,435.19125544,normal_holdout,normal,,True,11,prn,G20,858,7848,0.09011737371746537,4.195502281162688,1.7339736547861497,0.036755915967631975,1.7622163577990895,2.455368603097981,2.433285923363596,1.711147394253428,1.751726215033867,2.433285923363596,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,435.12360144,434.12360144,435.12360144,normal_holdout,normal,,True,11,prn,G23,868,8794,0.03418699670122108,0.4997238271319718,0.020023333236793502,4.048046187912732e-08,0.020023610554584438,0.0325390588167116,0.4797002165773875,0.33733716524547835,0.34533691115693443,0.4797002165773875,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@434.5,856,434.83954804,433.83954804,434.83954804,normal_holdout,normal,,True,11,prn,G30,863,9790,0.12346226041091889,12.029731144576065,1.4143562748314744,1.3442495947313182,2.590307411555421,3.183115002240792,9.439423733020645,6.638038369812523,6.795455416553737,9.439423733020645,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.54056928,434.54056928,435.54056928,normal_holdout,normal,,True,11,prn,G03,869,875,0.055295164071308,0.6681304742239709,0.002179511171049067,0.130311685691853,0.13231997798178252,0.13985925200924337,0.5358104962421871,0.376795314375167,0.3866261771391746,0.5358104962421871,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.54064176,434.54064176,435.54064176,normal_holdout,normal,,True,11,prn,G06,869,1822,0.07752134534410704,1.9788506234541017,0.0191669739559789,0.22894016703623707,0.24441836376846407,0.5932496331066682,1.7344322596856403,1.219696055105437,1.2515188089298226,1.7344322596856403,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.54025756,434.54025756,435.54025756,normal_holdout,normal,,True,11,prn,G07,869,2769,0.10585399021692445,2.17881761889753,0.02923259294677519,0.28351212596954045,0.3160516895406325,0.4399901485878985,1.8627659293568972,1.3099434947279025,1.3441208696419977,1.8627659293568972,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.58674232,434.58674232,435.58674232,normal_holdout,normal,,True,11,prn,G08,123,2970,0.07169577025316873,5.082198671722257,0.2718778049495741,0.05140894519629888,0.32435492739626764,0.6869571748215939,4.757843744325995,3.3458344731285687,3.433129718800499,4.757843744325995,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.28039548,434.28039548,435.28039548,normal_holdout,normal,,True,11,prn,G10,867,3915,0.1664009438753341,6.411089132982849,0.14814081424255457,2.7664892613815404,2.898580042251344,3.580411435293536,3.5125090907315117,2.4700840621263036,2.5345303450388026,3.5125090907315117,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.58273364,434.58273364,435.58273364,normal_holdout,normal,,True,11,prn,G13,869,5000,0.07640786670323509,1.6879065237194912,0.07638067840072683,0.28735952614229915,0.3601184652530273,0.47154785968885915,1.3277880584664643,0.9337337032817771,0.9580954921493318,1.3277880584664643,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.58420332,434.58420332,435.58420332,normal_holdout,normal,,True,11,prn,G16,869,5947,0.10091996841809552,1.0878663524084307,0.3889228206995148,0.229392885801767,0.6421110085872287,0.671464116060993,0.44575534382120363,0.31346628348542765,0.3216448459476466,0.44575534382120363,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.58359512,434.58359512,435.58359512,normal_holdout,normal,,True,11,prn,G19,869,6912,0.08611616993015354,1.664387515321888,0.2273627529918693,0.3290753971761342,0.5622385836899718,0.7230444730060768,1.102148931631917,0.7750586375127549,0.7952804789443074,1.102148931631917,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.69125544,434.69125544,435.69125544,normal_holdout,normal,,True,11,prn,G20,859,7849,0.1704780134515514,7.938973704991662,1.7734611537206821,1.7910999647848649,3.537374601580331,4.317653509711386,4.40159910341133,3.095314350045282,3.1760733441883473,4.40159910341133,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.62360144,434.62360144,435.62360144,normal_holdout,normal,,True,11,prn,G23,869,8795,0.03511942739899749,0.29233002104452005,0.005775539955102216,0.055344876045070074,0.06167324043560947,0.06771682855283127,0.23065678060891082,0.1622036051399315,0.16643561472477,0.23065678060891082,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435,857,435.33954804,434.33954804,435.33954804,normal_holdout,normal,,True,11,prn,G30,864,9791,0.19387150487322138,8.32359507970092,0.2071435927319208,0.09609845932494994,0.30358332748896694,0.3703073213671642,8.020011752211955,5.6398724374770985,5.78702079581401,8.020011752211955,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.04056928,435.04056928,436.04056928,normal_holdout,normal,,True,11,prn,G03,870,876,0.03163423508904429,0.8388870296085333,0.0029823585606104193,0.007917157046517093,0.010776561269850557,0.11450289372073029,0.8281104683386831,0.5823479503357913,0.6097644546460301,0.8281104683386831,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.04064176,435.04064176,436.04064176,normal_holdout,normal,,True,11,prn,G06,870,1823,0.09539383143772812,2.0805212329015137,0.0012598686698262263,0.1558412215416915,0.15680683688294453,0.3934016628883423,1.9237143960185703,1.3528039777112169,1.4164929733785692,1.9237143960185703,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.04025756,435.04025756,436.04025756,normal_holdout,normal,,True,11,prn,G07,870,2770,0.08617587653593037,2.0460001012499847,0.9816545967111668,0.24902869215899823,1.2129863619661114,1.3548204938172579,0.833013739283871,0.585796052846317,0.6133748912341248,0.833013739283871,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.08674232,435.08674232,436.08674232,normal_holdout,normal,,True,11,prn,G08,124,2971,0.2191719274931184,8.579492394574803,0.44066078687565385,4.181906533270107,4.615292304127994,4.635057631315799,3.9642000904468118,2.7877244469858633,2.9189684210952858,3.9642000904468118,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,435.78039548,434.78039548,435.78039548,normal_holdout,normal,,True,11,prn,G10,868,3916,0.0721804329547042,2.545431431542996,1.126219015358648,0.003205442308916894,1.1262791040627624,1.1522445147347569,1.4191523274802325,0.9979833376341053,1.0449676439444735,1.4191523274802325,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.08273364,435.08273364,436.08273364,normal_holdout,normal,,True,11,prn,G13,870,5001,0.11557690086984618,2.956381035432618,1.2334400848164464,0.24720402919221807,1.4532490483622165,1.4594052136877083,1.5031319870704,1.0570399303255893,1.1068045766837595,1.5031319870704,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.08420332,435.08420332,436.08420332,normal_holdout,normal,,True,11,prn,G16,870,5948,0.027438606257412387,0.4705938311114969,0.02151409763766845,0.0423528586484018,0.06461890761544703,0.0723238990890682,0.4059749234960501,0.28549169902410076,0.2989324338842791,0.4059749234960501,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.08359512,435.08359512,436.08359512,normal_holdout,normal,,True,11,prn,G19,870,6913,0.03714177370215578,1.1746009395536678,0.35214785481961214,0.049023064410946594,0.40276224395912436,0.5364418230287595,0.7718386955945444,0.5427762352419685,0.568329732913637,0.7718386955945444,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.19125544,435.19125544,436.19125544,normal_holdout,normal,,True,11,prn,G20,860,7850,0.13270666754154495,5.019302387543564,1.1219741376203256,1.1550088339676627,2.195996618741871,2.242968223591233,2.8233057688016956,1.9854190841607078,2.0788911241105956,2.8233057688016956,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,436.12360144,435.12360144,436.12360144,normal_holdout,normal,,True,11,prn,G23,870,8796,0.04577399116523324,0.7693323628563832,0.07302217635838673,0.2017333710657729,0.27465150507893665,0.40027850027456996,0.49468085777744647,0.347871926042636,0.3642494751595507,0.49468085777744647,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@435.5,858,435.83954804,434.83954804,435.83954804,normal_holdout,normal,,True,11,prn,G30,865,9792,0.1923931816920193,10.227144095254276,0.8132792156857584,1.5966710928721906,2.2968581588428787,3.3977517401340935,7.9302859364114076,5.576775004318838,5.839325384817262,7.9302859364114076,,,,,,,,,,,,,,,,,,,,
