dataset,prn,subframe_start_bit,tow_s,subframe_id,word_position,previous_d29,previous_d30,d29,d30,parity_valid,transmitted_word_hex
OAKBAT.cleanStatic,11,6591,381780,5,6,1,1,1,0,True,0x17bcbbc2
OAKBAT.cleanStatic,11,6591,381780,5,7,1,0,1,0,True,0x2c0a5fca
OAKBAT.cleanStatic,11,6591,381780,5,8,1,0,1,1,True,0x07b6508f
OAKBAT.cleanStatic,11,6591,381780,5,9,1,1,1,1,True,0x13c52027
OAKBAT.cleanStatic,11,6591,381780,5,10,1,1,1,1,True,0x0ac0121b
OAKBAT.cleanStatic,11,6891,381786,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,6891,381786,1,2,1,0,1,1,True,0x1f11e9bf
OAKBAT.cleanStatic,11,6891,381786,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,6891,381786,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,6891,381786,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,6891,381786,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,6891,381786,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,6891,381786,1,8,0,0,1,0,True,0x0f97bb32
OAKBAT.cleanStatic,11,6891,381786,1,9,1,0,0,0,True,0x000017dc
OAKBAT.cleanStatic,11,6891,381786,1,10,0,0,1,1,True,0x3532647b
OAKBAT.cleanStatic,11,7191,381792,2,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,7191,381792,2,2,1,0,1,1,True,0x1f120a33
OAKBAT.cleanStatic,11,7191,381792,2,3,1,1,0,1,True,0x307e9a1d
OAKBAT.cleanStatic,11,7191,381792,2,4,0,1,0,0,True,0x3007f704
OAKBAT.cleanStatic,11,7191,381792,2,5,0,0,0,0,True,0x024346b0
OAKBAT.cleanStatic,11,7191,381792,2,6,0,0,1,1,True,0x01180233
OAKBAT.cleanStatic,11,7191,381792,2,7,1,1,0,1,True,0x3715b739
OAKBAT.cleanStatic,11,7191,381792,2,8,0,1,1,1,True,0x3e6017af
OAKBAT.cleanStatic,11,7191,381792,2,9,1,1,0,0,True,0x3c92cc80
OAKBAT.cleanStatic,11,7191,381792,2,10,0,0,1,1,True,0x17bb006f
OAKBAT.cleanStatic,11,7491,381798,3,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,7491,381798,3,2,1,0,1,1,True,0x1f122bbb
OAKBAT.cleanStatic,11,7491,381798,3,3,1,1,0,1,True,0x00071889
OAKBAT.cleanStatic,11,7491,381798,3,4,0,1,0,1,True,0x3b6cc069
OAKBAT.cleanStatic,11,7491,381798,3,5,0,1,1,0,True,0x0025f68e
OAKBAT.cleanStatic,11,7491,381798,3,6,1,0,1,0,True,0x0ac6567a
OAKBAT.cleanStatic,11,7491,381798,3,7,1,0,1,0,True,0x09289412
OAKBAT.cleanStatic,11,7491,381798,3,8,1,0,1,0,True,0x0cc6ace6
OAKBAT.cleanStatic,11,7491,381798,3,9,1,0,1,1,True,0x3fe70e53
OAKBAT.cleanStatic,11,7491,381798,3,10,1,1,1,1,True,0x307d2307
OAKBAT.cleanStatic,11,7791,381804,4,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,7791,381804,4,2,1,0,1,1,True,0x1f124c07
OAKBAT.cleanStatic,11,7791,381804,4,3,1,1,0,0,True,0x29ad1bf0
OAKBAT.cleanStatic,11,7791,381804,4,4,0,0,0,0,True,0x2383df20
OAKBAT.cleanStatic,11,7791,381804,4,5,0,0,1,0,True,0x3f50c01e
OAKBAT.cleanStatic,11,7791,381804,4,6,1,0,1,1,True,0x284327d7
OAKBAT.cleanStatic,11,7791,381804,4,7,1,1,1,0,True,0x2956e792
OAKBAT.cleanStatic,11,7791,381804,4,8,1,0,0,1,True,0x0944c575
OAKBAT.cleanStatic,11,7791,381804,4,9,0,1,1,1,True,0x24cdef4f
OAKBAT.cleanStatic,11,7791,381804,4,10,1,1,1,1,True,0x007ff0bf
OAKBAT.cleanStatic,11,8091,381810,5,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,8091,381810,5,2,1,0,1,1,True,0x1f126d8f
OAKBAT.cleanStatic,11,8091,381810,5,3,1,1,1,0,True,0x2f57740a
OAKBAT.cleanStatic,11,8091,381810,5,4,1,0,0,0,True,0x23828db8
OAKBAT.cleanStatic,11,8091,381810,5,5,0,0,1,1,True,0x3f51403f
OAKBAT.cleanStatic,11,8091,381810,5,6,1,1,1,0,True,0x17bcadca
OAKBAT.cleanStatic,11,8091,381810,5,7,1,0,1,0,True,0x2b472752
OAKBAT.cleanStatic,11,8091,381810,5,8,1,0,1,0,True,0x2f3caeae
OAKBAT.cleanStatic,11,8091,381810,5,9,1,0,0,0,True,0x2edb2b7c
OAKBAT.cleanStatic,11,8091,381810,5,10,0,0,1,1,True,0x323ff307
OAKBAT.cleanStatic,11,8391,381816,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,8391,381816,1,2,1,0,1,1,True,0x1f1289c7
OAKBAT.cleanStatic,11,8391,381816,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,8391,381816,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,8391,381816,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,8391,381816,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,8391,381816,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,8391,381816,1,8,0,0,1,0,True,0x0f97bb32
OAKBAT.cleanStatic,11,8391,381816,1,9,1,0,0,0,True,0x000017dc
OAKBAT.cleanStatic,11,8391,381816,1,10,0,0,1,1,True,0x3532647b
OAKBAT.cleanStatic,11,8691,381822,2,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,8691,381822,2,2,1,0,1,1,True,0x1f12aaaf
OAKBAT.cleanStatic,11,8691,381822,2,3,1,1,0,1,True,0x307e9a1d
OAKBAT.cleanStatic,11,8691,381822,2,4,0,1,0,0,True,0x3007f704
OAKBAT.cleanStatic,11,8691,381822,2,5,0,0,0,0,True,0x024346b0
OAKBAT.cleanStatic,11,8691,381822,2,6,0,0,1,1,True,0x01180233
OAKBAT.cleanStatic,11,8691,381822,2,7,1,1,0,1,True,0x3715b739
OAKBAT.cleanStatic,11,8691,381822,2,8,0,1,1,1,True,0x3e6017af
OAKBAT.cleanStatic,11,8691,381822,2,9,1,1,0,0,True,0x3c92cc80
OAKBAT.cleanStatic,11,8691,381822,2,10,0,0,1,1,True,0x17bb006f
OAKBAT.cleanStatic,11,8991,381828,3,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,8991,381828,3,2,1,0,1,1,True,0x1f12cbdf
OAKBAT.cleanStatic,11,8991,381828,3,3,1,1,0,1,True,0x00071889
OAKBAT.cleanStatic,11,8991,381828,3,4,0,1,0,1,True,0x3b6cc069
OAKBAT.cleanStatic,11,8991,381828,3,5,0,1,1,0,True,0x0025f68e
OAKBAT.cleanStatic,11,8991,381828,3,6,1,0,1,0,True,0x0ac6567a
OAKBAT.cleanStatic,11,8991,381828,3,7,1,0,1,0,True,0x09289412
OAKBAT.cleanStatic,11,8991,381828,3,8,1,0,1,0,True,0x0cc6ace6
OAKBAT.cleanStatic,11,8991,381828,3,9,1,0,1,1,True,0x3fe70e53
OAKBAT.cleanStatic,11,8991,381828,3,10,1,1,1,1,True,0x307d2307
OAKBAT.cleanStatic,11,9291,381834,4,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,9291,381834,4,2,1,0,1,1,True,0x1f12ec9b
OAKBAT.cleanStatic,11,9291,381834,4,3,1,1,0,1,True,0x297652b9
OAKBAT.cleanStatic,11,9291,381834,4,4,0,1,1,1,True,0x1c7f35b3
OAKBAT.cleanStatic,11,9291,381834,4,5,1,1,1,0,True,0x00b2bfea
OAKBAT.cleanStatic,11,9291,381834,4,6,1,0,1,0,True,0x28432c76
OAKBAT.cleanStatic,11,9291,381834,4,7,1,0,1,1,True,0x16504d63
OAKBAT.cleanStatic,11,9291,381834,4,8,1,1,0,1,True,0x3ddcfa05
OAKBAT.cleanStatic,11,9291,381834,4,9,0,1,0,1,True,0x2b8e62a9
OAKBAT.cleanStatic,11,9291,381834,4,10,0,1,1,1,True,0x3a7fec9b
OAKBAT.cleanStatic,11,9591,381840,5,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,9591,381840,5,2,1,0,1,1,True,0x1f130d6f
OAKBAT.cleanStatic,11,9591,381840,5,3,1,1,0,0,True,0x2f3a8d20
OAKBAT.cleanStatic,11,9591,381840,5,4,0,0,0,1,True,0x2383af69
OAKBAT.cleanStatic,11,9591,381840,5,5,0,1,0,0,True,0x00ae7ff8
OAKBAT.cleanStatic,11,9591,381840,5,6,0,0,0,0,True,0x284332b8
OAKBAT.cleanStatic,11,9591,381840,5,7,0,0,0,0,True,0x36a5f280
OAKBAT.cleanStatic,11,9591,381840,5,8,0,0,1,1,True,0x072b2563
OAKBAT.cleanStatic,11,9591,381840,5,9,1,1,1,1,True,0x1ed4612f
OAKBAT.cleanStatic,11,9591,381840,5,10,1,1,1,1,True,0x03c01763
OAKBAT.cleanStatic,11,9891,381846,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,9891,381846,1,2,1,0,1,1,True,0x1f132993
OAKBAT.cleanStatic,11,9891,381846,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,9891,381846,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,9891,381846,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,9891,381846,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,9891,381846,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,9891,381846,1,8,0,0,1,0,True,0x0f97bb32
OAKBAT.cleanStatic,11,9891,381846,1,9,1,0,0,0,True,0x000017dc
OAKBAT.cleanStatic,11,9891,381846,1,10,0,0,1,1,True,0x3532647b
OAKBAT.cleanStatic,11,10191,381852,2,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,10191,381852,2,2,1,0,1,1,True,0x1f134a03
OAKBAT.cleanStatic,11,10191,381852,2,3,1,1,0,1,True,0x307e9a1d
OAKBAT.cleanStatic,11,10191,381852,2,4,0,1,0,0,True,0x3007f704
OAKBAT.cleanStatic,11,10191,381852,2,5,0,0,0,0,True,0x024346b0
OAKBAT.cleanStatic,11,10191,381852,2,6,0,0,1,1,True,0x01180233
OAKBAT.cleanStatic,11,10191,381852,2,7,1,1,0,1,True,0x3715b739
OAKBAT.cleanStatic,11,10191,381852,2,8,0,1,1,1,True,0x3e6017af
OAKBAT.cleanStatic,11,10191,381852,2,9,1,1,0,0,True,0x3c92cc80
OAKBAT.cleanStatic,11,10191,381852,2,10,0,0,1,1,True,0x17bb006f
OAKBAT.cleanStatic,11,10491,381858,3,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,10491,381858,3,2,1,0,1,1,True,0x1f136b8b
OAKBAT.cleanStatic,11,10491,381858,3,3,1,1,0,1,True,0x00071889
OAKBAT.cleanStatic,11,10491,381858,3,4,0,1,0,1,True,0x3b6cc069
OAKBAT.cleanStatic,11,10491,381858,3,5,0,1,1,0,True,0x0025f68e
OAKBAT.cleanStatic,11,10491,381858,3,6,1,0,1,0,True,0x0ac6567a
OAKBAT.cleanStatic,11,10491,381858,3,7,1,0,1,0,True,0x09289412
OAKBAT.cleanStatic,11,10491,381858,3,8,1,0,1,0,True,0x0cc6ace6
OAKBAT.cleanStatic,11,10491,381858,3,9,1,0,1,1,True,0x3fe70e53
OAKBAT.cleanStatic,11,10491,381858,3,10,1,1,1,1,True,0x307d2307
OAKBAT.cleanStatic,11,10791,381864,4,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,10791,381864,4,2,1,0,1,1,True,0x1f138c7b
OAKBAT.cleanStatic,11,10791,381864,4,3,1,1,0,1,True,0x292f76c1
OAKBAT.cleanStatic,11,10791,381864,4,4,0,1,0,0,True,0x1c7a1ae8
OAKBAT.cleanStatic,11,10791,381864,4,5,0,0,1,0,True,0x3f56000a
OAKBAT.cleanStatic,11,10791,381864,4,6,1,0,0,0,True,0x28435344
OAKBAT.cleanStatic,11,10791,381864,4,7,0,0,1,1,True,0x214aea77
OAKBAT.cleanStatic,11,10791,381864,4,8,1,1,0,1,True,0x3aaf21a9
OAKBAT.cleanStatic,11,10791,381864,4,9,0,1,0,0,True,0x3de84034
OAKBAT.cleanStatic,11,10791,381864,4,10,0,0,1,1,True,0x383fe98b
OAKBAT.cleanStatic,11,11091,381870,5,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,11091,381870,5,2,1,0,1,1,True,0x1f13adf3
OAKBAT.cleanStatic,11,11091,381870,5,3,1,1,0,0,True,0x2efeb900
OAKBAT.cleanStatic,11,11091,381870,5,4,0,0,0,1,True,0x2382ef59
OAKBAT.cleanStatic,11,11091,381870,5,5,0,1,1,0,True,0x00acffda
OAKBAT.cleanStatic,11,11091,381870,5,6,1,0,1,1,True,0x28436ae7
OAKBAT.cleanStatic,11,11091,381870,5,7,1,1,0,0,True,0x3e5e2abc
OAKBAT.cleanStatic,11,11091,381870,5,8,0,0,1,1,True,0x24b83ff3
OAKBAT.cleanStatic,11,11091,381870,5,9,1,1,0,0,True,0x079d4884
OAKBAT.cleanStatic,11,11091,381870,5,10,0,0,1,1,True,0x3dfffc07
OAKBAT.cleanStatic,11,11391,381876,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,11391,381876,1,2,1,0,1,1,True,0x1f13c9f7
OAKBAT.cleanStatic,11,11391,381876,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,11391,381876,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,11391,381876,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,11391,381876,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,11391,381876,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,11391,381876,1,8,0,0,1,0,True,0x0f97bb32
OAKBAT.cleanStatic,11,11391,381876,1,9,1,0,0,0,True,0x000017dc
OAKBAT.cleanStatic,11,11391,381876,1,10,0,0,1,1,True,0x3532647b
OAKBAT.cleanStatic,11,11691,381882,2,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,11691,381882,2,2,1,0,1,1,True,0x1f13ea9f
OAKBAT.cleanStatic,11,11691,381882,2,3,1,1,0,1,True,0x307e9a1d
OAKBAT.cleanStatic,11,11691,381882,2,4,0,1,0,0,True,0x3007f704
OAKBAT.cleanStatic,11,11691,381882,2,5,0,0,0,0,True,0x024346b0
OAKBAT.cleanStatic,11,11691,381882,2,6,0,0,1,1,True,0x01180233
OAKBAT.cleanStatic,11,11691,381882,2,7,1,1,0,1,True,0x3715b739
OAKBAT.cleanStatic,11,11691,381882,2,8,0,1,1,1,True,0x3e6017af
OAKBAT.cleanStatic,11,11691,381882,2,9,1,1,0,0,True,0x3c92cc80
OAKBAT.cleanStatic,11,11691,381882,2,10,0,0,1,1,True,0x17bb006f
OAKBAT.cleanStatic,11,11991,381888,3,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,11991,381888,3,2,1,0,1,1,True,0x1f140bcb
OAKBAT.cleanStatic,11,11991,381888,3,3,1,1,0,1,True,0x00071889
OAKBAT.cleanStatic,11,11991,381888,3,4,0,1,0,1,True,0x3b6cc069
OAKBAT.cleanStatic,11,11991,381888,3,5,0,1,1,0,True,0x0025f68e
OAKBAT.cleanStatic,11,11991,381888,3,6,1,0,1,0,True,0x0ac6567a
OAKBAT.cleanStatic,11,11991,381888,3,7,1,0,1,0,True,0x09289412
OAKBAT.cleanStatic,11,11991,381888,3,8,1,0,1,0,True,0x0cc6ace6
OAKBAT.cleanStatic,11,11991,381888,3,9,1,0,1,1,True,0x3fe70e53
OAKBAT.cleanStatic,11,11991,381888,3,10,1,1,1,1,True,0x307d2307
OAKBAT.cleanStatic,11,12291,381894,4,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,12291,381894,4,2,1,0,1,1,True,0x1f142c8f
OAKBAT.cleanStatic,11,12291,381894,4,3,1,1,1,0,True,0x28da07d2
OAKBAT.cleanStatic,11,12291,381894,4,4,1,0,0,0,True,0x2385d408
OAKBAT.cleanStatic,11,12291,381894,4,5,0,0,0,1,True,0x3f4f8039
OAKBAT.cleanStatic,11,12291,381894,4,6,0,1,0,0,True,0x17bca8c4
OAKBAT.cleanStatic,11,12291,381894,4,7,0,0,1,1,True,0x17959faf
OAKBAT.cleanStatic,11,12291,381894,4,8,1,1,1,0,True,0x0e612f0e
OAKBAT.cleanStatic,11,12291,381894,4,9,1,0,0,0,True,0x096c50ec
OAKBAT.cleanStatic,11,12291,381894,4,10,0,0,1,1,True,0x17ffff77
OAKBAT.cleanStatic,11,12591,381900,5,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,12591,381900,5,2,1,0,1,1,True,0x1f144dff
OAKBAT.cleanStatic,11,12591,381900,5,3,1,1,0,0,True,0x2eb42fe0
OAKBAT.cleanStatic,11,12591,381900,5,4,0,0,0,0,True,0x23818ba8
OAKBAT.cleanStatic,11,12591,381900,5,5,0,0,1,0,True,0x3f4e4016
OAKBAT.cleanStatic,11,12591,381900,5,6,1,0,0,0,True,0x28434038
OAKBAT.cleanStatic,11,12591,381900,5,7,0,0,0,0,True,0x36553254
OAKBAT.cleanStatic,11,12591,381900,5,8,0,0,0,1,True,0x0807e4ed
OAKBAT.cleanStatic,11,12591,381900,5,9,0,1,1,0,True,0x3621faae
OAKBAT.cleanStatic,11,12591,381900,5,10,1,0,1,1,True,0x3f80067b
OAKBAT.cleanStatic,11,12891,381906,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,12891,381906,1,2,1,0,1,1,True,0x1f146903
OAKBAT.cleanStatic,11,12891,381906,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,12891,381906,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,12891,381906,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,12891,381906,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,12891,381906,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,12891,381906,1,8,0,0,1,0,True,0x0f97bb32
OAKBAT.cleanStatic,11,12891,381906,1,9,1,0,0,0,True,0x000017dc
OAKBAT.cleanStatic,11,12891,381906,1,10,0,0,1,1,True,0x3532647b
OAKBAT.cleanStatic,11,13191,381912,2,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,13191,381912,2,2,1,0,1,1,True,0x1f148adf
OAKBAT.cleanStatic,11,13191,381912,2,3,1,1,0,1,True,0x307e9a1d
OAKBAT.cleanStatic,11,13191,381912,2,4,0,1,0,0,True,0x3007f704
OAKBAT.cleanStatic,11,13191,381912,2,5,0,0,0,0,True,0x024346b0
OAKBAT.cleanStatic,11,13191,381912,2,6,0,0,1,1,True,0x01180233
OAKBAT.cleanStatic,11,13191,381912,2,7,1,1,0,1,True,0x3715b739
OAKBAT.cleanStatic,11,13191,381912,2,8,0,1,1,1,True,0x3e6017af
OAKBAT.cleanStatic,11,13191,381912,2,9,1,1,0,0,True,0x3c92cc80
OAKBAT.cleanStatic,11,13191,381912,2,10,0,0,1,1,True,0x17bb006f
OAKBAT.cleanStatic,11,13491,381918,3,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,13491,381918,3,2,1,0,1,1,True,0x1f14ab57
OAKBAT.cleanStatic,11,13491,381918,3,3,1,1,0,1,True,0x00071889
OAKBAT.cleanStatic,11,13491,381918,3,4,0,1,0,1,True,0x3b6cc069
OAKBAT.cleanStatic,11,13491,381918,3,5,0,1,1,0,True,0x0025f68e
OAKBAT.cleanStatic,11,13491,381918,3,6,1,0,1,0,True,0x0ac6567a
OAKBAT.cleanStatic,11,13491,381918,3,7,1,0,1,0,True,0x09289412
OAKBAT.cleanStatic,11,13491,381918,3,8,1,0,1,0,True,0x0cc6ace6
OAKBAT.cleanStatic,11,13491,381918,3,9,1,0,1,1,True,0x3fe70e53
OAKBAT.cleanStatic,11,13491,381918,3,10,1,1,1,1,True,0x307d2307
OAKBAT.cleanStatic,11,13791,381924,4,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,13791,381924,4,2,1,0,1,1,True,0x1f14cceb
OAKBAT.cleanStatic,11,13791,381924,4,3,1,1,1,0,True,0x21955556
OAKBAT.cleanStatic,11,13791,381924,4,4,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,13791,381924,4,5,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,13791,381924,4,6,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,13791,381924,4,7,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,13791,381924,4,8,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,13791,381924,4,9,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,13791,381924,4,10,1,0,1,1,True,0x2aaaaa63
OAKBAT.cleanStatic,11,14091,381930,5,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,14091,381930,5,2,1,0,1,1,True,0x1f14ed63
OAKBAT.cleanStatic,11,14091,381930,5,3,1,1,0,0,True,0x2e7c0a94
OAKBAT.cleanStatic,11,14091,381930,5,4,0,0,1,1,True,0x2385e623
OAKBAT.cleanStatic,11,14091,381930,5,5,1,1,0,1,True,0x00b0ffd9
OAKBAT.cleanStatic,11,14091,381930,5,6,0,1,0,1,True,0x17bc7481
OAKBAT.cleanStatic,11,14091,381930,5,7,0,1,1,1,True,0x140b2187
OAKBAT.cleanStatic,11,14091,381930,5,8,1,1,0,1,True,0x0b1f5475
OAKBAT.cleanStatic,11,14091,381930,5,9,0,1,0,1,True,0x12040511
OAKBAT.cleanStatic,11,14091,381930,5,10,0,1,1,1,True,0x07800dc3
OAKBAT.cleanStatic,11,14391,381936,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,14391,381936,1,2,1,0,1,1,True,0x1f1509e3
OAKBAT.cleanStatic,11,14391,381936,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,14391,381936,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,14391,381936,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,14391,381936,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,14391,381936,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,14391,381936,1,8,0,0,1,0,True,0x0f97bb32
OAKBAT.cleanStatic,11,14391,381936,1,9,1,0,0,0,True,0x000017dc
OAKBAT.cleanStatic,11,14391,381936,1,10,0,0,1,1,True,0x3532647b
OAKBAT.cleanStatic,11,14691,381942,2,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,14691,381942,2,2,1,0,1,1,True,0x1f152a8b
OAKBAT.cleanStatic,11,14691,381942,2,3,1,1,0,1,True,0x307e9a1d
OAKBAT.cleanStatic,11,14691,381942,2,4,0,1,0,0,True,0x3007f704
OAKBAT.cleanStatic,11,14691,381942,2,5,0,0,0,0,True,0x024346b0
OAKBAT.cleanStatic,11,14691,381942,2,6,0,0,1,1,True,0x01180233
OAKBAT.cleanStatic,11,14691,381942,2,7,1,1,0,1,True,0x3715b739
OAKBAT.cleanStatic,11,14691,381942,2,8,0,1,1,1,True,0x3e6017af
OAKBAT.cleanStatic,11,14691,381942,2,9,1,1,0,0,True,0x3c92cc80
OAKBAT.cleanStatic,11,14691,381942,2,10,0,0,1,1,True,0x17bb006f
OAKBAT.cleanStatic,11,14991,381948,3,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,14991,381948,3,2,1,0,1,1,True,0x1f154bfb
OAKBAT.cleanStatic,11,14991,381948,3,3,1,1,0,1,True,0x00071889
OAKBAT.cleanStatic,11,14991,381948,3,4,0,1,0,1,True,0x3b6cc069
OAKBAT.cleanStatic,11,14991,381948,3,5,0,1,1,0,True,0x0025f68e
OAKBAT.cleanStatic,11,14991,381948,3,6,1,0,1,0,True,0x0ac6567a
OAKBAT.cleanStatic,11,14991,381948,3,7,1,0,1,0,True,0x09289412
OAKBAT.cleanStatic,11,14991,381948,3,8,1,0,1,0,True,0x0cc6ace6
OAKBAT.cleanStatic,11,14991,381948,3,9,1,0,1,1,True,0x3fe70e53
OAKBAT.cleanStatic,11,14991,381948,3,10,1,1,1,1,True,0x307d2307
OAKBAT.cleanStatic,11,15291,381954,4,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,15291,381954,4,2,1,0,1,1,True,0x1f156cbf
OAKBAT.cleanStatic,11,15291,381954,4,3,1,1,1,1,True,0x28bd803b
OAKBAT.cleanStatic,11,15291,381954,4,4,1,1,1,0,True,0x1c78e582
OAKBAT.cleanStatic,11,15291,381954,4,5,1,0,0,0,True,0x3f544010
OAKBAT.cleanStatic,11,15291,381954,4,6,0,0,0,1,True,0x28433aa1
OAKBAT.cleanStatic,11,15291,381954,4,7,0,1,0,1,True,0x1dffbd3d
OAKBAT.cleanStatic,11,15291,381954,4,8,0,1,0,0,True,0x2cfb1120
OAKBAT.cleanStatic,11,15291,381954,4,9,0,0,0,1,True,0x05f9cd9d
OAKBAT.cleanStatic,11,15291,381954,4,10,0,1,1,1,True,0x01c016cb
OAKBAT.cleanStatic,11,15591,381960,5,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,15591,381960,5,2,1,0,1,1,True,0x1f158d83
OAKBAT.cleanStatic,11,15591,381960,5,3,1,1,0,0,True,0x2e247130
OAKBAT.cleanStatic,11,15591,381960,5,4,0,0,1,0,True,0x2381c48e
OAKBAT.cleanStatic,11,15591,381960,5,5,1,0,0,0,True,0x3f474030
OAKBAT.cleanStatic,11,15591,381960,5,6,0,0,0,0,True,0x28435b74
OAKBAT.cleanStatic,11,15591,381960,5,7,0,0,0,1,True,0x0c17833d
OAKBAT.cleanStatic,11,15591,381960,5,8,0,1,1,1,True,0x1890de23
OAKBAT.cleanStatic,11,15591,381960,5,9,1,1,1,1,True,0x1b631e33
OAKBAT.cleanStatic,11,15591,381960,5,10,1,1,1,1,True,0x07c00a73
OAKBAT.cleanStatic,11,15891,381966,1,1,1,1,1,0,True,0x1d3cd9f2
OAKBAT.cleanStatic,11,15891,381966,1,2,1,0,1,1,True,0x1f15a97f
OAKBAT.cleanStatic,11,15891,381966,1,3,1,1,0,0,True,0x3cebfffc
OAKBAT.cleanStatic,11,15891,381966,1,4,0,0,1,0,True,0x0aaaaa96
OAKBAT.cleanStatic,11,15891,381966,1,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,11,15891,381966,1,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,11,15891,381966,1,7,1,0,0,0,True,0x0000397c
OAKBAT.cleanStatic,11,15891,381966,1,8,0,0,1,0,True,0x0f97bb32
