dataset,prn,subframe_start_bit,tow_s,subframe_id,preamble_valid,all_ten_words_parity_valid
TEXBAT.cleanStatic,13,20559,478338,3,True,True
TEXBAT.cleanStatic,13,20859,478344,4,True,True
TEXBAT.cleanStatic,13,21159,478350,5,True,True
TEXBAT.cleanStatic,13,21459,478356,1,True,True
TEXBAT.cleanStatic,16,159,477930,5,True,True
TEXBAT.cleanStatic,16,459,477936,1,True,True
TEXBAT.cleanStatic,16,759,477942,2,True,True
TEXBAT.cleanStatic,16,1059,477948,3,True,True
TEXBAT.cleanStatic,16,1359,477954,4,True,True
TEXBAT.cleanStatic,16,1659,477960,5,True,True
TEXBAT.cleanStatic,16,1959,477966,1,True,True
TEXBAT.cleanStatic,16,2259,477972,2,True,True
TEXBAT.cleanStatic,16,2559,477978,3,True,True
TEXBAT.cleanStatic,16,2859,477984,4,True,True
TEXBAT.cleanStatic,16,3159,477990,5,True,True
TEXBAT.cleanStatic,16,3459,477996,1,True,True
TEXBAT.cleanStatic,16,3759,478002,2,True,True
TEXBAT.cleanStatic,16,4059,478008,3,True,True
TEXBAT.cleanStatic,16,4359,478014,4,True,True
TEXBAT.cleanStatic,16,4659,478020,5,True,True
TEXBAT.cleanStatic,16,4959,478026,1,True,True
TEXBAT.cleanStatic,16,5259,478032,2,True,True
TEXBAT.cleanStatic,16,5559,478038,3,True,True
TEXBAT.cleanStatic,16,5859,478044,4,True,True
TEXBAT.cleanStatic,16,6159,478050,5,True,True
TEXBAT.cleanStatic,16,6459,478056,1,True,True
TEXBAT.cleanStatic,16,6759,478062,2,True,True
TEXBAT.cleanStatic,16,7059,478068,3,True,True
TEXBAT.cleanStatic,16,7359,478074,4,True,True
TEXBAT.cleanStatic,16,7659,478080,5,True,True
TEXBAT.cleanStatic,16,7959,478086,1,True,True
TEXBAT.cleanStatic,16,8259,478092,2,True,True
TEXBAT.cleanStatic,16,8559,478098,3,True,True
TEXBAT.cleanStatic,16,8859,478104,4,True,True
TEXBAT.cleanStatic,16,9159,478110,5,True,True
TEXBAT.cleanStatic,16,9459,478116,1,True,True
TEXBAT.cleanStatic,16,9759,478122,2,True,True
TEXBAT.cleanStatic,16,10059,478128,3,True,True
TEXBAT.cleanStatic,16,10359,478134,4,True,True
TEXBAT.cleanStatic,16,10659,478140,5,True,True
TEXBAT.cleanStatic,16,10959,478146,1,True,True
TEXBAT.cleanStatic,16,11259,478152,2,True,True
TEXBAT.cleanStatic,16,11559,478158,3,True,True
TEXBAT.cleanStatic,16,11859,478164,4,True,True
TEXBAT.cleanStatic,16,12159,478170,5,True,True
TEXBAT.cleanStatic,16,12459,478176,1,True,True
TEXBAT.cleanStatic,16,12759,478182,2,True,True
TEXBAT.cleanStatic,16,13059,478188,3,True,True
TEXBAT.cleanStatic,16,13359,478194,4,True,True
TEXBAT.cleanStatic,16,13659,478200,5,True,True
TEXBAT.cleanStatic,16,13959,478206,1,True,True
TEXBAT.cleanStatic,16,14259,478212,2,True,True
TEXBAT.cleanStatic,16,14559,478218,3,True,True
TEXBAT.cleanStatic,16,14859,478224,4,True,True
TEXBAT.cleanStatic,16,15159,478230,5,True,True
TEXBAT.cleanStatic,16,15459,478236,1,True,True
TEXBAT.cleanStatic,16,15759,478242,2,True,True
TEXBAT.cleanStatic,16,16059,478248,3,True,True
TEXBAT.cleanStatic,16,16359,478254,4,True,True
TEXBAT.cleanStatic,16,16659,478260,5,True,True
TEXBAT.cleanStatic,16,16959,478266,1,True,True
TEXBAT.cleanStatic,16,17259,478272,2,True,True
TEXBAT.cleanStatic,16,17559,478278,3,True,True
TEXBAT.cleanStatic,16,17859,478284,4,True,True
TEXBAT.cleanStatic,16,18159,478290,5,True,True
TEXBAT.cleanStatic,16,18459,478296,1,True,True
TEXBAT.cleanStatic,16,18759,478302,2,True,True
TEXBAT.cleanStatic,16,19059,478308,3,True,True
TEXBAT.cleanStatic,16,19359,478314,4,True,True
TEXBAT.cleanStatic,16,19659,478320,5,True,True
TEXBAT.cleanStatic,16,19959,478326,1,True,True
TEXBAT.cleanStatic,16,20259,478332,2,True,True
TEXBAT.cleanStatic,16,20559,478338,3,True,True
TEXBAT.cleanStatic,16,20859,478344,4,True,True
TEXBAT.cleanStatic,16,21159,478350,5,True,True
TEXBAT.cleanStatic,16,21459,478356,1,True,True
TEXBAT.cleanStatic,19,159,477930,5,True,True
TEXBAT.cleanStatic,19,459,477936,1,True,True
TEXBAT.cleanStatic,19,759,477942,2,True,True
TEXBAT.cleanStatic,19,1059,477948,3,True,True
TEXBAT.cleanStatic,19,1359,477954,4,True,True
TEXBAT.cleanStatic,19,1659,477960,5,True,True
TEXBAT.cleanStatic,19,1959,477966,1,True,True
TEXBAT.cleanStatic,19,2259,477972,2,True,True
TEXBAT.cleanStatic,19,2559,477978,3,True,True
TEXBAT.cleanStatic,19,2859,477984,4,True,True
TEXBAT.cleanStatic,19,3159,477990,5,True,True
TEXBAT.cleanStatic,19,3459,477996,1,True,True
TEXBAT.cleanStatic,19,3759,478002,2,True,True
TEXBAT.cleanStatic,19,4059,478008,3,True,True
TEXBAT.cleanStatic,19,4359,478014,4,True,True
TEXBAT.cleanStatic,19,4659,478020,5,True,True
TEXBAT.cleanStatic,19,4959,478026,1,True,True
TEXBAT.cleanStatic,19,5259,478032,2,True,True
TEXBAT.cleanStatic,19,5559,478038,3,True,True
TEXBAT.cleanStatic,19,5859,478044,4,True,True
TEXBAT.cleanStatic,19,6159,478050,5,True,True
TEXBAT.cleanStatic,19,6459,478056,1,True,True
TEXBAT.cleanStatic,19,6759,478062,2,True,True
TEXBAT.cleanStatic,19,7059,478068,3,True,True
TEXBAT.cleanStatic,19,7359,478074,4,True,True
TEXBAT.cleanStatic,19,7659,478080,5,True,True
TEXBAT.cleanStatic,19,7959,478086,1,True,True
TEXBAT.cleanStatic,19,8259,478092,2,True,True
TEXBAT.cleanStatic,19,8559,478098,3,True,True
TEXBAT.cleanStatic,19,8859,478104,4,True,True
TEXBAT.cleanStatic,19,9159,478110,5,True,True
TEXBAT.cleanStatic,19,9459,478116,1,True,True
TEXBAT.cleanStatic,19,9759,478122,2,True,True
TEXBAT.cleanStatic,19,10059,478128,3,True,True
TEXBAT.cleanStatic,19,10359,478134,4,True,True
TEXBAT.cleanStatic,19,10659,478140,5,True,True
TEXBAT.cleanStatic,19,10959,478146,1,True,True
TEXBAT.cleanStatic,19,11259,478152,2,True,True
TEXBAT.cleanStatic,19,11559,478158,3,True,True
TEXBAT.cleanStatic,19,11859,478164,4,True,True
TEXBAT.cleanStatic,19,12159,478170,5,True,True
TEXBAT.cleanStatic,19,12459,478176,1,True,True
TEXBAT.cleanStatic,19,12759,478182,2,True,True
TEXBAT.cleanStatic,19,13059,478188,3,True,True
TEXBAT.cleanStatic,19,13359,478194,4,True,True
TEXBAT.cleanStatic,19,13659,478200,5,True,True
TEXBAT.cleanStatic,19,13959,478206,1,True,True
TEXBAT.cleanStatic,19,14259,478212,2,True,True
TEXBAT.cleanStatic,19,14559,478218,3,True,True
TEXBAT.cleanStatic,19,14859,478224,4,True,True
TEXBAT.cleanStatic,19,15159,478230,5,True,True
TEXBAT.cleanStatic,19,15459,478236,1,True,True
TEXBAT.cleanStatic,19,15759,478242,2,True,True
TEXBAT.cleanStatic,19,16059,478248,3,True,True
TEXBAT.cleanStatic,19,16359,478254,4,True,True
TEXBAT.cleanStatic,19,16659,478260,5,True,True
TEXBAT.cleanStatic,19,16959,478266,1,True,True
TEXBAT.cleanStatic,19,17259,478272,2,True,True
TEXBAT.cleanStatic,19,17559,478278,3,True,True
TEXBAT.cleanStatic,19,17859,478284,4,True,True
TEXBAT.cleanStatic,19,18159,478290,5,True,True
TEXBAT.cleanStatic,19,18459,478296,1,True,True
TEXBAT.cleanStatic,19,18759,478302,2,True,True
TEXBAT.cleanStatic,19,19059,478308,3,True,True
TEXBAT.cleanStatic,19,19359,478314,4,True,True
TEXBAT.cleanStatic,19,19659,478320,5,True,True
TEXBAT.cleanStatic,19,19959,478326,1,True,True
TEXBAT.cleanStatic,19,20259,478332,2,True,True
TEXBAT.cleanStatic,19,20559,478338,3,True,True
TEXBAT.cleanStatic,19,20859,478344,4,True,True
TEXBAT.cleanStatic,19,21159,478350,5,True,True
TEXBAT.cleanStatic,19,21459,478356,1,True,True
TEXBAT.cleanStatic,30,159,477930,5,True,True
TEXBAT.cleanStatic,30,459,477936,1,True,True
TEXBAT.cleanStatic,30,759,477942,2,True,True
TEXBAT.cleanStatic,30,1059,477948,3,True,True
TEXBAT.cleanStatic,30,1359,477954,4,True,True
TEXBAT.cleanStatic,30,1659,477960,5,True,True
TEXBAT.cleanStatic,30,1959,477966,1,True,True
TEXBAT.cleanStatic,30,2259,477972,2,True,True
TEXBAT.cleanStatic,30,2559,477978,3,True,True
TEXBAT.cleanStatic,30,2859,477984,4,True,True
TEXBAT.cleanStatic,30,3159,477990,5,True,True
TEXBAT.cleanStatic,30,3459,477996,1,True,True
TEXBAT.cleanStatic,30,3759,478002,2,True,True
TEXBAT.cleanStatic,30,4059,478008,3,True,True
TEXBAT.cleanStatic,30,4359,478014,4,True,True
TEXBAT.cleanStatic,30,4659,478020,5,True,True
TEXBAT.cleanStatic,30,4959,478026,1,True,True
TEXBAT.cleanStatic,30,5259,478032,2,True,True
TEXBAT.cleanStatic,30,5559,478038,3,True,True
TEXBAT.cleanStatic,30,5859,478044,4,True,True
TEXBAT.cleanStatic,30,6159,478050,5,True,True
TEXBAT.cleanStatic,30,6459,478056,1,True,True
TEXBAT.cleanStatic,30,6759,478062,2,True,True
TEXBAT.cleanStatic,30,7059,478068,3,True,True
TEXBAT.cleanStatic,30,7359,478074,4,True,True
TEXBAT.cleanStatic,30,7659,478080,5,True,True
TEXBAT.cleanStatic,30,7959,478086,1,True,True
TEXBAT.cleanStatic,30,8259,478092,2,True,True
TEXBAT.cleanStatic,30,8559,478098,3,True,True
TEXBAT.cleanStatic,30,8859,478104,4,True,True
TEXBAT.cleanStatic,30,9159,478110,5,True,True
TEXBAT.cleanStatic,30,9459,478116,1,True,True
TEXBAT.cleanStatic,30,9759,478122,2,True,True
TEXBAT.cleanStatic,30,10059,478128,3,True,True
TEXBAT.cleanStatic,30,10359,478134,4,True,True
TEXBAT.cleanStatic,30,10659,478140,5,True,True
TEXBAT.cleanStatic,30,10959,478146,1,True,True
TEXBAT.cleanStatic,30,11259,478152,2,True,True
TEXBAT.cleanStatic,30,11559,478158,3,True,True
TEXBAT.cleanStatic,30,11859,478164,4,True,True
TEXBAT.cleanStatic,30,12159,478170,5,True,True
TEXBAT.cleanStatic,30,12459,478176,1,True,True
TEXBAT.cleanStatic,30,12759,478182,2,True,True
TEXBAT.cleanStatic,30,13059,478188,3,True,True
TEXBAT.cleanStatic,30,13359,478194,4,True,True
TEXBAT.cleanStatic,30,13659,478200,5,True,True
TEXBAT.cleanStatic,30,13959,478206,1,True,True
TEXBAT.cleanStatic,30,14259,478212,2,True,True
TEXBAT.cleanStatic,30,14559,478218,3,True,True
TEXBAT.cleanStatic,30,14859,478224,4,True,True
TEXBAT.cleanStatic,30,15159,478230,5,True,True
TEXBAT.cleanStatic,30,15459,478236,1,True,True
TEXBAT.cleanStatic,30,15759,478242,2,True,True
TEXBAT.cleanStatic,30,16059,478248,3,True,True
TEXBAT.cleanStatic,30,16359,478254,4,True,True
TEXBAT.cleanStatic,30,16659,478260,5,True,True
TEXBAT.cleanStatic,30,16959,478266,1,True,True
TEXBAT.cleanStatic,30,17259,478272,2,True,True
TEXBAT.cleanStatic,30,17559,478278,3,True,True
TEXBAT.cleanStatic,30,17859,478284,4,True,True
TEXBAT.cleanStatic,30,18159,478290,5,True,True
TEXBAT.cleanStatic,30,18459,478296,1,True,True
TEXBAT.cleanStatic,30,18759,478302,2,True,True
TEXBAT.cleanStatic,30,19059,478308,3,True,True
TEXBAT.cleanStatic,30,19359,478314,4,True,True
TEXBAT.cleanStatic,30,19659,478320,5,True,True
TEXBAT.cleanStatic,30,19959,478326,1,True,True
TEXBAT.cleanStatic,30,20259,478332,2,True,True
TEXBAT.cleanStatic,30,20559,478338,3,True,True
TEXBAT.cleanStatic,30,20859,478344,4,True,True
TEXBAT.cleanStatic,30,21159,478350,5,True,True
TEXBAT.cleanStatic,30,21459,478356,1,True,True
