run_id,domain,split,b0_rows,m1_rows,b0_sha256,m1_sha256,run_manifest_sha256,iq_sha256,iq_source_sha256,generator_sha256,receiver_manifest_sha256,receiver_config_sha256,tracked_rows,leaf_sha256
syn-tex-r4-004,SYN-TEX,train,1377,240,fe938bf2d134b910d1efecfcd56c5c0297b78466a51a8bf3cde1f8f5c82d282d,ef805a485bc1017e81d49c569795d875fab058b1f60cbca23e9d5b304ef944c7,173feab0607e6a9dae3f741ee388515ca7f1e302ad339b2d6fb61580219e3663,2f0e9edc8a250c922b80b0ec959f7f0b56d937c6e548565227561e7045536b49,88019c9006bc22f033824206569b03e1ebdbbf22943f9b96addff39fe24fdda6,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,8e58de3be44fe1a2d03790f7f0fe733ced9933b2251177435c3e2e320ab55fcf,2734caf94818d1823d155c4f9f16e51d23d4de6c8920147dd800c2921a1d749e,338009,2cb67757c7179c2118130b00e1b3380e8b8a172b19327f846515092f4ce07a2a
syn-tex-r4-005,SYN-TEX,train,1138,240,a69df03c6b0dae47b79c28e6e6c18d0f95ad966a8ca91e1261db344515f53dda,19e8169234d9abe1db66b621425c6d81a4041dd8b87710609045e97a8372901f,e615f7bfb09be3d69784cd253ccf672bcbdf7a9005c49926d0a35f5543c6731c,783b3e8935021e4750a09d411bc514a36d5fdb5990b50665d101c770d91a83c0,fb673323001755fd452f7b0537aea6abe3d5c97a56fb93f84e87b228fbc4b479,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,6f155b9cb88118cfc8b477bbc65c15aea0856dbab11fa75a3977f0af0e60b6d1,46b1e864e905e2043f5034e6b8bcb206703dba9ff3448107cb3e511c6c22a463,178840,d091a4fd68621dc97dd75932d0c61970089094946f38a775437d14ce394a31ba
syn-tex-r4-006,SYN-TEX,train,1249,240,d0065fe8032d10d29fb086369f43521c169064a84a6cb1eece737d01ec14d086,1431c79e15cb0222b2ecc76010bb66028cccb241290b32274df6fbbb1343ce0c,5786a3eb4c887c6a47f18a9418a884f4e612734282e3d7914443f1281a63e920,1a59ae4bcc74e7fe5c62c7bcc18f65ac5ff027441efd1b6b22262503e25fda52,32ddf985de4d2487177e17ac16314daef8f813bf3b73dd0a6e66b436cbcbe538,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,10d54aba02aa8a355e0951ab9823de8c71a0c4f2d58744daf2d8852696cd07d4,373305d1858cae738c77e63630cc288daf9ceb424adb92e6d884b9c2299df51c,235024,afdd2e8fb050ddd3efd38f6c7db235932536a3d6887b00ce256871ee966f627f
syn-tex-r4-007,SYN-TEX,train,974,240,1c5001a7afaf306ec6b053a1ee9e27deffdbe4bfbf433b3f2593149da875da08,1148b9ba635b94b06551f64dad1fe75d0a5f7302221a56134bf111e3f9054a6c,e290bdf79e417cf3310cb8dc6fb0bdfa3e7da5248029a3521676af3d91e16c63,4db0da39405cdde247cfaa65ad1cc7e9043245c5f3ae66ef5aa736457b1efe10,52465c55e852e39db812abe485f0aedb6b8bffe8d0b92c360303743df52b92bb,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,384293a1bb90764ae797248eb0d084b7a3901fe82b3415969d0a6e3af86014e5,a128403d1366a8f9118c3db5d3407c0afe165ef2cba5f2747ddccac8e98f2dd1,253127,4f7a424e87a8fde70496667d0501805ac6e6360c3db335527fd4924a5b884a3e
syn-tex-r4-008,SYN-TEX,train,972,240,e8af4d9444bc25048e3eb847c19a465cfb953de7289227459e88ce61b91a4eec,4687f0a66cfd63c29f20bf2cf5a55cfbacc4cfd8e7600959338619b1dd91af42,141dd9d4e8f4e83dd97acc947ddd1d37ca0c38f951121dd48effaf752608e188,3bc1bcbc96fb60004a4a0ef466ecd73150e056878786406417983fdbcd1e1359,7b80433caaef7216381a750b444a92ae7c7f4f819869fc1f5c4edcb53c399111,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,b4c324bdae57d8be5710a3ae3fc453e3fc1a381d086aab06f676ec8afeff8e60,82a9c557f8175314c504770b8bb5c8f3bbd9f67b72bf2d42bcf5b3de0cb442de,205572,6abe52c28db7ff7b29a642b8f7781b958e721acfac8c3536e37f3f60275c8d83
syn-tex-r4-009,SYN-TEX,train,1075,240,4e465164b54b0425d24d2cc9fc94f1244600a28a27584013f7f8a15b2e57f373,d19d85e3fd253053ef32674235350bd332a3574ac11541f3d69a92af87ca77cf,701b44aec5dd6c0179a45d4f1b5dc9b3ccea92b73d4e85a98d7faa5c26d4bfa1,4452f2c6cc15e9a0630ff0e6ec141e36b1aff28541dfc7b1fe8588311d522b08,f2298f14d326cfae336b4437cbf0cf4072ddee4e290455f4d4ce0bf69cb1cab6,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,391e6c5ddf0bcf2856ec809a263998a80bedbdd0313671fded712367241bfeab,3f35fea9db6b53ce7e3f28da24d628ccf4b4c9104e4d117ece6ebae954bd8407,243527,b08a01698c27a6d21660138cf1d7d42e32b367b7fc3a3b82b896f2981649166f
syn-tex-r4-010,SYN-TEX,train,1621,240,a686ca529fe73883e031bc4ffb5961768b9402941a1cd3baa3f8f88086aee8bb,dcafa9f46266e40169157baea181eb5875d9554523080fa235dcdc2bb8f87b41,234c5fd209644c3483a8686e2aa375ed80b69210ba7efd3272980d868160fbe9,21d2fdaeb24a74944473171050370af2ccba610aa55db7743674ab985b25210c,7b6d31fe08d2a34a6d1522168bf947f125c65b0ac522b45ee43b3d08e785a1d4,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,be825ec7384b7da5ea38d1430b81f5bb5e3bdf514b369002623f3e7ed1a35dcd,1aaca45760a0ac89b28c6eac921cd6400b9feb017e35da15f109d94b6b080192,156075,e4ab4519f7003ba40df15064dbdc0252f3e6556a5869deffd9b40309c178408e
syn-tex-r4-011,SYN-TEX,train,1021,240,8df75dba92d0e44d86cc524ff22f7f86bed839a499e8e57fb22fee9e97c5d953,f7e68239fdd68003b55684d538721ada77b3ea77b0ab16817b386425d3c6d930,c549b44ab86d1491169b7cca7bcf2c9c2ab4e170d0f8a104db94224f018dc9f5,81031ba88c017aa706a7b17fd24e98924496c01f260ccea06470517ce2434561,d728a3f8664d44c683e9000df554613d69fb1eec9dfda97fb8270af8054e9e7e,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,6a49af0782c2ddd67cf491f0e0cd78f657f7891a786ff2933f29f9ee68871244,9ac7c2f1360bcfa35edc0859d1ce41a0df01d18cab68473e6619535cf860a1b7,239504,57c4a3ed609acfe96807ef2e1bf557be29bb8e6cda4ab67db5b4e621a79efa13
syn-tex-r4-012,SYN-TEX,train,2117,240,a8f18febae3845c309c7f15dde002c3ebaf6c9ac555a4def9307fdd01e0d3105,196febe9df98249840fa376b54210a347d15198f261fe78313523847919d35f2,656f1559dc8c272af376bd63ad754967a5c2dde93559f4d15f271867059008e9,7649bc84962f8b2f3a4619d5f944277e68907f848bf5bd1c783b8cf7a35f670e,931ce55a618462124625e4657857253a441402e547a44df384803fd6077eb432,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,6f8189d64dcd0408ce90bd94c9dbd7544f9f92e50d5d02571f6b3aed7ecfcd1c,9e41dc613426a05348975c5a46b5c6b12cf4ecf5091bfc38fb7e10abec296ef4,339466,c1ed7c2645ced2b9a18edbfb8247c3180dd53c6d5fb88971916c0e636c5bb84a
syn-tex-r4-013,SYN-TEX,train,827,240,905a160df85fda04142d0d914368882d55dfc793d929586299dd36af21aed742,b01ea354269ce7fdccb2ea83b7675ca6962b141923185ed8ec8915ae1892813a,b025ac4926c5507eb6d84657196dfa192740abffff89c0d65351e41c4d65382e,5e0c42cdae6fa398673d37e3ed6fb73b357da1ce1709ed7de92ce83d43d4188d,3eacd2da7edc11ad67297e2ee8ccaaf04f761e103e733afebe600a65dcfce26a,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,10120e6b4a860350d2f32a3da45009bcd7784aa122840cc8681b724fc0ae9721,5bfa21f3b1bd8666df25deafd15aa140c3104c2ec3b416f7a7dbd3803945a2d7,315798,515ee599496143351f69754cce09b84225a978ed0018a04b883bfe1a9c39890f
syn-tex-r4-014,SYN-TEX,train,1390,240,d7fb4fc3dc9f73d8185ea32cb91ce547235d753c2392c8c94459a52641c6c13b,156ff2f440b9883c5fe3579661f97356f2303fe7924ff2357f25344a474e38b2,398d0fcc2a5766c1b7128210482cfa71fc6359d912a1ecef71120437da29d087,80f4aa1c4c8073ba127de2b9fb6c97872bdca7654e33bcb0253d1f181a4c2c36,f27817a968271ef597bf93d6a122145687444f14a97626ee2a5d860309624953,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,8388fa14b83caa564306679f3646218b064f183feb8a90b34dffea41d119f0ea,ee86645521876fa43f9cc5f43445b40006a0b19e2aac1751bf0313b24545024e,224850,9085c2217046911444caeb3b4ef3fbbc8e885b03c1f0303745be0b7092deb11b
syn-tex-r4-015,SYN-TEX,train,1571,240,bb827bef8890423daac7db440a50d4de75c357cbc7449ed4dec193d6a17a4a32,af49edb66af8c42ca90112bb3576111e876a760b12be6ad70b38a1d4a94eef23,65d62444e06493742236246f0daed1ea12f52f0220cc7c7f44cd4eae930cd053,913b87827b30ea3ae2370adf99dcec4959db852583e0140c569138df2c6ca504,420899d6757dc578bf90d1c49f6cea1b1f9caba96388377fedea225f17e61d51,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,21bdd6d2e1dc82736b99db4e0e74e8194dd85b7e6c2e859ab021246c7eccf9ea,d83c6d7f5d14c9773d97c5864249e5ecb760bd8e4fade63c98c15116fb75e6fd,362581,9087e929637840b9aae044d11c76d58f25729cf9c914b5207f0b27591aee3d5c
syn-tex-r4-016,SYN-TEX,train,859,240,f26d74a88ed279034999a0ddb8b1f0b9f5972770f5b19bcc81583a47ea5de854,02a7fa4aa085b99678ad3c418fbcd6b112620c1adc68ade448318a084cdd274d,d4408298a10354913452bc4393d5edca9e42dd253a7664641eeabff3670a5e12,c81c2239e7d71af84bbb69c5d52d0693b125e2458e8f0974474bf73d9cb92e33,65f5fb3b2cd7aadb0db9fe97ff3f44009af6709c697494c09b2770f61162aec1,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,8ff008348b59283c77456310783606a1ffc378a4f8fa37e08c0f76642a42bf28,34e2b7d667cf6629ae1b67215cf818831e860929177063ffe4c92c6246454d19,269353,21b3143a6a6fc84c462158654bff2f54529bae266609e776eb23d74fb5b09ab7
syn-tex-r4-017,SYN-TEX,train,1716,240,cda85e089970e6a882698a3313ca8c6178b86e6d9d28e3549b9de7f44e3aa794,143a8837fb98cc11e5f07676babaa31bcb220bcae99a13f75e1e3e4e30f2da25,596795cb07c8c96f5475a5d035ac08be473b5d7a424d655767d4c4dc1a77dbcf,4121901f1bf14390656aea3bb777c595613f8f9be9749e250238c8cbade8f6d1,b0127bc55139287177b029e13ae140ae89899568badc0280c1bac1f7b2b4fdfb,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,ba7229f58c0de2ea045e1e7ff2ed2863622ee8e1977e88e44745ada52b72222f,4936a63b8b8b4c9e5a825bad0305cacf982173989b925fe954eedef6e190fea8,276374,c96991044289a4416abb4aec8eea73b5bd543c9931d68e8633035ad56ab0b406
syn-tex-r4-018,SYN-TEX,train,1451,240,9012f3f6a212afda9244ee4deeaf45a30c75652480ef35e04fb7e30426fbb2c5,ea6a21b3cd5da91c446f54f9728bc3dc0d95893c0a675bd82e324676ba0505ed,d09edd70eca498855ac87e184ee940acf9cdd7fc40585a1dcc6050c30d727122,6e8b363ef4ed67904367d9e1b655145404b19d4491fe65cb6625cdf9c7278986,feb19d1cb567e14430f2c9cbef67baae3e077cc15a096b1428563cc7bb3407b5,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,b0796b1bbc463fc66313b37648b62aebc5ff80885428e6d1625a2f4e5ffb1b87,e2807432d57c277ba01238760bf1b9c66e794fa1f2ce6739928159b5f54d2a4d,235986,ed9f192739641b0871f840cb9e38563c1f47990000f756dd010f074863b75fed
syn-tex-r4-019,SYN-TEX,train,1673,240,400e7b1f564f68b2d961289ca7500a62d9de73a622978efa6aaf3a8ad9334f92,94988b5eb301b73960e008667a4fb0c23b11df3084d5fa3f9c8ca069090da84d,204ead68d0b7f5a2e0e1c37fea134341893249590b256b82756658ab65a8d3d3,efd4d8fab44dfcddff1d90dd1fd6c4bd1907a8cf4a8407c356198a7b3e5c646d,43ede9cc57f6870c63b754048b71420a3b2fbb8e4e12469f8ad2cddcbc522f8a,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,20a33c90bb14882c060098d52b2c0566d872cda2f1c284076f045460a1fb917b,3e3f4fa0c5530fd2294ddf491a09acf53aad97bf47ad3215216f7ed1e8ff20a7,253575,9b50d607f52dff7dd573761c0c97eb6a808b88a5bdae30fb8dde2a9dda95066e
syn-tex-r4-020,SYN-TEX,train,952,240,bcf8143a80185f61c67e62ed11c60cced9a7a5de96a5d72693a7ea57569ffeb8,48fa7aa051da0628f9027f3521e7a71252b71c97393aacf80817deff47142a47,d6c639cd848d2cd123c8ddc0f8e4acf2ac73bb27cb8aaebc5f9ba17aec393635,fd44a8bf2e4b54cba7ed073e6917a6e72c299240e8db7896190ce976d4078962,33b40f1d9a94b7a038588fdf86794146238059e3c22d1deb3d736630da31b718,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,8b6ceabf6a6ef9e2ba36e9972faac39fc6f6c14ceda3fefa893b2cedcae7a9ec,7eced789ccdded726cb08c12fa7fb93ea805d1d955a7ebcdb7a15b632652b92d,285669,d0940e6c68abdf25043b7314ec142d3b7ca126322dd77e126312d83f1df5e98c
syn-tex-r4-021,SYN-TEX,train,1511,240,2774627c0197316722910edf9ff06a8f2691bb348455b6b72fddb8fecb9b6da9,f9416e887b2f6a3f5a5e84b7d2d879cf7b00246401e67b90f03ce0a166d6002d,46f23e1d8b8c8a4935721f050696c0242121d8b040fa8cc1e31a82817555bca4,5207630fd5e6c53e2cf10e47cb19887afbb08dcdeaf2a9582ddc03b13b350a00,72af380c681658ec876082012fab567cff193443bf681434cde043031a0c3c6a,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,84cf213991ff2135f6d24aa45d23678393c50bc38b929ebf13d6314aa5499070,6695faf484a5e23ba2356384439e68fc1fd1434248259e65396b167ba37529dc,227623,8452f703bb01ae2a5005a518e856925fa38ee0d7a56d27610fdff9d85bbf06fa
syn-tex-r4-022,SYN-TEX,train,1154,240,dbeb21eaccdb6aab5cbfcb2cd08f7eb188531ee2bed45f608eb835bbc728cfa7,f08721d47bcb5e2b7cb2b3bdb3dcccf7d42b6021e56c1c3e6d77b51484138275,15479325ff2316191abb2ee8ee26c8318bc8da46c7b7ed1e016501f471d76254,dc447ac7b0196c6c2691b29be8e15e595b2472366785138d5d5e179e4d11e54b,a790fc0b7a12b4139f59d7fe2b135f94fdab9fa1bb1b0f13b8a8abad8c619e01,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,bef35533eac148b58a00f8904210fdc53d9bcaab267eef29d94eb28a3858ee25,4ac9b417b563a5c2fdbb7004a343f33a5edabc15177ebfa57d5d7038178f38bb,186135,8711bf325138cb53781acdb55c041f624d10af3ead418828f109b54eba08626a
syn-tex-r4-023,SYN-TEX,train,1176,240,722c106af4a2945dd44d089639b677868ee8bb5419722df687a07d8ff1cfa1db,ff7262775e2438a00e05c60c13df756b68dc2e84ffaf0738011ab266ab31cd99,b698db2bc7a1884e4557d6edf9a45555f2c1a33a0540d87056bcf69f79555790,8d99ea578aaec7cc9c43629a8b4a69f5a198e27eb54b9610151ab90d6a06c145,e8164308c0603af7019dddc89243b1b23a333761d9b9ff16e8cec650242c3cb0,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,871802bf21b90bdd5b0bc7ffc053cfee6d91ef26f8eeda6121d990a34a194667,8fa3923604c5ef3fb23d6d4647536307fe2ac93d16f7399b18d4a2f1f2cd7019,246164,45a2357f49db556e0c53951d31d0c27c6be835bc550c0c93e2724e99ab83bb2f
syn-tex-r4-024,SYN-TEX,train,1286,240,0dc6832a9aa4359f231c00c1de2357c21bd3caf84c889be010bf0f817f803316,b4e213b41f1811251bf9ddbc09c25a0609b5d2dcb957ccdf060c3dc8d90d8d34,e19ebcb7b297eb2f04ec95afc6e1370abaace79cc917f755057ab4b9bad413ab,51f1025c060cd979f2da85b2781dc088584c9ff0e9b616c3cc0a10223bc31948,93e16aa0512d937f6e7ad57bac93ddc4fe4a3f00e90945a49866dd067902e0e2,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,e5d88930357ce3695893fb36a3564bfbfb58dc773951556fc83156085ad9b7c0,2aa63d3957aa7ecc6f060f013e76b6e77fff5f68aae6a565e2f167c0603ed4b8,245610,8dffc58820e13c48301d47e3c3730caeb8010d9c864f15ea73d41d9064969fdb
syn-tex-r4-025,SYN-TEX,validation,1296,240,44e95673524e8bebee7cfb810372c9b7068300715c755393eb980392ec08c7f4,91b2077afa290bdbf1a9d27e20ab0ecc11cbc60095befe51abc87d1e6cd1dcf3,b48a518893b78186f38ca6d4a3ea371ce9100c5f541c683ae24cfcb74db898b0,8a7765e83915addde2d427795302b491563f81f5439fedb1b9eabef28bddc919,4d17613617acdee95e6bb248aab1efb4920b5694f1eb152cbbf347b478083ff6,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,a32d1bfe30717042568aa1daa5570b195b0c599fa6953e1d72b59bc4661836e9,851c79360728140a22e461ad4524585f03fc59f916744a20dd5c14b9f8996640,253655,3036e2407060a702f0556d460b5e214ecd25653e771dd759efb7fc6bb23e3326
syn-tex-r4-026,SYN-TEX,validation,1147,240,e99a0616a0af164afe54487adaf78c7591e45e7b5867457931e4b7491e3b91f6,4fc5a0301ce9c577f8c5df3b4f5da362f3765bc1ae81ed81bffd154f89b641c8,ad7003ad08292f68cfa7618a950bc691d2a3db057414241f6a5d8e8361e99520,f94da6547a89805b0dcdc85d79c8955eea0056392a9057163d8b13a75e85c822,852688cca6f4704b0c74de52e1711ecdb07461f88e5d18b4ae3200312eff28ed,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,c968a72d66f4b3d4ecb7d9bb12c618857bdd851841c36cb247ae4e75887c37ce,bb1c294a53d3c8021806f24e0e46d61aae66f1b1261c05a96c6f26d4b64224aa,289460,15a0a7ce12c12b7dd03b44c9d6b637db6bf59b88f7b428eee7f73fe46b2ff9c4
syn-tex-r4-027,SYN-TEX,validation,1138,240,233c503020373e93f4b962d3d8c12ba4df4dfe5a0b718fc267fbf7fcdf9bcd3f,2850b6214e35c0229ca8a6eabf3bca65e0f474e9fa8b8726611fcd32c51f65fb,3d650677b0d3ec74b08da5c34e0f1b78c800588f0b67f5a6c3df3f6010626754,36f6d015b2ca76a721e5588fedaefe69f08e42111cfd2c5df19c8754667e45a8,acc27276dc584a96fbc2bdb69e911f35d82bb3089954734aa9b8e23fdce2fd77,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,34b6ef93dc96fdbd9ed10bb34e587f3b9339f50c904e828edbc0a787c7883a6b,4884633bc626a7c943fc21ea840159755e1fa67b01628576c54ee0717ee12c72,277724,f983950f3d0afc5a23c703205e6e1806e5b8f5ba5957a9ae2623bf515b7e9dd5
syn-tex-r4-028,SYN-TEX,synthetic_test,1066,240,b9543a9812a55a538264f9d2ee034cf556beb6315c9c8502f2f8ba63563a8dc9,86d418fe4e9ff8d930ff76f5b98512217b0538ce4436df092689ed10d9bd362d,b5c9ff044dcfc2fdef85535fc3b616327c948d2235fea6729ed60a8b31525fd7,203cfbdc25b1bb1e64f57a4a5fd1ae681ba2436470726bcc94a85c22273efb1a,b6b6875631bbfd6b7f583defc5f9a2811a873c8e2fb108b46afc77f9a79b4a45,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,7a3d43134e291a6ed0f7d976b5f829ffb1f6cd18008f598312e9470ef47f7d10,92fb71df6fbb386657284aafcb1d64dfd7a48eab796c0243ec6d0b683d795436,254292,9f1ddf286634482463fe6c0223a28c190f3ccb68f524075dcac98c48c27bef36
syn-tex-r4-029,SYN-TEX,synthetic_test,971,240,d495c0254d4dff6fc6ff9abd98316d80b97d2561a161f64cbfb937e417fee173,fb1dace2bf120dcd8e5eac98f7bc4e101f5bbb6b83f1988c90abbc4ba1d340a6,c5c4e3f18e46743a72a1af021ae0a4d6179a92dd54123652d04cfe08967d92ec,f2287ce7038c0356a4bc58bf5ec98d1bfd83191db96138c88c62075d91e559e5,f83a8b357c4dee355ec6a6df96196832e2531d32850e0a9a0cf7f150ff3c88c3,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,fbd33c8d1ff0392a0686ef882a0d46026facb5945c154925d97c0891ef9e6d7a,f22ac8a15b73c01b882b00aeb7d8417e1c5bd1cb47a76988109113ec98f56f92,195269,1ee4aa4c4463e9d212389e59f51aab4adb9b62db9ea047dad26cbf5442adc43a
syn-tex-r4-030,SYN-TEX,synthetic_test,1553,240,5bcc7be8e81970a8d04baf19111b621cf29be439bf0be5556a3c655083a96e05,d40b47927a0dccf643107d73983a0af2e50a3286506678386ad60ea0a835db6a,c1a873a9d9a0f4d56ef758675b2aedaf4a5bf44a7e40db647c22dac5d237dff8,ceaf2e9a43d447f0a70c2e45f8f41494f5213384fea0279bfa9bfe04a1e1d4ed,77dd80a13dd24a658008538d443fa9adc6a61fef43c178ff40b3d92a5cb4d0c8,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,a16ada32b25f29365a32a439ec8063115dfdc5abe90351adfb9baed547a430ea,6e511929e7404daf788cfa4df3f685f7f815d12f5cc2bfb7b2b8ab53a8e4dfa7,214152,0a13ae3da58c25e78b711803afb752d587a51756366b6d9c667f231920a05599
