run_id,domain,split,label,location_id,latitude_deg,longitude_deg,altitude_m,utc,duration_s,impairment_seed,rinex_nav,sample_rate_hz,sample_format,impairments_json
syn-tex-r4-008,SYN-TEX,train,normal,KHM-PhnomPenh,11.5564,104.9282,12.0,2026-07-18T04:40:01Z,120,5292904929934726514,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.019831626806649738,""attack"":false,""awgn_cn0_dbhz"":43.12620415058585,""cfo_drift_hz_s"":0.012413257678462852,""cfo_hz"":-12.101145518872006,""clipping_fullscale"":30000,""dc_i"":-4.2098748272774955,""dc_q"":-10.620113543721686,""frontend_bw_hz"":9559880.471577158,""iq_gain_imbalance_db"":-0.11772138368542273,""iq_phase_imbalance_deg"":-0.4911165444973029,""phase_noise_std_rad"":0.0001462735135885636,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-009,SYN-TEX,train,normal,LAO-Vientiane,17.9757,102.6331,174.0,2026-07-18T05:20:01Z,120,3057036770455525023,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.06568003849795367,""attack"":false,""awgn_cn0_dbhz"":43.70432522610465,""cfo_drift_hz_s"":-0.0216272971862813,""cfo_hz"":21.19279078310681,""clipping_fullscale"":30000,""dc_i"":1.4692348439089038,""dc_q"":-0.5792004727862761,""frontend_bw_hz"":9155667.141885284,""iq_gain_imbalance_db"":0.04524148728635835,""iq_phase_imbalance_deg"":0.5564461655754336,""phase_noise_std_rad"":3.3038775425683744e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-010,SYN-TEX,train,normal,MMR-Naypyidaw,19.7633,96.0785,115.0,2026-07-18T06:00:01Z,120,2338173844142521583,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.3286334138354463,""attack"":false,""awgn_cn0_dbhz"":48.314933880317255,""cfo_drift_hz_s"":-0.05784652988619053,""cfo_hz"":-19.713650393950413,""clipping_fullscale"":30000,""dc_i"":-2.2430483018344116,""dc_q"":-11.838271546465055,""frontend_bw_hz"":8098490.409069024,""iq_gain_imbalance_db"":-0.22675065353917123,""iq_phase_imbalance_deg"":-0.3844906129539458,""phase_noise_std_rad"":5.163792436279835e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-011,SYN-TEX,train,normal,MYS-KualaLumpur,3.139,101.6869,66.0,2026-07-18T06:40:01Z,120,10455404056323786339,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.5976999419751219,""attack"":false,""awgn_cn0_dbhz"":45.26183912865645,""cfo_drift_hz_s"":0.040172122925727666,""cfo_hz"":-23.394940877865174,""clipping_fullscale"":30000,""dc_i"":10.672184367422737,""dc_q"":6.1788962395340405,""frontend_bw_hz"":10626743.873355137,""iq_gain_imbalance_db"":-0.06276982268741987,""iq_phase_imbalance_deg"":0.29472951435100714,""phase_noise_std_rad"":0.00012915647976403244,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-012,SYN-TEX,train,normal,SGP-Singapore,1.3521,103.8198,15.0,2026-07-18T07:20:01Z,120,17461227972992399594,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.3533810080448263,""attack"":false,""awgn_cn0_dbhz"":47.568996645391096,""cfo_drift_hz_s"":-0.057618122804534676,""cfo_hz"":3.8411279275578636,""clipping_fullscale"":30000,""dc_i"":-0.9514384084607297,""dc_q"":-7.334651984365792,""frontend_bw_hz"":10470769.64891485,""iq_gain_imbalance_db"":0.0028173639764657588,""iq_phase_imbalance_deg"":0.20223061919298146,""phase_noise_std_rad"":7.03752130718996e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-013,SYN-TEX,train,normal,IDN-Jakarta,-6.2088,106.8456,8.0,2026-07-18T08:00:01Z,120,2062236696047741443,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.5448400402496327,""attack"":false,""awgn_cn0_dbhz"":43.24660013273846,""cfo_drift_hz_s"":-0.06316550321310276,""cfo_hz"":23.540518046010867,""clipping_fullscale"":30000,""dc_i"":-1.9714278676222126,""dc_q"":-2.593171295522442,""frontend_bw_hz"":8601872.560328066,""iq_gain_imbalance_db"":0.23375445831810154,""iq_phase_imbalance_deg"":0.33743824169549463,""phase_noise_std_rad"":0.0001077731681840367,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-014,SYN-TEX,train,normal,PHL-Manila,14.5995,120.9842,16.0,2026-07-18T08:40:01Z,120,6145476214851636840,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.3303961225207925,""attack"":false,""awgn_cn0_dbhz"":47.05936209918296,""cfo_drift_hz_s"":0.049140945265555167,""cfo_hz"":-8.428542943038892,""clipping_fullscale"":30000,""dc_i"":-9.29489277392209,""dc_q"":-1.1149210579421531,""frontend_bw_hz"":9736904.428587181,""iq_gain_imbalance_db"":0.21409009730311146,""iq_phase_imbalance_deg"":-0.8948837628261623,""phase_noise_std_rad"":0.00013946966686009506,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-015,SYN-TEX,train,normal,IND-NewDelhi,28.6139,77.209,216.0,2026-07-18T09:20:01Z,120,7691969549432156366,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.24449956098434367,""attack"":false,""awgn_cn0_dbhz"":47.68624629075317,""cfo_drift_hz_s"":0.014085523435294872,""cfo_hz"":23.389197433243126,""clipping_fullscale"":30000,""dc_i"":-11.245466397016719,""dc_q"":-4.463254333050204,""frontend_bw_hz"":8595558.436385274,""iq_gain_imbalance_db"":0.10910891276385687,""iq_phase_imbalance_deg"":-0.5147820663989081,""phase_noise_std_rad"":8.16140978009717e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-016,SYN-TEX,train,normal,PAK-Islamabad,33.6844,73.0479,540.0,2026-07-18T09:50:00Z,120,11357528311826612229,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.013181489095334564,""attack"":false,""awgn_cn0_dbhz"":44.28439898130085,""cfo_drift_hz_s"":0.04419475563117638,""cfo_hz"":-11.522822233353327,""clipping_fullscale"":30000,""dc_i"":8.902515502110525,""dc_q"":7.329564819826235,""frontend_bw_hz"":10912871.787315127,""iq_gain_imbalance_db"":-0.04580022085974145,""iq_phase_imbalance_deg"":-0.40290043316273416,""phase_noise_std_rad"":6.786851488774847e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-017,SYN-TEX,train,normal,BGD-Dhaka,23.8103,90.4125,4.0,2026-07-18T00:10:00Z,120,3557431101947382452,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.18985013986527244,""attack"":false,""awgn_cn0_dbhz"":49.79144220170126,""cfo_drift_hz_s"":0.011255298860020954,""cfo_hz"":19.53175871377414,""clipping_fullscale"":30000,""dc_i"":-0.7644545023260747,""dc_q"":9.15510459644997,""frontend_bw_hz"":9081620.69206995,""iq_gain_imbalance_db"":-0.18887145503980907,""iq_phase_imbalance_deg"":-1.1517141376005737,""phase_noise_std_rad"":9.362630288214786e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-018,SYN-TEX,train,normal,NPL-Kathmandu,27.7172,85.324,1400.0,2026-07-18T00:20:00Z,120,6393006848299934781,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.02552569057685683,""attack"":false,""awgn_cn0_dbhz"":47.14569550819811,""cfo_drift_hz_s"":-0.0008518987281556922,""cfo_hz"":-11.912873109996607,""clipping_fullscale"":30000,""dc_i"":-11.205410447040698,""dc_q"":8.715983455329003,""frontend_bw_hz"":9186054.694512142,""iq_gain_imbalance_db"":-0.005793398370229186,""iq_phase_imbalance_deg"":0.11280375787113228,""phase_noise_std_rad"":3.0546161723996894e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-019,SYN-TEX,train,normal,LKA-Colombo,6.9271,79.8612,5.0,2026-07-18T00:30:00Z,120,6691378342762483575,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.7357480933722393,""attack"":false,""awgn_cn0_dbhz"":48.22903758453884,""cfo_drift_hz_s"":-0.000998430250494342,""cfo_hz"":31.590951926919075,""clipping_fullscale"":30000,""dc_i"":-9.928798359039037,""dc_q"":-5.071772966204659,""frontend_bw_hz"":10907843.058474436,""iq_gain_imbalance_db"":-0.13716025721164216,""iq_phase_imbalance_deg"":0.7776141591832366,""phase_noise_std_rad"":2.7746210720538974e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-020,SYN-TEX,train,normal,KAZ-Astana,51.1605,71.4704,347.0,2026-07-18T00:50:00Z,120,5563335897748083725,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.424046037714801,""attack"":false,""awgn_cn0_dbhz"":49.995128003033315,""cfo_drift_hz_s"":-0.06895018192816289,""cfo_hz"":-12.31164573431553,""clipping_fullscale"":30000,""dc_i"":1.9029838935124737,""dc_q"":-10.541196482302409,""frontend_bw_hz"":11394264.38832945,""iq_gain_imbalance_db"":0.04391652242567007,""iq_phase_imbalance_deg"":0.26721352932445797,""phase_noise_std_rad"":8.074666536921036e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-021,SYN-TEX,train,normal,UZB-Tashkent,41.2995,69.2401,455.0,2026-07-18T01:00:00Z,120,8466687704197358562,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.5221052897202039,""attack"":false,""awgn_cn0_dbhz"":49.440592846580316,""cfo_drift_hz_s"":0.037239823363815414,""cfo_hz"":-23.987943342228395,""clipping_fullscale"":30000,""dc_i"":-5.572187534838564,""dc_q"":10.04686182075859,""frontend_bw_hz"":10545173.502791591,""iq_gain_imbalance_db"":0.1475972750283402,""iq_phase_imbalance_deg"":0.15810313248618013,""phase_noise_std_rad"":3.9051514884909545e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-022,SYN-TEX,train,normal,KGZ-Bishkek,42.8746,74.5698,800.0,2026-07-18T01:10:00Z,120,7766879636463021886,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.6886404228909111,""attack"":false,""awgn_cn0_dbhz"":43.54668684097709,""cfo_drift_hz_s"":-0.015253345659312481,""cfo_hz"":13.258704411342343,""clipping_fullscale"":30000,""dc_i"":-1.9970892586890798,""dc_q"":3.7599259446161355,""frontend_bw_hz"":11136373.810757175,""iq_gain_imbalance_db"":-0.06459179368791468,""iq_phase_imbalance_deg"":-0.5018704855348531,""phase_noise_std_rad"":5.9368160869673165e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-023,SYN-TEX,train,normal,TJK-Dushanbe,38.5598,68.787,800.0,2026-07-18T01:30:00Z,120,14592870713077747227,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.533810748938462,""attack"":false,""awgn_cn0_dbhz"":45.313216601906426,""cfo_drift_hz_s"":0.04831339871924199,""cfo_hz"":-22.40612860366653,""clipping_fullscale"":30000,""dc_i"":-0.32100440174871636,""dc_q"":1.604201824540425,""frontend_bw_hz"":10347936.567035075,""iq_gain_imbalance_db"":-0.13499654090199392,""iq_phase_imbalance_deg"":-0.6686088757250487,""phase_noise_std_rad"":9.035097899783897e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-024,SYN-TEX,train,normal,TKM-Ashgabat,37.9601,58.3261,220.0,2026-07-18T01:40:00Z,120,12525530952788334639,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.06259953107004301,""attack"":false,""awgn_cn0_dbhz"":49.56810493769433,""cfo_drift_hz_s"":0.005539565512327829,""cfo_hz"":-26.4149210359506,""clipping_fullscale"":30000,""dc_i"":7.819352271842927,""dc_q"":-7.090925903941512,""frontend_bw_hz"":8955959.82519761,""iq_gain_imbalance_db"":-0.09711814562003446,""iq_phase_imbalance_deg"":-1.1831943236216707,""phase_noise_std_rad"":0.00011167759052784184,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-025,SYN-TEX,validation,normal,IRN-Tehran,35.6892,51.389,1200.0,2026-07-18T01:50:00Z,120,4971563230596681253,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.4749693447438268,""attack"":false,""awgn_cn0_dbhz"":46.645367968680596,""cfo_drift_hz_s"":-0.04262485872751711,""cfo_hz"":0.9276601299579568,""clipping_fullscale"":30000,""dc_i"":-3.628653415287559,""dc_q"":-2.1256499901743133,""frontend_bw_hz"":10426780.77405152,""iq_gain_imbalance_db"":0.006881620362837071,""iq_phase_imbalance_deg"":0.14408591826289197,""phase_noise_std_rad"":0.0001271310001467416,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-026,SYN-TEX,validation,normal,IRQ-Baghdad,33.3152,44.3661,34.0,2026-07-18T02:10:00Z,120,14067945342718027961,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.6005347986348044,""attack"":false,""awgn_cn0_dbhz"":45.405260326142866,""cfo_drift_hz_s"":-0.06370733954159315,""cfo_hz"":-7.440633293230043,""clipping_fullscale"":30000,""dc_i"":0.9051336163001391,""dc_q"":-11.682805072795432,""frontend_bw_hz"":11403116.67062401,""iq_gain_imbalance_db"":-0.00791804428581222,""iq_phase_imbalance_deg"":-0.3709098103849724,""phase_noise_std_rad"":0.00012679189996164371,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-027,SYN-TEX,validation,normal,TUR-Ankara,39.9334,32.8597,938.0,2026-07-18T02:20:00Z,120,5553348987197602541,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.0022599944883759937,""attack"":false,""awgn_cn0_dbhz"":49.769368577830214,""cfo_drift_hz_s"":0.0796826389627975,""cfo_hz"":31.335767060510463,""clipping_fullscale"":30000,""dc_i"":3.1705511729187847,""dc_q"":-7.209857949145979,""frontend_bw_hz"":11237502.635517275,""iq_gain_imbalance_db"":-0.09158420382085702,""iq_phase_imbalance_deg"":-0.8944668676928935,""phase_noise_std_rad"":9.016110873897992e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-028,SYN-TEX,synthetic_test,normal,SAU-Riyadh,24.7136,46.6753,612.0,2026-07-18T02:30:00Z,120,13067780082462543859,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.7266209505504277,""attack"":false,""awgn_cn0_dbhz"":43.42016635026015,""cfo_drift_hz_s"":-0.010375283628280843,""cfo_hz"":-24.99818389387503,""clipping_fullscale"":30000,""dc_i"":-9.113857334086465,""dc_q"":0.4984784267797302,""frontend_bw_hz"":9703329.623989007,""iq_gain_imbalance_db"":-0.05615085873142345,""iq_phase_imbalance_deg"":-1.1896923698166022,""phase_noise_std_rad"":5.3267873922671605e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-029,SYN-TEX,synthetic_test,normal,ARE-AbuDhabi,24.4539,54.3773,27.0,2026-07-18T02:50:00Z,120,8025728187454259053,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.3055032612430433,""attack"":false,""awgn_cn0_dbhz"":43.78229909983892,""cfo_drift_hz_s"":-0.006530285191293075,""cfo_hz"":16.97879976489495,""clipping_fullscale"":30000,""dc_i"":1.7245227002251955,""dc_q"":5.701008269858921,""frontend_bw_hz"":11420436.104924329,""iq_gain_imbalance_db"":-0.022441573571680584,""iq_phase_imbalance_deg"":0.010773971433985396,""phase_noise_std_rad"":4.066373061220081e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-030,SYN-TEX,synthetic_test,normal,QAT-Doha,25.2854,51.531,10.0,2026-07-18T03:00:00Z,120,4860219457521456448,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.09455889346072355,""attack"":false,""awgn_cn0_dbhz"":48.15948432902035,""cfo_drift_hz_s"":0.05342002932456043,""cfo_hz"":0.2341917416645245,""clipping_fullscale"":30000,""dc_i"":-9.16652919645363,""dc_q"":-6.424389208039732,""frontend_bw_hz"":8393030.453251995,""iq_gain_imbalance_db"":-0.1821651424762884,""iq_phase_imbalance_deg"":-0.2722895004339818,""phase_noise_std_rad"":3.271088730563618e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
