regime,target_domain,scenario,model,roc_auc,pr_auc,stable_pre_fpr,independent_clean_fpr,post_detection_rate,first_alarm_delay_s,persistent_detection_rate,threshold,threshold_source,transition_excluded,na_reason,independent_test_fpr,attack_detection_rate,persistent_delay_s,threshold_q99,threshold_q995,target_fpr_1pct_threshold,onset_time_basis
R0,SYN-OAK,os4,P3_median,1.0,1.0,,,,0.181648999999993,,,,,exact immutable R3 result,0.0339622641509433,1.0,0.181648999999993,3.271966808103284,3.29969227292343,3.271966808103284,available_s
R0,SYN-OAK,os4,Full,1.0,1.0,,,,0.6816489999999931,,,,,exact immutable R3 result,0.0226415094339622,1.0,0.6816489999999931,4.433275344401849,7.618483183329536,4.433275344401849,available_s
R0,SYN-OAK,os4,minus_M1,1.0,1.0,,,,0.181648999999993,,,,,exact immutable R3 result,0.030188679245283,1.0,0.181648999999993,2.7949562540853834,2.8333648865460077,2.7949562540853834,available_s
R0,SYN-OAK,os4,minus_B0history,1.0,1.0,,,,0.6816489999999931,,,,,exact immutable R3 result,0.0113207547169811,1.0,0.6816489999999931,2.748851224257468,3.149090656244588,2.748851224257468,available_s
R0,SYN-OAK,os4,minus_concordance,1.0,1.0,,,,0.181648999999993,,,,,exact immutable R3 result,0.0150943396226415,1.0,0.181648999999993,3.343051960538943,3.628297012023245,3.343051960538943,available_s
R0-TEX-real-only,SYN-TEX,DS1,B0,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS1,M1,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS1,cal_mean,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS1,cal_max,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS1,P3,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS1,Full,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS2,B0,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS2,M1,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS2,cal_mean,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS2,cal_max,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS2,P3,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS2,Full,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS3,B0,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS3,M1,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS3,cal_mean,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS3,cal_max,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS3,P3,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS3,Full,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS4,B0,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS4,M1,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS4,cal_mean,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS4,cal_max,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS4,P3,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
R0-TEX-real-only,SYN-TEX,DS4,Full,,,,,,,,,,,full chronological Method-A training nodes unavailable; existing residual exports are not silently treated as trainable targets,,,,,,,
