row_type,dataset,scenario,prn,block_start_s,block_end_s,valid_prn_count,pair_count,pairs_1ms,pairs_20ms,pre_onset_pairs_1ms,pre_onset_pairs_20ms,post_onset_pairs_1ms,post_onset_pairs_20ms
block_support,TEXBAT,DS1,,435.0,435.5,11,275,,,,,,
block_support,TEXBAT,DS1,,435.5,436.0,11,275,,,,,,
block_support,TEXBAT,DS1,,436.0,436.5,11,275,,,,,,
block_support,TEXBAT,DS1,,436.5,437.0,11,275,,,,,,
block_support,TEXBAT,DS1,,437.0,437.5,11,275,,,,,,
block_support,TEXBAT,DS1,,437.5,438.0,11,275,,,,,,
block_support,TEXBAT,DS1,,438.0,438.5,11,275,,,,,,
block_support,TEXBAT,DS1,,438.5,439.0,11,275,,,,,,
block_support,TEXBAT,DS1,,439.0,439.5,11,275,,,,,,
block_support,TEXBAT,DS1,,439.5,440.0,11,275,,,,,,
block_support,TEXBAT,DS1,,440.0,440.5,11,275,,,,,,
block_support,TEXBAT,DS1,,440.5,441.0,11,275,,,,,,
block_support,TEXBAT,DS1,,441.0,441.5,11,275,,,,,,
block_support,TEXBAT,DS1,,441.5,442.0,11,275,,,,,,
block_support,TEXBAT,DS1,,442.0,442.5,11,275,,,,,,
block_support,TEXBAT,DS1,,442.5,443.0,11,275,,,,,,
block_support,TEXBAT,DS1,,443.0,443.5,11,275,,,,,,
block_support,TEXBAT,DS1,,443.5,444.0,11,275,,,,,,
block_support,TEXBAT,DS1,,444.0,444.5,11,275,,,,,,
block_support,TEXBAT,DS1,,444.5,445.0,11,275,,,,,,
block_support,TEXBAT,DS1,,445.0,445.5,11,275,,,,,,
block_support,TEXBAT,DS1,,445.5,446.0,11,275,,,,,,
block_support,TEXBAT,DS1,,446.0,446.5,11,275,,,,,,
block_support,TEXBAT,DS1,,446.5,447.0,11,275,,,,,,
block_support,TEXBAT,DS1,,447.0,447.5,11,275,,,,,,
block_support,TEXBAT,DS1,,447.5,448.0,11,275,,,,,,
block_support,TEXBAT,DS1,,448.0,448.5,11,275,,,,,,
block_support,TEXBAT,DS1,,448.5,449.0,11,275,,,,,,
block_support,TEXBAT,DS1,,449.0,449.5,11,275,,,,,,
block_support,TEXBAT,DS1,,449.5,450.0,11,275,,,,,,
block_support,TEXBAT,DS1,,450.0,450.5,11,275,,,,,,
block_support,TEXBAT,DS1,,450.5,451.0,11,275,,,,,,
block_support,TEXBAT,DS1,,451.0,451.5,11,275,,,,,,
block_support,TEXBAT,DS1,,451.5,452.0,11,275,,,,,,
block_support,TEXBAT,DS1,,452.0,452.5,11,275,,,,,,
block_support,TEXBAT,DS1,,452.5,453.0,11,275,,,,,,
block_support,TEXBAT,DS1,,453.0,453.5,11,275,,,,,,
block_support,TEXBAT,DS1,,453.5,454.0,11,275,,,,,,
block_support,TEXBAT,DS1,,454.0,454.5,11,275,,,,,,
block_support,TEXBAT,DS1,,454.5,455.0,11,275,,,,,,
block_support,TEXBAT,DS1,,455.0,455.5,11,275,,,,,,
block_support,TEXBAT,DS1,,455.5,456.0,11,275,,,,,,
block_support,TEXBAT,DS1,,456.0,456.5,11,275,,,,,,
block_support,TEXBAT,DS1,,456.5,457.0,11,275,,,,,,
block_support,TEXBAT,DS1,,457.0,457.5,11,275,,,,,,
block_support,TEXBAT,DS1,,457.5,458.0,11,275,,,,,,
block_support,TEXBAT,DS1,,458.0,458.5,11,275,,,,,,
block_support,TEXBAT,DS1,,458.5,459.0,11,275,,,,,,
block_support,TEXBAT,DS1,,459.0,459.5,11,275,,,,,,
block_support,TEXBAT,DS1,,459.5,460.0,11,275,,,,,,
block_support,TEXBAT,DS1,,460.0,460.5,11,275,,,,,,
block_support,TEXBAT,DS1,,460.5,461.0,11,275,,,,,,
block_support,TEXBAT,DS1,,461.0,461.5,11,275,,,,,,
block_support,TEXBAT,DS1,,461.5,462.0,11,85,,,,,,
prn_summary,TEXBAT,DS3,1,,,,15961,15961,0,15961,0,0,0
prn_summary,TEXBAT,DS3,3,,,,34874,12617,22257,12617,5312,0,16945
prn_summary,TEXBAT,DS3,4,,,,15959,15959,0,15959,0,0,0
prn_summary,TEXBAT,DS3,5,,,,15959,15959,0,0,0,15959,0
prn_summary,TEXBAT,DS3,6,,,,46315,24954,21360,12620,5311,12334,16049
prn_summary,TEXBAT,DS3,7,,,,45424,25657,19767,12621,5311,13036,14456
prn_summary,TEXBAT,DS3,8,,,,43838,26778,17060,12041,2124,14737,14936
prn_summary,TEXBAT,DS3,9,,,,15961,15961,0,0,0,15961,0
prn_summary,TEXBAT,DS3,10,,,,45978,24842,21136,12627,5311,12215,15825
prn_summary,TEXBAT,DS3,13,,,,56285,35157,21127,35157,4182,0,16945
prn_summary,TEXBAT,DS3,16,,,,54873,33673,21199,33673,4254,0,16945
prn_summary,TEXBAT,DS3,18,,,,15960,15960,0,0,0,15960,0
prn_summary,TEXBAT,DS3,19,,,,53564,32295,21268,32295,4323,0,16945
prn_summary,TEXBAT,DS3,20,,,,46778,28205,18573,14795,5019,13410,13554
prn_summary,TEXBAT,DS3,23,,,,34789,12532,22257,12532,5312,0,16945
prn_summary,TEXBAT,DS3,24,,,,15960,15960,0,0,0,15960,0
prn_summary,TEXBAT,DS3,30,,,,45037,25647,19390,14439,5020,11208,14370
prn_summary,TEXBAT,DS3,32,,,,13061,11937,1124,0,0,11937,1124
block_support,TEXBAT,DS3,,12.5,13.0,5,77,,,,,,
block_support,TEXBAT,DS3,,13.0,13.5,5,125,,,,,,
block_support,TEXBAT,DS3,,13.5,14.0,5,125,,,,,,
block_support,TEXBAT,DS3,,14.0,14.5,5,125,,,,,,
block_support,TEXBAT,DS3,,14.5,15.0,5,125,,,,,,
block_support,TEXBAT,DS3,,15.0,15.5,5,125,,,,,,
block_support,TEXBAT,DS3,,15.5,16.0,5,125,,,,,,
block_support,TEXBAT,DS3,,16.0,16.5,5,125,,,,,,
block_support,TEXBAT,DS3,,16.5,17.0,5,125,,,,,,
block_support,TEXBAT,DS3,,17.0,17.5,5,125,,,,,,
block_support,TEXBAT,DS3,,17.5,18.0,5,125,,,,,,
block_support,TEXBAT,DS3,,18.0,18.5,5,125,,,,,,
block_support,TEXBAT,DS3,,18.5,19.0,7,172,,,,,,
block_support,TEXBAT,DS3,,19.0,19.5,7,175,,,,,,
block_support,TEXBAT,DS3,,19.5,20.0,7,175,,,,,,
block_support,TEXBAT,DS3,,20.0,20.5,7,175,,,,,,
block_support,TEXBAT,DS3,,20.5,21.0,7,175,,,,,,
block_support,TEXBAT,DS3,,21.0,21.5,7,175,,,,,,
block_support,TEXBAT,DS3,,21.5,22.0,7,175,,,,,,
block_support,TEXBAT,DS3,,22.0,22.5,7,175,,,,,,
block_support,TEXBAT,DS3,,22.5,23.0,7,175,,,,,,
block_support,TEXBAT,DS3,,23.0,23.5,7,175,,,,,,
block_support,TEXBAT,DS3,,23.5,24.0,7,175,,,,,,
block_support,TEXBAT,DS3,,24.0,24.5,7,175,,,,,,
block_support,TEXBAT,DS3,,24.5,25.0,7,175,,,,,,
block_support,TEXBAT,DS3,,25.0,25.5,7,175,,,,,,
block_support,TEXBAT,DS3,,25.5,26.0,7,175,,,,,,
block_support,TEXBAT,DS3,,26.0,26.5,7,175,,,,,,
block_support,TEXBAT,DS3,,26.5,27.0,7,175,,,,,,
block_support,TEXBAT,DS3,,27.0,27.5,7,175,,,,,,
block_support,TEXBAT,DS3,,27.5,28.0,7,175,,,,,,
block_support,TEXBAT,DS3,,28.0,28.5,7,175,,,,,,
block_support,TEXBAT,DS3,,28.5,29.0,7,175,,,,,,
block_support,TEXBAT,DS3,,29.0,29.5,7,175,,,,,,
block_support,TEXBAT,DS3,,29.5,30.0,7,175,,,,,,
block_support,TEXBAT,DS3,,30.0,30.5,7,175,,,,,,
block_support,TEXBAT,DS3,,30.5,31.0,7,175,,,,,,
block_support,TEXBAT,DS3,,31.0,31.5,7,175,,,,,,
block_support,TEXBAT,DS3,,31.5,32.0,7,175,,,,,,
block_support,TEXBAT,DS3,,32.0,32.5,8,177,,,,,,
block_support,TEXBAT,DS3,,32.5,33.0,8,200,,,,,,
block_support,TEXBAT,DS3,,33.0,33.5,8,200,,,,,,
block_support,TEXBAT,DS3,,33.5,34.0,9,208,,,,,,
block_support,TEXBAT,DS3,,34.0,34.5,9,225,,,,,,
block_support,TEXBAT,DS3,,34.5,35.0,9,225,,,,,,
block_support,TEXBAT,DS3,,35.0,35.5,10,236,,,,,,
block_support,TEXBAT,DS3,,35.5,36.0,10,250,,,,,,
block_support,TEXBAT,DS3,,36.0,36.5,10,250,,,,,,
block_support,TEXBAT,DS3,,36.5,37.0,10,250,,,,,,
block_support,TEXBAT,DS3,,37.0,37.5,10,250,,,,,,
block_support,TEXBAT,DS3,,37.5,38.0,10,250,,,,,,
block_support,TEXBAT,DS3,,38.0,38.5,10,250,,,,,,
block_support,TEXBAT,DS3,,38.5,39.0,10,250,,,,,,
block_support,TEXBAT,DS3,,39.0,39.5,10,250,,,,,,
block_support,TEXBAT,DS3,,39.5,40.0,10,250,,,,,,
block_support,TEXBAT,DS3,,40.0,40.5,10,250,,,,,,
block_support,TEXBAT,DS3,,40.5,41.0,10,250,,,,,,
block_support,TEXBAT,DS3,,41.0,41.5,10,250,,,,,,
block_support,TEXBAT,DS3,,41.5,42.0,10,250,,,,,,
block_support,TEXBAT,DS3,,42.0,42.5,10,250,,,,,,
block_support,TEXBAT,DS3,,42.5,43.0,10,250,,,,,,
block_support,TEXBAT,DS3,,43.0,43.5,10,250,,,,,,
block_support,TEXBAT,DS3,,43.5,44.0,10,250,,,,,,
block_support,TEXBAT,DS3,,44.0,44.5,10,250,,,,,,
block_support,TEXBAT,DS3,,44.5,45.0,10,250,,,,,,
block_support,TEXBAT,DS3,,45.0,45.5,10,250,,,,,,
block_support,TEXBAT,DS3,,45.5,46.0,10,250,,,,,,
block_support,TEXBAT,DS3,,46.0,46.5,10,250,,,,,,
block_support,TEXBAT,DS3,,46.5,47.0,10,250,,,,,,
block_support,TEXBAT,DS3,,47.0,47.5,10,250,,,,,,
block_support,TEXBAT,DS3,,47.5,48.0,10,250,,,,,,
block_support,TEXBAT,DS3,,48.0,48.5,10,250,,,,,,
block_support,TEXBAT,DS3,,48.5,49.0,10,250,,,,,,
block_support,TEXBAT,DS3,,49.0,49.5,10,250,,,,,,
block_support,TEXBAT,DS3,,49.5,50.0,10,250,,,,,,
block_support,TEXBAT,DS3,,50.0,50.5,10,250,,,,,,
block_support,TEXBAT,DS3,,50.5,51.0,10,250,,,,,,
block_support,TEXBAT,DS3,,51.0,51.5,10,250,,,,,,
block_support,TEXBAT,DS3,,51.5,52.0,10,250,,,,,,
block_support,TEXBAT,DS3,,52.0,52.5,10,250,,,,,,
block_support,TEXBAT,DS3,,52.5,53.0,10,250,,,,,,
block_support,TEXBAT,DS3,,53.0,53.5,10,250,,,,,,
block_support,TEXBAT,DS3,,53.5,54.0,10,250,,,,,,
block_support,TEXBAT,DS3,,54.0,54.5,10,250,,,,,,
block_support,TEXBAT,DS3,,54.5,55.0,10,250,,,,,,
block_support,TEXBAT,DS3,,55.0,55.5,10,250,,,,,,
block_support,TEXBAT,DS3,,55.5,56.0,10,250,,,,,,
block_support,TEXBAT,DS3,,56.0,56.5,10,250,,,,,,
block_support,TEXBAT,DS3,,56.5,57.0,10,250,,,,,,
block_support,TEXBAT,DS3,,57.0,57.5,10,250,,,,,,
block_support,TEXBAT,DS3,,57.5,58.0,10,250,,,,,,
block_support,TEXBAT,DS3,,58.0,58.5,10,250,,,,,,
block_support,TEXBAT,DS3,,58.5,59.0,10,250,,,,,,
block_support,TEXBAT,DS3,,59.0,59.5,10,250,,,,,,
block_support,TEXBAT,DS3,,59.5,60.0,10,250,,,,,,
block_support,TEXBAT,DS3,,60.0,60.5,10,250,,,,,,
block_support,TEXBAT,DS3,,60.5,61.0,10,250,,,,,,
block_support,TEXBAT,DS3,,61.0,61.5,10,250,,,,,,
block_support,TEXBAT,DS3,,61.5,62.0,10,250,,,,,,
block_support,TEXBAT,DS3,,62.0,62.5,10,250,,,,,,
block_support,TEXBAT,DS3,,62.5,63.0,10,250,,,,,,
block_support,TEXBAT,DS3,,63.0,63.5,10,250,,,,,,
block_support,TEXBAT,DS3,,63.5,64.0,10,250,,,,,,
block_support,TEXBAT,DS3,,64.0,64.5,10,250,,,,,,
block_support,TEXBAT,DS3,,64.5,65.0,10,250,,,,,,
block_support,TEXBAT,DS3,,65.0,65.5,10,250,,,,,,
block_support,TEXBAT,DS3,,65.5,66.0,10,250,,,,,,
block_support,TEXBAT,DS3,,66.0,66.5,10,250,,,,,,
block_support,TEXBAT,DS3,,66.5,67.0,10,250,,,,,,
block_support,TEXBAT,DS3,,67.0,67.5,10,250,,,,,,
block_support,TEXBAT,DS3,,67.5,68.0,10,250,,,,,,
block_support,TEXBAT,DS3,,68.0,68.5,10,250,,,,,,
block_support,TEXBAT,DS3,,68.5,69.0,10,250,,,,,,
block_support,TEXBAT,DS3,,69.0,69.5,10,250,,,,,,
block_support,TEXBAT,DS3,,69.5,70.0,10,250,,,,,,
block_support,TEXBAT,DS3,,70.0,70.5,10,250,,,,,,
block_support,TEXBAT,DS3,,70.5,71.0,10,250,,,,,,
block_support,TEXBAT,DS3,,71.0,71.5,10,250,,,,,,
block_support,TEXBAT,DS3,,71.5,72.0,10,250,,,,,,
block_support,TEXBAT,DS3,,72.0,72.5,10,250,,,,,,
block_support,TEXBAT,DS3,,72.5,73.0,10,250,,,,,,
block_support,TEXBAT,DS3,,73.0,73.5,10,250,,,,,,
block_support,TEXBAT,DS3,,73.5,74.0,10,250,,,,,,
block_support,TEXBAT,DS3,,74.0,74.5,10,250,,,,,,
block_support,TEXBAT,DS3,,74.5,75.0,10,250,,,,,,
block_support,TEXBAT,DS3,,75.0,75.5,10,250,,,,,,
block_support,TEXBAT,DS3,,75.5,76.0,10,250,,,,,,
block_support,TEXBAT,DS3,,76.0,76.5,11,253,,,,,,
block_support,TEXBAT,DS3,,76.5,77.0,11,275,,,,,,
block_support,TEXBAT,DS3,,77.0,77.5,11,275,,,,,,
block_support,TEXBAT,DS3,,77.5,78.0,11,275,,,,,,
block_support,TEXBAT,DS3,,78.0,78.5,11,275,,,,,,
block_support,TEXBAT,DS3,,78.5,79.0,11,275,,,,,,
block_support,TEXBAT,DS3,,79.0,79.5,11,275,,,,,,
block_support,TEXBAT,DS3,,79.5,80.0,11,275,,,,,,
block_support,TEXBAT,DS3,,80.0,80.5,11,275,,,,,,
block_support,TEXBAT,DS3,,80.5,81.0,11,275,,,,,,
block_support,TEXBAT,DS3,,81.0,81.5,11,275,,,,,,
block_support,TEXBAT,DS3,,81.5,82.0,11,275,,,,,,
block_support,TEXBAT,DS3,,82.0,82.5,11,275,,,,,,
block_support,TEXBAT,DS3,,82.5,83.0,11,275,,,,,,
block_support,TEXBAT,DS3,,83.0,83.5,11,275,,,,,,
block_support,TEXBAT,DS3,,83.5,84.0,11,275,,,,,,
block_support,TEXBAT,DS3,,84.0,84.5,11,275,,,,,,
block_support,TEXBAT,DS3,,84.5,85.0,11,275,,,,,,
block_support,TEXBAT,DS3,,85.0,85.5,11,275,,,,,,
block_support,TEXBAT,DS3,,85.5,86.0,11,275,,,,,,
block_support,TEXBAT,DS3,,86.0,86.5,11,275,,,,,,
block_support,TEXBAT,DS3,,86.5,87.0,11,275,,,,,,
block_support,TEXBAT,DS3,,87.0,87.5,11,275,,,,,,
block_support,TEXBAT,DS3,,87.5,88.0,11,275,,,,,,
block_support,TEXBAT,DS3,,88.0,88.5,11,275,,,,,,
block_support,TEXBAT,DS3,,88.5,89.0,11,275,,,,,,
block_support,TEXBAT,DS3,,89.0,89.5,11,275,,,,,,
block_support,TEXBAT,DS3,,89.5,90.0,11,275,,,,,,
block_support,TEXBAT,DS3,,90.0,90.5,11,275,,,,,,
block_support,TEXBAT,DS3,,90.5,91.0,11,275,,,,,,
block_support,TEXBAT,DS3,,91.0,91.5,11,275,,,,,,
block_support,TEXBAT,DS3,,91.5,92.0,11,275,,,,,,
block_support,TEXBAT,DS3,,92.0,92.5,11,275,,,,,,
block_support,TEXBAT,DS3,,92.5,93.0,11,275,,,,,,
block_support,TEXBAT,DS3,,93.0,93.5,11,275,,,,,,
block_support,TEXBAT,DS3,,93.5,94.0,11,275,,,,,,
block_support,TEXBAT,DS3,,94.0,94.5,11,275,,,,,,
block_support,TEXBAT,DS3,,94.5,95.0,11,275,,,,,,
block_support,TEXBAT,DS3,,95.0,95.5,11,275,,,,,,
block_support,TEXBAT,DS3,,95.5,96.0,11,275,,,,,,
block_support,TEXBAT,DS3,,96.0,96.5,11,275,,,,,,
block_support,TEXBAT,DS3,,96.5,97.0,11,275,,,,,,
block_support,TEXBAT,DS3,,97.0,97.5,11,275,,,,,,
block_support,TEXBAT,DS3,,97.5,98.0,11,275,,,,,,
block_support,TEXBAT,DS3,,98.0,98.5,11,275,,,,,,
block_support,TEXBAT,DS3,,98.5,99.0,11,275,,,,,,
block_support,TEXBAT,DS3,,99.0,99.5,11,275,,,,,,
block_support,TEXBAT,DS3,,99.5,100.0,11,275,,,,,,
block_support,TEXBAT,DS3,,100.0,100.5,11,275,,,,,,
block_support,TEXBAT,DS3,,100.5,101.0,11,275,,,,,,
block_support,TEXBAT,DS3,,101.0,101.5,11,275,,,,,,
block_support,TEXBAT,DS3,,101.5,102.0,11,275,,,,,,
block_support,TEXBAT,DS3,,102.0,102.5,11,275,,,,,,
block_support,TEXBAT,DS3,,102.5,103.0,11,275,,,,,,
block_support,TEXBAT,DS3,,103.0,103.5,11,275,,,,,,
block_support,TEXBAT,DS3,,103.5,104.0,11,275,,,,,,
block_support,TEXBAT,DS3,,104.0,104.5,11,275,,,,,,
block_support,TEXBAT,DS3,,104.5,105.0,11,275,,,,,,
block_support,TEXBAT,DS3,,105.0,105.5,11,275,,,,,,
block_support,TEXBAT,DS3,,105.5,106.0,11,275,,,,,,
block_support,TEXBAT,DS3,,106.0,106.5,11,275,,,,,,
block_support,TEXBAT,DS3,,106.5,107.0,11,275,,,,,,
block_support,TEXBAT,DS3,,107.0,107.5,11,275,,,,,,
block_support,TEXBAT,DS3,,107.5,108.0,11,275,,,,,,
block_support,TEXBAT,DS3,,108.0,108.5,11,275,,,,,,
block_support,TEXBAT,DS3,,108.5,109.0,11,275,,,,,,
block_support,TEXBAT,DS3,,109.0,109.5,11,275,,,,,,
block_support,TEXBAT,DS3,,109.5,110.0,11,275,,,,,,
block_support,TEXBAT,DS3,,110.0,110.5,11,275,,,,,,
block_support,TEXBAT,DS3,,110.5,111.0,11,275,,,,,,
block_support,TEXBAT,DS3,,111.0,111.5,11,275,,,,,,
block_support,TEXBAT,DS3,,111.5,112.0,11,275,,,,,,
block_support,TEXBAT,DS3,,112.0,112.5,11,275,,,,,,
block_support,TEXBAT,DS3,,112.5,113.0,11,275,,,,,,
block_support,TEXBAT,DS3,,113.0,113.5,11,275,,,,,,
block_support,TEXBAT,DS3,,113.5,114.0,11,275,,,,,,
block_support,TEXBAT,DS3,,114.0,114.5,11,275,,,,,,
block_support,TEXBAT,DS3,,114.5,115.0,11,275,,,,,,
block_support,TEXBAT,DS3,,115.0,115.5,11,275,,,,,,
block_support,TEXBAT,DS3,,115.5,116.0,11,275,,,,,,
block_support,TEXBAT,DS3,,116.0,116.5,11,275,,,,,,
block_support,TEXBAT,DS3,,116.5,117.0,11,275,,,,,,
block_support,TEXBAT,DS3,,117.0,117.5,11,275,,,,,,
block_support,TEXBAT,DS3,,117.5,118.0,11,275,,,,,,
block_support,TEXBAT,DS3,,118.0,118.5,11,275,,,,,,
block_support,TEXBAT,DS3,,118.5,119.0,11,275,,,,,,
block_support,TEXBAT,DS3,,119.0,119.5,11,275,,,,,,
block_support,TEXBAT,DS3,,119.5,120.0,11,275,,,,,,
block_support,TEXBAT,DS3,,120.0,120.5,11,275,,,,,,
block_support,TEXBAT,DS3,,120.5,121.0,11,275,,,,,,
block_support,TEXBAT,DS3,,121.0,121.5,11,275,,,,,,
block_support,TEXBAT,DS3,,121.5,122.0,11,275,,,,,,
block_support,TEXBAT,DS3,,122.0,122.5,11,275,,,,,,
block_support,TEXBAT,DS3,,122.5,123.0,11,275,,,,,,
block_support,TEXBAT,DS3,,123.0,123.5,11,275,,,,,,
block_support,TEXBAT,DS3,,123.5,124.0,11,275,,,,,,
block_support,TEXBAT,DS3,,124.0,124.5,11,275,,,,,,
block_support,TEXBAT,DS3,,124.5,125.0,11,261,,,,,,
block_support,TEXBAT,DS3,,125.0,125.5,9,225,,,,,,
block_support,TEXBAT,DS3,,125.5,126.0,9,225,,,,,,
block_support,TEXBAT,DS3,,126.0,126.5,9,225,,,,,,
block_support,TEXBAT,DS3,,126.5,127.0,9,225,,,,,,
block_support,TEXBAT,DS3,,127.0,127.5,9,225,,,,,,
block_support,TEXBAT,DS3,,127.5,128.0,9,225,,,,,,
block_support,TEXBAT,DS3,,128.0,128.5,9,225,,,,,,
block_support,TEXBAT,DS3,,128.5,129.0,9,225,,,,,,
block_support,TEXBAT,DS3,,129.0,129.5,9,225,,,,,,
block_support,TEXBAT,DS3,,129.5,130.0,9,225,,,,,,
block_support,TEXBAT,DS3,,130.0,130.5,9,225,,,,,,
block_support,TEXBAT,DS3,,130.5,131.0,9,225,,,,,,
block_support,TEXBAT,DS3,,131.0,131.5,9,225,,,,,,
block_support,TEXBAT,DS3,,131.5,132.0,9,225,,,,,,
block_support,TEXBAT,DS3,,132.0,132.5,9,225,,,,,,
block_support,TEXBAT,DS3,,132.5,133.0,9,225,,,,,,
block_support,TEXBAT,DS3,,133.0,133.5,9,225,,,,,,
block_support,TEXBAT,DS3,,133.5,134.0,9,225,,,,,,
block_support,TEXBAT,DS3,,134.0,134.5,9,225,,,,,,
block_support,TEXBAT,DS3,,134.5,135.0,9,225,,,,,,
block_support,TEXBAT,DS3,,135.0,135.5,9,225,,,,,,
block_support,TEXBAT,DS3,,135.5,136.0,9,225,,,,,,
block_support,TEXBAT,DS3,,136.0,136.5,9,225,,,,,,
block_support,TEXBAT,DS3,,136.5,137.0,9,225,,,,,,
block_support,TEXBAT,DS3,,137.0,137.5,9,225,,,,,,
block_support,TEXBAT,DS3,,137.5,138.0,9,225,,,,,,
block_support,TEXBAT,DS3,,138.0,138.5,9,225,,,,,,
block_support,TEXBAT,DS3,,138.5,139.0,9,225,,,,,,
block_support,TEXBAT,DS3,,139.0,139.5,9,225,,,,,,
block_support,TEXBAT,DS3,,139.5,140.0,9,225,,,,,,
block_support,TEXBAT,DS3,,140.0,140.5,9,225,,,,,,
block_support,TEXBAT,DS3,,140.5,141.0,9,225,,,,,,
block_support,TEXBAT,DS3,,141.0,141.5,9,225,,,,,,
block_support,TEXBAT,DS3,,141.5,142.0,9,225,,,,,,
block_support,TEXBAT,DS3,,142.0,142.5,9,225,,,,,,
block_support,TEXBAT,DS3,,142.5,143.0,9,225,,,,,,
block_support,TEXBAT,DS3,,143.0,143.5,9,225,,,,,,
block_support,TEXBAT,DS3,,143.5,144.0,9,225,,,,,,
block_support,TEXBAT,DS3,,144.0,144.5,9,225,,,,,,
block_support,TEXBAT,DS3,,144.5,145.0,9,225,,,,,,
block_support,TEXBAT,DS3,,145.0,145.5,9,225,,,,,,
block_support,TEXBAT,DS3,,145.5,146.0,9,225,,,,,,
block_support,TEXBAT,DS3,,146.0,146.5,9,225,,,,,,
block_support,TEXBAT,DS3,,146.5,147.0,9,225,,,,,,
block_support,TEXBAT,DS3,,147.0,147.5,9,225,,,,,,
block_support,TEXBAT,DS3,,147.5,148.0,9,225,,,,,,
block_support,TEXBAT,DS3,,148.0,148.5,9,225,,,,,,
block_support,TEXBAT,DS3,,148.5,149.0,9,225,,,,,,
block_support,TEXBAT,DS3,,149.0,149.5,9,225,,,,,,
block_support,TEXBAT,DS3,,149.5,150.0,9,225,,,,,,
block_support,TEXBAT,DS3,,150.0,150.5,9,225,,,,,,
block_support,TEXBAT,DS3,,150.5,151.0,9,225,,,,,,
block_support,TEXBAT,DS3,,151.0,151.5,9,225,,,,,,
block_support,TEXBAT,DS3,,151.5,152.0,9,225,,,,,,
block_support,TEXBAT,DS3,,152.0,152.5,9,225,,,,,,
block_support,TEXBAT,DS3,,152.5,153.0,9,225,,,,,,
block_support,TEXBAT,DS3,,153.0,153.5,9,225,,,,,,
block_support,TEXBAT,DS3,,153.5,154.0,9,225,,,,,,
block_support,TEXBAT,DS3,,154.0,154.5,9,225,,,,,,
block_support,TEXBAT,DS3,,154.5,155.0,9,225,,,,,,
block_support,TEXBAT,DS3,,155.0,155.5,9,225,,,,,,
block_support,TEXBAT,DS3,,155.5,156.0,9,225,,,,,,
block_support,TEXBAT,DS3,,156.0,156.5,9,225,,,,,,
block_support,TEXBAT,DS3,,156.5,157.0,10,240,,,,,,
block_support,TEXBAT,DS3,,157.0,157.5,10,250,,,,,,
block_support,TEXBAT,DS3,,157.5,158.0,10,250,,,,,,
block_support,TEXBAT,DS3,,158.0,158.5,10,250,,,,,,
block_support,TEXBAT,DS3,,158.5,159.0,10,250,,,,,,
block_support,TEXBAT,DS3,,159.0,159.5,10,250,,,,,,
block_support,TEXBAT,DS3,,159.5,160.0,10,250,,,,,,
block_support,TEXBAT,DS3,,160.0,160.5,10,250,,,,,,
block_support,TEXBAT,DS3,,160.5,161.0,10,250,,,,,,
block_support,TEXBAT,DS3,,161.0,161.5,10,250,,,,,,
block_support,TEXBAT,DS3,,161.5,162.0,10,250,,,,,,
block_support,TEXBAT,DS3,,162.0,162.5,10,250,,,,,,
block_support,TEXBAT,DS3,,162.5,163.0,10,238,,,,,,
block_support,TEXBAT,DS3,,163.0,163.5,9,225,,,,,,
block_support,TEXBAT,DS3,,163.5,164.0,9,225,,,,,,
block_support,TEXBAT,DS3,,164.0,164.5,9,225,,,,,,
block_support,TEXBAT,DS3,,164.5,165.0,9,225,,,,,,
block_support,TEXBAT,DS3,,165.0,165.5,9,225,,,,,,
block_support,TEXBAT,DS3,,165.5,166.0,9,225,,,,,,
block_support,TEXBAT,DS3,,166.0,166.5,9,225,,,,,,
block_support,TEXBAT,DS3,,166.5,167.0,9,225,,,,,,
block_support,TEXBAT,DS3,,167.0,167.5,9,225,,,,,,
block_support,TEXBAT,DS3,,167.5,168.0,9,225,,,,,,
block_support,TEXBAT,DS3,,168.0,168.5,9,225,,,,,,
block_support,TEXBAT,DS3,,168.5,169.0,9,225,,,,,,
block_support,TEXBAT,DS3,,169.0,169.5,9,225,,,,,,
block_support,TEXBAT,DS3,,169.5,170.0,9,225,,,,,,
block_support,TEXBAT,DS3,,170.0,170.5,9,225,,,,,,
block_support,TEXBAT,DS3,,170.5,171.0,9,225,,,,,,
block_support,TEXBAT,DS3,,171.0,171.5,9,225,,,,,,
block_support,TEXBAT,DS3,,171.5,172.0,9,225,,,,,,
block_support,TEXBAT,DS3,,172.0,172.5,9,225,,,,,,
block_support,TEXBAT,DS3,,172.5,173.0,9,225,,,,,,
block_support,TEXBAT,DS3,,173.0,173.5,9,225,,,,,,
block_support,TEXBAT,DS3,,173.5,174.0,9,225,,,,,,
block_support,TEXBAT,DS3,,174.0,174.5,9,225,,,,,,
block_support,TEXBAT,DS3,,174.5,175.0,10,240,,,,,,
block_support,TEXBAT,DS3,,175.0,175.5,10,250,,,,,,
block_support,TEXBAT,DS3,,175.5,176.0,10,250,,,,,,
block_support,TEXBAT,DS3,,176.0,176.5,10,237,,,,,,
block_support,TEXBAT,DS3,,176.5,177.0,8,200,,,,,,
block_support,TEXBAT,DS3,,177.0,177.5,8,200,,,,,,
block_support,TEXBAT,DS3,,177.5,178.0,8,200,,,,,,
block_support,TEXBAT,DS3,,178.0,178.5,8,200,,,,,,
