channel,cur_to_next_samples,next_sample_count,prev_to_cur_samples,previous_sample_count,prn,role,sample_count,tracker_row
epl_tracking_ch_9,25000,20434887,25000,20384887,10,train,20409887,36
epl_tracking_ch_9,25000,20459887,25000,20409887,10,train,20434887,37
epl_tracking_ch_9,25000,20484887,25000,20434887,10,train,20459887,38
epl_tracking_ch_9,25000,20509887,25000,20459887,10,train,20484887,39
epl_tracking_ch_9,25000,20534887,25000,20484887,10,train,20509887,40
epl_tracking_ch_9,25000,20559887,25000,20509887,10,train,20534887,41
epl_tracking_ch_9,25000,20584887,25000,20534887,10,train,20559887,42
epl_tracking_ch_9,25000,20609887,25000,20559887,10,train,20584887,43
epl_tracking_ch_9,25000,20634887,25000,20584887,10,train,20609887,44
epl_tracking_ch_9,25000,20659887,25000,20609887,10,train,20634887,45
epl_tracking_ch_9,25000,20684887,25000,20634887,10,train,20659887,46
epl_tracking_ch_9,25000,20709887,25000,20659887,10,train,20684887,47
epl_tracking_ch_9,25000,20734887,25000,20684887,10,train,20709887,48
epl_tracking_ch_9,25000,20759887,25000,20709887,10,train,20734887,49
epl_tracking_ch_9,25000,20784887,25000,20734887,10,train,20759887,50
epl_tracking_ch_0,25000,58538701,25000,58488701,30,train,58513701,1
epl_tracking_ch_0,25000,58563701,25000,58513701,30,train,58538701,2
epl_tracking_ch_0,25000,58588701,25000,58538701,30,train,58563701,3
epl_tracking_ch_0,25000,58613701,25000,58563701,30,train,58588701,4
epl_tracking_ch_0,25000,58638701,25000,58588701,30,train,58613701,5
epl_tracking_ch_0,25000,58663701,25000,58613701,30,train,58638701,6
epl_tracking_ch_0,25000,58688701,25000,58638701,30,train,58663701,7
epl_tracking_ch_0,25000,58713701,25000,58663701,30,train,58688701,8
epl_tracking_ch_0,25000,58738701,25000,58688701,30,train,58713701,9
epl_tracking_ch_0,25000,58763701,25000,58713701,30,train,58738701,10
epl_tracking_ch_0,25000,58788701,25000,58738701,30,train,58763701,11
epl_tracking_ch_0,25000,58813701,25000,58763701,30,train,58788701,12
epl_tracking_ch_0,25000,58838701,25000,58788701,30,train,58813701,13
epl_tracking_ch_0,25000,58863701,25000,58813701,30,train,58838701,14
epl_tracking_ch_0,25000,58888701,25000,58838701,30,train,58863701,15
epl_tracking_ch_0,25001,58913702,25000,58863701,30,train,58888701,16
epl_tracking_ch_0,25000,58938702,25001,58888701,30,train,58913702,17
epl_tracking_ch_0,25000,58963702,25000,58913702,30,train,58938702,18
epl_tracking_ch_0,25000,58988702,25000,58938702,30,train,58963702,19
epl_tracking_ch_0,25000,59013702,25000,58963702,30,train,58988702,20
epl_tracking_ch_0,25000,59038702,25000,58988702,30,train,59013702,21
epl_tracking_ch_0,25000,59063702,25000,59013702,30,train,59038702,22
epl_tracking_ch_0,25000,59088702,25000,59038702,30,train,59063702,23
epl_tracking_ch_0,25000,59113702,25000,59063702,30,train,59088702,24
epl_tracking_ch_0,25000,59138702,25000,59088702,30,train,59113702,25
epl_tracking_ch_0,25000,59163702,25000,59113702,30,train,59138702,26
epl_tracking_ch_0,25000,59188702,25000,59138702,30,train,59163702,27
epl_tracking_ch_0,25000,59213702,25000,59163702,30,train,59188702,28
epl_tracking_ch_0,25000,59238702,25000,59188702,30,train,59213702,29
epl_tracking_ch_0,25000,59263702,25000,59213702,30,train,59238702,30
epl_tracking_ch_0,25000,59288702,25000,59238702,30,train,59263702,31
epl_tracking_ch_0,25000,59313702,25000,59263702,30,train,59288702,32
epl_tracking_ch_0,25001,59338703,25000,59288702,30,train,59313702,33
epl_tracking_ch_0,25000,59363703,25001,59313702,30,train,59338703,34
epl_tracking_ch_0,25000,59388703,25000,59338703,30,train,59363703,35
epl_tracking_ch_0,25000,59413703,25000,59363703,30,train,59388703,36
epl_tracking_ch_0,25000,59438703,25000,59388703,30,train,59413703,37
epl_tracking_ch_0,25000,59463703,25000,59413703,30,train,59438703,38
epl_tracking_ch_0,25000,59488703,25000,59438703,30,train,59463703,39
epl_tracking_ch_0,25000,59513703,25000,59463703,30,train,59488703,40
epl_tracking_ch_0,25000,59538703,25000,59488703,30,train,59513703,41
epl_tracking_ch_0,25000,59563703,25000,59513703,30,train,59538703,42
epl_tracking_ch_0,25000,59588703,25000,59538703,30,train,59563703,43
epl_tracking_ch_0,25000,59613703,25000,59563703,30,train,59588703,44
epl_tracking_ch_0,25000,59638703,25000,59588703,30,train,59613703,45
epl_tracking_ch_0,25000,59663703,25000,59613703,30,train,59638703,46
epl_tracking_ch_0,25000,59688703,25000,59638703,30,train,59663703,47
epl_tracking_ch_0,25000,59713703,25000,59663703,30,train,59688703,48
epl_tracking_ch_0,25000,59738703,25000,59688703,30,train,59713703,49
epl_tracking_ch_0,25000,59763703,25000,59713703,30,train,59738703,50
epl_tracking_ch_3,25000,129831386,25000,129781386,20,train,129806386,1
epl_tracking_ch_3,25000,129856386,25000,129806386,20,train,129831386,2
epl_tracking_ch_3,25000,129881386,25000,129831386,20,train,129856386,3
epl_tracking_ch_3,25000,129906386,25000,129856386,20,train,129881386,4
epl_tracking_ch_3,25000,129931386,25000,129881386,20,train,129906386,5
epl_tracking_ch_3,25000,129956386,25000,129906386,20,train,129931386,6
epl_tracking_ch_3,25000,129981386,25000,129931386,20,train,129956386,7
epl_tracking_ch_3,25000,130006386,25000,129956386,20,train,129981386,8
epl_tracking_ch_3,25000,130031386,25000,129981386,20,train,130006386,9
epl_tracking_ch_3,25000,130056386,25000,130006386,20,train,130031386,10
epl_tracking_ch_3,25000,130081386,25000,130031386,20,train,130056386,11
epl_tracking_ch_3,25000,130106386,25000,130056386,20,train,130081386,12
epl_tracking_ch_3,25000,130131386,25000,130081386,20,train,130106386,13
epl_tracking_ch_3,25000,130156386,25000,130106386,20,train,130131386,14
epl_tracking_ch_3,25000,130181386,25000,130131386,20,train,130156386,15
epl_tracking_ch_3,25000,130206386,25000,130156386,20,train,130181386,16
epl_tracking_ch_3,25000,130231386,25000,130181386,20,train,130206386,17
epl_tracking_ch_3,25000,130256386,25000,130206386,20,train,130231386,18
epl_tracking_ch_3,25000,130281386,25000,130231386,20,train,130256386,19
epl_tracking_ch_3,25001,130306387,25000,130256386,20,train,130281386,20
epl_tracking_ch_3,25000,130331387,25001,130281386,20,train,130306387,21
epl_tracking_ch_3,25000,130356387,25000,130306387,20,train,130331387,22
epl_tracking_ch_3,25000,130381387,25000,130331387,20,train,130356387,23
epl_tracking_ch_3,25000,130406387,25000,130356387,20,train,130381387,24
epl_tracking_ch_3,25000,130431387,25000,130381387,20,train,130406387,25
epl_tracking_ch_3,25000,130456387,25000,130406387,20,train,130431387,26
epl_tracking_ch_3,25000,130481387,25000,130431387,20,train,130456387,27
epl_tracking_ch_3,25000,130506387,25000,130456387,20,train,130481387,28
epl_tracking_ch_3,25000,130531387,25000,130481387,20,train,130506387,29
epl_tracking_ch_3,25000,130556387,25000,130506387,20,train,130531387,30
epl_tracking_ch_3,25000,130581387,25000,130531387,20,train,130556387,31
epl_tracking_ch_3,25000,130606387,25000,130556387,20,train,130581387,32
epl_tracking_ch_3,25000,130631387,25000,130581387,20,train,130606387,33
epl_tracking_ch_3,25000,130656387,25000,130606387,20,train,130631387,34
epl_tracking_ch_3,25000,130681387,25000,130631387,20,train,130656387,35
epl_tracking_ch_3,25000,130706387,25000,130656387,20,train,130681387,36
epl_tracking_ch_3,25000,130731387,25000,130681387,20,train,130706387,37
epl_tracking_ch_3,25000,130756387,25000,130706387,20,train,130731387,38
epl_tracking_ch_3,25000,130781387,25000,130731387,20,train,130756387,39
epl_tracking_ch_3,25001,130806388,25000,130756387,20,train,130781387,40
epl_tracking_ch_3,25000,130831388,25001,130781387,20,train,130806388,41
epl_tracking_ch_3,25000,130856388,25000,130806388,20,train,130831388,42
epl_tracking_ch_3,25000,130881388,25000,130831388,20,train,130856388,43
epl_tracking_ch_3,25000,130906388,25000,130856388,20,train,130881388,44
epl_tracking_ch_3,25000,130931388,25000,130881388,20,train,130906388,45
epl_tracking_ch_3,25000,130956388,25000,130906388,20,train,130931388,46
epl_tracking_ch_3,25000,130981388,25000,130931388,20,train,130956388,47
epl_tracking_ch_3,25000,131006388,25000,130956388,20,train,130981388,48
epl_tracking_ch_3,25000,131031388,25000,130981388,20,train,131006388,49
epl_tracking_ch_3,25000,131056388,25000,131006388,20,train,131031388,50
epl_tracking_ch_10,25000,229672753,25000,229622753,11,train,229647753,1
epl_tracking_ch_10,24999,229697752,25000,229647753,11,train,229672753,2
epl_tracking_ch_10,25001,229722753,24999,229672753,11,train,229697752,3
epl_tracking_ch_10,25000,229747753,25001,229697752,11,train,229722753,4
epl_tracking_ch_10,25000,229772753,25000,229722753,11,train,229747753,5
epl_tracking_ch_10,25000,229797753,25000,229747753,11,train,229772753,6
epl_tracking_ch_10,24999,229822752,25000,229772753,11,train,229797753,7
epl_tracking_ch_10,25000,229847752,24999,229797753,11,train,229822752,8
epl_tracking_ch_10,25001,229872753,25000,229822752,11,train,229847752,9
epl_tracking_ch_10,25000,229897753,25001,229847752,11,train,229872753,10
epl_tracking_ch_10,25000,229922753,25000,229872753,11,train,229897753,11
epl_tracking_ch_10,25000,229947753,25000,229897753,11,train,229922753,12
epl_tracking_ch_10,25000,229972753,25000,229922753,11,train,229947753,13
epl_tracking_ch_10,25000,229997753,25000,229947753,11,train,229972753,14
epl_tracking_ch_10,25000,230022753,25000,229972753,11,train,229997753,15
epl_tracking_ch_10,25000,230047753,25000,229997753,11,train,230022753,16
epl_tracking_ch_10,25000,230072753,25000,230022753,11,train,230047753,17
epl_tracking_ch_10,25000,230097753,25000,230047753,11,train,230072753,18
epl_tracking_ch_10,25000,230122753,25000,230072753,11,train,230097753,19
epl_tracking_ch_10,25000,230147753,25000,230097753,11,train,230122753,20
epl_tracking_ch_10,25000,230172753,25000,230122753,11,train,230147753,21
epl_tracking_ch_10,25000,230197753,25000,230147753,11,train,230172753,22
epl_tracking_ch_10,25000,230222753,25000,230172753,11,train,230197753,23
epl_tracking_ch_10,25000,230247753,25000,230197753,11,train,230222753,24
epl_tracking_ch_10,25000,230272753,25000,230222753,11,train,230247753,25
epl_tracking_ch_10,25000,230297753,25000,230247753,11,train,230272753,26
epl_tracking_ch_10,25000,230322753,25000,230272753,11,train,230297753,27
epl_tracking_ch_10,25000,230347753,25000,230297753,11,train,230322753,28
epl_tracking_ch_10,25000,230372753,25000,230322753,11,train,230347753,29
epl_tracking_ch_10,25000,230397753,25000,230347753,11,train,230372753,30
epl_tracking_ch_10,25000,230422753,25000,230372753,11,train,230397753,31
epl_tracking_ch_10,25000,230447753,25000,230397753,11,train,230422753,32
epl_tracking_ch_10,25000,230472753,25000,230422753,11,train,230447753,33
epl_tracking_ch_10,25000,230497753,25000,230447753,11,train,230472753,34
epl_tracking_ch_10,25000,230522753,25000,230472753,11,train,230497753,35
epl_tracking_ch_10,25000,230547753,25000,230497753,11,train,230522753,36
epl_tracking_ch_10,25000,230572753,25000,230522753,11,train,230547753,37
epl_tracking_ch_10,25000,230597753,25000,230547753,11,train,230572753,38
epl_tracking_ch_10,25000,230622753,25000,230572753,11,train,230597753,39
epl_tracking_ch_10,25000,230647753,25000,230597753,11,train,230622753,40
epl_tracking_ch_10,25000,230672753,25000,230622753,11,train,230647753,41
epl_tracking_ch_10,25000,230697753,25000,230647753,11,train,230672753,42
epl_tracking_ch_10,25000,230722753,25000,230672753,11,train,230697753,43
epl_tracking_ch_10,25000,230747753,25000,230697753,11,train,230722753,44
epl_tracking_ch_10,25000,230772753,25000,230722753,11,train,230747753,45
epl_tracking_ch_10,25000,230797753,25000,230747753,11,train,230772753,46
epl_tracking_ch_10,25000,230822753,25000,230772753,11,train,230797753,47
epl_tracking_ch_10,25000,230847753,25000,230797753,11,train,230822753,48
epl_tracking_ch_10,25000,230872753,25000,230822753,11,train,230847753,49
epl_tracking_ch_10,25000,230897753,25000,230847753,11,train,230872753,50
epl_tracking_ch_10,25000,959466321,25000,959416321,12,train,959441321,15962
epl_tracking_ch_10,25000,959491321,25000,959441321,12,train,959466321,15963
epl_tracking_ch_10,25000,959516321,25000,959466321,12,train,959491321,15964
epl_tracking_ch_10,25000,959541321,25000,959491321,12,train,959516321,15965
epl_tracking_ch_10,25000,959566321,25000,959516321,12,train,959541321,15966
epl_tracking_ch_10,25000,959591321,25000,959541321,12,train,959566321,15967
epl_tracking_ch_10,25000,959616321,25000,959566321,12,train,959591321,15968
epl_tracking_ch_10,25001,959641322,25000,959591321,12,train,959616321,15969
epl_tracking_ch_10,25000,959666322,25001,959616321,12,train,959641322,15970
epl_tracking_ch_10,25000,959691322,25000,959641322,12,train,959666322,15971
epl_tracking_ch_10,25000,959716322,25000,959666322,12,train,959691322,15972
epl_tracking_ch_10,25000,959741322,25000,959691322,12,train,959716322,15973
epl_tracking_ch_10,25000,959766322,25000,959716322,12,train,959741322,15974
epl_tracking_ch_10,25000,959791322,25000,959741322,12,train,959766322,15975
epl_tracking_ch_10,25000,959816322,25000,959766322,12,train,959791322,15976
epl_tracking_ch_10,25000,959841322,25000,959791322,12,train,959816322,15977
epl_tracking_ch_10,25001,959866323,25000,959816322,12,train,959841322,15978
epl_tracking_ch_10,25000,959891323,25001,959841322,12,train,959866323,15979
epl_tracking_ch_10,25000,959916323,25000,959866323,12,train,959891323,15980
epl_tracking_ch_10,25000,959941323,25000,959891323,12,train,959916323,15981
epl_tracking_ch_10,25000,959966323,25000,959916323,12,train,959941323,15982
epl_tracking_ch_10,25000,959991323,25000,959941323,12,train,959966323,15983
epl_tracking_ch_10,25000,960016323,25000,959966323,12,train,959991323,15984
epl_tracking_ch_10,25000,960041323,25000,959991323,12,train,960016323,15985
epl_tracking_ch_10,25000,960066323,25000,960016323,12,train,960041323,15986
epl_tracking_ch_10,25001,960091324,25000,960041323,12,train,960066323,15987
epl_tracking_ch_10,25000,960116324,25001,960066323,12,train,960091324,15988
epl_tracking_ch_10,25000,960141324,25000,960091324,12,train,960116324,15989
epl_tracking_ch_10,25000,960166324,25000,960116324,12,train,960141324,15990
epl_tracking_ch_10,25000,960191324,25000,960141324,12,train,960166324,15991
epl_tracking_ch_10,25000,960216324,25000,960166324,12,train,960191324,15992
epl_tracking_ch_10,25000,960241324,25000,960191324,12,train,960216324,15993
epl_tracking_ch_10,25000,960266324,25000,960216324,12,train,960241324,15994
epl_tracking_ch_10,25000,960291324,25000,960241324,12,train,960266324,15995
epl_tracking_ch_10,25000,960316324,25000,960266324,12,train,960291324,15996
epl_tracking_ch_10,25001,960341325,25000,960291324,12,train,960316324,15997
epl_tracking_ch_10,25000,960366325,25001,960316324,12,train,960341325,15998
epl_tracking_ch_10,25000,960391325,25000,960341325,12,train,960366325,15999
epl_tracking_ch_10,25000,960416325,25000,960366325,12,train,960391325,16000
epl_tracking_ch_10,25000,960441325,25000,960391325,12,train,960416325,16001
epl_tracking_ch_10,25000,960466325,25000,960416325,12,train,960441325,16002
epl_tracking_ch_10,25000,960491325,25000,960441325,12,train,960466325,16003
epl_tracking_ch_10,25000,960516325,25000,960466325,12,train,960491325,16004
epl_tracking_ch_10,25000,960541325,25000,960491325,12,train,960516325,16005
epl_tracking_ch_10,25001,960566326,25000,960516325,12,train,960541325,16006
epl_tracking_ch_10,25000,960591326,25001,960541325,12,train,960566326,16007
epl_tracking_ch_10,25000,960616326,25000,960566326,12,train,960591326,16008
epl_tracking_ch_10,25000,960641326,25000,960591326,12,train,960616326,16009
epl_tracking_ch_10,25000,960666326,25000,960616326,12,train,960641326,16010
epl_tracking_ch_10,25000,960691326,25000,960641326,12,train,960666326,16011
epl_tracking_ch_10,25000,1416960981,25000,1416910981,31,train,1416935981,31923
epl_tracking_ch_10,25000,1416985981,25000,1416935981,31,train,1416960981,31924
epl_tracking_ch_10,25000,1417010981,25000,1416960981,31,train,1416985981,31925
epl_tracking_ch_10,25000,1417035981,25000,1416985981,31,train,1417010981,31926
epl_tracking_ch_10,25000,1417060981,25000,1417010981,31,train,1417035981,31927
epl_tracking_ch_10,25000,1417085981,25000,1417035981,31,train,1417060981,31928
epl_tracking_ch_10,25000,1417110981,25000,1417060981,31,train,1417085981,31929
epl_tracking_ch_10,25000,1417135981,25000,1417085981,31,train,1417110981,31930
epl_tracking_ch_10,25000,1417160981,25000,1417110981,31,train,1417135981,31931
epl_tracking_ch_10,25000,1417185981,25000,1417135981,31,train,1417160981,31932
epl_tracking_ch_10,25000,1417210981,25000,1417160981,31,train,1417185981,31933
epl_tracking_ch_10,25000,1417235981,25000,1417185981,31,train,1417210981,31934
epl_tracking_ch_10,25000,1417260981,25000,1417210981,31,train,1417235981,31935
epl_tracking_ch_10,25000,1417285981,25000,1417235981,31,train,1417260981,31936
epl_tracking_ch_10,25000,1417310981,25000,1417260981,31,train,1417285981,31937
epl_tracking_ch_10,25000,1417335981,25000,1417285981,31,train,1417310981,31938
epl_tracking_ch_10,25000,1417360981,25000,1417310981,31,train,1417335981,31939
epl_tracking_ch_10,25000,1417385981,25000,1417335981,31,train,1417360981,31940
epl_tracking_ch_10,25000,1417410981,25000,1417360981,31,train,1417385981,31941
epl_tracking_ch_10,25000,1417435981,25000,1417385981,31,train,1417410981,31942
epl_tracking_ch_10,25000,1417460981,25000,1417410981,31,train,1417435981,31943
epl_tracking_ch_10,25000,1417485981,25000,1417435981,31,train,1417460981,31944
epl_tracking_ch_10,25000,1417510981,25000,1417460981,31,train,1417485981,31945
epl_tracking_ch_10,25000,1417535981,25000,1417485981,31,train,1417510981,31946
epl_tracking_ch_10,25000,1417560981,25000,1417510981,31,train,1417535981,31947
epl_tracking_ch_10,25000,1417585981,25000,1417535981,31,train,1417560981,31948
epl_tracking_ch_10,25000,1417610981,25000,1417560981,31,train,1417585981,31949
epl_tracking_ch_10,25000,1417635981,25000,1417585981,31,train,1417610981,31950
epl_tracking_ch_10,25000,1417660981,25000,1417610981,31,train,1417635981,31951
epl_tracking_ch_10,25000,1417685981,25000,1417635981,31,train,1417660981,31952
epl_tracking_ch_10,25000,1417710981,25000,1417660981,31,train,1417685981,31953
epl_tracking_ch_10,24999,1417735980,25000,1417685981,31,train,1417710981,31954
epl_tracking_ch_10,25000,1417760980,24999,1417710981,31,train,1417735980,31955
epl_tracking_ch_10,25000,1417785980,25000,1417735980,31,train,1417760980,31956
epl_tracking_ch_10,25000,1417810980,25000,1417760980,31,train,1417785980,31957
epl_tracking_ch_10,25000,1417835980,25000,1417785980,31,train,1417810980,31958
epl_tracking_ch_10,25000,1417860980,25000,1417810980,31,train,1417835980,31959
epl_tracking_ch_10,25000,1417885980,25000,1417835980,31,train,1417860980,31960
epl_tracking_ch_10,25000,1417910980,25000,1417860980,31,train,1417885980,31961
epl_tracking_ch_10,25000,1417935980,25000,1417885980,31,train,1417910980,31962
epl_tracking_ch_10,25000,1417960980,25000,1417910980,31,train,1417935980,31963
epl_tracking_ch_10,25000,1417985980,25000,1417935980,31,train,1417960980,31964
epl_tracking_ch_10,25000,1418010980,25000,1417960980,31,train,1417985980,31965
epl_tracking_ch_10,25000,1418035980,25000,1417985980,31,train,1418010980,31966
epl_tracking_ch_10,25000,1418060980,25000,1418010980,31,train,1418035980,31967
epl_tracking_ch_10,25000,1418085980,25000,1418035980,31,train,1418060980,31968
epl_tracking_ch_10,25000,1418110980,25000,1418060980,31,train,1418085980,31969
epl_tracking_ch_10,25000,1418135980,25000,1418085980,31,train,1418110980,31970
epl_tracking_ch_10,25000,1418160980,25000,1418110980,31,train,1418135980,31971
epl_tracking_ch_10,25000,1418185980,25000,1418135980,31,train,1418160980,31972
epl_tracking_ch_10,25000,2257279264,25000,2257229264,8,train,2257254264,47884
epl_tracking_ch_10,25000,2257304264,25000,2257254264,8,train,2257279264,47885
epl_tracking_ch_10,25000,2257329264,25000,2257279264,8,train,2257304264,47886
epl_tracking_ch_10,25000,2257354264,25000,2257304264,8,train,2257329264,47887
epl_tracking_ch_10,25000,2257379264,25000,2257329264,8,train,2257354264,47888
epl_tracking_ch_10,25000,2257404264,25000,2257354264,8,train,2257379264,47889
epl_tracking_ch_10,25000,2257429264,25000,2257379264,8,train,2257404264,47890
epl_tracking_ch_10,25000,2257454264,25000,2257404264,8,train,2257429264,47891
epl_tracking_ch_10,25000,2257479264,25000,2257429264,8,train,2257454264,47892
epl_tracking_ch_10,25000,2257504264,25000,2257454264,8,train,2257479264,47893
epl_tracking_ch_10,25000,2257529264,25000,2257479264,8,train,2257504264,47894
epl_tracking_ch_10,25000,2257554264,25000,2257504264,8,train,2257529264,47895
epl_tracking_ch_10,25000,2257579264,25000,2257529264,8,train,2257554264,47896
epl_tracking_ch_10,25000,2257604264,25000,2257554264,8,train,2257579264,47897
epl_tracking_ch_10,25000,2257629264,25000,2257579264,8,train,2257604264,47898
epl_tracking_ch_10,25000,2257654264,25000,2257604264,8,train,2257629264,47899
epl_tracking_ch_10,25000,2257679264,25000,2257629264,8,train,2257654264,47900
epl_tracking_ch_10,25000,2257704264,25000,2257654264,8,train,2257679264,47901
epl_tracking_ch_10,24999,2257729263,25000,2257679264,8,train,2257704264,47902
epl_tracking_ch_10,25000,2257754263,24999,2257704264,8,train,2257729263,47903
epl_tracking_ch_10,25000,2257779263,25000,2257729263,8,train,2257754263,47904
epl_tracking_ch_10,25000,2257804263,25000,2257754263,8,train,2257779263,47905
epl_tracking_ch_10,25000,2257829263,25000,2257779263,8,train,2257804263,47906
epl_tracking_ch_10,25000,2257854263,25000,2257804263,8,train,2257829263,47907
epl_tracking_ch_10,25000,2257879263,25000,2257829263,8,train,2257854263,47908
epl_tracking_ch_10,25000,2257904263,25000,2257854263,8,train,2257879263,47909
epl_tracking_ch_10,25000,2257929263,25000,2257879263,8,train,2257904263,47910
epl_tracking_ch_10,25000,2257954263,25000,2257904263,8,train,2257929263,47911
epl_tracking_ch_10,25000,2257979263,25000,2257929263,8,train,2257954263,47912
epl_tracking_ch_10,25000,2258004263,25000,2257954263,8,train,2257979263,47913
epl_tracking_ch_10,25000,2258029263,25000,2257979263,8,train,2258004263,47914
epl_tracking_ch_10,25000,2258054263,25000,2258004263,8,train,2258029263,47915
epl_tracking_ch_10,25000,2258079263,25000,2258029263,8,train,2258054263,47916
epl_tracking_ch_10,25000,2258104263,25000,2258054263,8,train,2258079263,47917
epl_tracking_ch_10,25000,2258129263,25000,2258079263,8,train,2258104263,47918
epl_tracking_ch_10,25000,2258154263,25000,2258104263,8,train,2258129263,47919
epl_tracking_ch_10,25000,2258179263,25000,2258129263,8,train,2258154263,47920
epl_tracking_ch_10,25000,2258204263,25000,2258154263,8,train,2258179263,47921
epl_tracking_ch_10,25000,2258229263,25000,2258179263,8,train,2258204263,47922
epl_tracking_ch_10,25000,2258254263,25000,2258204263,8,train,2258229263,47923
epl_tracking_ch_10,25000,2258279263,25000,2258229263,8,train,2258254263,47924
epl_tracking_ch_10,24999,2258304262,25000,2258254263,8,train,2258279263,47925
epl_tracking_ch_10,25000,2258329262,24999,2258279263,8,train,2258304262,47926
epl_tracking_ch_10,25000,2258354262,25000,2258304262,8,train,2258329262,47927
epl_tracking_ch_10,25000,2258379262,25000,2258329262,8,train,2258354262,47928
epl_tracking_ch_10,25000,2258404262,25000,2258354262,8,train,2258379262,47929
epl_tracking_ch_10,25000,2258429262,25000,2258379262,8,train,2258404262,47930
epl_tracking_ch_10,25000,2258454262,25000,2258404262,8,train,2258429262,47931
epl_tracking_ch_10,25000,2258479262,25000,2258429262,8,train,2258454262,47932
epl_tracking_ch_10,25000,2258504262,25000,2258454262,8,train,2258479262,47933
epl_tracking_ch_10,25000,3066269136,25000,3066219136,29,train,3066244136,63846
epl_tracking_ch_10,25000,3066294136,25000,3066244136,29,train,3066269136,63847
epl_tracking_ch_10,25000,3066319136,25000,3066269136,29,train,3066294136,63848
epl_tracking_ch_10,25000,3066344136,25000,3066294136,29,train,3066319136,63849
epl_tracking_ch_10,25000,3066369136,25000,3066319136,29,train,3066344136,63850
epl_tracking_ch_10,25000,3066394136,25000,3066344136,29,train,3066369136,63851
epl_tracking_ch_10,25000,3066419136,25000,3066369136,29,train,3066394136,63852
epl_tracking_ch_10,25000,3066444136,25000,3066394136,29,train,3066419136,63853
epl_tracking_ch_10,25000,3066469136,25000,3066419136,29,train,3066444136,63854
epl_tracking_ch_10,25000,3066494136,25000,3066444136,29,train,3066469136,63855
epl_tracking_ch_10,25000,3066519136,25000,3066469136,29,train,3066494136,63856
epl_tracking_ch_10,25000,3066544136,25000,3066494136,29,train,3066519136,63857
epl_tracking_ch_10,25000,3066569136,25000,3066519136,29,train,3066544136,63858
epl_tracking_ch_10,25000,3066594136,25000,3066544136,29,train,3066569136,63859
epl_tracking_ch_10,25000,3066619136,25000,3066569136,29,train,3066594136,63860
epl_tracking_ch_10,25000,3066644136,25000,3066594136,29,train,3066619136,63861
epl_tracking_ch_10,25000,3066669136,25000,3066619136,29,train,3066644136,63862
epl_tracking_ch_10,25000,3066694136,25000,3066644136,29,train,3066669136,63863
epl_tracking_ch_10,25000,3066719136,25000,3066669136,29,train,3066694136,63864
epl_tracking_ch_10,25000,3066744136,25000,3066694136,29,train,3066719136,63865
epl_tracking_ch_10,25000,3066769136,25000,3066719136,29,train,3066744136,63866
epl_tracking_ch_10,25000,3066794136,25000,3066744136,29,train,3066769136,63867
epl_tracking_ch_10,25000,3066819136,25000,3066769136,29,train,3066794136,63868
epl_tracking_ch_10,25000,3066844136,25000,3066794136,29,train,3066819136,63869
epl_tracking_ch_10,25000,3066869136,25000,3066819136,29,train,3066844136,63870
epl_tracking_ch_10,25000,3066894136,25000,3066844136,29,train,3066869136,63871
epl_tracking_ch_10,25000,3066919136,25000,3066869136,29,train,3066894136,63872
epl_tracking_ch_10,25000,3066944136,25000,3066894136,29,train,3066919136,63873
epl_tracking_ch_10,25000,3066969136,25000,3066919136,29,train,3066944136,63874
epl_tracking_ch_10,25000,3066994136,25000,3066944136,29,train,3066969136,63875
epl_tracking_ch_10,25000,3067019136,25000,3066969136,29,train,3066994136,63876
epl_tracking_ch_10,25000,3067044136,25000,3066994136,29,train,3067019136,63877
epl_tracking_ch_10,25000,3067069136,25000,3067019136,29,train,3067044136,63878
epl_tracking_ch_10,25000,3067094136,25000,3067044136,29,train,3067069136,63879
epl_tracking_ch_10,25001,3067119137,25000,3067069136,29,train,3067094136,63880
epl_tracking_ch_10,25000,3067144137,25001,3067094136,29,train,3067119137,63881
epl_tracking_ch_10,25000,3067169137,25000,3067119137,29,train,3067144137,63882
epl_tracking_ch_10,25000,3067194137,25000,3067144137,29,train,3067169137,63883
epl_tracking_ch_10,25000,3067219137,25000,3067169137,29,train,3067194137,63884
epl_tracking_ch_10,25000,3067244137,25000,3067194137,29,train,3067219137,63885
epl_tracking_ch_10,25000,3067269137,25000,3067219137,29,train,3067244137,63886
epl_tracking_ch_10,25000,3067294137,25000,3067244137,29,train,3067269137,63887
epl_tracking_ch_10,25000,3067319137,25000,3067269137,29,train,3067294137,63888
epl_tracking_ch_10,25000,3067344137,25000,3067294137,29,train,3067319137,63889
epl_tracking_ch_10,25000,3067369137,25000,3067319137,29,train,3067344137,63890
epl_tracking_ch_10,25000,3067394137,25000,3067344137,29,train,3067369137,63891
epl_tracking_ch_10,25000,3067419137,25000,3067369137,29,train,3067394137,63892
epl_tracking_ch_10,25000,3067444137,25000,3067394137,29,train,3067419137,63893
epl_tracking_ch_10,25000,3067469137,25000,3067419137,29,train,3067444137,63894
epl_tracking_ch_10,25000,3067494137,25000,3067444137,29,train,3067469137,63895
epl_tracking_ch_10,25000,4405036507,25000,4404986507,24,calibration,4405011507,79807
epl_tracking_ch_10,25000,4405061507,25000,4405011507,24,calibration,4405036507,79808
epl_tracking_ch_10,25000,4405086507,25000,4405036507,24,calibration,4405061507,79809
