dataset,prn,trace_path,trace_sha256,trace_record_count,sample_rate_hz,channel,tracking_session_id,trace_row_index,loop_sequence,raw_interval_start_sample,raw_interval_end_sample,data_symbol_boundary,phase_mod20,subset,matches_fitted_phase
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14052,14052,220263505,220268505,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14072,14072,220363505,220368505,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14092,14092,220463505,220468505,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14112,14112,220563505,220568505,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14132,14132,220663505,220668505,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14152,14152,220763504,220768503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14172,14172,220863504,220868504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14192,14192,220963504,220968504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14212,14212,221063504,221068504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14232,14232,221163504,221168504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14252,14252,221263504,221268504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14272,14272,221363504,221368504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14292,14292,221463504,221468504,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14312,14312,221563503,221568503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14332,14332,221663503,221668503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14352,14352,221763503,221768503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14372,14372,221863503,221868503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14392,14392,221963503,221968503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14412,14412,222063503,222068503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14432,14432,222163503,222168503,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14452,14452,222263502,222268502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14472,14472,222363502,222368502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14492,14492,222463502,222468502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14512,14512,222563502,222568502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14532,14532,222663502,222668502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14552,14552,222763502,222768502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14572,14572,222863502,222868502,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14592,14592,222963501,222968501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14612,14612,223063501,223068501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14632,14632,223163501,223168501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14652,14652,223263501,223268501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14672,14672,223363501,223368501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14692,14692,223463501,223468501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14712,14712,223563501,223568501,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14732,14732,223663500,223668500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14752,14752,223763500,223768500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14772,14772,223863500,223868500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14792,14792,223963500,223968500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14812,14812,224063500,224068500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14832,14832,224163500,224168500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14852,14852,224263500,224268500,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14872,14872,224363499,224368499,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14892,14892,224463499,224468499,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14912,14912,224563499,224568499,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14932,14932,224663499,224668499,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14952,14952,224763499,224768499,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14972,14972,224863499,224868499,1,12,holdout,True
OAKBAT.cleanStatic,11,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,653c3fbce4c14e4624f5111ad739a5455e8c16532c8ecaf2d2f77e38cc3051bd,14998,5000000,2,1,14992,14992,224963499,224968499,1,12,holdout,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11345,11345,206727449,206732449,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11365,11365,206827449,206832449,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11385,11385,206927450,206932450,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11405,11405,207027450,207032450,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11425,11425,207127450,207132450,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11445,11445,207227450,207232450,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11465,11465,207327450,207332450,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11485,11485,207427450,207432450,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11505,11505,207527451,207532451,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11525,11525,207627451,207632451,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11545,11545,207727451,207732451,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11565,11565,207827451,207832451,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11585,11585,207927451,207932451,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11605,11605,208027451,208032451,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11625,11625,208127452,208132452,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11645,11645,208227452,208232452,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11665,11665,208327452,208332452,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11685,11685,208427452,208432452,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11705,11705,208527452,208532452,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11725,11725,208627453,208632453,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11745,11745,208727453,208732453,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11765,11765,208827453,208832453,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11785,11785,208927453,208932453,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11805,11805,209027453,209032453,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11825,11825,209127453,209132453,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11845,11845,209227454,209232454,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11865,11865,209327454,209332454,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11885,11885,209427454,209432454,1,5,fit,True
OAKBAT.cleanStatic,21,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_0.bin,4ef713eac37560d85ea0e4b8fe01aca5b33eddce51df23e7a1d40f750351156b,14998,5000000,0,1,11905,11905,209527454,209532454,1,5,fit,True
