scenario,physical_recording_id,event_id,target_index,availability_time_s,source_start_s,source_end_s,role,phase,label,valid,tracked_prn_count,predicted_TOPI_scale,clamped_TOPI_scale,predicted_B0_scale,clamped_B0_scale,predicted_total_scale,clamped_total_scale,B0,TOPI,NC_TOPI_original,IQ_LOW_ONLY,IQ_OOD_ONLY,NC_TOPI_clamped,NC_B0_clamped,NC_total_clamped,common_iq_scale_equal,original_implementation_denominator
cleanStatic,cleanStatic,cleanStatic@444.5,876,445.19125544,443.78039548,445.19125544,normal_holdout,normal,,True,11,1.6765190137804487,1.369349963205879,0.08130108955028854,0.07810200022897199,2.3226780359876043,1.8996387280095701,0.07671948503895443,1.7530968721324933,1.2328214764324275,-0.5167196282141124,6.7025744280421,1.2802402009988727,0.9822985943258248,1.4976513150828081,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@445,877,445.69125544,444.28039548,445.69125544,normal_holdout,normal,,True,11,1.7454570259788484,1.369349963205879,0.08296624958075242,0.07810200022897199,2.439890635570718,1.8996387280095701,0.08339981025111232,1.6902353012529112,1.1886156508134704,-0.5570164273680708,6.7025744280421,1.2343340611743878,1.067831937807082,1.551721029115813,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@445.5,878,446.19125544,444.78039548,446.19125544,normal_holdout,normal,,True,11,1.6523544019169163,1.369349963205879,0.08147813119852497,0.07810200022897199,2.3032038292668675,1.8996387280095701,0.08415675927016261,1.33015198626431,0.9353960763110409,-0.5022011810961271,6.7025744280421,0.9713747559098772,1.0775237384886414,0.9124236614108981,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@446,879,446.69125544,445.28039548,446.69125544,normal_holdout,normal,,True,11,1.6621525827337673,1.369349963205879,0.08215159023095005,0.07810200022897199,2.3369595149685147,1.8996387280095701,0.09344029450484916,1.901239779255888,1.3369992662545591,-0.508113498918297,6.7025744280421,1.388425041327467,1.1963879827777755,1.9092962354955318,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@446.5,880,447.19125544,445.78039548,447.19125544,normal_holdout,normal,,True,11,1.6909060729894212,1.369349963205879,0.08309102212467745,0.07810200022897199,2.401489834841142,1.8996387280095701,0.07844451364676293,1.321087958331687,0.9290220256376582,-0.5252645231279898,6.7025744280421,0.964755536443582,1.0043854628151236,0.9999487206145129,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@447,881,447.69125544,446.28039548,447.69125544,normal_holdout,normal,,True,11,1.6836296779125222,1.369349963205879,0.08285575693474713,0.07810200022897199,2.3811621646770624,1.8996387280095701,0.07910284123333769,3.171770366379856,2.23046808658587,-0.5209519854094967,6.7025744280421,2.3162598689922973,1.0128145374181396,1.8082139952891916,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@447.5,882,448.19125544,446.78039548,448.19125544,normal_holdout,normal,,True,11,1.6991168787201472,1.369349963205879,0.0829404086679556,0.07810200022897199,2.3957241928135304,1.8996387280095701,0.06735511984438859,1.3505429530641735,0.9497355131075446,-0.530108632978278,6.7025744280421,0.9862657387468174,0.8623994218704167,0.9792560204750591,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@448,883,448.69125544,447.28039548,448.69125544,normal_holdout,normal,,True,11,1.6770911888766298,1.369349963205879,0.08218687566948192,0.07810200022897199,2.345587678895345,1.8996387280095701,0.10425429680657246,1.126575306456641,0.7922358739530195,-0.5170608575563178,6.7025744280421,0.8227080999944956,1.3348479744555795,0.6922076653297472,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@448.5,884,449.19125544,447.78039548,449.19125544,normal_holdout,normal,,True,11,1.7233989443565696,1.369349963205879,0.08317912905609906,0.07810200022897199,2.4107762448231567,1.8996387280095701,0.09500799057008842,2.3217308523466627,1.6326990839855935,-0.544298471287987,6.7025744280421,1.6954985319538765,1.216460401674132,1.3996803865407548,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@449,885,449.69125544,448.28039548,449.69125544,normal_holdout,normal,,True,11,1.7413378200651468,1.369349963205879,0.08342296959926293,0.07810200022897199,2.4360043988783033,1.8996387280095701,0.07227436625794187,1.8429811022607296,1.2960303104998183,-0.5546536799097912,6.7025744280421,1.3458802729625088,0.9253843185328773,1.153930359679355,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@449.5,886,450.19125544,448.78039548,450.19125544,normal_holdout,normal,,True,11,1.8180036634537764,1.369349963205879,0.08464566189861701,0.07810200022897199,2.5482231612261255,1.8996387280095701,0.10290622451921963,1.2179325710014268,0.8564805825879332,-0.5977390108543439,6.7025744280421,0.8894238899675007,1.317587567764321,0.7300938536992456,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@450,887,450.69125544,449.28039548,450.69125544,normal_holdout,normal,,True,11,1.8879598854376987,1.369349963205879,0.08611432713054636,0.07810200022897199,2.656107694625094,1.8996387280095701,0.0744760266870567,1.6270875320949303,1.1442085634218546,-0.6354968203777227,6.7025744280421,1.1882189183294272,0.9535738709471588,1.0176759601550216,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@450.5,888,451.19125544,449.78039548,451.19125544,normal_holdout,normal,,True,11,1.883858068876062,1.369349963205879,0.08556032660833175,0.07810200022897199,2.6284274053453927,1.8996387280095701,0.07418539705944989,1.3407703905947193,0.9428632032633855,-0.6333218383248738,6.7025744280421,0.9791290952794491,0.9498527162167452,0.7834739210591449,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@451,889,451.69125544,450.28039548,451.69125544,normal_holdout,normal,,True,11,1.9421821743181866,1.369349963205879,0.08659290603227514,0.07810200022897199,2.7191723732361575,1.8996387280095701,0.07555930718647531,1.000184481436864,0.7033546911813819,-0.6638121730483583,6.7025744280421,0.7304082289492041,0.9674439446487638,0.6424117609850025,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@451.5,890,452.19125544,450.78039548,452.19125544,normal_holdout,normal,,True,11,1.807760307676973,1.369349963205879,0.08482949562117952,0.07810200022897199,2.5324243184573114,1.8996387280095701,0.10254783800473305,1.6169626054025439,1.1370884622613897,-0.592088679993868,6.7025744280421,1.1808249526052215,1.3129988694795665,0.9592836645554327,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@452,891,452.69125544,451.28039548,452.69125544,normal_holdout,normal,,True,11,1.7111187757284625,1.369349963205879,0.08306047585937344,0.07810200022897199,2.3893944329166317,1.8996387280095701,0.0724856584294395,1.5147006099157192,1.0651752746543415,-0.5371474113951606,6.7025744280421,1.1061457265238097,0.9280896547711067,0.902956740367756,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@452.5,892,453.19125544,451.78039548,453.19125544,normal_holdout,normal,,True,11,1.6740140137337047,1.369349963205879,0.08258322278036274,0.07810200022897199,2.347074108711808,1.8996387280095701,0.08441405196743965,1.6100117250350638,1.1322004296983528,-0.5152243434382798,6.7025744280421,1.1757489088222233,1.0808180548508692,1.2599717053963306,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@453,893,453.69125544,452.28039548,453.69125544,normal_holdout,normal,,True,11,1.651815593390725,1.369349963205879,0.0819392408603273,0.07810200022897199,2.3070514454328137,1.8996387280095701,0.08275583470315823,1.626032398833554,1.1434665673771405,-0.501875042591309,6.7025744280421,1.187448382462244,1.059586623396873,1.0432406334711615,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@453.5,894,454.19125544,452.78039548,454.19125544,normal_holdout,normal,,True,11,1.736554012579224,1.369349963205879,0.08294939967738049,0.07810200022897199,2.4168259390967464,1.8996387280095701,0.09272131037710862,1.2462329828955248,0.8763821385883657,-0.5519026969965384,6.7025744280421,0.9100909310121741,1.1871822758095458,1.0520156093693502,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@454,895,454.69125544,453.28039548,454.69125544,normal_holdout,normal,,True,11,1.7290775245763985,1.369349963205879,0.08270024096658128,0.07810200022897199,2.4048665961807076,1.8996387280095701,0.0730054596661431,2.0123847242650648,1.4151591656773097,-0.547588043507651,6.7025744280421,1.4695912501094557,0.9347450699356311,1.1773078860930908,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@454.5,896,455.19125544,453.78039548,455.19125544,normal_holdout,normal,,True,11,1.6397284312009544,1.369349963205879,0.08118173846341818,0.07810200022897199,2.2713832919412256,1.8996387280095701,0.08097811727147558,1.6003040538395772,1.1253737530176837,-0.4945306373933228,6.7025744280421,1.1686596537330718,1.0368251393571442,1.2305010715685085,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@455,897,455.69125544,454.28039548,455.69125544,normal_holdout,normal,,True,11,1.5710322076049044,1.369349963205879,0.0799068562323692,0.07810200022897199,2.170158057496561,1.8996387280095701,0.0695142820818894,1.3923707096472646,0.9791498355253907,-0.4517328604031845,6.7025744280421,1.0168114412385056,0.8900448372396873,0.9920985691127522,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@455.5,898,456.19125544,454.78039548,456.19125544,normal_holdout,normal,,True,11,1.4991451172452106,1.369349963205879,0.07936929914921903,0.07810200022897199,2.0946452801899516,1.8996387280095701,0.10612484574409062,1.2627586332634673,0.8880033883946189,-0.40489502380445624,6.7025744280421,0.9221591756625432,1.3587980516883553,0.778589805790198,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@456,899,456.69125544,455.28039548,456.69125544,normal_holdout,normal,,True,11,1.5178757658756645,1.369349963205879,0.08005033499438552,0.07810200022897199,2.1313119385553856,1.8996387280095701,0.088814721945889,1.7096095592597784,1.2022401126104703,-0.4173118349626909,6.7025744280421,1.2484825685154248,1.1371632184260387,1.1688373391123112,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@456.5,900,457.19125544,455.78039548,457.19125544,normal_holdout,normal,,True,11,1.5190821224609021,1.369349963205879,0.08056385837485884,0.07810200022897199,2.1460104430214533,1.8996387280095701,0.07541355279317659,1.4127685253057205,0.9934940886101988,-0.41810628565515534,6.7025744280421,1.0317074256154295,0.9655777390090694,0.8874235519753109,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@457,901,457.69125544,456.28039548,457.69125544,normal_holdout,normal,,True,11,1.48006067600503,1.369349963205879,0.08001528243762498,0.07810200022897199,2.0960449728198434,1.8996387280095701,0.06893528041238427,0.8859367506776178,0.623012835376038,-0.39208308423635335,6.7025744280421,0.6469761379359084,0.8826314333856546,0.606090421440143,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@457.5,902,458.19125544,456.78039548,458.19125544,normal_holdout,normal,,True,11,1.527795809850083,1.369349963205879,0.08047510264003914,0.07810200022897199,2.1504063779194067,1.8996387280095701,0.0734169980783429,1.1031006223484687,0.775727890178102,-0.4238260495176717,6.7025744280421,0.8055651601040864,0.9400143128614626,0.6819052860595867,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@458,903,458.69125544,457.28039548,458.69125544,normal_holdout,normal,,True,11,1.457276022667815,1.369349963205879,0.07875391436819547,0.07810200022897199,2.035830611145545,1.8996387280095701,0.0763961219957223,1.3330236319180375,0.9374154892088077,-0.3765689551646368,6.7025744280421,0.9734718426524105,0.978158328490326,0.7702188030154372,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@458.5,904,459.19125544,457.78039548,459.19125544,normal_holdout,normal,,True,11,1.4892478718036344,1.369349963205879,0.07845878524468283,0.07810200022897199,2.0619316198083553,1.8996387280095701,0.09923009310384923,1.7255824340090082,1.2134726368047906,-0.3982712084866153,6.7025744280421,1.2601471357761087,1.270519228866558,1.2643375330218767,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@459,905,459.69125544,458.28039548,459.69125544,normal_holdout,normal,,True,11,1.5478184055865127,1.369349963205879,0.07929777617571591,0.07810200022897199,2.1359697662265584,1.8996387280095701,0.10770227668675653,1.4635519893913227,1.0292062880713782,-0.43684645923364995,6.7025744280421,1.0687932440330308,1.3789951137103438,0.9875916694892638,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@459.5,906,460.19125544,458.78039548,460.19125544,normal_holdout,normal,,True,11,1.5380087052169935,1.369349963205879,0.07939189461056755,0.07810200022897199,2.1357146961025943,1.8996387280095701,0.08168074670161463,1.489325229933395,1.047330674100814,-0.4304885311565065,6.7025744280421,1.087614758791561,1.0458214445488057,1.1090648654494968,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@460,907,460.69125544,459.28039548,460.69125544,normal_holdout,normal,,True,11,1.5820910521819376,1.369349963205879,0.08031344513769065,0.07810200022897199,2.204082544559941,1.8996387280095701,0.09302408646218029,1.3683164134911914,0.9622342540917185,-0.4587474227979141,6.7025744280421,0.9992452260251514,1.1910589509802714,1.3041563264988467,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@460.5,908,461.19125544,459.78039548,461.19125544,normal_holdout,normal,,True,11,1.5828122633619766,1.369349963205879,0.0804959598047998,0.07810200022897199,2.212624116592598,1.8996387280095701,0.0809329186248962,1.038225547460927,0.7301061182852371,-0.4592031783901817,6.7025744280421,0.7581886116462632,1.0362464263095028,0.6899403865851728,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@461,909,461.69125544,460.28039548,461.69125544,normal_holdout,normal,,True,11,1.5327788376210747,1.369349963205879,0.07979317361559957,0.07810200022897199,2.1449071887190456,1.8996387280095701,0.07430506941211748,0.9303670831191072,0.6542573540958004,-0.42708232178546746,6.7025744280421,0.6794224326270555,0.9513849734229209,0.6270357850591075,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@461.5,910,462.19125544,460.78039548,462.19125544,normal_holdout,normal,,True,11,1.5598728243485338,1.369349963205879,0.079913653957142,0.07810200022897199,2.1675459100223855,1.8996387280095701,0.08732475801130982,2.1200196236551148,1.490850713412653,-0.4446042950847733,6.7025744280421,1.5481941655672824,1.118086063805017,1.1281898175843719,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@462,911,462.69125544,461.28039548,462.69125544,normal_holdout,normal,,True,11,1.588913556888016,1.369349963205879,0.08048668085409998,0.07810200022897199,2.205459309511162,1.8996387280095701,0.05739538133008348,1.610607548720767,1.1326194277854398,-0.4630504851232617,6.7025744280421,1.176184023074761,0.7348772267268082,1.3039456775509441,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@462.5,912,463.19125544,461.78039548,463.19125544,normal_holdout,normal,,True,11,1.5846514948061006,1.369349963205879,0.08053648705653776,0.07810200022897199,2.199475352976237,1.8996387280095701,0.07173843941371205,1.3894097313309222,0.9770676016695985,-0.46036450605878887,6.7025744280421,1.0146491172191512,0.9185224348082782,0.8670151535062927,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@463,913,463.69125544,462.28039548,463.69125544,normal_holdout,normal,,True,11,1.5620575447015956,1.369349963205879,0.08034528988554665,0.07810200022897199,2.1778873900373767,1.8996387280095701,0.06071694615974076,1.3639016076494277,0.9591296524336338,-0.44600389113685196,6.7025744280421,0.9960212102801713,0.7774057768269266,0.8582393581476209,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@463.5,914,464.19125544,462.78039548,464.19125544,normal_holdout,normal,,True,11,1.528041218335381,1.369349963205879,0.07982882852846637,0.07810200022897199,2.136043590325508,1.8996387280095701,0.05815363528557115,1.4623736883101515,1.0283776773416102,-0.42398666573088084,6.7025744280421,1.0679327619701309,0.7445857355135832,0.9695234677706003,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@464,915,464.69125544,463.28039548,464.69125544,normal_holdout,normal,,True,11,1.4617839832092518,1.369349963205879,0.07838763430977479,0.07810200022897199,2.0401173394965677,1.8996387280095701,0.05345554332301184,0.9111697081857669,0.6407572808909703,-0.3796575961080071,6.7025744280421,0.6654030983084596,0.6844324494417042,0.5157800669611471,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@464.5,916,465.19125544,463.78039548,465.19125544,normal_holdout,normal,,True,11,1.4524030549431277,1.369349963205879,0.07842617899250418,0.07810200022897199,2.0333135725339457,1.8996387280095701,0.06555900936660831,0.8306486611030701,0.5841328708390464,-0.3732194639317113,6.7025744280421,0.6066007108645781,0.839402437510034,0.8064235231110229,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@465,917,465.69125544,464.28039548,465.69125544,normal_holdout,normal,,True,11,1.4510753425860405,1.369349963205879,0.07837322350240787,0.07810200022897199,2.027551842146558,1.8996387280095701,0.09382333627008588,1.278209505924354,0.898868827691646,-0.3723048971481167,6.7025744280421,0.9334425386274887,1.2012923612074413,1.1539197704792898,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@465.5,918,466.19125544,464.78039548,466.19125544,normal_holdout,normal,,True,11,1.4377931628543617,1.369349963205879,0.07794847407901918,0.07794847407901918,1.9986118209924464,1.8996387280095701,0.05879529596735422,1.088797312825361,0.7656694459218538,-0.3631094122735079,6.7025744280421,0.7951198320963203,0.7542841173228267,0.7198259732606894,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@466,919,466.69125544,465.28039548,466.69125544,normal_holdout,normal,,True,11,1.4736658991024338,1.369349963205879,0.07907213217757729,0.07810200022897199,2.0662046460975434,1.8996387280095701,0.08108634464991363,1.7567951899743854,1.2354222258460135,-0.3877531053225022,6.7025744280421,1.282940984539432,1.0382108577525855,1.052456714649369,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@466.5,920,467.19125544,465.78039548,467.19125544,normal_holdout,normal,,True,11,1.426246835819985,1.369349963205879,0.07820201700658769,0.07810200022897199,1.9961832949777223,1.8996387280095701,0.051408863822175396,0.7573705267205831,0.5326018577754376,-0.3550464036605638,6.7025744280421,0.5530876306794876,0.6582272370932857,0.5664241038895345,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@467,921,467.69125544,466.28039548,467.69125544,normal_holdout,normal,,True,11,1.4734449212544556,1.369349963205879,0.07870643144634697,0.07810200022897199,2.0545697557519667,1.8996387280095701,0.11324679960476844,1.2648065817942082,0.8894435569166553,-0.3876031429614902,6.7025744280421,0.9236547382183317,1.4499859065422434,0.9324264899432466,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@467.5,922,468.19125544,466.78039548,468.19125544,normal_holdout,normal,,True,11,1.4646094453603276,1.369349963205879,0.07837007769267404,0.07810200022897199,2.0375594315045964,1.8996387280095701,0.06951401358622139,1.327291568411712,0.9333845590832655,-0.3815886167298184,6.7025744280421,0.9692858685330511,0.8900413994830714,0.7396779139038373,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@468,923,468.69125544,467.28039548,468.69125544,normal_holdout,normal,,True,11,1.4433533698475254,1.369349963205879,0.07754506093590868,0.07754506093590868,1.9888185890531371,1.8996387280095701,0.07521460911477792,1.484504768602143,1.0439408053776722,-0.36696913536138265,6.7025744280421,1.084094503589621,0.9699471276054978,1.0184253159163774,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@468.5,924,469.19125544,467.78039548,469.19125544,normal_holdout,normal,,True,11,1.4878171606920538,1.369349963205879,0.07790756798592863,0.07790756798592863,2.042474122965475,1.8996387280095701,0.06260025763020312,1.6232537488789944,1.1415125513761295,-0.39731005298204475,6.7025744280421,1.1854192080150818,0.8035195969858762,0.9212413305594106,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@469,925,469.69125544,468.28039548,469.69125544,normal_holdout,normal,,True,11,1.5153906638855958,1.369349963205879,0.0788492930531377,0.07810200022897199,2.092550672360758,1.8996387280095701,0.08225368365027734,1.5177217922182271,1.0672998454558504,-0.4156732696710266,6.7025744280421,1.1083520159192795,1.053157197115744,0.9698540273055167,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@469.5,926,470.19125544,468.78039548,470.19125544,normal_holdout,normal,,True,11,1.562353041096244,1.369349963205879,0.07998389712092645,0.07810200022897199,2.166918708935187,1.8996387280095701,0.08693728868091362,1.539642455920376,1.0827150032940989,-0.4461930445066893,6.7025744280421,1.124360095877765,1.1131249958520804,1.0866236803471963,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@470,927,470.69125544,469.28039548,470.69125544,normal_holdout,normal,,True,11,1.5296663726652908,1.369349963205879,0.07945804197548757,0.07810200022897199,2.1174959565941744,1.8996387280095701,0.07947747522315092,2.7416856509988876,1.9280217801464423,-0.42504965454493276,6.7025744280421,2.0021803955653086,1.0176112646301816,1.7641456413563656,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@470.5,928,471.19125544,469.78039548,471.19125544,normal_holdout,normal,,True,11,1.4880187996276006,1.369349963205879,0.07895922186989988,0.07810200022897199,2.0635481643627323,1.8996387280095701,0.06574521120778419,1.7403193309075704,1.2238359905254657,-0.3974455704894236,6.7025744280421,1.2709091011571576,0.8417865229448498,0.9686452488135567,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@471,929,471.69125544,470.28039548,471.69125544,normal_holdout,normal,,True,11,1.4331708376248966,1.369349963205879,0.07782485732400687,0.07782485732400687,1.9936884295912245,1.8996387280095701,0.059871369034735444,1.2765018380274604,0.8976679530044739,-0.35988935850573567,6.7025744280421,0.932195474003559,0.769309075447116,0.7775047927786622,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@471.5,930,472.19125544,470.78039548,472.19125544,normal_holdout,normal,,True,11,1.3676321900176227,1.3676321900176227,0.07655245377148134,0.07655245377148134,1.893176695451423,1.893176695451423,0.08598817400291686,1.1737567497922008,0.8582400724108986,-0.31308091610297906,3.56708021211295,0.858240072410899,1.1232582336237362,0.8993194661677044,True,1.3676321900176227
cleanStatic,cleanStatic,cleanStatic@472,931,472.69125544,471.28039548,472.69125544,normal_holdout,normal,,True,11,1.391374110868581,1.369349963205879,0.07734930948426545,0.07734930948426545,1.937264323306915,1.8996387280095701,0.07325556882493801,0.6829842077427989,0.4908702860055647,-0.3302918278002921,4.137625070580563,0.4987652726435379,0.9470746321250587,0.71073639682426,True,1.391374110868581
cleanStatic,cleanStatic,cleanStatic@472.5,932,473.19125544,471.78039548,473.19125544,normal_holdout,normal,,True,11,1.4249887991234254,1.369349963205879,0.07820077034404282,0.07810200022897199,1.9902753463102552,1.8996387280095701,0.11811500502317857,1.771625258892051,1.2458511004560238,-0.3541639534254589,6.7025744280421,1.2937709909776298,1.5123172860733436,1.1805300855982104,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@473,933,473.69125544,472.28039548,473.69125544,normal_holdout,normal,,True,11,1.4077501601306734,1.369349963205879,0.0778528717595745,0.0778528717595745,1.9552134709376514,1.8996387280095701,0.07164672481263828,1.037541677108878,0.7370211749878746,-0.34199279890195283,4.304679155243729,0.7576891992459094,0.9202836477747146,1.5760005974731925,True,1.4077501601306734
cleanStatic,cleanStatic,cleanStatic@473.5,934,474.19125544,472.78039548,474.19125544,normal_holdout,normal,,True,11,1.4057558927551812,1.369349963205879,0.07789051752546933,0.07789051752546933,1.9563114660179934,1.8996387280095701,0.073042457029181,0.9502935389494082,0.6760018178454158,-0.34057516007552374,4.304679155243729,0.6939741954091931,0.9377580140650231,0.8948526337816363,True,1.4057558927551812
cleanStatic,cleanStatic,cleanStatic@474,935,474.69125544,473.28039548,474.69125544,normal_holdout,normal,,True,11,1.4052795234955913,1.369349963205879,0.07804121551213272,0.07804121551213272,1.9635829194670533,1.8996387280095701,0.081108560535588,1.1557295958821083,0.822419722595306,-0.3402362321051423,4.304679155243729,0.8439987051785875,1.0393041677186385,0.8826709115943624,True,1.4052795234955913
cleanStatic,cleanStatic,cleanStatic@474.5,936,475.19125544,473.78039548,475.19125544,normal_holdout,normal,,True,11,1.350958692600932,1.350958692600932,0.07702473887883807,0.07702473887883807,1.8824687160362716,1.8824687160362716,0.06383921344816022,1.442335644584808,1.0676385980447354,-0.3008144830857032,2.9413743123485374,1.0676385980447356,0.8288144092066444,0.8179537521287146,True,1.350958692600932
cleanStatic,cleanStatic,cleanStatic@475,937,475.69125544,474.28039548,475.69125544,normal_holdout,normal,,True,11,1.3308407371183637,1.3308407371183637,0.07629685120082491,0.07629685120082491,1.8424563708254562,1.8424563708254562,0.09167910519107775,1.0968497241291024,0.824178050413518,-0.2858108756933497,2.9413743123485374,0.8241780504135181,1.2016106005445022,0.6102112248124643,True,1.3308407371183637
cleanStatic,cleanStatic,cleanStatic@475.5,938,476.19125544,474.78039548,476.19125544,normal_holdout,normal,,True,11,1.3038299931387958,1.3038299931387958,0.07581517917476334,0.07581517917476334,1.8046087851825572,1.8046087851825572,0.06215890871342766,1.4363420091546455,1.1016328944058456,-0.2653060816452968,2.169974934888844,1.1016328944058458,0.8198741912901599,1.013069962576545,True,1.3038299931387958
cleanStatic,cleanStatic,cleanStatic@476,939,476.69125544,475.28039548,476.69125544,normal_holdout,normal,,True,11,1.2917539521798982,1.2917539521798982,0.07503190816810504,0.07503190816810504,1.7726468924917822,1.7726468924917822,0.07938480290521374,1.013584276648912,0.7846573838140296,-0.2560009477352651,1.812225299820346,0.7846573838140296,1.0580139149247847,0.7826338747905861,True,1.2917539521798982
cleanStatic,cleanStatic,cleanStatic@476.5,940,477.19125544,475.78039548,477.19125544,normal_holdout,normal,,True,11,1.3000532396926778,1.3000532396926778,0.07492906817484503,0.07492906817484503,1.7830888976785815,1.7830888976785815,0.08498865149418297,1.929449527301252,1.4841311635493926,-0.26240521723866705,2.169974934888844,1.484131163549393,1.1342547500505968,1.4996705989322254,True,1.3000532396926778
cleanStatic,cleanStatic,cleanStatic@477,941,477.69125544,476.28039548,477.69125544,normal_holdout,normal,,True,11,1.3816458492498422,1.369349963205879,0.07683105210489544,0.07683105210489544,1.9075923127533472,1.8996387280095701,0.07951179938828161,2.3494440317579115,1.7004676220274029,-0.3232754329177111,4.137625070580563,1.71573673267385,1.0348914561227955,1.3095778795323183,True,1.3816458492498422
cleanStatic,cleanStatic,cleanStatic@477.5,942,478.19125544,476.78039548,478.19125544,normal_holdout,normal,,True,11,1.4579973571627465,1.369349963205879,0.07841313185010218,0.07810200022897199,2.023005418683681,1.8996387280095701,0.08925876683141709,1.5353433535692516,1.0796917672185016,-0.377063820939245,6.7025744280421,1.121220575326671,1.1428486667401188,1.0427621715130289,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@478,943,478.69125544,477.28039548,478.69125544,normal_holdout,normal,,True,11,1.5165577912395658,1.369349963205879,0.07958041130425475,0.07810200022897199,2.1089715752808273,1.8996387280095701,0.08372604658672277,1.6039938428385452,1.1279685047360521,-0.41644315572212076,6.7025744280421,1.1713542088855982,1.0720089926155891,1.0669522734396089,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@478.5,944,479.19125544,477.78039548,479.19125544,normal_holdout,normal,,True,11,1.59640844227968,1.369349963205879,0.08127797173950037,0.07810200022897199,2.223597896237137,1.8996387280095701,0.08300741025030534,3.0805677264179723,2.1663321138169636,-0.4677563825019866,6.7025744280421,2.2496569972557228,1.062807738687257,1.9680229420320472,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@479,945,479.69125544,478.28039548,479.69125544,normal_holdout,normal,,True,11,1.543153359944747,1.369349963205879,0.08040900378564121,0.07810200022897199,2.143920972957912,1.8996387280095701,0.07557463344646853,1.337496223922617,0.9405607275388825,-0.43382795920342887,6.7025744280421,0.9767380581011686,0.9676401785473616,0.8215406536481922,True,1.4220200618224565
cleanStatic,cleanStatic,cleanStatic@479.5,946,480.12360144,478.78039548,480.12360144,normal_holdout,normal,,True,10,1.5528776781608287,1.369349963205879,0.08061499107914548,0.07810200022897199,2.1521155488293755,1.8996387280095701,0.0921011373016252,1.429161516947564,1.0050220494891995,-0.4401097761969711,6.7025744280421,1.0436787931126503,1.179241722767815,0.9212139630093172,True,1.4220200618224565
